time,w1_full,w2_full,tmv_absolute_full,w1_no_interaction,w2_no_interaction,tmv_absolute_no_interaction
0.25,7.803035377711046,7.93770924266592,0.0646267040804993,7.959008244132909,8.104126022753581,0.0990333192397407
0.5,8.167040977574139,8.289534539778158,0.2267865562146171,8.261114592104402,8.386072185236989,0.1856019759700276
1.0,8.094072007859005,8.202896845505222,0.2877530382157931,8.36127007630311,8.534068486141697,0.2865996373422024
2.0,8.32373489478655,8.416011173579967,0.1926398444578299,8.438395595037877,8.541807704053594,0.0624016325476477
