training_seed,condition,time_hours,n_cells,centroid_cosine_inference_drift_vs_scnt,cell_cosine_mean,cell_cosine_median,cell_cosine_sd
42,full_interaction_noise,0.25,4031,0.1721738482238139,0.0382608190908765,0.0442962125210974,0.2189131013565195
42,full_interaction_noise,0.5,4470,0.5309076342282335,0.0634129438301591,0.0650805071837977,0.2060638633976442
42,full_interaction_noise,1.0,6814,-0.0102035999730304,0.0171580592212203,0.0179582525314529,0.1929911380812024
42,full_interaction_noise,2.0,3000,-0.3718341927363234,-0.0822335543997738,-0.0804382642663361,0.1995737118003755
42,no_interaction_noise,0.25,4031,0.1868899724674628,0.0314164759853995,0.0397470388465353,0.2187605790237957
42,no_interaction_noise,0.5,4470,0.5311531359469377,0.0520755543010592,0.0528995835236425,0.2098908665681635
42,no_interaction_noise,1.0,6814,-0.0829922518899996,-0.0008686845740917,-0.0042634926661621,0.2017649937423602
42,no_interaction_noise,2.0,3000,-0.3120033243984389,-0.0603447856810893,-0.0520947433466627,0.2031853385726994
