"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","query_id","query_symbol_count","query_mapped_symbol_count","query_entrez_count","background_symbol_count","background_mapped_symbol_count","background_entrez_count","clusterprofiler_pool","multiple_testing_scope"
"CC","GO:0005576","extracellular region","182/819","263/1569",6.98892049593472e-10,2.46010001456902e-06,2.43950109100206e-06,"Pcsk9/Acp7/Npy/Cpa1/Clps/Hdlbp/Ly6g5c/Afp/Acan/Ahsg/Alb/Ambp/Scgb3a2/A1bg/Apoa1/Apoa2/Apoc2/Apoe/Akr1b7/Bmp5/Btc/Serping1/Car2/Serpina6/Cbln2/Ckm/Clu/Camp/Col11a1/Col11a2/Col14a1/Col2a1/Col3a1/Col9a1/Col9a3/Col1a1/Col1a2/Cp/Cpa3/Cyp4a12b/Dbh/Dcn/Eln/Enam/Wfdc18/F7/Fga/Gpx5/Gstm1/Hba-a1/Ibsp/Igf1/Igf2/Igfbp5/Igkc/Ihh/Il7/Ins2/Krt13/Lama2/Lama3/Lama5/Lamb2/Cnmd/Lgals3/Anxa1/Lpl/Papln/Lyz2/Matn1/Matn2/Mep1b/Msmb/Mapt/Muc1/Myoc/Ngp/Nrg3/Nxph1/Oc90/Pcsk2/Penk/Pkd1/Serpinf2/Pnliprp1/Srgn/Ptgds/Rbp4/Ren1/S100a4/S100a8/S100a9/Ccl17/Ccl9/Cxcl2/Cxcl12/Sftpc/Slc12a1/Siglec1/Snca/Sparc/Serpina1b/Serpina1e/Serpinb5/Spp1/Stfa1/Stfa3/Prrg3/Tac1/Tac2/Adamts2/Prss39/Tff3/Tgfbr3/Ang4/Tnfsf8/Trf/Tshb/Ush2a/Wnt10a/Wnt6/Xdh/Dkk4/Ntm/Igha/Olfml2a/Lingo2/Lrrtm4/Prok1/Mmp23/Mgat4a/Prss43/Wfikkn2/Prss30/Defb20/Olfml2b/Cpa6/Il19/Tgm4/Lyg2/Defb40/Bpifb4/Serpinb3b/Flrt2/Prok2/Postn/Dkkl1/Gria3/Apom/Sfn/Cpxm2/Htra1/Tacstd2/Cxcl14/Angptl4/Adamdec1/Fgf23/Krtdap/Ctrb1/Col6a5/Aspn/Cmtm5/Nts/Glipr1l2/Kirrel3/Lipf/Col6a4/C1qtnf2/Glipr1l1/Pxdn/Ifi35/Susd2/Plbd2/Apol9b/Spink5/Col20a1/Defb30/Hapln2/F13a1/Spinkl/Cst11/Il23a",182,"s9_pattern_2",1117,936,936,2000,1725,1725,TRUE,"one BH family across pooled BP+MF+CC terms per query"
"CC","GO:0005615","extracellular space","135/819","194/1569",1.17133496191834e-07,0.000206154953297627,0.000204428775459011,"Pcsk9/Npy/Cpa1/Hdlbp/Afp/Acan/Ahsg/Alb/Ambp/Scgb3a2/Apoa1/Apoa2/Apoc2/Apoe/Bmp5/Btc/Serping1/Car2/Serpina6/Cbln2/Ckm/Clu/Camp/Col11a1/Col11a2/Col14a1/Col2a1/Col3a1/Col9a1/Col9a3/Col1a1/Col1a2/Cp/Cpa3/Cyp4a12b/Dbh/Dcn/Eln/Wfdc18/F7/Fga/Gpx5/Hba-a1/Ibsp/Igf1/Igf2/Igfbp5/Ihh/Il7/Ins2/Krt13/Lama5/Lgals3/Anxa1/Lpl/Lyz2/Matn2/Muc1/Myoc/Ngp/Nrg3/Pcsk2/Pkd1/Serpinf2/Pnliprp1/Srgn/Ptgds/Rbp4/Ren1/S100a4/S100a8/S100a9/Ccl17/Ccl9/Cxcl2/Cxcl12/Sftpc/Slc12a1/Snca/Sparc/Serpina1b/Serpina1e/Serpinb5/Spp1/Stfa1/Stfa3/Prrg3/Tac1/Tac2/Prss39/Tff3/Tgfbr3/Ang4/Tnfsf8/Trf/Tshb/Wnt10a/Wnt6/Xdh/Dkk4/Ntm/Igha/Olfml2a/Lingo2/Lrrtm4/Mmp23/Prss43/Wfikkn2/Prss30/Olfml2b/Cpa6/Il19/Defb40/Serpinb3b/Flrt2/Postn/Dkkl1/Apom/Tacstd2/Cxcl14/Angptl4/Fgf23/Krtdap/Aspn/Cmtm5/Glipr1l2/C1qtnf2/Glipr1l1/Pxdn/Ifi35/Susd2/Apol9b/Hapln2/Spinkl/Il23a",135,"s9_pattern_2",1117,936,936,2000,1725,1725,TRUE,"one BH family across pooled BP+MF+CC terms per query"
"CC","GO:0030312","external encapsulating structure","66/819","89/1569",1.0797799811005e-05,0.0126694184449125,0.0125633347976465,"Acta2/Acan/Ahsg/Alb/Ambp/Apoe/Serping1/Col11a1/Col11a2/Col14a1/Col2a1/Col3a1/Col9a1/Col9a3/Col1a1/Col1a2/Dcn/Eln/Enam/Fga/Igf1/Igf2/Ihh/Ins2/Lama2/Lama3/Lama5/Lamb2/Lgals3/Anxa1/Papln/Matn1/Matn2/Muc1/Myoc/Oc90/Serpinf2/Plscr2/Pmp22/Pkhd1l1/Itgb4/S100a3/S100a6/Sparc/Sema6d/Adamts2/Ang4/Trf/Ush2a/Wnt6/Olfml2a/Lingo2/Lrrtm4/Mmp23/Olfml2b/Tgm4/Postn/Htra1/Angptl4/Col6a5/Aspn/Col6a4/Pxdn/Col20a1/Hapln2/F13a1",66,"s9_pattern_2",1117,936,936,2000,1725,1725,TRUE,"one BH family across pooled BP+MF+CC terms per query"
"CC","GO:0031012","extracellular matrix","65/819","88/1569",1.58587787178802e-05,0.0139557252717346,0.0138388711127607,"Acta2/Acan/Ahsg/Alb/Ambp/Apoe/Serping1/Col11a1/Col11a2/Col14a1/Col2a1/Col3a1/Col9a1/Col9a3/Col1a1/Col1a2/Dcn/Eln/Enam/Fga/Igf1/Igf2/Ihh/Ins2/Lama2/Lama3/Lama5/Lamb2/Lgals3/Anxa1/Papln/Matn1/Matn2/Muc1/Myoc/Oc90/Serpinf2/Plscr2/Pmp22/Itgb4/S100a3/S100a6/Sparc/Sema6d/Adamts2/Ang4/Trf/Ush2a/Wnt6/Olfml2a/Lingo2/Lrrtm4/Mmp23/Olfml2b/Tgm4/Postn/Htra1/Angptl4/Col6a5/Aspn/Col6a4/Pxdn/Col20a1/Hapln2/F13a1",65,"s9_pattern_2",1117,936,936,2000,1725,1725,TRUE,"one BH family across pooled BP+MF+CC terms per query"
"CC","GO:0071944","cell periphery","288/819","481/1569",3.12977687376492e-05,0.0167192677299943,0.0165792738614417,"Pcsk9/Itga9/Mylk/Grm5/Slco1a5/Card11/Dsp/Krt5/Chrng/Ly6g5c/Actg2/Actn2/Actn3/Acta2/Psg29/Adra1d/Acan/Ahsg/Alb/Aldh3a1/Alk/Ambp/A1bg/Apoe/Aqp7/Slc7a3/Btc/Serping1/Cacna2d3/Car2/Cd22/Cd3e/Cd8b1/Cdh1/Chrm3/Clcn1/Clu/Col11a1/Col11a2/Col14a1/Col2a1/Col3a1/Col9a1/Col9a3/Col1a1/Col1a2/Cp/Crhr2/Csf2ra/Dnajc5/Cyp4a12b/Dcn/Dpp6/Dsc2/Dsg3/Adam28/Eln/Emp1/Enam/Mpzl2/Fga/Gabra1/Gja1/Gp1bb/Gpx5/Grm1/Gypa/Htr2c/Htr4/Igf1/Igf2/Igkc/Ihh/Ins2/Jag2/Kcnd2/Kcnj15/Kcns1/Klc2/Klra9/Krt14/Krt17/Krt19/Lama2/Lama3/Lama5/Lamb2/Arhgef1/Lgals3/Anxa1/Lpl/Lst1/Slc2a10/Papln/Pilrb1/Inpp5j/Il17rc/Syt12/Vmn1r5/Vmn1r22/Vmn1r73/Vmn1r203/Mal/Matn1/Matn2/Mep1b/Mog/Cd200/Mpl/Mapt/Muc1/Myoc/Nat3/Ncf2/Nrg3/Nrp2/Nrxn1/Nrxn3/Ntrk1/Oc90/Cntn3/Penk/Prkcb/Pkd1/Serpinf2/Plscr2/Pmp22/Ppl/Prkg1/Prph/Pkhd1l1/Ptprd/Ptprm/Itgb4/Ros1/S100a3/S100a6/S100a8/S100a9/Cxcl12/Slc12a1/Slc4a1/Slc4a3/Slc9a1/Siglec1/Snca/Sparc/Serpinb5/Sprr1a/Tmprss7/Stfa1/Stfa3/Mrgprd/Dsg1c/Sema6d/Astl/Gabrp/Adamts2/Stac2/Ace3/Llgl2/Tgfbr3/Ang4/Tnfrsf8/Trf/Txk/Upk1b/Ush2a/Trpv2/Rtp2/Nrros/Wnt6/Adgrf5/Hrh4/Npbwr1/Kcnq5/Rhov/Ncmap/Clstn3/Ffar1/Ano5/Gdpd5/Ntm/Dlg2/Kel/Abcc4/Pacsin1/Cadm2/Scn11a/Sgcd/Lrrc52/Olfml2a/Lrrc4c/Lingo2/Fyb2/Lrrtm4/Iqsec3/Sgcz/Cntn5/AU018091/Kir3dl2/Oas3/Ehd2/Slc27a2/Mmp23/Lsamp/Robo2/Sytl1/Ermap/Catsperb/Prss43/Slco1b2/Prss30/Npsr1/Cacna2d4/Olfml2b/Slc26a9/Mdga2/Negr1/Cdh18/Skint9/Tgm4/Il1rapl1/Nalcn/Shisa6/Enthd1/Serpinb3b/Ceacam3/Flrt2/Clec4a4/Postn/Rgs6/Gria3/Rasa4/Pcdh7/Sit1/Syt7/Syt10/Calhm1/Rhog/Htra1/Pkp3/Vmn2r26/Adam21/Tacstd2/Slc6a14/Angptl4/Asic5/Perp/Kncn/Col6a5/Plb1/Aspn/Piezo2/Cntnap2/Ceacam14/Aldh3b1/Kirrel3/Atp2b1/Col6a4/Atp2c2/Cd209b/Glipr1l1/Pxdn/Slc44a4/Slc29a3/Ceacam20/Susd2/Epn3/Lypd6b/Cyp2c55/Psg21/Spink5/Kremen2/Col20a1/Hapln2/F13a1/Slc6a19/Abca6/Car12/Catsperg2/Kcnip4/Plekha2/Tas1r2/Pcdhga12/Atp1a2/Kcnb2/Duox1",288,"s9_pattern_2",1117,936,936,2000,1725,1725,TRUE,"one BH family across pooled BP+MF+CC terms per query"
"BP","GO:0045229","external encapsulating structure organization","34/819","41/1569",3.32485437812386e-05,0.0167192677299943,0.0165792738614417,"Acan/Col11a1/Col11a2/Col14a1/Col2a1/Col3a1/Col9a1/Col9a3/Col1a1/Col1a2/Eln/Ibsp/Ihh/Lama2/Lamb2/Lgals3/Slc2a10/Papln/Matn1/Matn2/Myh11/Serpinf2/Pmp22/Serpinb5/Adamts2/Csgalnact1/Olfml2a/Mmp23/Olfml2b/Flrt2/Postn/Col6a4/Pxdn/Hapln2",34,"s9_pattern_2",1117,936,936,2000,1725,1725,TRUE,"one BH family across pooled BP+MF+CC terms per query"
"BP","GO:0030198","extracellular matrix organization","34/819","41/1569",3.32485437812386e-05,0.0167192677299943,0.0165792738614417,"Acan/Col11a1/Col11a2/Col14a1/Col2a1/Col3a1/Col9a1/Col9a3/Col1a1/Col1a2/Eln/Ibsp/Ihh/Lama2/Lamb2/Lgals3/Slc2a10/Papln/Matn1/Matn2/Myh11/Serpinf2/Pmp22/Serpinb5/Adamts2/Csgalnact1/Olfml2a/Mmp23/Olfml2b/Flrt2/Postn/Col6a4/Pxdn/Hapln2",34,"s9_pattern_2",1117,936,936,2000,1725,1725,TRUE,"one BH family across pooled BP+MF+CC terms per query"
"CC","GO:0062023","collagen-containing extracellular matrix","55/819","74/1569",5.58841336235416e-05,0.0245890187943583,0.0243831298810084,"Acta2/Acan/Ahsg/Alb/Ambp/Serping1/Col11a1/Col11a2/Col14a1/Col2a1/Col3a1/Col9a1/Col9a3/Col1a1/Col1a2/Dcn/Eln/Fga/Igf1/Igf2/Ins2/Lama2/Lama3/Lama5/Lamb2/Lgals3/Anxa1/Papln/Matn1/Matn2/Muc1/Myoc/Serpinf2/Plscr2/Pmp22/Itgb4/S100a3/S100a6/Sparc/Sema6d/Adamts2/Ang4/Trf/Ush2a/Tgm4/Postn/Htra1/Angptl4/Col6a5/Aspn/Col6a4/Pxdn/Col20a1/Hapln2/F13a1",55,"s9_pattern_2",1117,936,936,2000,1725,1725,TRUE,"one BH family across pooled BP+MF+CC terms per query"
"MF","GO:0004930","G protein-coupled receptor activity","34/819","42/1569",8.80460360125524e-05,0.0309922046764185,0.0307327005702762,"Grm5/Adra1d/Chrm3/Crhr2/Grm1/Htr2c/Htr4/Vmn1r5/Vmn1r22/Vmn1r73/Vmn1r203/Mrgprd/Vmn2r30/Vmn2r107/Vmn2r98/Vmn2r102/Adgrf5/Vmn2r120/Hrh4/Npbwr1/Vmn2r19/Ffar1/Vmn2r71/Npsr1/Vmn2r26/Vmn2r117/Vmn2r73/Vmn2r80/Vmn2r83/Vmn2r100/Vmn2r109/Vmn2r112/Vmn2r78/Tas1r2",34,"s9_pattern_2",1117,936,936,2000,1725,1725,TRUE,"one BH family across pooled BP+MF+CC terms per query"
"BP","GO:0043062","extracellular structure organization","34/819","42/1569",8.80460360125524e-05,0.0309922046764185,0.0307327005702762,"Acan/Col11a1/Col11a2/Col14a1/Col2a1/Col3a1/Col9a1/Col9a3/Col1a1/Col1a2/Eln/Ibsp/Ihh/Lama2/Lamb2/Lgals3/Slc2a10/Papln/Matn1/Matn2/Myh11/Serpinf2/Pmp22/Serpinb5/Adamts2/Csgalnact1/Olfml2a/Mmp23/Olfml2b/Flrt2/Postn/Col6a4/Pxdn/Hapln2",34,"s9_pattern_2",1117,936,936,2000,1725,1725,TRUE,"one BH family across pooled BP+MF+CC terms per query"
