"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","query_id","query_symbol_count","query_mapped_symbol_count","query_entrez_count","background_symbol_count","background_mapped_symbol_count","background_entrez_count","clusterprofiler_pool","multiple_testing_scope"
"BP","GO:0009888","tissue development","60/210","255/1569",8.21286315586564e-07,0.000206208454091714,0.000175538019585197,"Mylk/Dsp/Krt5/Foxp2/Acta1/Ahsg/Car2/Runx2/Cdh1/Col11a1/Col11a2/Col3a1/Col1a1/Col1a2/Eln/Epha7/Gja1/Ibsp/Igf2/Jag2/Krt14/Krt15/Krt17/Krt19/Krt4/Krt6a/Lama2/Lama3/Lama5/Anxa1/Myh11/Mylpf/Ntrk1/Pax1/Pkd1/Prrx1/Ppl/Rgs4/Esrp1/Stfa1/Sema6d/Tgfbr3/Trp63/Upk1b/Ush2a/Ranbp3l/Wnt6/Kel/Sgcd/Bnc2/Sgcz/Rbfox1/Robo2/Kif26b/Sfn/Srpk3/Tacstd2/Krtdap/Myh14/Nebl",60,"s10_phase_3",218,210,210,2000,1725,1725,TRUE,"one BH family across pooled BP+MF+CC terms per query"
"CC","GO:0062023","collagen-containing extracellular matrix","26/210","74/1569",8.54454920269534e-07,0.000206208454091714,0.000175538019585197,"Ahsg/Alb/Col11a1/Col11a2/Col3a1/Col1a1/Col1a2/Dcn/Eln/Fga/Igf2/Lama2/Lama3/Lama5/Anxa1/Matn2/Serpinf2/Itgb4/Sparc/Sema6d/Adamts2/Trf/Ush2a/Htra1/Angptl4/Col6a4",26,"s10_phase_3",218,210,210,2000,1725,1725,TRUE,"one BH family across pooled BP+MF+CC terms per query"
"BP","GO:0007155","cell adhesion","44/210","167/1569",1.43125273806735e-06,0.000301273027417121,0.000256463154336615,"Itga9/Dsp/Cdh1/Col3a1/Col1a1/Dsc2/Epha7/Mpzl2/Fga/Ibsp/Igf2/Jag2/Lama2/Lama3/Lama5/Anxa1/Mog/Nrxn1/Cntn3/Pkd1/Ptprm/Itgb4/S100a9/Slc4a1/Stfa1/Ctnna3/Dlg2/Cadm2/Cntn5/Lsamp/Robo2/Kif26b/Mdga2/Negr1/Cdh18/Il1rapl1/Flrt2/Pcdh7/Pkp3/Tacstd2/Perp/Kirrel3/Col6a4/Pcdhga12",44,"s10_phase_3",218,210,210,2000,1725,1725,TRUE,"one BH family across pooled BP+MF+CC terms per query"
"MF","GO:0050839","cell adhesion molecule binding","16/210","34/1569",1.47539562269413e-06,0.000301273027417121,0.000256463154336615,"Itga9/Cdh1/Col3a1/Fga/Ibsp/Igf2/Lama3/Lama5/Nrxn1/Ptprm/Itgb4/Ctnna3/Cntn5/Cdh18/Pkp3/Kirrel3",16,"s10_phase_3",218,210,210,2000,1725,1725,TRUE,"one BH family across pooled BP+MF+CC terms per query"
"BP","GO:0048513","animal organ development","72/210","333/1569",1.56398708662105e-06,0.000301273027417121,0.000256463154336615,"Pcsk9/Mylk/Dsp/Krt5/Foxp2/Acta1/Afp/Ahsg/Alk/Runx2/Cdh1/Col11a1/Col11a2/Col3a1/Col1a1/Col1a2/Eln/Epha7/Gja1/Ibsp/Igf2/Jag2/Krt14/Krt17/Krt19/Krt4/Krt6a/Lama2/Lama3/Lama5/Anxa1/Slc2a10/Myh11/Mylpf/Nrg3/Nrxn1/Ntrk1/Pax1/Pkd1/Prrx1/Ppl/Ptprm/Itgb4/Rgs4/Sparc/Esrp1/Stfa1/Sema6d/Adamts2/Tgfbr3/Trp63/Ush2a/Ranbp3l/Wnt6/Kel/Sgcd/Bnc2/Sgcz/Rbfox1/Robo2/Kif26b/Flrt2/Sfn/Htra1/Srpk3/Tacstd2/Cxcl14/Perp/Kirrel3/Myh14/Nebl/Atp1a2",72,"s10_phase_3",218,210,210,2000,1725,1725,TRUE,"one BH family across pooled BP+MF+CC terms per query"
"BP","GO:0050877","nervous system process","34/210","115/1569",1.66449186418299e-06,0.000301273027417121,0.000256463154336615,"Grm5/Foxp2/Cdh1/Chrm3/Col11a1/Col11a2/Col1a1/Dbh/Dpp6/Grm1/Igf2/Jag2/Kcnd2/Mapt/Myh3/Myh8/Nefl/Nrxn1/Ntrk1/Rgs4/Snca/Gabrp/Tnni2/Tnnt3/Trf/Ush2a/Dlg2/Cntn5/Rbfox1/Ptges/Piezo2/Nts/Myh14/Atp1a2",34,"s10_phase_3",218,210,210,2000,1725,1725,TRUE,"one BH family across pooled BP+MF+CC terms per query"
"BP","GO:0098609","cell-cell adhesion","31/210","101/1569",2.0985547142632e-06,0.000357494967794483,0.000304322918935257,"Itga9/Dsp/Cdh1/Dsc2/Epha7/Mpzl2/Fga/Igf2/Lama3/Lama5/Anxa1/Nrxn1/Pkd1/Ptprm/S100a9/Slc4a1/Stfa1/Ctnna3/Dlg2/Cadm2/Cntn5/Robo2/Kif26b/Mdga2/Negr1/Cdh18/Il1rapl1/Pkp3/Perp/Kirrel3/Pcdhga12",31,"s10_phase_3",218,210,210,2000,1725,1725,TRUE,"one BH family across pooled BP+MF+CC terms per query"
"BP","GO:0048731","system development","81/210","394/1569",2.36891121702426e-06,0.000381131493583459,0.000324443863758527,"Pcsk9/Mylk/Grm5/Dsp/Foxp2/Afp/Ahsg/Alk/Runx2/Cdh1/Camp/Col11a1/Col11a2/Col3a1/Col1a1/Col1a2/Dcn/Eln/Epha7/Gja1/Igf2/Jag2/Lama2/Lama3/Lama5/Anxa1/Slc2a10/Matn2/Mapt/Ppp1r15a/Myh11/Nefl/Nefm/Ngp/Nrg3/Nrxn1/Ntrk1/Cntn3/Pax1/Pcsk2/Pkd1/Serpinf2/Prrx1/Ptprm/Itgb4/Rgs4/S100a9/Snca/Sparc/Esrp1/Sema6d/Adamts2/Tgfbr3/Trf/Trp63/Ush2a/Ranbp3l/Trpv2/Wnt6/Dlg2/Kel/Sgcd/Lingo2/Bnc2/Lrrtm4/Sgcz/Cntn5/Rbfox1/Robo2/Kif26b/Mdga2/Negr1/Il1rapl1/Flrt2/Rgs6/Tacstd2/Angptl4/Il1rapl2/Kirrel3/Nebl/Atp1a2",81,"s10_phase_3",218,210,210,2000,1725,1725,TRUE,"one BH family across pooled BP+MF+CC terms per query"
"CC","GO:0005911","cell-cell junction","18/210","43/1569",2.64270371590045e-06,0.000402803682170932,0.000342892637265311,"Mylk/Dsp/Cdh1/Dsc2/Gja1/Lama3/Nrxn1/Ptprm/Slc4a1/Ctnna3/Ccdc85a/Cdh18/Flrt2/Pkp3/Perp/Kirrel3/Pcdhga12/Atp1a2",18,"s10_phase_3",218,210,210,2000,1725,1725,TRUE,"one BH family across pooled BP+MF+CC terms per query"
"CC","GO:0070161","anchoring junction","22/210","60/1569",2.83669583407591e-06,0.000410753556774191,0.000349660086495041,"Mylk/Dsp/Cdh1/Dsc2/Gja1/Kcnd2/Lama3/Nrxn1/Ppl/Ptprm/Itgb4/Slc4a1/Ctnna3/Ccdc85a/Tle2/Cdh18/Flrt2/Pkp3/Perp/Kirrel3/Pcdhga12/Atp1a2",22,"s10_phase_3",218,210,210,2000,1725,1725,TRUE,"one BH family across pooled BP+MF+CC terms per query"
