pair_id,pearson,rmsd
"[""Adcyap1"",""Adcyap1r1""]",0.9960591823126422,0.03452965991858402
"[""Adgre5"",""Cd55b""]",0.9998055663763623,0.007997761060231957
"[""Adipoq"",""Adipor1""]",0.9996215913251291,0.011494790280304226
"[""Adipoq"",""Adipor2""]",0.9997352347457155,0.00795706495956407
"[""Adm"",""Calcr""]",0.9965681009388202,0.03196522870922128
"[""Adm"",""Calcrl""]",0.9976526242291287,0.02599961542413471
"[""Agrn"",""Dag1""]",0.9986349808702089,0.020008430703024337
"[""Agt"",""Agtr1a""]",0.9744755369150357,0.12875880004172977
"[""Agt"",""Agtr1b""]",0.9781848885033805,0.07593328313761889
"[""Agt"",""Mas1""]",0.9928419053241339,0.0560085862954303
"[""Alcam"",""Cd6""]",0.9997165790974086,0.00984630347885686
"[""Amh"",""Amhr2_Acvr1""]",0.9997398253658095,0.00868007095140832
"[""Amh"",""Amhr2_Bmpr1a""]",0.9997398253658095,0.00868007095140832
"[""Angpt1"",""Tek""]",0.9979549002848089,0.024409173700037957
"[""Angpt2"",""Itga5_Itgb1""]",0.9993985571997706,0.013471350765837425
"[""Angpt2"",""Tek""]",0.9988278358627923,0.01873012940588957
"[""Angptl1"",""Itga1_Itgb1""]",0.9994074544046414,0.013613189152889199
"[""Angptl1"",""Pirb""]",0.9996265237646693,0.010665587727047322
"[""Angptl2"",""Itga5_Itgb1""]",0.999112971616664,0.016020382071499622
"[""Angptl2"",""Pirb""]",0.9991283543072031,0.014922866750646685
"[""Angptl2"",""Tlr4""]",0.9985772670830237,0.020306905104753376
"[""Angptl3"",""Itgav_Itgb3""]",0.99236625361882,0.05547468772690409
"[""Angptl4"",""Cdh11""]",0.9997547404867739,0.007934039983294191
"[""Angptl4"",""Cdh5""]",0.9992881274040922,0.014138364209548738
"[""Angptl4"",""Itga5_Itgb1""]",0.999367478185038,0.013327503848590732
"[""Angptl4"",""Itgav_Itgb3""]",0.9992621461781932,0.013549797229857947
"[""Angptl4"",""Sdc1""]",0.9994737257812846,0.011976539834243204
"[""Angptl4"",""Sdc2""]",0.9996440754644654,0.009833298784543571
"[""Angptl4"",""Sdc3""]",0.9980836704343811,0.02565836804400895
"[""Angptl4"",""Sdc4""]",0.9982303531061117,0.022249069642366323
"[""Angptl7"",""Pirb""]",0.9972900956223764,0.025467761689319184
"[""Anxa1"",""Fpr1""]",0.99113958426459,0.05918702027350096
"[""Anxa1"",""Fpr2""]",0.9690191918089692,0.10840768771836913
"[""Anxa1"",""Fpr2_Fpr3""]",0.9690191918089692,0.10840768771836913
"[""Apela"",""Aplnr""]",0.9991260705779597,0.01620369989741273
"[""Apln"",""Aplnr""]",0.9994782126712493,0.012841555006039585
"[""App"",""Cd74""]",0.9984377366620294,0.023952821365107284
"[""Areg"",""Egfr""]",0.9990437625475775,0.0190644549236208
"[""Areg"",""Egfr_Erbb2""]",0.9981505891461429,0.02952370699805802
"[""Artn"",""Gfra1_Ret""]",0.998000638006103,0.025400100721829966
"[""Artn"",""Gfra3_Ret""]",0.9996293649799585,0.011331616935507317
"[""Avp"",""Avpr1a""]",0.9973988323305808,0.02885703573288702
"[""Bdnf"",""Ntrk2""]",0.9997677128808976,0.008826124100566957
"[""Bmp10"",""Acvrl1_Acvr2a""]",0.9858572868063662,0.06262783921329516
"[""Bmp10"",""Acvrl1_Bmpr2""]",0.9858572868063662,0.06262783921329516
"[""Bmp2"",""Bmpr1a_Acvr2a""]",0.9991398636237196,0.01587300717351259
"[""Bmp2"",""Bmpr1a_Acvr2b""]",0.9993872444151987,0.013339407691036349
"[""Bmp2"",""Bmpr1a_Bmpr2""]",0.9990916157805854,0.016097093067238007
"[""Bmp2"",""Bmpr1b_Acvr2a""]",0.9993655153900687,0.014054223171635483
"[""Bmp2"",""Bmpr1b_Acvr2b""]",0.9993742406833954,0.013547024996904302
"[""Bmp2"",""Bmpr1b_Bmpr2""]",0.9995212584089279,0.01180860916792877
"[""Bmp4"",""Bmpr1a_Acvr2a""]",0.9997410352913835,0.008712440182582132
"[""Bmp4"",""Bmpr1a_Acvr2b""]",0.9998155821754132,0.00730785560774423
"[""Bmp4"",""Bmpr1a_Bmpr2""]",0.9996895481051074,0.009371852170850136
"[""Bmp4"",""Bmpr1b_Acvr2a""]",0.999777110885474,0.008130821047037088
"[""Bmp4"",""Bmpr1b_Acvr2b""]",0.999806685256028,0.007502022641079992
"[""Bmp4"",""Bmpr1b_Bmpr2""]",0.9997958212132638,0.007614672925708609
"[""Bmp5"",""Acvr1_Acvr2a""]",0.99961440130704,0.010545505803236486
"[""Bmp5"",""Acvr1_Acvr2b""]",0.9997250532342405,0.009061360967723649
"[""Bmp5"",""Acvr1_Bmpr2""]",0.9996274366948137,0.010335966805571061
"[""Bmp5"",""Bmpr1a_Acvr2a""]",0.999657705741846,0.010195204103765832
"[""Bmp5"",""Bmpr1a_Acvr2b""]",0.9997500540320446,0.008623046493498075
"[""Bmp5"",""Bmpr1a_Bmpr2""]",0.9996104999311535,0.010631346332851123
"[""Bmp5"",""Bmpr1b_Acvr2a""]",0.999697737955606,0.0096844100136203
"[""Bmp5"",""Bmpr1b_Acvr2b""]",0.9997401081498057,0.008813890769998979
"[""Bmp5"",""Bmpr1b_Bmpr2""]",0.9997175309983919,0.00910843087481372
"[""Bmp6"",""Acvr1_Acvr2a""]",0.999653118382693,0.009799456384862286
"[""Bmp6"",""Acvr1_Acvr2b""]",0.9998111644684423,0.007240594674640937
"[""Bmp6"",""Acvr1_Bmpr2""]",0.9996539340033135,0.009764427947124635
"[""Bmp6"",""Bmpr1a_Acvr2a""]",0.9997428456443065,0.008337612507379999
"[""Bmp6"",""Bmpr1a_Acvr2b""]",0.9998630633562604,0.006028696614804642
"[""Bmp6"",""Bmpr1a_Bmpr2""]",0.9996614127215345,0.009704390679740962
"[""Bmp6"",""Bmpr1b_Acvr2a""]",0.9998176450197342,0.007470159780966331
"[""Bmp6"",""Bmpr1b_Acvr2b""]",0.9998508865475659,0.006445693540868977
"[""Bmp6"",""Bmpr1b_Bmpr2""]",0.9997618890617476,0.008364837706766156
"[""Bmp7"",""Acvr1_Acvr2a""]",0.9993176148920119,0.013888253263189883
"[""Bmp7"",""Acvr1_Acvr2b""]",0.9995847544562804,0.01092435180257361
"[""Bmp7"",""Acvr1_Bmpr2""]",0.9993047538359511,0.013994109216723907
"[""Bmp7"",""Bmpr1a_Acvr2a""]",0.9994624530927226,0.01234949456065398
"[""Bmp7"",""Bmpr1a_Acvr2b""]",0.9996691690983328,0.009651209074238488
"[""Bmp7"",""Bmpr1a_Bmpr2""]",0.9993172634477601,0.01394881951680965
"[""Bmp7"",""Bmpr1b_Acvr2a""]",0.9996249547162789,0.010754499482498936
"[""Bmp7"",""Bmpr1b_Acvr2b""]",0.9996437299769467,0.010130016340351124
"[""Bmp7"",""Bmpr1b_Bmpr2""]",0.9996675922614111,0.009860795498102867
"[""Bmp8a"",""Acvr1_Acvr2a""]",0.9995934684782941,0.010696015386422427
"[""Bmp8a"",""Acvr1_Acvr2b""]",0.9997909589212279,0.010038988440092161
"[""Bmp8a"",""Acvr1_Bmpr2""]",0.9995881468323425,0.01074258304771551
"[""Bmp8a"",""Bmpr1a_Acvr2a""]",0.9997196584604454,0.010920547126899369
"[""Bmp8a"",""Bmpr1a_Acvr2b""]",0.9998714775516676,0.008571528834827145
"[""Bmp8a"",""Bmpr1a_Bmpr2""]",0.9996057801462032,0.011164584240911617
"[""Bmp8a"",""Bmpr1b_Acvr2a""]",0.9998004997577689,0.008823178626340593
"[""Bmp8a"",""Bmpr1b_Acvr2b""]",0.9998491242333132,0.008498049807917999
"[""Bmp8a"",""Bmpr1b_Bmpr2""]",0.9997788332819325,0.008657314544784578
"[""Bmp8b"",""Acvr1_Acvr2a""]",0.9995231058939197,0.012040843806831715
"[""Bmp8b"",""Acvr1_Acvr2b""]",0.9997670063559103,0.008196234699296107
"[""Bmp8b"",""Acvr1_Bmpr2""]",0.9995252545396445,0.011955771925390301
"[""Bmp8b"",""Bmpr1a_Acvr2a""]",0.9996169841607703,0.0102196540985782
"[""Bmp8b"",""Bmpr1a_Acvr2b""]",0.9998381060077054,0.006300937000296067
"[""Bmp8b"",""Bmpr1a_Bmpr2""]",0.9995569502075305,0.011654533936953612
"[""Bmp8b"",""Bmpr1b_Acvr2a""]",0.9997935820412291,0.008585096115328681
"[""Bmp8b"",""Bmpr1b_Acvr2b""]",0.9998460759756534,0.006468504775584136
"[""Bmp8b"",""Bmpr1b_Bmpr2""]",0.999711076725441,0.009817381806361483
"[""Btc"",""Egfr""]",0.999164109648057,0.016010592211471615
"[""Btc"",""Egfr_Erbb2""]",0.9985148902868699,0.02248245864708312
"[""Btc"",""Erbb2_Erbb4""]",0.9968155123271771,0.03129305190662056
"[""Btc"",""Erbb4""]",0.9979979232213537,0.024523053024968197
"[""Btla"",""Tnfrsf14""]",0.9995557614976737,0.01021365223652194
"[""C3"",""C3ar1""]",0.9558106311546425,0.10712310788164534
"[""C3"",""Cr2""]",0.9908928358409202,0.05677018633803548
"[""C3"",""Itgam_Itgb2""]",0.9308181593811216,0.16902350283239592
"[""C3"",""Itgax_Itgb2""]",0.9422141220615137,0.17789334418579753
"[""C4b"",""Cr2""]",0.9982376369388203,0.02324038918628744
"[""Cadm1"",""Cadm1""]",0.9999468395789778,0.006050933086364851
"[""Cadm3"",""Cadm3""]",0.9914287490519453,0.05128352987011848
"[""Calca"",""Calcr""]",0.9995971299878015,0.009986389703430843
"[""Calca"",""Calcrl""]",0.9996180489696516,0.010736877169235505
"[""Calcb"",""Calcr""]",0.9950642956192577,0.03378543465273262
"[""Calcb"",""Calcrl""]",0.9996010907063219,0.011051437434872465
"[""Cck"",""Cckar""]",0.9970306669450064,0.028893188245487294
"[""Cck"",""Cckbr""]",0.9972697654510481,0.028113782844013953
"[""Ccl1"",""Ackr1""]",0.9850131334498274,0.06059329619920519
"[""Ccl1"",""Ackr4""]",0.9989695164813207,0.017528100460513858
"[""Ccl11"",""Ackr1""]",0.9872962449407171,0.05745658105048616
"[""Ccl11"",""Ackr2""]",0.9986158984969836,0.020004251608855505
"[""Ccl12"",""Ccr2""]",0.9985123110156083,0.01891195207808154
"[""Ccl17"",""Ackr1""]",0.9813826963530465,0.07093808740525055
"[""Ccl17"",""Ackr2""]",0.9961322236332872,0.0344187724694699
"[""Ccl17"",""Ccr4""]",0.9991995138756804,0.01478892942590626
"[""Ccl2"",""Ackr1""]",0.9982021286968663,0.02282442837012831
"[""Ccl2"",""Ackr2""]",0.9990670056849837,0.017955749086377124
"[""Ccl2"",""Ccr2""]",0.9995782443968843,0.010377826749761742
"[""Ccl20"",""Ccr6""]",0.9985228990489832,0.020616756231213083
"[""Ccl22"",""Ackr2""]",0.9974487681196401,0.02607844514672449
"[""Ccl22"",""Ccr4""]",0.9994869410846116,0.012077900862726473
"[""Ccl24"",""Ackr2""]",0.9979883923995807,0.021899257660372557
"[""Ccl25"",""Ackr4""]",0.9994992841361348,0.011896464025906543
"[""Ccl25"",""Ccr9""]",0.9997852216068716,0.00790470226413819
"[""Ccl27a"",""Ccr10""]",0.9981848771875508,0.021675417928153078
"[""Ccl27a"",""Ccr2""]",0.9973714876010787,0.025583806475476385
"[""Ccl28"",""Ccr10""]",0.9994167259357155,0.012123471990569394
"[""Ccl3"",""Ackr2""]",0.9986371347121435,0.019671928304719442
"[""Ccl3"",""Ccr1""]",0.9981035997870024,0.021217386538652554
"[""Ccl3"",""Ccr5""]",0.9983529582844264,0.02002971409720615
"[""Ccl4"",""Ackr2""]",0.9970427589553943,0.03186891447068462
"[""Ccl4"",""Ccr5""]",0.9968833374885298,0.029351540118516723
"[""Ccl5"",""Ackr1""]",0.9915376506437619,0.044465096229979545
"[""Ccl5"",""Ackr2""]",0.9982515734837022,0.023435982017596564
"[""Ccl5"",""Ccr1""]",0.9973000162651101,0.02737471102601109
"[""Ccl5"",""Ccr4""]",0.999638980671247,0.009818149249173642
"[""Ccl5"",""Ccr5""]",0.997883272358583,0.024194342985703277
"[""Ccl6"",""Ccr1""]",0.9959257376287763,0.032036379068808137
"[""Ccl6"",""Ccr2""]",0.9930710142410145,0.06003436004162923
"[""Ccl7"",""Ackr1""]",0.998229495031914,0.021720972472122055
"[""Ccl7"",""Ccr1""]",0.9992867871022109,0.014470663671390277
"[""Ccl7"",""Ccr2""]",0.999602168665903,0.010265808619802924
"[""Ccl9"",""Ccr1""]",0.9887657938858968,0.05548024081668433
"[""Cd1d1"",""Ceacam5""]",0.9994028086401852,0.012495033939514856
"[""Cd200"",""Cd200r1""]",0.9959636768106219,0.032705243307492624
"[""Cd200"",""Cd200r2""]",0.9966511080131163,0.03588592248238949
"[""Cd200"",""Cd200r3""]",0.9952610207336029,0.03298205219178033
"[""Cd200"",""Cd200r4""]",0.9946804050373954,0.03355118180769306
"[""Cd22"",""Ptprc""]",0.9988026537568018,0.01905700428094259
"[""Cd226"",""Nectin2""]",0.9988969430940304,0.022432986793893068
"[""Cd226"",""Pvr""]",0.9983847922722255,0.027977178444538973
"[""Cd274"",""Pdcd1""]",0.9895758436090034,0.056220484334666386
"[""Cd34"",""Selp""]",0.999078418930758,0.01555464767238907
"[""Cd46"",""Jag1""]",0.9996583235395627,0.00980401848670529
"[""Cd52"",""Siglecg""]",0.9992282230172472,0.01395093179216942
"[""Cd6"",""Alcam""]",0.9997093731952893,0.009952974287972663
"[""Cd70"",""Cd27""]",0.9989690845387758,0.016436985581093334
"[""Cd80"",""Cd274""]",0.9986869265903127,0.018813389037468424
"[""Cd80"",""Cd28""]",0.9992991340547557,0.013628648806534343
"[""Cd80"",""Ctla4""]",0.9995225360057605,0.011314954406586336
"[""Cd86"",""Cd28""]",0.9986332972777329,0.01846087298702691
"[""Cd86"",""Ctla4""]",0.9991255819622614,0.014683066579501827
"[""Cd8a"",""Ceacam5""]",0.9998639487003761,0.009497946403435775
"[""Cd96"",""Nectin1""]",0.9995119226210224,0.012040113094785058
"[""Cd96"",""Pvr""]",0.999350116196508,0.013477228338262136
"[""Cdh1"",""Cdh1""]",0.9936515442885007,0.04145585674655718
"[""Cdh1"",""Itga2_Itgb1""]",0.9991937471209743,0.015965953883195484
"[""Cdh1"",""Itgae_Itgb7""]",0.9973458084714418,0.02573834217486371
"[""Cdh1"",""Klrg1""]",0.998526436580005,0.020874151629994214
"[""Cdh15"",""Cdh15""]",0.9999719145802954,0.0033395412701411596
"[""Cdh2"",""Cdh2""]",0.9990829529432492,0.016326820453574704
"[""Cdh4"",""Cdh4""]",0.9998858997407919,0.006146034474602521
"[""Cdh5"",""Cdh5""]",0.9983983336750978,0.021741985765839175
"[""Ceacam1"",""Ceacam5""]",0.9995180227800257,0.018823968795278295
"[""Cga"",""Fshr""]",0.9996627236756396,0.01300546801346509
"[""Cga"",""Lhcgr""]",0.9998554527790715,0.0061987111902999095
"[""Cga"",""Tshr""]",0.9997491427333539,0.011478628950432843
"[""Chad"",""Itga2_Itgb1""]",0.9987042055542884,0.020382069589464973
"[""Clcf1"",""Cntfr_Lifr_Il6st""]",0.9998296065545884,0.00708688038744757
"[""Cldn11"",""Cldn11""]",0.9995943003431572,0.017882555257133878
"[""Clec2g"",""Klrb1""]",0.9998469243760426,0.009199452654360896
"[""Clec2g"",""Klrb1f""]",0.999922950296358,0.004217569507921498
"[""Clec2h"",""Klrb1""]",0.9995957769117951,0.0108723268188978
"[""Clec2i"",""Klrb1""]",0.9997266198183414,0.00831092087730284
"[""Clec2i"",""Klrb1f""]",0.9999329913588374,0.0039003204901201637
"[""Cntf"",""Cntfr_Lifr_Il6st""]",0.9999262564131169,0.00432581390639753
"[""Cntn1"",""Nrcam""]",0.9858464072861763,0.06646724104278498
"[""Cntn2"",""Cntn2""]",0.9928875830093813,0.046024469881870526
"[""Cntn2"",""Cntn2_Cntnap2""]",0.9928875830093813,0.046024469881870526
"[""Cntn2"",""L1cam""]",0.98397184869553,0.08729446325532317
"[""Col1a1"",""Cd44""]",0.9807336630878638,0.06817241494103195
"[""Col1a1"",""Gp6""]",0.9956482058516037,0.03220105521075407
"[""Col1a1"",""Itga10_Itgb1""]",0.991213432462124,0.05288844426343989
"[""Col1a1"",""Itga11_Itgb1""]",0.9985793795468871,0.019953637058791
"[""Col1a1"",""Itga1_Itgb1""]",0.9964150472607524,0.031125176711916218
"[""Col1a1"",""Itga2_Itgb1""]",0.9987387623757521,0.01836843202689864
"[""Col1a1"",""Itga3_Itgb1""]",0.9976936841788157,0.024897576264702855
"[""Col1a1"",""Itga9_Itgb1""]",0.9991222355153173,0.015368067449897427
"[""Col1a1"",""Itgav_Itgb8""]",0.9992305533110302,0.014442465297986963
"[""Col1a1"",""Sdc1""]",0.9985206217627923,0.020089197307280673
"[""Col1a1"",""Sdc4""]",0.983679063689894,0.0827317934838731
"[""Col1a2"",""Cd44""]",0.926939615469317,0.140946393871631
"[""Col1a2"",""Gp6""]",0.9985386930913492,0.021325158367215106
"[""Col1a2"",""Itga10_Itgb1""]",0.9974296132814221,0.027835996591717538
"[""Col1a2"",""Itga11_Itgb1""]",0.9993392013121776,0.01323787793082083
"[""Col1a2"",""Itga1_Itgb1""]",0.9986085895678364,0.01884935983810355
"[""Col1a2"",""Itga2_Itgb1""]",0.999468350182496,0.011720195526413046
"[""Col1a2"",""Itga3_Itgb1""]",0.9990536885100665,0.015591422844928936
"[""Col1a2"",""Itga9_Itgb1""]",0.9995384712166973,0.011012181777097839
"[""Col1a2"",""Itgav_Itgb8""]",0.9996045921525626,0.010096687555985829
"[""Col1a2"",""Sdc1""]",0.999268248386231,0.01382019878240045
"[""Col1a2"",""Sdc4""]",0.9958832433360676,0.0341426383509088
"[""Col2a1"",""Cd44""]",0.9907148001856454,0.0498616488981978
"[""Col2a1"",""Gp6""]",0.9981697590698214,0.025968355770577416
"[""Col2a1"",""Itga10_Itgb1""]",0.9980002169511352,0.026694017183622153
"[""Col2a1"",""Itga11_Itgb1""]",0.9986613896303199,0.02110904426526203
"[""Col2a1"",""Itga1_Itgb1""]",0.9981314107424979,0.025606672161080722
"[""Col2a1"",""Itga2_Itgb1""]",0.9985105468812071,0.02263643040188874
"[""Col2a1"",""Itga3_Itgb1""]",0.9985252534091718,0.022419638051255412
"[""Col2a1"",""Itga9_Itgb1""]",0.9988871036515731,0.01910050432130868
"[""Col2a1"",""Itgav_Itgb8""]",0.9989876145085119,0.017844615563268187
"[""Col2a1"",""Sdc1""]",0.9987715546522117,0.020003069533587572
"[""Col2a1"",""Sdc4""]",0.9978104262464789,0.02776335909970408
"[""Col4a1"",""Cd44""]",0.9722850897942914,0.08575453905635702
"[""Col4a1"",""Gp6""]",0.9992955229870364,0.013266340762805615
"[""Col4a1"",""Itga10_Itgb1""]",0.9982231565722682,0.02448241089856391
"[""Col4a1"",""Itga11_Itgb1""]",0.9994948240172641,0.01221465115976588
