time,pair_id,ligand,receptor,pair,sender_type,receiver_type,ligand_mean,receptor_mean,communication_weight,lr_score,sender_expression_supported,receiver_expression_supported,expression_supported_edge,expression_source
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,Brain,0.006966204848140478,0.05539463087916374,0.1288015860580504,4.9703288633940237e-05,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,Cartilage primordium,0.006966204848140478,0.2643163502216339,0.076092537538276,0.00014010780755589134,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,Cavity,0.006966204848140478,0.09909687936306,21.7123493085814,0.014988667891401072,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,Choroid plexus,0.006966204848140478,0.06811472028493881,0.0069328474231056,3.2896436915038266e-06,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,Connective tissue,0.006966204848140478,0.19814270734786987,0.33556628665626,0.00046318304765851357,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,Dorsal root ganglion,0.006966204848140478,0.1345275193452835,0.0175068328816567,1.6406462915222273e-05,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,Epidermis,0.006966204848140478,0.20572710037231445,1.1321719564836925,0.001622557661596983,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,GI tract,0.006966204848140478,0.21195538341999054,0.851456595457021,0.0012571966256873853,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,Heart,0.006966204848140478,0.08417846262454987,0.3599141729350707,0.00021105525983014116,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,Jaw and tooth,0.006966204848140478,0.2186741679906845,0.1343342055059891,0.0002046351975511345,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,Kidney,0.006966204848140478,0.22017186880111694,0.0213316414853385,3.271766835774587e-05,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,Liver,0.006966204848140478,0.044163767248392105,0.5034122725071386,0.00015487672353137365,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,Lung primordium,0.006966204848140478,0.2471616268157959,0.1936734818574374,0.0003334628415364725,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,Meninges,0.006966204848140478,0.09415308386087418,1.1061655627943423,0.0007255225651268753,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,Mesentery,0.006966204848140478,0.1379539668560028,0.4466962583456898,0.00042928206948547197,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,Mesothelium,0.006966204848140478,0.20694556832313538,0.0326244927383177,4.7032291565433085e-05,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,Mucosal epithelium,0.006966204848140478,0.16626812517642975,0.0325422656793761,3.7692333693738465e-05,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,Muscle,0.006966204848140478,0.183630108833313,0.1910102125404967,0.0002443412102264656,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,Ovary,0.006966204848140478,0.09168989211320877,0.0698780085311635,4.463322028697312e-05,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,Pancreas,0.006966204848140478,0.4485943019390106,0.0673316310175357,0.00021041133353186356,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,Sympathetic nerve,0.006966204848140478,0.09011421352624893,0.003105645518228,1.949581617625452e-06,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Cavity,Urogenital ridge,0.006966204848140478,0.22845786809921265,0.3320398681031436,0.0005284362398322829,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Choroid plexus,Blood vessel,0.17719846963882446,0.17154569923877716,0.0,0.0,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Choroid plexus,Brain,0.17719846963882446,0.05539463087916374,2.945356103635969,0.0289111555016701,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Choroid plexus,Cartilage primordium,0.17719846963882446,0.2643163502216339,0.0,0.0,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Choroid plexus,Cavity,0.17719846963882446,0.09909687936306,0.0820340697383467,0.0014405031185826722,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Choroid plexus,Choroid plexus,0.17719846963882446,0.06811472028493881,18.60357896577228,0.22454192750290924,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Choroid plexus,Connective tissue,0.17719846963882446,0.19814270734786987,0.0,0.0,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Choroid plexus,Dorsal root ganglion,0.17719846963882446,0.1345275193452835,0.0121907665357961,0.0002906043527668228,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Choroid plexus,Epidermis,0.17719846963882446,0.20572710037231445,0.0,0.0,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Choroid plexus,GI tract,0.17719846963882446,0.21195538341999054,0.0,0.0,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Choroid plexus,Heart,0.17719846963882446,0.08417846262454987,0.0,0.0,True,True,True,observed
0.0,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,Wnt3a_Fzd7_Lrp6,Choroid plexus,Jaw and tooth,0.17719846963882446,0.2186741679906845,0.0,0.0,True,True,True,observed
