time,decoder,scope,n_cells,n_features,rmse,mae,mean_bias,pearson_r
0.0,clipped_inverse_pca,all_active_features,29,2584,0.0590277828240532,0.0203629885869702,0.0006373406202943,0.8898810974440935
1.0,clipped_inverse_pca,all_active_features,222,2584,0.0122415290719266,0.0058884518472941,0.0027635955300032,0.9959961333359898
2.0,clipped_inverse_pca,all_active_features,168,2584,0.014796765346334,0.0064602500554885,0.0020455539700288,0.9925980692287346
3.0,clipped_inverse_pca,all_active_features,22,2584,0.033949954953831,0.0117062172900536,0.0019302331765928,0.979982778317696
4.0,clipped_inverse_pca,all_active_features,47,2584,0.0248624433354876,0.0090948281827114,0.0024584377399158,0.9933663614763404
