seed,variant,time,centroid_shift
42,remove_EVL,4.0,0.1863953837674376
43,remove_EVL,4.0,0.1452541954494055
44,remove_EVL,4.0,0.1581009999292388
45,remove_EVL,4.0,0.1166160016785312
46,remove_EVL,4.0,0.266104723527578
42,remove_YSL,4.0,0.0595509868822388
43,remove_YSL,4.0,0.034084113133438
44,remove_YSL,4.0,0.1476598307983281
45,remove_YSL,4.0,0.1263794903516294
46,remove_YSL,4.0,0.0308999344065846
