pattern,term,term_name,term_id,query_size,background_size,set_size_in_background,overlap_count,gene_ratio,p_value,fold_enrichment,overlap_genes,adjusted_p_value,significant
2,Supramolecular Fiber Organization (GO:0097435),Supramolecular Fiber Organization,GO:0097435,1076,1538,45,40,0.03717472118959108,0.002252190867694133,1.2705493597686908,B2M;CIB1;COL11A1;COL12A1;COL1A1;COL1A2;COL3A1;CORO1A;CORO1C;DPT;EMILIN1;FBLN5;FSD1;GFAP;KATNBL1;KRT19;LOX;LOXL1;LOXL2;LOXL3;LUM;MYH11;MYL9;MYO1E;NEFL;OPTC;P3H4;PXDN;RAC2;RHOG;RND1;SAMD14;SHROOM4;SNCA;TAGLN2;TGFBR1;THSD4;TLL2;TPPP3;VIM,0.9997662475896321,False
2,Macromolecule Biosynthetic Process (GO:0009059),Macromolecule Biosynthetic Process,GO:0009059,1076,1538,16,16,0.01486988847583643,0.00318438765494681,1.429368029739777,EXT2;MRPL10;MRPL12;MRPL55;MRPS11;MRPS12;MRPS18C;RPL13;RPL26;RPL30;RPL34;RPL7;RPS18;RPS3;RPS4X;ZAR1,0.9997662475896321,False
2,Peptide Biosynthetic Process (GO:0043043),Peptide Biosynthetic Process,GO:0043043,1076,1538,16,16,0.01486988847583643,0.00318438765494681,1.429368029739777,GGT5;MRPL10;MRPL12;MRPL55;MRPS11;MRPS12;MRPS18C;RPL13;RPL26;RPL30;RPL34;RPL7;RPS18;RPS3;RPS4X;ZAR1,0.9997662475896321,False
2,Translation (GO:0006412),Translation,GO:0006412,1076,1538,20,19,0.017657992565055763,0.00728582791090705,1.3578996282527882,GATC;MRPL10;MRPL12;MRPL55;MRPS10;MRPS11;MRPS12;MRPS18C;MRPS27;RPL13;RPL26;RPL30;RPL34;RPL7;RPS18;RPS3;RPS4X;WARS2;ZAR1,0.9997662475896321,False
2,Collagen Fibril Organization (GO:0030199),Collagen Fibril Organization,GO:0030199,1076,1538,17,16,0.01486988847583643,0.01865021784244144,1.345287557402143,COL11A1;COL12A1;COL1A1;COL1A2;COL3A1;DPT;LOX;LOXL1;LOXL2;LOXL3;LUM;OPTC;P3H4;PXDN;TGFBR1;TLL2,0.9997662475896321,False
2,Homotypic Cell-Cell Adhesion (GO:0034109),Homotypic Cell-Cell Adhesion,GO:0034109,1076,1538,11,11,0.010223048327137546,0.019351285278665795,1.429368029739777,FGL1;FLNA;ITGB3;MEGF11;MYL9;PDGFRA;PIK3CG;PLPP3;TJP2;TYRO3;VCL,0.9997662475896321,False
2,Regulation Of Cell Death (GO:0010941),Regulation Of Cell Death,GO:0010941,1076,1538,11,11,0.010223048327137546,0.019351285278665795,1.429368029739777,AXIN2;CHMP3;CHRNA7;CLU;HBD;HBE1;HBG2;HBZ;SNCA;SNCG;TMEM109,0.9997662475896321,False
2,Transport Across Blood-Brain Barrier (GO:0150104),Transport Across Blood-Brain Barrier,GO:0150104,1076,1538,21,19,0.017657992565055763,0.026148053155973974,1.2932377411931315,ABCC3;ABCC9;ABCG2;ATP1A2;AVPR1A;SLC12A2;SLC16A1;SLC16A12;SLC16A2;SLC16A7;SLC1A3;SLC22A3;SLC29A1;SLC4A4;SLC6A6;SLC6A9;SLC7A2;SLC7A3;SLC7A5,0.9997662475896321,False
2,Vascular Transport (GO:0010232),Vascular Transport,GO:0010232,1076,1538,21,19,0.017657992565055763,0.026148053155973974,1.2932377411931315,ABCC3;ABCC9;ABCG2;ATP1A2;AVPR1A;SLC12A2;SLC16A1;SLC16A12;SLC16A2;SLC16A7;SLC1A3;SLC22A3;SLC29A1;SLC4A4;SLC6A6;SLC6A9;SLC7A2;SLC7A3;SLC7A5,0.9997662475896321,False
2,Negative Regulation Of Supramolecular Fiber Organization (GO:1902904),Negative Regulation Of Supramolecular Fiber Organization,GO:1902904,1076,1538,10,10,0.00929368029739777,0.02773805244446654,1.429368029739777,CDH5;CIB1;CLU;CORO1A;EMILIN1;LDLR;MYADM;SLIT2;SNCA;TREM2,0.9997662475896321,False
2,Vesicle-Mediated Transport (GO:0016192),Vesicle-Mediated Transport,GO:0016192,1076,1538,29,25,0.023234200743494422,0.03622873015273983,1.232213818741187,ALS2CL;ANXA2;AP5Z1;ARF1;ARF5;ARF6;ARL4D;ATP9B;CCL5;CHMP3;CORO1C;CSNK1G3;EHD2;LDLR;MITD1;MYO1E;NSG1;RPH3A;S100A10;SNAP47;SNX33;SORT1;TINAGL1;VAMP8;WASL,0.9997662475896321,False
2,Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193),Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway,GO:0007193,1076,1538,9,9,0.008364312267657992,0.03974834319361699,1.429368029739777,CHRM4;DRD2;FLNA;GPR37L1;MARCO;MCHR1;NPY1R;PSAP;RGS1,0.9997662475896321,False
2,Cytoplasmic Translation (GO:0002181),Cytoplasmic Translation,GO:0002181,1076,1538,9,9,0.008364312267657992,0.03974834319361699,1.429368029739777,MRPS12;RPL13;RPL26;RPL30;RPL34;RPL7;RPS18;RPS3;RPS4X,0.9997662475896321,False
2,Defense Response To Symbiont (GO:0140546),Defense Response To Symbiont,GO:0140546,1076,1538,9,9,0.008364312267657992,0.03974834319361699,1.429368029739777,DDIT4;IFITM2;IRF1;PTPRC;RNASEL;SHFL;SKP2;STAT1;TBKBP1,0.9997662475896321,False
2,Epithelial Cell Migration (GO:0010631),Epithelial Cell Migration,GO:0010631,1076,1538,9,9,0.008364312267657992,0.03974834319361699,1.429368029739777,ADGRA2;CDH13;FSTL1;LOXL2;LPXN;PLXND1;PRKX;PXN;STAT1,0.9997662475896321,False
2,Golgi Vesicle Transport (GO:0048193),Golgi Vesicle Transport,GO:0048193,1076,1538,9,9,0.008364312267657992,0.03974834319361699,1.429368029739777,ARF5;ATL3;ATP9B;CNIH4;PGAP1;PITPNB;PLPP3;PREB;TRAPPC2L,0.9997662475896321,False
2,Negative Regulation Of Apoptotic Signaling Pathway (GO:2001234),Negative Regulation Of Apoptotic Signaling Pathway,GO:2001234,1076,1538,9,9,0.008364312267657992,0.03974834319361699,1.429368029739777,BDNF;CLU;ITGA6;PRELID1;SLC35F6;TGFBR1;THBS1;TMBIM6;TMEM14A,0.9997662475896321,False
2,Negative Regulation Of Proteolysis (GO:0045861),Negative Regulation Of Proteolysis,GO:0045861,1076,1538,9,9,0.008364312267657992,0.03974834319361699,1.429368029739777,BAG6;CST7;CSTB;DNAJC1;ECM1;EFNA1;EPHA4;TIMP1;TIMP4,0.9997662475896321,False
2,Regulation Of Chemokine Production (GO:0032642),Regulation Of Chemokine Production,GO:0032642,1076,1538,9,9,0.008364312267657992,0.03974834319361699,1.429368029739777,AIF1;CD74;CSF1R;FOXP1;HMOX1;IL6R;LCP1;SNAI2;TREM2,0.9997662475896321,False
2,Maintenance Of Blood-Brain Barrier (GO:0035633),Maintenance Of Blood-Brain Barrier,GO:0035633,1076,1538,14,13,0.012081784386617101,0.04647188453077742,1.327270313329793,CDH5;ESAM;GJA1;GJB6;ITGB1;JAM2;JAM3;LAMA2;LAMC1;PECAM1;SLC12A2;TJP2;VCL,0.9997662475896321,False
