source,target,count,start_time,end_time
MSN,ntng1IN,5,3.0,3.5
CMPN,npyIN,5,3.0,3.5
VLMC,scgnIN,5,3.0,3.5
rIPC2,MSN,5,3.0,3.5
Unknown,dpEX,5,3.0,3.5
MCG,nptxEX,5,3.0,3.5
CMPN,tlNBL,4,3.0,3.5
mpIN,mpIN,4,3.0,3.5
CMPN,mpEX,4,3.0,3.5
npyIN,nptxEX,4,3.0,3.5
CMPN,IMN,4,3.0,3.5
npyIN,mpIN,4,3.0,3.5
rIPC2,MCG,4,3.0,3.5
reaEGC,rIPC1,4,3.0,3.5
ribEGC,nptxEX,4,3.0,3.5
CMPN,Unknown,4,3.0,3.5
CP,nptxEX,4,3.0,3.5
CP,wntEGC,4,3.0,3.5
wntEGC,CMPN,4,3.0,3.5
VLMC,rIPC2,4,3.0,3.5
ribEGC,sfrpEGC,4,3.0,3.5
VLMC,IMN,4,3.0,3.5
sstIN,npyIN,4,3.0,3.5
sfrpEGC,VLMC,4,3.0,3.5
CMPN,obNBL,3,3.0,3.5
ntng1IN,nptxEX,3,3.0,3.5
ntng1IN,npyIN,3,3.0,3.5
npyIN,dpEX,3,3.0,3.5
ntng1IN,obNBL,3,3.0,3.5
CMPN,mpIN,3,3.0,3.5
ribEGC,MCG,3,3.0,3.5
CP,sstIN,3,3.0,3.5
mpEX,MSN,3,3.0,3.5
reaEGC,MCG,3,3.0,3.5
MCG,sfrpEGC,3,3.0,3.5
MSN,npyIN,3,3.0,3.5
Unknown,tlNBL,3,3.0,3.5
sstIN,Unknown,3,3.0,3.5
MCG,IMN,3,3.0,3.5
CP,tlNBL,3,3.0,3.5
sstIN,VLMC,3,3.0,3.5
CP,dpEX,3,3.0,3.5
mpEX,nptxEX,3,3.0,3.5
mpEX,npyIN,3,3.0,3.5
mpEX,rIPC2,3,3.0,3.5
mpEX,sstIN,3,3.0,3.5
CP,CMPN,3,3.0,3.5
rIPC1,rIPC4,2,3.0,3.5
reaEGC,tlNBL,2,3.0,3.5
ribEGC,rIPC2,2,3.0,3.5
rIPC2,CMPN,2,3.0,3.5
CMPN,dpEX,2,3.0,3.5
VLMC,wntEGC,2,3.0,3.5
CP,mpEX,2,3.0,3.5
CMPN,cckIN,2,3.0,3.5
MSN,Unknown,2,3.0,3.5
MSN,mpEX,2,3.0,3.5
Unknown,IMN,2,3.0,3.5
wntEGC,mpEX,2,3.0,3.5
VLMC,cckIN,2,3.0,3.5
sstIN,MSN,2,3.0,3.5
MCG,Unknown,2,3.0,3.5
CP,rIPC1,2,3.0,3.5
MCG,CP,2,3.0,3.5
cckIN,MSN,2,3.0,3.5
dpEX,VLMC,2,3.0,3.5
CP,scgnIN,2,3.0,3.5
mpEX,CMPN,2,3.0,3.5
CP,MCG,2,3.0,3.5
mpEX,IMN,2,3.0,3.5
nptxEX,Unknown,2,3.0,3.5
sfrpEGC,ribEGC,2,3.0,3.5
sfrpEGC,rIPC4,2,3.0,3.5
nptxEX,sstIN,2,3.0,3.5
MCG,CMPN,2,3.0,3.5
CMPN,scgnIN,2,3.0,3.5
scgnIN,obNBL,2,3.0,3.5
rIPC1,MCG,2,3.0,3.5
MCG,wntEGC,2,3.0,3.5
scgnIN,npyIN,1,3.0,3.5
wntEGC,sfrpEGC,1,3.0,3.5
wntEGC,VLMC,1,3.0,3.5
ribEGC,scgnIN,1,3.0,3.5
wntEGC,dpEX,1,3.0,3.5
sstIN,cckIN,1,3.0,3.5
wntEGC,Unknown,1,3.0,3.5
sstIN,rIPC2,1,3.0,3.5
scgnIN,nptxEX,1,3.0,3.5
scgnIN,IMN,1,3.0,3.5
sstIN,MCG,1,3.0,3.5
scgnIN,VLMC,1,3.0,3.5
scgnIN,mpEX,1,3.0,3.5
scgnIN,sstIN,1,3.0,3.5
scgnIN,rIPC2,1,3.0,3.5
sstIN,IMN,1,3.0,3.5
mpIN,tlNBL,1,3.0,3.5
ribEGC,npyIN,1,3.0,3.5
cckIN,CMPN,1,3.0,3.5
VLMC,obNBL,1,3.0,3.5
Unknown,wntEGC,1,3.0,3.5
Unknown,mpIN,1,3.0,3.5
Unknown,mpEX,1,3.0,3.5
Unknown,MSN,1,3.0,3.5
MSN,scgnIN,1,3.0,3.5
MSN,MCG,1,3.0,3.5
MCG,rIPC4,1,3.0,3.5
MCG,obNBL,1,3.0,3.5
MCG,ntng1IN,1,3.0,3.5
MCG,npyIN,1,3.0,3.5
MCG,mpEX,1,3.0,3.5
IMN,tlNBL,1,3.0,3.5
IMN,rIPC2,1,3.0,3.5
IMN,obNBL,1,3.0,3.5
IMN,Unknown,1,3.0,3.5
CP,reaEGC,1,3.0,3.5
CP,rIPC4,1,3.0,3.5
CP,npyIN,1,3.0,3.5
VLMC,ribEGC,1,3.0,3.5
dpEX,mpIN,1,3.0,3.5
reaEGC,sfrpEGC,1,3.0,3.5
dpEX,wntEGC,1,3.0,3.5
reaEGC,MSN,1,3.0,3.5
reaEGC,CMPN,1,3.0,3.5
rIPC4,rIPC4,1,3.0,3.5
rIPC2,sstIN,1,3.0,3.5
rIPC2,rIPC4,1,3.0,3.5
rIPC2,mpIN,1,3.0,3.5
rIPC2,VLMC,1,3.0,3.5
rIPC1,dpEX,1,3.0,3.5
rIPC1,MSN,1,3.0,3.5
ntng1IN,sstIN,1,3.0,3.5
ntng1IN,Unknown,1,3.0,3.5
npyIN,sstIN,1,3.0,3.5
npyIN,mpEX,1,3.0,3.5
npyIN,Unknown,1,3.0,3.5
nptxEX,scgnIN,1,3.0,3.5
nptxEX,ntng1IN,1,3.0,3.5
nptxEX,npyIN,1,3.0,3.5
mpEX,mpIN,1,3.0,3.5
mpEX,Unknown,1,3.0,3.5
mpEX,tlNBL,1,3.0,3.5
MSN,MSN,1336,3.5,4.0
VLMC,VLMC,966,3.5,4.0
nptxEX,nptxEX,567,3.5,4.0
mpEX,mpEX,495,3.5,4.0
CMPN,CMPN,421,3.5,4.0
wntEGC,wntEGC,411,3.5,4.0
dpEX,dpEX,325,3.5,4.0
tlNBL,tlNBL,266,3.5,4.0
IMN,IMN,161,3.5,4.0
sfrpEGC,sfrpEGC,153,3.5,4.0
npyIN,npyIN,143,3.5,4.0
sstIN,sstIN,142,3.5,4.0
nptxEX,obNBL,139,3.5,4.0
wntEGC,tlNBL,121,3.5,4.0
nptxEX,MSN,79,3.5,4.0
obNBL,obNBL,76,3.5,4.0
sstIN,mpIN,73,3.5,4.0
sfrpEGC,tlNBL,68,3.5,4.0
MSN,cckIN,67,3.5,4.0
ntng1IN,ntng1IN,63,3.5,4.0
ribEGC,tlNBL,56,3.5,4.0
CMPN,MSN,49,3.5,4.0
MSN,IMN,47,3.5,4.0
cckIN,cckIN,45,3.5,4.0
nptxEX,VLMC,40,3.5,4.0
mpIN,mpIN,39,3.5,4.0
ribEGC,rIPC4,33,3.5,4.0
mpEX,dpEX,33,3.5,4.0
MCG,MCG,31,3.5,4.0
CMPN,VLMC,31,3.5,4.0
IMN,MSN,30,3.5,4.0
MSN,obNBL,30,3.5,4.0
sstIN,mpEX,29,3.5,4.0
reaEGC,wntEGC,29,3.5,4.0
rIPC4,rIPC4,28,3.5,4.0
reaEGC,rIPC4,27,3.5,4.0
MSN,tlNBL,25,3.5,4.0
scgnIN,scgnIN,25,3.5,4.0
IMN,nptxEX,24,3.5,4.0
Unknown,VLMC,23,3.5,4.0
sfrpEGC,wntEGC,22,3.5,4.0
ntng1IN,CMPN,21,3.5,4.0
ntng1IN,VLMC,21,3.5,4.0
rIPC2,tlNBL,20,3.5,4.0
rIPC2,wntEGC,19,3.5,4.0
dpEX,nptxEX,18,3.5,4.0
sstIN,nptxEX,18,3.5,4.0
wntEGC,sfrpEGC,18,3.5,4.0
ntng1IN,MSN,17,3.5,4.0
Unknown,tlNBL,17,3.5,4.0
CMPN,mpEX,17,3.5,4.0
nptxEX,IMN,16,3.5,4.0
sstIN,VLMC,16,3.5,4.0
MCG,VLMC,16,3.5,4.0
rIPC2,nptxEX,16,3.5,4.0
ribEGC,IMN,15,3.5,4.0
rIPC2,dpEX,15,3.5,4.0
mpEX,tlNBL,15,3.5,4.0
npyIN,CMPN,14,3.5,4.0
MSN,nptxEX,14,3.5,4.0
Unknown,Unknown,14,3.5,4.0
mpEX,mpIN,13,3.5,4.0
mpEX,VLMC,13,3.5,4.0
MCG,tlNBL,13,3.5,4.0
CMPN,nptxEX,13,3.5,4.0
rIPC1,IMN,12,3.5,4.0
sstIN,dpEX,12,3.5,4.0
rIPC2,IMN,12,3.5,4.0
CMPN,tlNBL,12,3.5,4.0
MSN,VLMC,12,3.5,4.0
scgnIN,MSN,11,3.5,4.0
CMPN,ntng1IN,11,3.5,4.0
IMN,VLMC,10,3.5,4.0
scgnIN,CMPN,10,3.5,4.0
Unknown,IMN,9,3.5,4.0
VLMC,IMN,9,3.5,4.0
sstIN,CMPN,9,3.5,4.0
IMN,obNBL,9,3.5,4.0
scgnIN,ntng1IN,8,3.5,4.0
CMPN,IMN,8,3.5,4.0
MSN,CMPN,8,3.5,4.0
npyIN,nptxEX,8,3.5,4.0
VLMC,MSN,8,3.5,4.0
VLMC,tlNBL,8,3.5,4.0
ntng1IN,obNBL,8,3.5,4.0
rIPC2,MCG,7,3.5,4.0
CMPN,obNBL,7,3.5,4.0
rIPC2,mpEX,7,3.5,4.0
rIPC4,tlNBL,7,3.5,4.0
scgnIN,VLMC,6,3.5,4.0
rIPC1,rIPC4,6,3.5,4.0
rIPC2,VLMC,6,3.5,4.0
ribEGC,MSN,6,3.5,4.0
CMPN,mpIN,6,3.5,4.0
sstIN,MSN,6,3.5,4.0
tlNBL,MSN,6,3.5,4.0
IMN,tlNBL,6,3.5,4.0
MSN,rIPC4,6,3.5,4.0
dpEX,VLMC,6,3.5,4.0
cckIN,MSN,5,3.5,4.0
dpEX,tlNBL,5,3.5,4.0
CP,VLMC,5,3.5,4.0
Unknown,nptxEX,5,3.5,4.0
MSN,sstIN,5,3.5,4.0
dpEX,mpIN,5,3.5,4.0
nptxEX,mpEX,5,3.5,4.0
VLMC,CMPN,5,3.5,4.0
rIPC2,rIPC2,5,3.5,4.0
ribEGC,VLMC,4,3.5,4.0
VLMC,obNBL,4,3.5,4.0
tlNBL,sfrpEGC,4,3.5,4.0
npyIN,VLMC,4,3.5,4.0
rIPC2,rIPC4,4,3.5,4.0
Unknown,MSN,4,3.5,4.0
CP,Unknown,4,3.5,4.0
cckIN,obNBL,3,3.5,4.0
Unknown,wntEGC,3,3.5,4.0
MCG,IMN,3,3.5,4.0
Unknown,mpIN,3,3.5,4.0
rIPC2,Unknown,3,3.5,4.0
MCG,MSN,3,3.5,4.0
rIPC1,MCG,3,3.5,4.0
rIPC1,nptxEX,3,3.5,4.0
rIPC1,VLMC,3,3.5,4.0
npyIN,mpIN,3,3.5,4.0
mpEX,wntEGC,3,3.5,4.0
reaEGC,tlNBL,3,3.5,4.0
ribEGC,Unknown,3,3.5,4.0
MCG,rIPC4,3,3.5,4.0
mpEX,MSN,3,3.5,4.0
Unknown,dpEX,3,3.5,4.0
ribEGC,ribEGC,3,3.5,4.0
mpEX,nptxEX,3,3.5,4.0
CMPN,npyIN,3,3.5,4.0
VLMC,sfrpEGC,2,3.5,4.0
ribEGC,nptxEX,2,3.5,4.0
rIPC2,MSN,2,3.5,4.0
VLMC,mpEX,2,3.5,4.0
dpEX,MSN,2,3.5,4.0
cckIN,CMPN,2,3.5,4.0
VLMC,dpEX,2,3.5,4.0
ntng1IN,IMN,2,3.5,4.0
nptxEX,tlNBL,2,3.5,4.0
npyIN,IMN,2,3.5,4.0
mpEX,IMN,2,3.5,4.0
nptxEX,mpIN,2,3.5,4.0
npyIN,MSN,2,3.5,4.0
npyIN,mpEX,2,3.5,4.0
MCG,nptxEX,2,3.5,4.0
npyIN,obNBL,2,3.5,4.0
Unknown,mpEX,2,3.5,4.0
wntEGC,VLMC,2,3.5,4.0
wntEGC,mpIN,2,3.5,4.0
ntng1IN,mpEX,2,3.5,4.0
obNBL,MSN,2,3.5,4.0
sstIN,ntng1IN,2,3.5,4.0
CMPN,cckIN,2,3.5,4.0
mpEX,CMPN,2,3.5,4.0
scgnIN,tlNBL,1,3.5,4.0
wntEGC,IMN,1,3.5,4.0
scgnIN,sstIN,1,3.5,4.0
scgnIN,obNBL,1,3.5,4.0
Unknown,CMPN,1,3.5,4.0
CMPN,rIPC4,1,3.5,4.0
sfrpEGC,VLMC,1,3.5,4.0
CP,MSN,1,3.5,4.0
CP,IMN,1,3.5,4.0
sstIN,npyIN,1,3.5,4.0
VLMC,MCG,1,3.5,4.0
sstIN,MCG,1,3.5,4.0
sstIN,tlNBL,1,3.5,4.0
sstIN,cckIN,1,3.5,4.0
sstIN,obNBL,1,3.5,4.0
scgnIN,cckIN,1,3.5,4.0
CMPN,sstIN,1,3.5,4.0
CMPN,wntEGC,1,3.5,4.0
mpEX,obNBL,1,3.5,4.0
scgnIN,IMN,1,3.5,4.0
VLMC,mpIN,1,3.5,4.0
mpIN,VLMC,1,3.5,4.0
mpIN,mpEX,1,3.5,4.0
mpIN,tlNBL,1,3.5,4.0
mpEX,npyIN,1,3.5,4.0
CMPN,Unknown,1,3.5,4.0
nptxEX,cckIN,1,3.5,4.0
npyIN,scgnIN,1,3.5,4.0
MSN,mpIN,1,3.5,4.0
ntng1IN,cckIN,1,3.5,4.0
ntng1IN,nptxEX,1,3.5,4.0
IMN,rIPC4,1,3.5,4.0
dpEX,mpEX,1,3.5,4.0
rIPC1,rIPC1,1,3.5,4.0
rIPC1,tlNBL,1,3.5,4.0
dpEX,MCG,1,3.5,4.0
dpEX,IMN,1,3.5,4.0
cckIN,sstIN,1,3.5,4.0
MSN,ntng1IN,1,3.5,4.0
rIPC2,obNBL,1,3.5,4.0
rIPC4,IMN,1,3.5,4.0
IMN,MCG,1,3.5,4.0
reaEGC,MCG,1,3.5,4.0
CP,sstIN,1,3.5,4.0
reaEGC,ribEGC,1,3.5,4.0
CP,ribEGC,1,3.5,4.0
ribEGC,MCG,1,3.5,4.0
VLMC,ntng1IN,1,3.5,4.0
CP,rIPC2,1,3.5,4.0
ribEGC,wntEGC,1,3.5,4.0
nptxEX,dpEX,1,3.5,4.0
