source,target,count,start_time,end_time
VLMC,VLMC,1161,0.0,0.5
MSN,MSN,725,0.0,0.5
obNBL,obNBL,718,0.0,0.5
scgnIN,scgnIN,602,0.0,0.5
dpEX,dpEX,534,0.0,0.5
CMPN,CMPN,506,0.0,0.5
nptxEX,nptxEX,384,0.0,0.5
wntEGC,wntEGC,341,0.0,0.5
tlNBL,tlNBL,319,0.0,0.5
mpEX,mpEX,316,0.0,0.5
sstIN,sstIN,260,0.0,0.5
sfrpEGC,sfrpEGC,249,0.0,0.5
reaEGC,reaEGC,209,0.0,0.5
mpIN,mpIN,120,0.0,0.5
MCG,MCG,78,0.0,0.5
dpEX,mpEX,75,0.0,0.5
CMPN,sstIN,62,0.0,0.5
scgnIN,MSN,61,0.0,0.5
CMPN,cckIN,58,0.0,0.5
ribEGC,ribEGC,57,0.0,0.5
WSN,WSN,54,0.0,0.5
VLMC,obNBL,45,0.0,0.5
MSN,scgnIN,38,0.0,0.5
reaEGC,wntEGC,37,0.0,0.5
tlNBL,ribEGC,36,0.0,0.5
MSN,tlNBL,36,0.0,0.5
scgnIN,obNBL,26,0.0,0.5
sfrpEGC,wntEGC,19,0.0,0.5
dpEX,wntEGC,19,0.0,0.5
wntEGC,ribEGC,19,0.0,0.5
VLMC,mpEX,18,0.0,0.5
dpEX,mpIN,18,0.0,0.5
scgnIN,cckIN,17,0.0,0.5
obNBL,WSN,15,0.0,0.5
CMPN,mpEX,15,0.0,0.5
mpIN,mpEX,14,0.0,0.5
sstIN,mpIN,14,0.0,0.5
sfrpEGC,ribEGC,14,0.0,0.5
VLMC,cckIN,13,0.0,0.5
CMPN,ribEGC,12,0.0,0.5
VLMC,nptxEX,12,0.0,0.5
tlNBL,MSN,12,0.0,0.5
VLMC,MSN,10,0.0,0.5
scgnIN,CMPN,9,0.0,0.5
nptxEX,mpEX,9,0.0,0.5
VLMC,CMPN,9,0.0,0.5
VLMC,MCG,9,0.0,0.5
VLMC,mpIN,9,0.0,0.5
tlNBL,wntEGC,9,0.0,0.5
VLMC,sstIN,8,0.0,0.5
tlNBL,sfrpEGC,8,0.0,0.5
Oligo,ribEGC,8,0.0,0.5
MSN,cckIN,8,0.0,0.5
MCG,dpEX,7,0.0,0.5
VLMC,scgnIN,7,0.0,0.5
CMPN,mpIN,6,0.0,0.5
Oligo,wntEGC,6,0.0,0.5
Oligo,tlNBL,6,0.0,0.5
MCG,mpEX,6,0.0,0.5
reaEGC,ribEGC,6,0.0,0.5
mpEX,dpEX,6,0.0,0.5
CMPN,obNBL,6,0.0,0.5
CMPN,nptxEX,6,0.0,0.5
Oligo,Oligo,6,0.0,0.5
sstIN,dpEX,6,0.0,0.5
obNBL,cckIN,6,0.0,0.5
Oligo,MSN,5,0.0,0.5
obNBL,scgnIN,5,0.0,0.5
reaEGC,mpEX,5,0.0,0.5
sstIN,mpEX,5,0.0,0.5
obNBL,nptxEX,4,0.0,0.5
obNBL,MSN,4,0.0,0.5
scgnIN,sstIN,4,0.0,0.5
MCG,nptxEX,4,0.0,0.5
MSN,obNBL,4,0.0,0.5
CMPN,dpEX,4,0.0,0.5
VLMC,dpEX,4,0.0,0.5
scgnIN,MCG,4,0.0,0.5
Oligo,mpEX,4,0.0,0.5
Oligo,scgnIN,4,0.0,0.5
tlNBL,cckIN,4,0.0,0.5
WSN,nptxEX,4,0.0,0.5
dpEX,sstIN,4,0.0,0.5
sstIN,CMPN,4,0.0,0.5
Oligo,cckIN,4,0.0,0.5
sstIN,nptxEX,3,0.0,0.5
MSN,MCG,3,0.0,0.5
CMPN,VLMC,3,0.0,0.5
Oligo,VLMC,3,0.0,0.5
mpIN,sstIN,3,0.0,0.5
Oligo,dpEX,3,0.0,0.5
nptxEX,CMPN,3,0.0,0.5
dpEX,nptxEX,2,0.0,0.5
Oligo,reaEGC,2,0.0,0.5
wntEGC,sfrpEGC,2,0.0,0.5
MCG,mpIN,2,0.0,0.5
CMPN,MSN,2,0.0,0.5
reaEGC,dpEX,2,0.0,0.5
MCG,reaEGC,2,0.0,0.5
nptxEX,cckIN,2,0.0,0.5
Oligo,CMPN,2,0.0,0.5
obNBL,mpEX,2,0.0,0.5
sstIN,npyIN,1,0.0,0.5
scgnIN,VLMC,1,0.0,0.5
sfrpEGC,reaEGC,1,0.0,0.5
tlNBL,CMPN,1,0.0,0.5
sstIN,VLMC,1,0.0,0.5
CMPN,npyIN,1,0.0,0.5
reaEGC,sfrpEGC,1,0.0,0.5
WSN,MCG,1,0.0,0.5
CMPN,wntEGC,1,0.0,0.5
MCG,VLMC,1,0.0,0.5
MCG,obNBL,1,0.0,0.5
Oligo,MCG,1,0.0,0.5
Oligo,mpIN,1,0.0,0.5
Oligo,nptxEX,1,0.0,0.5
Oligo,obNBL,1,0.0,0.5
VLMC,WSN,1,0.0,0.5
VLMC,reaEGC,1,0.0,0.5
VLMC,ribEGC,1,0.0,0.5
VLMC,wntEGC,1,0.0,0.5
WSN,VLMC,1,0.0,0.5
reaEGC,MCG,1,0.0,0.5
cckIN,cckIN,1,0.0,0.5
dpEX,CMPN,1,0.0,0.5
dpEX,cckIN,1,0.0,0.5
dpEX,reaEGC,1,0.0,0.5
mpIN,dpEX,1,0.0,0.5
nptxEX,obNBL,1,0.0,0.5
nptxEX,sstIN,1,0.0,0.5
obNBL,CMPN,1,0.0,0.5
obNBL,MCG,1,0.0,0.5
obNBL,VLMC,1,0.0,0.5
obNBL,sstIN,1,0.0,0.5
dpEX,ribEGC,1,0.0,0.5
VLMC,VLMC,1048,0.5,1.0
MSN,MSN,766,0.5,1.0
obNBL,obNBL,739,0.5,1.0
scgnIN,scgnIN,535,0.5,1.0
mpEX,mpEX,464,0.5,1.0
dpEX,dpEX,451,0.5,1.0
wntEGC,wntEGC,407,0.5,1.0
nptxEX,nptxEX,399,0.5,1.0
CMPN,CMPN,373,0.5,1.0
tlNBL,tlNBL,326,0.5,1.0
sstIN,sstIN,296,0.5,1.0
sfrpEGC,sfrpEGC,234,0.5,1.0
reaEGC,reaEGC,181,0.5,1.0
ribEGC,ribEGC,145,0.5,1.0
mpIN,mpIN,138,0.5,1.0
cckIN,cckIN,110,0.5,1.0
MCG,MCG,88,0.5,1.0
dpEX,mpEX,80,0.5,1.0
CMPN,cckIN,74,0.5,1.0
scgnIN,MSN,73,0.5,1.0
WSN,WSN,55,0.5,1.0
CMPN,mpEX,34,0.5,1.0
scgnIN,cckIN,25,0.5,1.0
VLMC,obNBL,24,0.5,1.0
mpIN,mpEX,24,0.5,1.0
reaEGC,wntEGC,23,0.5,1.0
CMPN,sstIN,23,0.5,1.0
obNBL,cckIN,22,0.5,1.0
dpEX,wntEGC,21,0.5,1.0
MSN,cckIN,19,0.5,1.0
VLMC,MSN,18,0.5,1.0
wntEGC,ribEGC,17,0.5,1.0
tlNBL,ribEGC,16,0.5,1.0
VLMC,MCG,16,0.5,1.0
MSN,tlNBL,15,0.5,1.0
scgnIN,obNBL,15,0.5,1.0
MSN,scgnIN,15,0.5,1.0
nptxEX,mpEX,15,0.5,1.0
VLMC,cckIN,14,0.5,1.0
obNBL,WSN,13,0.5,1.0
sstIN,mpIN,13,0.5,1.0
obNBL,MSN,12,0.5,1.0
sstIN,mpEX,12,0.5,1.0
VLMC,mpEX,11,0.5,1.0
sfrpEGC,ribEGC,11,0.5,1.0
CMPN,MSN,11,0.5,1.0
VLMC,nptxEX,11,0.5,1.0
dpEX,mpIN,9,0.5,1.0
WSN,MCG,8,0.5,1.0
CMPN,ribEGC,8,0.5,1.0
sfrpEGC,wntEGC,8,0.5,1.0
reaEGC,mpEX,7,0.5,1.0
obNBL,mpEX,7,0.5,1.0
tlNBL,sfrpEGC,7,0.5,1.0
tlNBL,MSN,7,0.5,1.0
wntEGC,sfrpEGC,7,0.5,1.0
sstIN,cckIN,7,0.5,1.0
VLMC,sstIN,7,0.5,1.0
dpEX,nptxEX,6,0.5,1.0
VLMC,WSN,5,0.5,1.0
scgnIN,MCG,5,0.5,1.0
sfrpEGC,tlNBL,5,0.5,1.0
sstIN,CMPN,5,0.5,1.0
obNBL,nptxEX,5,0.5,1.0
MCG,MSN,4,0.5,1.0
VLMC,reaEGC,4,0.5,1.0
VLMC,scgnIN,4,0.5,1.0
sstIN,nptxEX,4,0.5,1.0
reaEGC,MCG,4,0.5,1.0
CMPN,nptxEX,3,0.5,1.0
obNBL,scgnIN,3,0.5,1.0
tlNBL,cckIN,3,0.5,1.0
WSN,reaEGC,3,0.5,1.0
ribEGC,tlNBL,3,0.5,1.0
ribEGC,reaEGC,2,0.5,1.0
CMPN,wntEGC,2,0.5,1.0
ribEGC,wntEGC,2,0.5,1.0
CMPN,tlNBL,2,0.5,1.0
ribEGC,sfrpEGC,2,0.5,1.0
npyIN,npyIN,2,0.5,1.0
scgnIN,sstIN,2,0.5,1.0
mpEX,dpEX,2,0.5,1.0
CMPN,mpIN,2,0.5,1.0
cckIN,CMPN,2,0.5,1.0
VLMC,CMPN,2,0.5,1.0
CMPN,obNBL,2,0.5,1.0
VLMC,dpEX,2,0.5,1.0
VLMC,mpIN,2,0.5,1.0
sstIN,npyIN,2,0.5,1.0
VLMC,tlNBL,2,0.5,1.0
WSN,nptxEX,2,0.5,1.0
MSN,MCG,2,0.5,1.0
mpEX,MCG,2,0.5,1.0
mpIN,cckIN,2,0.5,1.0
mpIN,sstIN,2,0.5,1.0
MCG,mpEX,2,0.5,1.0
nptxEX,cckIN,2,0.5,1.0
wntEGC,reaEGC,1,0.5,1.0
sstIN,VLMC,1,0.5,1.0
sfrpEGC,reaEGC,1,0.5,1.0
wntEGC,tlNBL,1,0.5,1.0
sstIN,MSN,1,0.5,1.0
sstIN,MCG,1,0.5,1.0
sfrpEGC,VLMC,1,0.5,1.0
tlNBL,CMPN,1,0.5,1.0
tlNBL,reaEGC,1,0.5,1.0
sstIN,dpEX,1,0.5,1.0
CMPN,scgnIN,1,0.5,1.0
scgnIN,CMPN,1,0.5,1.0
VLMC,wntEGC,1,0.5,1.0
MCG,cckIN,1,0.5,1.0
MCG,dpEX,1,0.5,1.0
MCG,nptxEX,1,0.5,1.0
MCG,sstIN,1,0.5,1.0
MSN,WSN,1,0.5,1.0
MSN,mpEX,1,0.5,1.0
Oligo,MCG,1,0.5,1.0
Oligo,MSN,1,0.5,1.0
Oligo,Oligo,1,0.5,1.0
Oligo,obNBL,1,0.5,1.0
Oligo,reaEGC,1,0.5,1.0
Oligo,tlNBL,1,0.5,1.0
VLMC,npyIN,1,0.5,1.0
WSN,mpEX,1,0.5,1.0
reaEGC,ribEGC,1,0.5,1.0
WSN,obNBL,1,0.5,1.0
cckIN,nptxEX,1,0.5,1.0
cckIN,wntEGC,1,0.5,1.0
CMPN,npyIN,1,0.5,1.0
mpEX,mpIN,1,0.5,1.0
mpIN,MCG,1,0.5,1.0
mpIN,VLMC,1,0.5,1.0
mpIN,dpEX,1,0.5,1.0
nptxEX,CMPN,1,0.5,1.0
nptxEX,MCG,1,0.5,1.0
nptxEX,obNBL,1,0.5,1.0
nptxEX,ribEGC,1,0.5,1.0
obNBL,CMPN,1,0.5,1.0
mpIN,CMPN,1,0.5,1.0
VLMC,VLMC,972,1.0,1.5
MSN,MSN,874,1.0,1.5
obNBL,obNBL,726,1.0,1.5
mpEX,mpEX,565,1.0,1.5
nptxEX,nptxEX,399,1.0,1.5
dpEX,dpEX,376,1.0,1.5
wntEGC,wntEGC,361,1.0,1.5
CMPN,CMPN,335,1.0,1.5
scgnIN,scgnIN,322,1.0,1.5
tlNBL,tlNBL,313,1.0,1.5
sstIN,sstIN,257,1.0,1.5
sfrpEGC,sfrpEGC,233,1.0,1.5
scgnIN,MSN,179,1.0,1.5
reaEGC,reaEGC,176,1.0,1.5
cckIN,cckIN,125,1.0,1.5
MCG,MCG,107,1.0,1.5
mpIN,mpIN,102,1.0,1.5
ribEGC,ribEGC,87,1.0,1.5
ribEGC,tlNBL,76,1.0,1.5
cckIN,CMPN,64,1.0,1.5
cckIN,MSN,54,1.0,1.5
tlNBL,MSN,42,1.0,1.5
wntEGC,tlNBL,39,1.0,1.5
wntEGC,sfrpEGC,36,1.0,1.5
obNBL,MSN,35,1.0,1.5
dpEX,mpEX,33,1.0,1.5
WSN,WSN,28,1.0,1.5
mpIN,sstIN,25,1.0,1.5
wntEGC,reaEGC,24,1.0,1.5
sstIN,CMPN,23,1.0,1.5
scgnIN,obNBL,23,1.0,1.5
VLMC,MSN,20,1.0,1.5
WSN,obNBL,18,1.0,1.5
scgnIN,cckIN,18,1.0,1.5
mpEX,MCG,17,1.0,1.5
VLMC,MCG,15,1.0,1.5
WSN,MCG,14,1.0,1.5
sfrpEGC,tlNBL,14,1.0,1.5
ribEGC,sfrpEGC,14,1.0,1.5
VLMC,obNBL,13,1.0,1.5
dpEX,MCG,13,1.0,1.5
dpEX,nptxEX,13,1.0,1.5
mpEX,CMPN,12,1.0,1.5
sstIN,scgnIN,12,1.0,1.5
dpEX,wntEGC,11,1.0,1.5
mpIN,mpEX,11,1.0,1.5
VLMC,tlNBL,11,1.0,1.5
mpEX,MSN,10,1.0,1.5
mpEX,obNBL,10,1.0,1.5
MCG,MSN,10,1.0,1.5
CMPN,scgnIN,10,1.0,1.5
CMPN,MSN,10,1.0,1.5
cckIN,obNBL,9,1.0,1.5
nptxEX,MCG,9,1.0,1.5
reaEGC,mpEX,9,1.0,1.5
sstIN,cckIN,9,1.0,1.5
mpEX,VLMC,9,1.0,1.5
mpEX,nptxEX,9,1.0,1.5
CMPN,cckIN,9,1.0,1.5
mpEX,dpEX,9,1.0,1.5
reaEGC,MCG,8,1.0,1.5
mpEX,sstIN,8,1.0,1.5
sstIN,npyIN,8,1.0,1.5
obNBL,scgnIN,7,1.0,1.5
WSN,IMN,7,1.0,1.5
ribEGC,wntEGC,7,1.0,1.5
sstIN,mpEX,7,1.0,1.5
ribEGC,reaEGC,7,1.0,1.5
sstIN,nptxEX,7,1.0,1.5
nptxEX,MSN,6,1.0,1.5
CMPN,tlNBL,6,1.0,1.5
npyIN,npyIN,6,1.0,1.5
scgnIN,CMPN,6,1.0,1.5
nptxEX,obNBL,6,1.0,1.5
ribEGC,CMPN,6,1.0,1.5
MSN,cckIN,5,1.0,1.5
sstIN,mpIN,5,1.0,1.5
mpIN,nptxEX,5,1.0,1.5
scgnIN,VLMC,5,1.0,1.5
mpIN,CMPN,5,1.0,1.5
cckIN,VLMC,5,1.0,1.5
MCG,VLMC,5,1.0,1.5
mpIN,dpEX,4,1.0,1.5
obNBL,nptxEX,4,1.0,1.5
mpIN,MCG,4,1.0,1.5
obNBL,cckIN,4,1.0,1.5
cckIN,sstIN,4,1.0,1.5
nptxEX,VLMC,4,1.0,1.5
MSN,scgnIN,4,1.0,1.5
cckIN,tlNBL,4,1.0,1.5
VLMC,cckIN,4,1.0,1.5
VLMC,nptxEX,4,1.0,1.5
VLMC,scgnIN,4,1.0,1.5
WSN,nptxEX,4,1.0,1.5
cckIN,mpEX,4,1.0,1.5
dpEX,mpIN,4,1.0,1.5
CMPN,mpEX,4,1.0,1.5
dpEX,VLMC,4,1.0,1.5
cckIN,scgnIN,4,1.0,1.5
scgnIN,MCG,3,1.0,1.5
obNBL,VLMC,3,1.0,1.5
wntEGC,mpEX,3,1.0,1.5
sfrpEGC,reaEGC,3,1.0,1.5
CMPN,npyIN,3,1.0,1.5
mpEX,scgnIN,3,1.0,1.5
VLMC,CP,3,1.0,1.5
VLMC,sfrpEGC,3,1.0,1.5
MSN,tlNBL,3,1.0,1.5
nptxEX,CMPN,3,1.0,1.5
cckIN,MCG,3,1.0,1.5
mpIN,VLMC,3,1.0,1.5
mpIN,MSN,3,1.0,1.5
CMPN,MCG,3,1.0,1.5
MCG,obNBL,3,1.0,1.5
WSN,MSN,2,1.0,1.5
sstIN,MCG,2,1.0,1.5
MSN,obNBL,2,1.0,1.5
dpEX,sstIN,2,1.0,1.5
MSN,CMPN,2,1.0,1.5
mpEX,cckIN,2,1.0,1.5
mpEX,mpIN,2,1.0,1.5
mpEX,wntEGC,2,1.0,1.5
nptxEX,cckIN,2,1.0,1.5
CMPN,sstIN,2,1.0,1.5
obNBL,CMPN,2,1.0,1.5
MCG,scgnIN,1,1.0,1.5
Oligo,tlNBL,1,1.0,1.5
CMPN,ribEGC,1,1.0,1.5
wntEGC,ribEGC,1,1.0,1.5
sstIN,VLMC,1,1.0,1.5
MCG,CP,1,1.0,1.5
MSN,npyIN,1,1.0,1.5
MSN,VLMC,1,1.0,1.5
MCG,cckIN,1,1.0,1.5
CMPN,nptxEX,1,1.0,1.5
MSN,MCG,1,1.0,1.5
wntEGC,VLMC,1,1.0,1.5
MCG,mpEX,1,1.0,1.5
VLMC,CMPN,1,1.0,1.5
nptxEX,mpEX,1,1.0,1.5
scgnIN,tlNBL,1,1.0,1.5
scgnIN,sstIN,1,1.0,1.5
nptxEX,npyIN,1,1.0,1.5
nptxEX,sstIN,1,1.0,1.5
obNBL,MCG,1,1.0,1.5
mpIN,tlNBL,1,1.0,1.5
mpIN,obNBL,1,1.0,1.5
obNBL,WSN,1,1.0,1.5
mpIN,npyIN,1,1.0,1.5
CMPN,obNBL,1,1.0,1.5
reaEGC,VLMC,1,1.0,1.5
ribEGC,CP,1,1.0,1.5
ribEGC,MCG,1,1.0,1.5
dpEX,tlNBL,1,1.0,1.5
dpEX,CMPN,1,1.0,1.5
cckIN,reaEGC,1,1.0,1.5
cckIN,npyIN,1,1.0,1.5
cckIN,nptxEX,1,1.0,1.5
CMPN,VLMC,1,1.0,1.5
VLMC,sstIN,1,1.0,1.5
CMPN,mpIN,1,1.0,1.5
WSN,reaEGC,1,1.0,1.5
MSN,MSN,1133,1.5,2.0
VLMC,VLMC,953,1.5,2.0
obNBL,obNBL,656,1.5,2.0
mpEX,mpEX,521,1.5,2.0
CMPN,CMPN,411,1.5,2.0
nptxEX,nptxEX,401,1.5,2.0
tlNBL,tlNBL,377,1.5,2.0
dpEX,dpEX,291,1.5,2.0
sfrpEGC,sfrpEGC,244,1.5,2.0
sstIN,sstIN,242,1.5,2.0
wntEGC,wntEGC,223,1.5,2.0
reaEGC,reaEGC,186,1.5,2.0
MCG,MCG,161,1.5,2.0
scgnIN,MSN,151,1.5,2.0
scgnIN,scgnIN,150,1.5,2.0
wntEGC,tlNBL,95,1.5,2.0
cckIN,cckIN,77,1.5,2.0
obNBL,MSN,69,1.5,2.0
ribEGC,tlNBL,66,1.5,2.0
tlNBL,MSN,53,1.5,2.0
cckIN,MSN,47,1.5,2.0
mpIN,sstIN,44,1.5,2.0
sfrpEGC,tlNBL,39,1.5,2.0
obNBL,nptxEX,38,1.5,2.0
dpEX,mpEX,38,1.5,2.0
wntEGC,sfrpEGC,35,1.5,2.0
cckIN,CMPN,34,1.5,2.0
mpIN,mpIN,32,1.5,2.0
sstIN,CMPN,29,1.5,2.0
mpEX,VLMC,24,1.5,2.0
MSN,CMPN,24,1.5,2.0
scgnIN,VLMC,23,1.5,2.0
obNBL,VLMC,23,1.5,2.0
mpEX,CMPN,23,1.5,2.0
npyIN,npyIN,21,1.5,2.0
dpEX,MCG,20,1.5,2.0
VLMC,CP,20,1.5,2.0
wntEGC,reaEGC,20,1.5,2.0
CMPN,scgnIN,18,1.5,2.0
MSN,cckIN,17,1.5,2.0
MSN,VLMC,16,1.5,2.0
MSN,CP,15,1.5,2.0
VLMC,MSN,15,1.5,2.0
scgnIN,obNBL,15,1.5,2.0
mpEX,MSN,14,1.5,2.0
mpEX,MCG,14,1.5,2.0
scgnIN,cckIN,13,1.5,2.0
mpEX,nptxEX,13,1.5,2.0
reaEGC,mpEX,13,1.5,2.0
MSN,nptxEX,13,1.5,2.0
WSN,IMN,12,1.5,2.0
dpEX,nptxEX,12,1.5,2.0
ribEGC,ribEGC,12,1.5,2.0
MCG,VLMC,11,1.5,2.0
