time,n_types_sampled,m_per_source_sha256,m_sum_sha256,m_mean_sha256,m_row_sha256,m_per_source_sum,m_sum_sum,m_sum_max,m_mean_nonzero_mean
0.0,23,f222f4979b4e9b7fc22158c64dd2ca6db14da16f9b4ec972f5515c4866ba0c23,dd0db6c78bcd007cf511b7d38cc15c51099ded24b7d8d2de13466e3a7cfa3ca8,9594da0308e4a1aa82c7c64b43c3e041d8a56da43001c678a95f62ea7509a8e5,17c0b07f6367fda8a1d807f7796d5980879cfbbcf1023e967431230ead00fefc,184.92015808377334,90861.67847703995,13876.998774242407,1.9749295757151368
0.5,25,f3c9065c21b03df43c97d24135db9aed343b546e24342a196bb5539024dc19c4,d16a94f0a8f2f547d4730dfc20ac4ee2011d28895c4eff273c6e64b451b17bf6,2edd559d3cf84e2a62d4bf62ee3a3a4ca9ac564372cc2ba7f26a1e82dd24e04f,f4eb6514e1799b32faa6604eb2735d2e5e79a8791f4cee20cd219dfcece67414,125.31042250391765,60389.205405980334,10586.274045974016,1.3536637890474577
1.0,23,5897100b07072ef66f06c2ea5d068319dc26539d16ab9b2adae0aea29e9286de,f6225caa8c717a2a190ca774ff457c8185878669931286ff3e0c140357db0156,fb3cc8925c60a4a0c0215829efd61947addae7d3fd1a2d4b39760d83fea2bd7e,f810fe62d9c0ecd75a766b14672aa67511d4b2c2391804493c603a7a7fe3128a,64.60191289951293,36564.5638343811,4988.7277628183365,0.9697354664324421
1.5,24,74b662eaf9b3240295408c5f4251e96225afd031c2ba2b545b5c34535e6a42e1,285b14cd2081fb4d8c0894e97db794ecc4aaae3847ad5e20128aa29f5fb90f65,46fbc503702e65fffd4c4e7da7d796a3f01c1c20e80161f394877b47804c8986,13371d91f3f442a2a99cc336fd6b715e4bfe77438cd800009e08c1060ca74379,58.526957950476294,28630.257747125026,4495.929762445092,0.7869151957312654
2.0,27,57ab8ed33365e0f8a6d2d6d1e78d3e24b3a79be66ce0d57bebf4fd5558d54457,ede594112bdd4cd1879d430d06689b5f891364f28ebf395b10942ef9367622e8,03298c748cecddad39387665eb61c2fd88964f21b40da232e21121dd1e0e12ce,153c47ee5caa50d13a85db59d4e086ebe367514f89aec6f837bbe7e6f4b30ff6,45.44687452364167,24036.550533470512,4752.037593483925,0.7518576924035785
2.5,26,40ca0ea76af4c83097dd65ae31937cc0b3b0601ba791e7a047048491b82416a1,31882dc6fba79e1954b3984997e12cad061e2d1c512235b309c9d528f640baff,b72c39f0252a9f0ae7771eb4ff0551cc3b891ae27b86ab01b148348f0cc0f0ad,a894274088fe06de43a4b5c4df55abd401292b935778d0eff6fd430a249ac9c4,39.979326794978945,19984.981443355973,4290.774046754837,0.7237186673217618
3.0,27,86293c009f9a4a1956319a6692e5ce4a675756bfee0d97ca2fa350ca00ba18d4,03a372c24b44c0177e2af43e3f703cdf4c5fa718b197a7315d6e0c793d842298,8d4ef60d6eb702b027709b481dac2d165cfc7ea8faea10f16d2e387b301144f1,779bc621487044606f6beb20e3edc23cb8bd832292d7d4071544ff8de1fe7b68,37.86227231390116,19691.058267555236,4210.297557213902,0.7433182730037305
