pair_id,center_time,normalized_prominence
"[""Adcyap1"",""Adcyap1r1""]",0.5,0.3228861006125048
"[""Adgre5"",""Cd55b""]",0.5,-0.11775978375277868
"[""Adipoq"",""Adipor1""]",0.5,-0.05975440819829703
"[""Adipoq"",""Adipor2""]",0.5,-0.042706403654344416
"[""Adm"",""Calcr""]",0.5,0.13852668600621987
"[""Adm"",""Calcrl""]",0.5,-0.10288613257335588
"[""Agrn"",""Dag1""]",0.5,-0.0055670172731471235
"[""Agt"",""Agtr1a""]",0.5,0.1709396146107468
"[""Agt"",""Agtr1b""]",0.5,0.13368873433089523
"[""Agt"",""Mas1""]",0.5,0.11998846035655963
"[""Alcam"",""Cd6""]",0.5,-0.10022142009446966
"[""Amh"",""Amhr2_Acvr1""]",0.5,-0.1642680551365932
"[""Amh"",""Amhr2_Bmpr1a""]",0.5,-0.1642680551365932
"[""Angpt1"",""Tek""]",0.5,-0.11056163024281962
"[""Angpt2"",""Itga5_Itgb1""]",0.5,-0.1074450931652538
"[""Angpt2"",""Tek""]",0.5,-0.07663247371792825
"[""Angptl1"",""Itga1_Itgb1""]",0.5,-0.12340254511807836
"[""Angptl1"",""Pirb""]",0.5,-0.07757557503589196
"[""Angptl2"",""Itga5_Itgb1""]",0.5,-0.11533386747997632
"[""Angptl2"",""Pirb""]",0.5,-0.018020888771723476
"[""Angptl2"",""Tlr4""]",0.5,-0.0320322656863089
"[""Angptl3"",""Itgav_Itgb3""]",0.5,-0.01196470383146575
"[""Angptl4"",""Cdh11""]",0.5,-0.15568057678016645
"[""Angptl4"",""Cdh5""]",0.5,-0.06439976870417707
"[""Angptl4"",""Itga5_Itgb1""]",0.5,-0.09477132706038216
"[""Angptl4"",""Itgav_Itgb3""]",0.5,-0.05525011975025507
"[""Angptl4"",""Sdc1""]",0.5,-0.07259400076177847
"[""Angptl4"",""Sdc2""]",0.5,-0.10606204098203914
"[""Angptl4"",""Sdc3""]",0.5,0.13982579364138303
"[""Angptl4"",""Sdc4""]",0.5,0.03715870636503937
"[""Angptl7"",""Pirb""]",0.5,0.019778098585866988
"[""Anxa1"",""Fpr1""]",0.5,0.2713608647171484
"[""Anxa1"",""Fpr2""]",0.5,0.3558506405578692
"[""Anxa1"",""Fpr2_Fpr3""]",0.5,0.3558506405578692
"[""Apela"",""Aplnr""]",0.5,-0.08961841218200861
"[""Apln"",""Aplnr""]",0.5,-0.05287127823090776
"[""App"",""Cd74""]",0.5,0.06451899747184697
"[""Areg"",""Egfr""]",0.5,-0.008557692458574961
"[""Areg"",""Egfr_Erbb2""]",0.5,0.12480102709455843
"[""Artn"",""Gfra1_Ret""]",0.5,0.17470074410362957
"[""Artn"",""Gfra3_Ret""]",0.5,-0.0692998712422086
"[""Avp"",""Avpr1a""]",0.5,0.1007215940434737
"[""Bdnf"",""Ntrk2""]",0.5,-0.056428864545643775
"[""Bmp10"",""Acvrl1_Acvr2a""]",0.5,-0.025639074028178443
"[""Bmp10"",""Acvrl1_Bmpr2""]",0.5,-0.025639074028178443
"[""Bmp2"",""Bmpr1a_Acvr2a""]",0.5,-0.08668670985845628
"[""Bmp2"",""Bmpr1a_Acvr2b""]",0.5,-0.10582979641149703
"[""Bmp2"",""Bmpr1a_Bmpr2""]",0.5,-0.11974605466439464
"[""Bmp2"",""Bmpr1b_Acvr2a""]",0.5,-0.0894107676913174
"[""Bmp2"",""Bmpr1b_Acvr2b""]",0.5,-0.10701893533559614
"[""Bmp2"",""Bmpr1b_Bmpr2""]",0.5,-0.17431845349545538
"[""Bmp4"",""Bmpr1a_Acvr2a""]",0.5,-0.15634202829217353
"[""Bmp4"",""Bmpr1a_Acvr2b""]",0.5,-0.17368032234634223
"[""Bmp4"",""Bmpr1a_Bmpr2""]",0.5,-0.183107917458124
"[""Bmp4"",""Bmpr1b_Acvr2a""]",0.5,-0.15982390709676603
"[""Bmp4"",""Bmpr1b_Acvr2b""]",0.5,-0.17490817220531524
"[""Bmp4"",""Bmpr1b_Bmpr2""]",0.5,-0.23014430948725362
"[""Bmp5"",""Acvr1_Acvr2a""]",0.5,-0.17987142575959625
"[""Bmp5"",""Acvr1_Acvr2b""]",0.5,-0.16770610994836227
"[""Bmp5"",""Acvr1_Bmpr2""]",0.5,-0.1881375932395698
"[""Bmp5"",""Bmpr1a_Acvr2a""]",0.5,-0.1485584414256434
"[""Bmp5"",""Bmpr1a_Acvr2b""]",0.5,-0.16596366304277782
"[""Bmp5"",""Bmpr1a_Bmpr2""]",0.5,-0.17895800041826054
"[""Bmp5"",""Bmpr1b_Acvr2a""]",0.5,-0.15154123588078988
"[""Bmp5"",""Bmpr1b_Acvr2b""]",0.5,-0.167267760096235
"[""Bmp5"",""Bmpr1b_Bmpr2""]",0.5,-0.2266393218710217
"[""Bmp6"",""Acvr1_Acvr2a""]",0.5,-0.12695968927823026
"[""Bmp6"",""Acvr1_Acvr2b""]",0.5,-0.11877518748030447
"[""Bmp6"",""Acvr1_Bmpr2""]",0.5,-0.1368066961990621
"[""Bmp6"",""Bmpr1a_Acvr2a""]",0.5,-0.09657239642327131
"[""Bmp6"",""Bmpr1a_Acvr2b""]",0.5,-0.11321069129739303
"[""Bmp6"",""Bmpr1a_Bmpr2""]",0.5,-0.1278264783303295
"[""Bmp6"",""Bmpr1b_Acvr2a""]",0.5,-0.10057405498524474
"[""Bmp6"",""Bmpr1b_Acvr2b""]",0.5,-0.1166562299548844
"[""Bmp6"",""Bmpr1b_Bmpr2""]",0.5,-0.17444284483530587
"[""Bmp7"",""Acvr1_Acvr2a""]",0.5,-0.12396801472739427
"[""Bmp7"",""Acvr1_Acvr2b""]",0.5,-0.11798853365355294
"[""Bmp7"",""Acvr1_Bmpr2""]",0.5,-0.13449321309954387
"[""Bmp7"",""Bmpr1a_Acvr2a""]",0.5,-0.09482599676026049
"[""Bmp7"",""Bmpr1a_Acvr2b""]",0.5,-0.11388692478964724
"[""Bmp7"",""Bmpr1a_Bmpr2""]",0.5,-0.12451043243582116
"[""Bmp7"",""Bmpr1b_Acvr2a""]",0.5,-0.0999976171594189
"[""Bmp7"",""Bmpr1b_Acvr2b""]",0.5,-0.11658373113298781
"[""Bmp7"",""Bmpr1b_Bmpr2""]",0.5,-0.17273137072671396
"[""Bmp8a"",""Acvr1_Acvr2a""]",0.5,-0.10405161663708284
"[""Bmp8a"",""Acvr1_Acvr2b""]",0.5,-0.09810997998784232
"[""Bmp8a"",""Acvr1_Bmpr2""]",0.5,-0.11421030778170044
"[""Bmp8a"",""Bmpr1a_Acvr2a""]",0.5,-0.07395980779111622
"[""Bmp8a"",""Bmpr1a_Acvr2b""]",0.5,-0.09882920803707812
"[""Bmp8a"",""Bmpr1a_Bmpr2""]",0.5,-0.10247283078999425
"[""Bmp8a"",""Bmpr1b_Acvr2a""]",0.5,-0.07840073903181488
"[""Bmp8a"",""Bmpr1b_Acvr2b""]",0.5,-0.10092762436969888
"[""Bmp8a"",""Bmpr1b_Bmpr2""]",0.5,-0.15195054083891435
"[""Bmp8b"",""Acvr1_Acvr2a""]",0.5,-0.022432024968099706
"[""Bmp8b"",""Acvr1_Acvr2b""]",0.5,-0.012252812877762698
"[""Bmp8b"",""Acvr1_Bmpr2""]",0.5,-0.03250049275204492
"[""Bmp8b"",""Bmpr1a_Acvr2a""]",0.5,0.017610897657906133
"[""Bmp8b"",""Bmpr1a_Acvr2b""]",0.5,-0.01488516664765438
"[""Bmp8b"",""Bmpr1a_Bmpr2""]",0.5,-0.01885475141358106
"[""Bmp8b"",""Bmpr1b_Acvr2a""]",0.5,0.010170243189561723
"[""Bmp8b"",""Bmpr1b_Acvr2b""]",0.5,-0.017753976566674767
"[""Bmp8b"",""Bmpr1b_Bmpr2""]",0.5,-0.08032312662150731
"[""Btc"",""Egfr""]",0.5,-0.12706859991457742
"[""Btc"",""Egfr_Erbb2""]",0.5,-0.007556210083710546
"[""Btc"",""Erbb2_Erbb4""]",0.5,-0.009408373514552704
"[""Btc"",""Erbb4""]",0.5,-0.09190330894776133
"[""Btla"",""Tnfrsf14""]",0.5,-0.0911561437629822
"[""C3"",""C3ar1""]",0.5,0.30186019672374576
"[""C3"",""Cr2""]",0.5,0.10732750450754924
"[""C3"",""Itgam_Itgb2""]",0.5,0.27296299138243685
"[""C3"",""Itgax_Itgb2""]",0.5,0.26344355749060855
"[""C4b"",""Cr2""]",0.5,0.1129214044066833
"[""Cadm1"",""Cadm1""]",0.5,-0.13236175026368285
"[""Cadm3"",""Cadm3""]",0.5,0.4927975380615972
"[""Calca"",""Calcr""]",0.5,0.058791797951808
"[""Calca"",""Calcrl""]",0.5,-0.14015950518557085
"[""Calcb"",""Calcr""]",0.5,0.274612706329741
"[""Calcb"",""Calcrl""]",0.5,-0.02736201365051627
"[""Cck"",""Cckar""]",0.5,0.09979598433366677
"[""Cck"",""Cckbr""]",0.5,0.23740546247103644
"[""Ccl1"",""Ackr1""]",0.5,0.7293330811554333
"[""Ccl1"",""Ackr4""]",0.5,-0.02683257274476647
"[""Ccl11"",""Ackr1""]",0.5,0.5252644489471648
"[""Ccl11"",""Ackr2""]",0.5,0.024543905381189446
"[""Ccl12"",""Ccr2""]",0.5,0.06212575266586784
"[""Ccl17"",""Ackr1""]",0.5,0.486868837697211
"[""Ccl17"",""Ackr2""]",0.5,0.05242371062699214
"[""Ccl17"",""Ccr4""]",0.5,-0.0630369162696417
"[""Ccl2"",""Ackr1""]",0.5,0.3293044277280892
"[""Ccl2"",""Ackr2""]",0.5,-0.03846500387189389
"[""Ccl2"",""Ccr2""]",0.5,-0.04912404836422657
"[""Ccl20"",""Ccr6""]",0.5,0.046753766388683005
"[""Ccl22"",""Ackr2""]",0.5,-0.017463378005425745
"[""Ccl22"",""Ccr4""]",0.5,-0.11321587835174374
"[""Ccl24"",""Ackr2""]",0.5,0.09539632184336433
"[""Ccl25"",""Ackr4""]",0.5,-0.11042757801200642
"[""Ccl25"",""Ccr9""]",0.5,-0.1639117283739593
"[""Ccl27a"",""Ccr10""]",0.5,0.16009038059324876
"[""Ccl27a"",""Ccr2""]",0.5,0.20510468389511272
"[""Ccl28"",""Ccr10""]",0.5,-0.003808215399300985
"[""Ccl3"",""Ackr2""]",0.5,0.07276199700730124
"[""Ccl3"",""Ccr1""]",0.5,0.09324357793618387
"[""Ccl3"",""Ccr5""]",0.5,0.08599859079959538
"[""Ccl4"",""Ackr2""]",0.5,0.11437728574008144
"[""Ccl4"",""Ccr5""]",0.5,0.12533810577223103
"[""Ccl5"",""Ackr1""]",0.5,0.43276321547941854
"[""Ccl5"",""Ackr2""]",0.5,0.057888366010052095
"[""Ccl5"",""Ccr1""]",0.5,0.09821134452752522
"[""Ccl5"",""Ccr4""]",0.5,-0.07828663209166709
"[""Ccl5"",""Ccr5""]",0.5,0.0715832066287222
"[""Ccl6"",""Ccr1""]",0.5,0.15027325408639225
"[""Ccl6"",""Ccr2""]",0.5,0.16118775627117876
"[""Ccl7"",""Ackr1""]",0.5,0.35130638941116943
"[""Ccl7"",""Ccr1""]",0.5,-0.007594066827027901
"[""Ccl7"",""Ccr2""]",0.5,-0.04695297777143281
"[""Ccl9"",""Ccr1""]",0.5,0.21470920291392337
"[""Cd1d1"",""Ceacam5""]",0.5,-0.0013710685980753423
"[""Cd200"",""Cd200r1""]",0.5,0.2472587894932543
"[""Cd200"",""Cd200r2""]",0.5,0.20451703950223288
"[""Cd200"",""Cd200r3""]",0.5,0.30737451812591066
"[""Cd200"",""Cd200r4""]",0.5,0.2986666079530296
"[""Cd22"",""Ptprc""]",0.5,0.045767393748256
"[""Cd226"",""Nectin2""]",0.5,-0.026299908013950102
"[""Cd226"",""Pvr""]",0.5,-0.03582081135532611
"[""Cd274"",""Pdcd1""]",0.5,0.20314300045336764
"[""Cd34"",""Selp""]",0.5,-0.05706305246043131
"[""Cd46"",""Jag1""]",0.5,-0.11735993464989625
"[""Cd52"",""Siglecg""]",0.5,-0.0007780387048559323
"[""Cd6"",""Alcam""]",0.5,-0.10007490127743646
"[""Cd70"",""Cd27""]",0.5,0.14610904737125507
"[""Cd80"",""Cd274""]",0.5,0.03937234486446406
"[""Cd80"",""Cd28""]",0.5,0.0010568252116978094
"[""Cd80"",""Ctla4""]",0.5,-0.029924082212204994
"[""Cd86"",""Cd28""]",0.5,0.07256516743045571
"[""Cd86"",""Ctla4""]",0.5,0.050896309350990876
"[""Cd8a"",""Ceacam5""]",0.5,-0.11460153421053187
"[""Cd96"",""Nectin1""]",0.5,-0.03270032020258906
"[""Cd96"",""Pvr""]",0.5,-0.09048331742051052
"[""Cdh1"",""Cdh1""]",0.5,0.1034460960567406
"[""Cdh1"",""Itga2_Itgb1""]",0.5,-0.012476361946437975
"[""Cdh1"",""Itgae_Itgb7""]",0.5,0.0775069860508465
"[""Cdh1"",""Klrg1""]",0.5,0.05615495191772735
"[""Cdh15"",""Cdh15""]",0.5,-0.2753143472329426
"[""Cdh2"",""Cdh2""]",0.5,-0.10945765326880813
"[""Cdh4"",""Cdh4""]",0.5,-0.16521170188298528
"[""Cdh5"",""Cdh5""]",0.5,-0.06948408948959706
"[""Ceacam1"",""Ceacam5""]",0.5,-0.0775786465372662
"[""Cga"",""Fshr""]",0.5,-0.11317371004564497
"[""Cga"",""Lhcgr""]",0.5,-0.08361213594599537
"[""Cga"",""Tshr""]",0.5,-0.1136405424655546
"[""Chad"",""Itga2_Itgb1""]",0.5,-0.08583985715482312
"[""Clcf1"",""Cntfr_Lifr_Il6st""]",0.5,-0.13193227993088358
"[""Cldn11"",""Cldn11""]",0.5,-0.05712696281129204
"[""Clec2g"",""Klrb1""]",0.5,-0.10757394538275877
"[""Clec2g"",""Klrb1f""]",0.5,-0.08482367683275283
