profile,pair_id,ligand,receptor,cluster
Tnxb_Itga2b_Itgb3,"[""Tnxb"",""Itga2b_Itgb3""]",Tnxb,Itga2b_Itgb3,1
Tnxb_Itga8_Itgb1,"[""Tnxb"",""Itga8_Itgb1""]",Tnxb,Itga8_Itgb1,1
Tnxb_Itga9_Itgb1,"[""Tnxb"",""Itga9_Itgb1""]",Tnxb,Itga9_Itgb1,1
Tnxb_Itgav_Itgb3,"[""Tnxb"",""Itgav_Itgb3""]",Tnxb,Itgav_Itgb3,1
Tnxb_Itgav_Itgb6,"[""Tnxb"",""Itgav_Itgb6""]",Tnxb,Itgav_Itgb6,1
Tnxb_Sdc1,"[""Tnxb"",""Sdc1""]",Tnxb,Sdc1,1
Tnxb_Sdc4,"[""Tnxb"",""Sdc4""]",Tnxb,Sdc4,1
Trh_Trhr,"[""Trh"",""Trhr""]",Trh,Trhr,1
Try10_F2r,"[""Try10"",""F2r""]",Try10,F2r,1
Try10_F2rl1,"[""Try10"",""F2rl1""]",Try10,F2rl1,1
Try10_F2rl2,"[""Try10"",""F2rl2""]",Try10,F2rl2,1
Try10_F2rl3,"[""Try10"",""F2rl3""]",Try10,F2rl3,1
Try10_Pard3,"[""Try10"",""Pard3""]",Try10,Pard3,1
Try5_F2r,"[""Try5"",""F2r""]",Try5,F2r,1
Try5_F2rl1,"[""Try5"",""F2rl1""]",Try5,F2rl1,1
Try5_F2rl2,"[""Try5"",""F2rl2""]",Try5,F2rl2,1
Try5_F2rl3,"[""Try5"",""F2rl3""]",Try5,F2rl3,1
Try5_Pard3,"[""Try5"",""Pard3""]",Try5,Pard3,1
Tshb_Tshr,"[""Tshb"",""Tshr""]",Tshb,Tshr,1
Tslp_Il7r_Crlf2,"[""Tslp"",""Il7r_Crlf2""]",Tslp,Il7r_Crlf2,1
Ucn_Crhr1,"[""Ucn"",""Crhr1""]",Ucn,Crhr1,1
Ucn_Crhr2,"[""Ucn"",""Crhr2""]",Ucn,Crhr2,1
Ucn2_Crhr1,"[""Ucn2"",""Crhr1""]",Ucn2,Crhr1,2
Ucn2_Crhr2,"[""Ucn2"",""Crhr2""]",Ucn2,Crhr2,1
Uts2b_Sstr5,"[""Uts2b"",""Sstr5""]",Uts2b,Sstr5,1
Uts2b_Uts2r,"[""Uts2b"",""Uts2r""]",Uts2b,Uts2r,1
Vegfa_Flt1,"[""Vegfa"",""Flt1""]",Vegfa,Flt1,1
Vegfa_Flt1_Kdr,"[""Vegfa"",""Flt1_Kdr""]",Vegfa,Flt1_Kdr,1
Vegfa_Kdr,"[""Vegfa"",""Kdr""]",Vegfa,Kdr,1
Vegfb_Flt1,"[""Vegfb"",""Flt1""]",Vegfb,Flt1,1
Vegfc_Flt4,"[""Vegfc"",""Flt4""]",Vegfc,Flt4,1
Vegfc_Flt4_Kdr,"[""Vegfc"",""Flt4_Kdr""]",Vegfc,Flt4_Kdr,1
Vegfc_Kdr,"[""Vegfc"",""Kdr""]",Vegfc,Kdr,1
Vegfd_Flt4,"[""Vegfd"",""Flt4""]",Vegfd,Flt4,1
Vegfd_Flt4_Kdr,"[""Vegfd"",""Flt4_Kdr""]",Vegfd,Flt4_Kdr,1
Vegfd_Kdr,"[""Vegfd"",""Kdr""]",Vegfd,Kdr,1
Vsir_Igsf11,"[""Vsir"",""Igsf11""]",Vsir,Igsf11,1
Vtn_Itga2b_Itgb3,"[""Vtn"",""Itga2b_Itgb3""]",Vtn,Itga2b_Itgb3,1
Vtn_Itga8_Itgb1,"[""Vtn"",""Itga8_Itgb1""]",Vtn,Itga8_Itgb1,1
Vtn_Itgav_Itgb1,"[""Vtn"",""Itgav_Itgb1""]",Vtn,Itgav_Itgb1,1
Vtn_Itgav_Itgb3,"[""Vtn"",""Itgav_Itgb3""]",Vtn,Itgav_Itgb3,1
Vtn_Itgav_Itgb5,"[""Vtn"",""Itgav_Itgb5""]",Vtn,Itgav_Itgb5,1
Vtn_Itgav_Itgb8,"[""Vtn"",""Itgav_Itgb8""]",Vtn,Itgav_Itgb8,1
Vwf_Gp1ba_Gp1bb_Gp5_Gp9,"[""Vwf"",""Gp1ba_Gp1bb_Gp5_Gp9""]",Vwf,Gp1ba_Gp1bb_Gp5_Gp9,1
Vwf_Itga2b_Itgb3,"[""Vwf"",""Itga2b_Itgb3""]",Vwf,Itga2b_Itgb3,1
Vwf_Itgav_Itgb3,"[""Vwf"",""Itgav_Itgb3""]",Vwf,Itgav_Itgb3,1
Wnt1_Fzd10_Lrp5,"[""Wnt1"",""Fzd10_Lrp5""]",Wnt1,Fzd10_Lrp5,1
Wnt1_Fzd10_Lrp6,"[""Wnt1"",""Fzd10_Lrp6""]",Wnt1,Fzd10_Lrp6,1
Wnt1_Fzd1_Lrp5,"[""Wnt1"",""Fzd1_Lrp5""]",Wnt1,Fzd1_Lrp5,1
Wnt1_Fzd1_Lrp6,"[""Wnt1"",""Fzd1_Lrp6""]",Wnt1,Fzd1_Lrp6,1
Wnt1_Fzd2_Lrp5,"[""Wnt1"",""Fzd2_Lrp5""]",Wnt1,Fzd2_Lrp5,1
Wnt1_Fzd2_Lrp6,"[""Wnt1"",""Fzd2_Lrp6""]",Wnt1,Fzd2_Lrp6,1
Wnt1_Fzd3_Lrp5,"[""Wnt1"",""Fzd3_Lrp5""]",Wnt1,Fzd3_Lrp5,1
Wnt1_Fzd3_Lrp6,"[""Wnt1"",""Fzd3_Lrp6""]",Wnt1,Fzd3_Lrp6,1
Wnt1_Fzd4_Lrp5,"[""Wnt1"",""Fzd4_Lrp5""]",Wnt1,Fzd4_Lrp5,1
Wnt1_Fzd4_Lrp6,"[""Wnt1"",""Fzd4_Lrp6""]",Wnt1,Fzd4_Lrp6,1
Wnt1_Fzd5_Lrp5,"[""Wnt1"",""Fzd5_Lrp5""]",Wnt1,Fzd5_Lrp5,1
Wnt1_Fzd5_Lrp6,"[""Wnt1"",""Fzd5_Lrp6""]",Wnt1,Fzd5_Lrp6,1
Wnt1_Fzd6_Lrp5,"[""Wnt1"",""Fzd6_Lrp5""]",Wnt1,Fzd6_Lrp5,1
Wnt1_Fzd6_Lrp6,"[""Wnt1"",""Fzd6_Lrp6""]",Wnt1,Fzd6_Lrp6,1
Wnt1_Fzd7_Lrp5,"[""Wnt1"",""Fzd7_Lrp5""]",Wnt1,Fzd7_Lrp5,1
Wnt1_Fzd7_Lrp6,"[""Wnt1"",""Fzd7_Lrp6""]",Wnt1,Fzd7_Lrp6,1
Wnt1_Fzd8_Lrp5,"[""Wnt1"",""Fzd8_Lrp5""]",Wnt1,Fzd8_Lrp5,1
Wnt1_Fzd8_Lrp6,"[""Wnt1"",""Fzd8_Lrp6""]",Wnt1,Fzd8_Lrp6,1
Wnt1_Fzd9_Lrp5,"[""Wnt1"",""Fzd9_Lrp5""]",Wnt1,Fzd9_Lrp5,1
Wnt1_Fzd9_Lrp6,"[""Wnt1"",""Fzd9_Lrp6""]",Wnt1,Fzd9_Lrp6,1
Wnt10a_Fzd10_Lrp5,"[""Wnt10a"",""Fzd10_Lrp5""]",Wnt10a,Fzd10_Lrp5,1
Wnt10a_Fzd10_Lrp6,"[""Wnt10a"",""Fzd10_Lrp6""]",Wnt10a,Fzd10_Lrp6,1
Wnt10a_Fzd1_Lrp5,"[""Wnt10a"",""Fzd1_Lrp5""]",Wnt10a,Fzd1_Lrp5,1
Wnt10a_Fzd1_Lrp6,"[""Wnt10a"",""Fzd1_Lrp6""]",Wnt10a,Fzd1_Lrp6,1
Wnt10a_Fzd2_Lrp5,"[""Wnt10a"",""Fzd2_Lrp5""]",Wnt10a,Fzd2_Lrp5,1
Wnt10a_Fzd2_Lrp6,"[""Wnt10a"",""Fzd2_Lrp6""]",Wnt10a,Fzd2_Lrp6,1
Wnt10a_Fzd3_Lrp5,"[""Wnt10a"",""Fzd3_Lrp5""]",Wnt10a,Fzd3_Lrp5,1
Wnt10a_Fzd3_Lrp6,"[""Wnt10a"",""Fzd3_Lrp6""]",Wnt10a,Fzd3_Lrp6,1
Wnt10a_Fzd4_Lrp5,"[""Wnt10a"",""Fzd4_Lrp5""]",Wnt10a,Fzd4_Lrp5,1
Wnt10a_Fzd4_Lrp6,"[""Wnt10a"",""Fzd4_Lrp6""]",Wnt10a,Fzd4_Lrp6,1
Wnt10a_Fzd5_Lrp5,"[""Wnt10a"",""Fzd5_Lrp5""]",Wnt10a,Fzd5_Lrp5,1
Wnt10a_Fzd5_Lrp6,"[""Wnt10a"",""Fzd5_Lrp6""]",Wnt10a,Fzd5_Lrp6,1
Wnt10a_Fzd6_Lrp5,"[""Wnt10a"",""Fzd6_Lrp5""]",Wnt10a,Fzd6_Lrp5,1
Wnt10a_Fzd6_Lrp6,"[""Wnt10a"",""Fzd6_Lrp6""]",Wnt10a,Fzd6_Lrp6,1
Wnt10a_Fzd7_Lrp5,"[""Wnt10a"",""Fzd7_Lrp5""]",Wnt10a,Fzd7_Lrp5,1
Wnt10a_Fzd7_Lrp6,"[""Wnt10a"",""Fzd7_Lrp6""]",Wnt10a,Fzd7_Lrp6,1
Wnt10a_Fzd8_Lrp5,"[""Wnt10a"",""Fzd8_Lrp5""]",Wnt10a,Fzd8_Lrp5,1
Wnt10a_Fzd8_Lrp6,"[""Wnt10a"",""Fzd8_Lrp6""]",Wnt10a,Fzd8_Lrp6,1
Wnt10a_Fzd9_Lrp5,"[""Wnt10a"",""Fzd9_Lrp5""]",Wnt10a,Fzd9_Lrp5,1
Wnt10a_Fzd9_Lrp6,"[""Wnt10a"",""Fzd9_Lrp6""]",Wnt10a,Fzd9_Lrp6,1
Wnt10b_Fzd10_Lrp5,"[""Wnt10b"",""Fzd10_Lrp5""]",Wnt10b,Fzd10_Lrp5,1
Wnt10b_Fzd10_Lrp6,"[""Wnt10b"",""Fzd10_Lrp6""]",Wnt10b,Fzd10_Lrp6,1
Wnt10b_Fzd1_Lrp5,"[""Wnt10b"",""Fzd1_Lrp5""]",Wnt10b,Fzd1_Lrp5,1
Wnt10b_Fzd1_Lrp6,"[""Wnt10b"",""Fzd1_Lrp6""]",Wnt10b,Fzd1_Lrp6,1
Wnt10b_Fzd2_Lrp5,"[""Wnt10b"",""Fzd2_Lrp5""]",Wnt10b,Fzd2_Lrp5,1
Wnt10b_Fzd2_Lrp6,"[""Wnt10b"",""Fzd2_Lrp6""]",Wnt10b,Fzd2_Lrp6,1
Wnt10b_Fzd3_Lrp5,"[""Wnt10b"",""Fzd3_Lrp5""]",Wnt10b,Fzd3_Lrp5,1
Wnt10b_Fzd3_Lrp6,"[""Wnt10b"",""Fzd3_Lrp6""]",Wnt10b,Fzd3_Lrp6,1
Wnt10b_Fzd4_Lrp5,"[""Wnt10b"",""Fzd4_Lrp5""]",Wnt10b,Fzd4_Lrp5,1
Wnt10b_Fzd4_Lrp6,"[""Wnt10b"",""Fzd4_Lrp6""]",Wnt10b,Fzd4_Lrp6,1
Wnt10b_Fzd5_Lrp5,"[""Wnt10b"",""Fzd5_Lrp5""]",Wnt10b,Fzd5_Lrp5,1
Wnt10b_Fzd5_Lrp6,"[""Wnt10b"",""Fzd5_Lrp6""]",Wnt10b,Fzd5_Lrp6,1
Wnt10b_Fzd6_Lrp5,"[""Wnt10b"",""Fzd6_Lrp5""]",Wnt10b,Fzd6_Lrp5,1
Wnt10b_Fzd6_Lrp6,"[""Wnt10b"",""Fzd6_Lrp6""]",Wnt10b,Fzd6_Lrp6,1
Wnt10b_Fzd7_Lrp5,"[""Wnt10b"",""Fzd7_Lrp5""]",Wnt10b,Fzd7_Lrp5,1
Wnt10b_Fzd7_Lrp6,"[""Wnt10b"",""Fzd7_Lrp6""]",Wnt10b,Fzd7_Lrp6,1
Wnt10b_Fzd8_Lrp5,"[""Wnt10b"",""Fzd8_Lrp5""]",Wnt10b,Fzd8_Lrp5,1
Wnt10b_Fzd8_Lrp6,"[""Wnt10b"",""Fzd8_Lrp6""]",Wnt10b,Fzd8_Lrp6,1
Wnt10b_Fzd9_Lrp5,"[""Wnt10b"",""Fzd9_Lrp5""]",Wnt10b,Fzd9_Lrp5,1
Wnt10b_Fzd9_Lrp6,"[""Wnt10b"",""Fzd9_Lrp6""]",Wnt10b,Fzd9_Lrp6,1
Wnt11_Fzd1,"[""Wnt11"",""Fzd1""]",Wnt11,Fzd1,1
Wnt11_Fzd10,"[""Wnt11"",""Fzd10""]",Wnt11,Fzd10,1
Wnt11_Fzd2,"[""Wnt11"",""Fzd2""]",Wnt11,Fzd2,1
Wnt11_Fzd3,"[""Wnt11"",""Fzd3""]",Wnt11,Fzd3,1
Wnt11_Fzd4,"[""Wnt11"",""Fzd4""]",Wnt11,Fzd4,1
Wnt11_Fzd5,"[""Wnt11"",""Fzd5""]",Wnt11,Fzd5,1
Wnt11_Fzd6,"[""Wnt11"",""Fzd6""]",Wnt11,Fzd6,1
Wnt11_Fzd7,"[""Wnt11"",""Fzd7""]",Wnt11,Fzd7,1
Wnt11_Fzd8,"[""Wnt11"",""Fzd8""]",Wnt11,Fzd8,1
Wnt11_Fzd9,"[""Wnt11"",""Fzd9""]",Wnt11,Fzd9,1
Wnt16_Fzd10_Lrp5,"[""Wnt16"",""Fzd10_Lrp5""]",Wnt16,Fzd10_Lrp5,1
Wnt16_Fzd10_Lrp6,"[""Wnt16"",""Fzd10_Lrp6""]",Wnt16,Fzd10_Lrp6,1
Wnt16_Fzd1_Lrp5,"[""Wnt16"",""Fzd1_Lrp5""]",Wnt16,Fzd1_Lrp5,1
Wnt16_Fzd1_Lrp6,"[""Wnt16"",""Fzd1_Lrp6""]",Wnt16,Fzd1_Lrp6,1
Wnt16_Fzd2_Lrp5,"[""Wnt16"",""Fzd2_Lrp5""]",Wnt16,Fzd2_Lrp5,1
Wnt16_Fzd2_Lrp6,"[""Wnt16"",""Fzd2_Lrp6""]",Wnt16,Fzd2_Lrp6,1
Wnt16_Fzd3_Lrp5,"[""Wnt16"",""Fzd3_Lrp5""]",Wnt16,Fzd3_Lrp5,1
Wnt16_Fzd3_Lrp6,"[""Wnt16"",""Fzd3_Lrp6""]",Wnt16,Fzd3_Lrp6,1
Wnt16_Fzd4_Lrp5,"[""Wnt16"",""Fzd4_Lrp5""]",Wnt16,Fzd4_Lrp5,1
Wnt16_Fzd4_Lrp6,"[""Wnt16"",""Fzd4_Lrp6""]",Wnt16,Fzd4_Lrp6,1
Wnt16_Fzd5_Lrp5,"[""Wnt16"",""Fzd5_Lrp5""]",Wnt16,Fzd5_Lrp5,1
Wnt16_Fzd5_Lrp6,"[""Wnt16"",""Fzd5_Lrp6""]",Wnt16,Fzd5_Lrp6,1
Wnt16_Fzd6_Lrp5,"[""Wnt16"",""Fzd6_Lrp5""]",Wnt16,Fzd6_Lrp5,1
Wnt16_Fzd6_Lrp6,"[""Wnt16"",""Fzd6_Lrp6""]",Wnt16,Fzd6_Lrp6,1
Wnt16_Fzd7_Lrp5,"[""Wnt16"",""Fzd7_Lrp5""]",Wnt16,Fzd7_Lrp5,1
Wnt16_Fzd7_Lrp6,"[""Wnt16"",""Fzd7_Lrp6""]",Wnt16,Fzd7_Lrp6,1
Wnt16_Fzd8_Lrp5,"[""Wnt16"",""Fzd8_Lrp5""]",Wnt16,Fzd8_Lrp5,1
Wnt16_Fzd8_Lrp6,"[""Wnt16"",""Fzd8_Lrp6""]",Wnt16,Fzd8_Lrp6,1
Wnt16_Fzd9_Lrp5,"[""Wnt16"",""Fzd9_Lrp5""]",Wnt16,Fzd9_Lrp5,1
Wnt16_Fzd9_Lrp6,"[""Wnt16"",""Fzd9_Lrp6""]",Wnt16,Fzd9_Lrp6,1
Wnt2_Fzd10_Lrp5,"[""Wnt2"",""Fzd10_Lrp5""]",Wnt2,Fzd10_Lrp5,1
Wnt2_Fzd10_Lrp6,"[""Wnt2"",""Fzd10_Lrp6""]",Wnt2,Fzd10_Lrp6,1
Wnt2_Fzd1_Lrp5,"[""Wnt2"",""Fzd1_Lrp5""]",Wnt2,Fzd1_Lrp5,1
Wnt2_Fzd1_Lrp6,"[""Wnt2"",""Fzd1_Lrp6""]",Wnt2,Fzd1_Lrp6,1
Wnt2_Fzd2_Lrp5,"[""Wnt2"",""Fzd2_Lrp5""]",Wnt2,Fzd2_Lrp5,1
Wnt2_Fzd2_Lrp6,"[""Wnt2"",""Fzd2_Lrp6""]",Wnt2,Fzd2_Lrp6,1
Wnt2_Fzd3_Lrp5,"[""Wnt2"",""Fzd3_Lrp5""]",Wnt2,Fzd3_Lrp5,1
Wnt2_Fzd3_Lrp6,"[""Wnt2"",""Fzd3_Lrp6""]",Wnt2,Fzd3_Lrp6,1
Wnt2_Fzd4_Lrp5,"[""Wnt2"",""Fzd4_Lrp5""]",Wnt2,Fzd4_Lrp5,1
Wnt2_Fzd4_Lrp6,"[""Wnt2"",""Fzd4_Lrp6""]",Wnt2,Fzd4_Lrp6,1
Wnt2_Fzd5_Lrp5,"[""Wnt2"",""Fzd5_Lrp5""]",Wnt2,Fzd5_Lrp5,1
Wnt2_Fzd5_Lrp6,"[""Wnt2"",""Fzd5_Lrp6""]",Wnt2,Fzd5_Lrp6,1
Wnt2_Fzd6_Lrp5,"[""Wnt2"",""Fzd6_Lrp5""]",Wnt2,Fzd6_Lrp5,1
Wnt2_Fzd6_Lrp6,"[""Wnt2"",""Fzd6_Lrp6""]",Wnt2,Fzd6_Lrp6,1
Wnt2_Fzd7_Lrp5,"[""Wnt2"",""Fzd7_Lrp5""]",Wnt2,Fzd7_Lrp5,1
Wnt2_Fzd7_Lrp6,"[""Wnt2"",""Fzd7_Lrp6""]",Wnt2,Fzd7_Lrp6,1
Wnt2_Fzd8_Lrp5,"[""Wnt2"",""Fzd8_Lrp5""]",Wnt2,Fzd8_Lrp5,1
Wnt2_Fzd8_Lrp6,"[""Wnt2"",""Fzd8_Lrp6""]",Wnt2,Fzd8_Lrp6,1
Wnt2_Fzd9_Lrp5,"[""Wnt2"",""Fzd9_Lrp5""]",Wnt2,Fzd9_Lrp5,1
Wnt2_Fzd9_Lrp6,"[""Wnt2"",""Fzd9_Lrp6""]",Wnt2,Fzd9_Lrp6,1
Wnt2b_Fzd10_Lrp5,"[""Wnt2b"",""Fzd10_Lrp5""]",Wnt2b,Fzd10_Lrp5,1
Wnt2b_Fzd10_Lrp6,"[""Wnt2b"",""Fzd10_Lrp6""]",Wnt2b,Fzd10_Lrp6,1
Wnt2b_Fzd1_Lrp5,"[""Wnt2b"",""Fzd1_Lrp5""]",Wnt2b,Fzd1_Lrp5,1
Wnt2b_Fzd1_Lrp6,"[""Wnt2b"",""Fzd1_Lrp6""]",Wnt2b,Fzd1_Lrp6,1
Wnt2b_Fzd2_Lrp5,"[""Wnt2b"",""Fzd2_Lrp5""]",Wnt2b,Fzd2_Lrp5,1
Wnt2b_Fzd2_Lrp6,"[""Wnt2b"",""Fzd2_Lrp6""]",Wnt2b,Fzd2_Lrp6,1
Wnt2b_Fzd3_Lrp5,"[""Wnt2b"",""Fzd3_Lrp5""]",Wnt2b,Fzd3_Lrp5,1
Wnt2b_Fzd3_Lrp6,"[""Wnt2b"",""Fzd3_Lrp6""]",Wnt2b,Fzd3_Lrp6,1
Wnt2b_Fzd4_Lrp5,"[""Wnt2b"",""Fzd4_Lrp5""]",Wnt2b,Fzd4_Lrp5,1
Wnt2b_Fzd4_Lrp6,"[""Wnt2b"",""Fzd4_Lrp6""]",Wnt2b,Fzd4_Lrp6,1
Wnt2b_Fzd5_Lrp5,"[""Wnt2b"",""Fzd5_Lrp5""]",Wnt2b,Fzd5_Lrp5,1
Wnt2b_Fzd5_Lrp6,"[""Wnt2b"",""Fzd5_Lrp6""]",Wnt2b,Fzd5_Lrp6,1
Wnt2b_Fzd6_Lrp5,"[""Wnt2b"",""Fzd6_Lrp5""]",Wnt2b,Fzd6_Lrp5,1
Wnt2b_Fzd6_Lrp6,"[""Wnt2b"",""Fzd6_Lrp6""]",Wnt2b,Fzd6_Lrp6,1
Wnt2b_Fzd7_Lrp5,"[""Wnt2b"",""Fzd7_Lrp5""]",Wnt2b,Fzd7_Lrp5,1
Wnt2b_Fzd7_Lrp6,"[""Wnt2b"",""Fzd7_Lrp6""]",Wnt2b,Fzd7_Lrp6,1
Wnt2b_Fzd8_Lrp5,"[""Wnt2b"",""Fzd8_Lrp5""]",Wnt2b,Fzd8_Lrp5,1
Wnt2b_Fzd8_Lrp6,"[""Wnt2b"",""Fzd8_Lrp6""]",Wnt2b,Fzd8_Lrp6,1
Wnt2b_Fzd9_Lrp5,"[""Wnt2b"",""Fzd9_Lrp5""]",Wnt2b,Fzd9_Lrp5,1
Wnt2b_Fzd9_Lrp6,"[""Wnt2b"",""Fzd9_Lrp6""]",Wnt2b,Fzd9_Lrp6,1
Wnt3_Fzd10_Lrp5,"[""Wnt3"",""Fzd10_Lrp5""]",Wnt3,Fzd10_Lrp5,1
Wnt3_Fzd10_Lrp6,"[""Wnt3"",""Fzd10_Lrp6""]",Wnt3,Fzd10_Lrp6,1
Wnt3_Fzd1_Lrp5,"[""Wnt3"",""Fzd1_Lrp5""]",Wnt3,Fzd1_Lrp5,1
Wnt3_Fzd1_Lrp6,"[""Wnt3"",""Fzd1_Lrp6""]",Wnt3,Fzd1_Lrp6,1
Wnt3_Fzd2_Lrp5,"[""Wnt3"",""Fzd2_Lrp5""]",Wnt3,Fzd2_Lrp5,1
Wnt3_Fzd2_Lrp6,"[""Wnt3"",""Fzd2_Lrp6""]",Wnt3,Fzd2_Lrp6,1
Wnt3_Fzd3_Lrp5,"[""Wnt3"",""Fzd3_Lrp5""]",Wnt3,Fzd3_Lrp5,1
Wnt3_Fzd3_Lrp6,"[""Wnt3"",""Fzd3_Lrp6""]",Wnt3,Fzd3_Lrp6,1
Wnt3_Fzd4_Lrp5,"[""Wnt3"",""Fzd4_Lrp5""]",Wnt3,Fzd4_Lrp5,1
Wnt3_Fzd4_Lrp6,"[""Wnt3"",""Fzd4_Lrp6""]",Wnt3,Fzd4_Lrp6,1
Wnt3_Fzd5_Lrp5,"[""Wnt3"",""Fzd5_Lrp5""]",Wnt3,Fzd5_Lrp5,1
Wnt3_Fzd5_Lrp6,"[""Wnt3"",""Fzd5_Lrp6""]",Wnt3,Fzd5_Lrp6,1
Wnt3_Fzd6_Lrp5,"[""Wnt3"",""Fzd6_Lrp5""]",Wnt3,Fzd6_Lrp5,1
Wnt3_Fzd6_Lrp6,"[""Wnt3"",""Fzd6_Lrp6""]",Wnt3,Fzd6_Lrp6,1
Wnt3_Fzd7_Lrp5,"[""Wnt3"",""Fzd7_Lrp5""]",Wnt3,Fzd7_Lrp5,1
Wnt3_Fzd7_Lrp6,"[""Wnt3"",""Fzd7_Lrp6""]",Wnt3,Fzd7_Lrp6,1
Wnt3_Fzd8_Lrp5,"[""Wnt3"",""Fzd8_Lrp5""]",Wnt3,Fzd8_Lrp5,1
Wnt3_Fzd8_Lrp6,"[""Wnt3"",""Fzd8_Lrp6""]",Wnt3,Fzd8_Lrp6,1
Wnt3_Fzd9_Lrp5,"[""Wnt3"",""Fzd9_Lrp5""]",Wnt3,Fzd9_Lrp5,1
Wnt3_Fzd9_Lrp6,"[""Wnt3"",""Fzd9_Lrp6""]",Wnt3,Fzd9_Lrp6,1
Wnt3a_Fzd10_Lrp5,"[""Wnt3a"",""Fzd10_Lrp5""]",Wnt3a,Fzd10_Lrp5,1
Wnt3a_Fzd10_Lrp6,"[""Wnt3a"",""Fzd10_Lrp6""]",Wnt3a,Fzd10_Lrp6,1
Wnt3a_Fzd1_Lrp5,"[""Wnt3a"",""Fzd1_Lrp5""]",Wnt3a,Fzd1_Lrp5,1
Wnt3a_Fzd1_Lrp6,"[""Wnt3a"",""Fzd1_Lrp6""]",Wnt3a,Fzd1_Lrp6,1
Wnt3a_Fzd2_Lrp5,"[""Wnt3a"",""Fzd2_Lrp5""]",Wnt3a,Fzd2_Lrp5,1
Wnt3a_Fzd2_Lrp6,"[""Wnt3a"",""Fzd2_Lrp6""]",Wnt3a,Fzd2_Lrp6,1
Wnt3a_Fzd3_Lrp5,"[""Wnt3a"",""Fzd3_Lrp5""]",Wnt3a,Fzd3_Lrp5,1
Wnt3a_Fzd3_Lrp6,"[""Wnt3a"",""Fzd3_Lrp6""]",Wnt3a,Fzd3_Lrp6,1
Wnt3a_Fzd4_Lrp5,"[""Wnt3a"",""Fzd4_Lrp5""]",Wnt3a,Fzd4_Lrp5,1
Wnt3a_Fzd4_Lrp6,"[""Wnt3a"",""Fzd4_Lrp6""]",Wnt3a,Fzd4_Lrp6,1
Wnt3a_Fzd5_Lrp5,"[""Wnt3a"",""Fzd5_Lrp5""]",Wnt3a,Fzd5_Lrp5,1
Wnt3a_Fzd5_Lrp6,"[""Wnt3a"",""Fzd5_Lrp6""]",Wnt3a,Fzd5_Lrp6,1
Wnt3a_Fzd6_Lrp5,"[""Wnt3a"",""Fzd6_Lrp5""]",Wnt3a,Fzd6_Lrp5,1
Wnt3a_Fzd6_Lrp6,"[""Wnt3a"",""Fzd6_Lrp6""]",Wnt3a,Fzd6_Lrp6,1
Wnt3a_Fzd7_Lrp5,"[""Wnt3a"",""Fzd7_Lrp5""]",Wnt3a,Fzd7_Lrp5,1
Wnt3a_Fzd7_Lrp6,"[""Wnt3a"",""Fzd7_Lrp6""]",Wnt3a,Fzd7_Lrp6,1
Wnt3a_Fzd8_Lrp5,"[""Wnt3a"",""Fzd8_Lrp5""]",Wnt3a,Fzd8_Lrp5,1
Wnt3a_Fzd8_Lrp6,"[""Wnt3a"",""Fzd8_Lrp6""]",Wnt3a,Fzd8_Lrp6,1
Wnt3a_Fzd9_Lrp5,"[""Wnt3a"",""Fzd9_Lrp5""]",Wnt3a,Fzd9_Lrp5,1
Wnt3a_Fzd9_Lrp6,"[""Wnt3a"",""Fzd9_Lrp6""]",Wnt3a,Fzd9_Lrp6,1
Wnt4_Fzd10_Lrp5,"[""Wnt4"",""Fzd10_Lrp5""]",Wnt4,Fzd10_Lrp5,1
Wnt4_Fzd10_Lrp6,"[""Wnt4"",""Fzd10_Lrp6""]",Wnt4,Fzd10_Lrp6,1
Wnt4_Fzd1_Lrp5,"[""Wnt4"",""Fzd1_Lrp5""]",Wnt4,Fzd1_Lrp5,1
Wnt4_Fzd1_Lrp6,"[""Wnt4"",""Fzd1_Lrp6""]",Wnt4,Fzd1_Lrp6,1
Wnt4_Fzd2_Lrp5,"[""Wnt4"",""Fzd2_Lrp5""]",Wnt4,Fzd2_Lrp5,1
Wnt4_Fzd2_Lrp6,"[""Wnt4"",""Fzd2_Lrp6""]",Wnt4,Fzd2_Lrp6,1
Wnt4_Fzd3_Lrp5,"[""Wnt4"",""Fzd3_Lrp5""]",Wnt4,Fzd3_Lrp5,1
Wnt4_Fzd3_Lrp6,"[""Wnt4"",""Fzd3_Lrp6""]",Wnt4,Fzd3_Lrp6,1
Wnt4_Fzd4_Lrp5,"[""Wnt4"",""Fzd4_Lrp5""]",Wnt4,Fzd4_Lrp5,1
Wnt4_Fzd4_Lrp6,"[""Wnt4"",""Fzd4_Lrp6""]",Wnt4,Fzd4_Lrp6,1
Wnt4_Fzd5_Lrp5,"[""Wnt4"",""Fzd5_Lrp5""]",Wnt4,Fzd5_Lrp5,1
Wnt4_Fzd5_Lrp6,"[""Wnt4"",""Fzd5_Lrp6""]",Wnt4,Fzd5_Lrp6,1
Wnt4_Fzd6_Lrp5,"[""Wnt4"",""Fzd6_Lrp5""]",Wnt4,Fzd6_Lrp5,1
Wnt4_Fzd6_Lrp6,"[""Wnt4"",""Fzd6_Lrp6""]",Wnt4,Fzd6_Lrp6,1
Wnt4_Fzd7_Lrp5,"[""Wnt4"",""Fzd7_Lrp5""]",Wnt4,Fzd7_Lrp5,1
