"test_ligand","auroc","aupr","aupr_corrected","pearson","activity_rank","window","baseline_model_time","response_model_time","n_background","n_targets"
"Vcan",0.478843537414966,0.137995422978556,-0.00735341423074612,-0.0287341508280717,6,"t1p00_to_t1p05",1,1.05,344,50
"Igf1",0.476598639455781,0.137947505154513,-0.00740133205478974,-0.00806829228515891,7,"t1p00_to_t1p05",1,1.05,344,50
"Sema3e",0.482517006802721,0.136055763231189,-0.00929307397811352,-0.0359731104410852,8,"t1p00_to_t1p05",1,1.05,344,50
"Sema3d",0.470340136054421,0.135318787412353,-0.0100300497969496,-0.0402871664980905,9,"t1p00_to_t1p05",1,1.05,344,50
"Cd300c2",0.468707482993197,0.135028249465198,-0.0103205877441048,-0.0349893969310504,10,"t1p00_to_t1p05",1,1.05,344,50
"Fn1",0.466054421768708,0.134391997267484,-0.0109568399418183,-0.0399503820296338,11,"t1p00_to_t1p05",1,1.05,344,50
"Sema3a",0.481428571428571,0.134214631625885,-0.0111342055834169,-0.0429530067512136,12,"t1p00_to_t1p05",1,1.05,344,50
"Spp1",0.452993197278911,0.134136054054998,-0.0112127831543039,-0.0484206514807022,13,"t1p00_to_t1p05",1,1.05,344,50
"Nts",0.474421768707483,0.13375471070056,-0.0115941265087422,-0.0331120440439163,14,"t1p00_to_t1p05",1,1.05,344,50
"C1qa",0.467278911564626,0.133699279706954,-0.0116495575023479,-0.0439517301511586,15,"t1p00_to_t1p05",1,1.05,344,50
"Clu",0.468095238095238,0.133244201696093,-0.0121046355132095,-0.0418187910375516,16,"t1p00_to_t1p05",1,1.05,344,50
"C1qb",0.461292517006802,0.132706843180143,-0.0126419940291592,-0.0495841472920694,17,"t1p00_to_t1p05",1,1.05,344,50
"Ccn2",0.450544217687074,0.13222762727732,-0.0131212099319824,-0.0479459688932126,18,"t1p00_to_t1p05",1,1.05,344,50
"Col1a1",0.453605442176871,0.13150154104345,-0.0138472961658519,-0.0563736020341243,19,"t1p00_to_t1p05",1,1.05,344,50
"C3",0.459795918367347,0.130329962668638,-0.0150188745406643,-0.0514552384342129,20,"t1p00_to_t1p05",1,1.05,344,50
"Apoe",0.457959183673469,0.129353502033656,-0.0159953351756467,-0.0519984070080397,21,"t1p00_to_t1p05",1,1.05,344,50
"Ntng1",0.447210884353741,0.127496740327383,-0.0178520968819196,-0.059130794931235,22,"t1p00_to_t1p05",1,1.05,344,50
"Igf2",0.435782312925169,0.122671046478604,-0.0226777907306979,-0.0584750110130242,23,"t1p00_to_t1p05",1,1.05,344,50
"C1qb",0.660884353741496,0.309512000407948,0.164163163198646,0.242865069994728,1,"t1p05_to_t1p10",1.05,1.1,344,50
"Col1a1",0.658095238095237,0.298393427978037,0.153044590768734,0.229569914278905,2,"t1p05_to_t1p10",1.05,1.1,344,50
"C1qa",0.668979591836734,0.288645982503559,0.143297145294257,0.21824239102998,3,"t1p05_to_t1p10",1.05,1.1,344,50
"Nts",0.652448979591836,0.284100359386587,0.138751522177284,0.192466597775115,4,"t1p05_to_t1p10",1.05,1.1,344,50
"Pecam1",0.650884353741496,0.283367323499063,0.138018486289761,0.22033087168835,5,"t1p05_to_t1p10",1.05,1.1,344,50
"Spp1",0.657278911564624,0.28167800919516,0.136329171985858,0.165546624401788,6,"t1p05_to_t1p10",1.05,1.1,344,50
"Vcan",0.649387755102041,0.278913518479461,0.133564681270159,0.209944726691335,7,"t1p05_to_t1p10",1.05,1.1,344,50
"C3",0.663401360544216,0.276996623707161,0.131647786497858,0.215622417805939,8,"t1p05_to_t1p10",1.05,1.1,344,50
"Ccn2",0.642585034013605,0.273889128304163,0.128540291094861,0.207004717218554,9,"t1p05_to_t1p10",1.05,1.1,344,50
"Apoe",0.670884353741496,0.273779800047933,0.128430962838631,0.148383626151529,10,"t1p05_to_t1p10",1.05,1.1,344,50
"Clu",0.662653061224489,0.273235736403734,0.127886899194432,0.208778104977776,11,"t1p05_to_t1p10",1.05,1.1,344,50
"Sema3e",0.661700680272109,0.272740846476609,0.127392009267307,0.199914806704447,12,"t1p05_to_t1p10",1.05,1.1,344,50
"Lcn2",0.668979591836734,0.271415559846045,0.126066722636742,0.0776420884005498,13,"t1p05_to_t1p10",1.05,1.1,344,50
"Fn1",0.652380952380952,0.270772617015913,0.125423779806611,0.205356190788258,14,"t1p05_to_t1p10",1.05,1.1,344,50
"Cdh4",0.636190476190477,0.267577260040585,0.122228422831283,0.194177079331803,15,"t1p05_to_t1p10",1.05,1.1,344,50
"Sema3a",0.647210884353742,0.262768549119275,0.117419711909973,0.20080023944672,16,"t1p05_to_t1p10",1.05,1.1,344,50
"Lgals3bp",0.661564625850339,0.261907015026192,0.11655817781689,0.149311030612607,17,"t1p05_to_t1p10",1.05,1.1,344,50
"Dcn",0.663333333333333,0.259601473680886,0.114252636471583,0.196478622236966,18,"t1p05_to_t1p10",1.05,1.1,344,50
"Sema3d",0.659047619047619,0.258503447985956,0.113154610776654,0.18844339228053,19,"t1p05_to_t1p10",1.05,1.1,344,50
"Cd300c2",0.671904761904761,0.256145543212837,0.110796706003535,0.0702912727690088,20,"t1p05_to_t1p10",1.05,1.1,344,50
"Igf2",0.6278231292517,0.253957860524773,0.108609023315471,0.0736710895078798,21,"t1p05_to_t1p10",1.05,1.1,344,50
"Ntng1",0.65517006802721,0.250216961566191,0.104868124356889,0.186153571971858,22,"t1p05_to_t1p10",1.05,1.1,344,50
"Igf1",0.626394557823128,0.212614695235004,0.067265858025702,0.0720450964141568,23,"t1p05_to_t1p10",1.05,1.1,344,50
"C1qb",0.695102040816325,0.319597499717575,0.174248662508272,0.266149228682419,1,"t1p10_to_t1p15",1.1,1.15,344,50
"Col1a1",0.685714285714285,0.297960478675063,0.15261164146576,0.246956025006112,2,"t1p10_to_t1p15",1.1,1.15,344,50
"C1qa",0.698163265306121,0.296260258127232,0.15091142091793,0.238984744268155,3,"t1p10_to_t1p15",1.1,1.15,344,50
"Nts",0.681496598639456,0.293098803353874,0.147749966144572,0.200721021508208,4,"t1p10_to_t1p15",1.1,1.15,344,50
"Spp1",0.68312925170068,0.288081850241972,0.142733013032669,0.173801267032429,5,"t1p10_to_t1p15",1.1,1.15,344,50
"Pecam1",0.671700680272107,0.286156679287617,0.140807842078315,0.233401137394717,6,"t1p10_to_t1p15",1.1,1.15,344,50
"C3",0.69312925170068,0.284100794003331,0.138751956794029,0.236099916788712,7,"t1p10_to_t1p15",1.1,1.15,344,50
"Vcan",0.68047619047619,0.283601046378298,0.138252209168996,0.231154924548256,8,"t1p10_to_t1p15",1.1,1.15,344,50
"Cd300c2",0.714965986394558,0.282139201671168,0.136790364461866,0.0880064352927003,9,"t1p10_to_t1p15",1.1,1.15,344,50
"Sema3e",0.69081632653061,0.280907779223842,0.135558942014539,0.220962946724776,10,"t1p10_to_t1p15",1.1,1.15,344,50
"Lcn2",0.699455782312925,0.280450102805289,0.135101265595986,0.088049368763457,11,"t1p10_to_t1p15",1.1,1.15,344,50
"Ccn2",0.670952380952381,0.280337827067139,0.134988989857837,0.227984415173495,12,"t1p10_to_t1p15",1.1,1.15,344,50
"Clu",0.686938775510204,0.277751954134464,0.132403116925161,0.229578576084108,13,"t1p10_to_t1p15",1.1,1.15,344,50
"Apoe",0.69734693877551,0.276526093127171,0.131177255917869,0.161663654857748,14,"t1p10_to_t1p15",1.1,1.15,344,50
"Fn1",0.681360544217686,0.275954689108213,0.130605851898911,0.225381738291028,15,"t1p10_to_t1p15",1.1,1.15,344,50
"Sema3a",0.680068027210883,0.275102105949384,0.129753268740082,0.230477473635873,16,"t1p10_to_t1p15",1.1,1.15,344,50
"Cdh4",0.665306122448978,0.273215085712313,0.127866248503011,0.214903901170696,17,"t1p10_to_t1p15",1.1,1.15,344,50
"Lgals3bp",0.688911564625849,0.264944110248044,0.119595273038741,0.163089681594177,18,"t1p10_to_t1p15",1.1,1.15,344,50
"Dcn",0.687687074829931,0.264752572238455,0.119403735029152,0.211933026319116,19,"t1p10_to_t1p15",1.1,1.15,344,50
"Sema3d",0.687891156462584,0.263987087252419,0.118638250043116,0.206466539637821,20,"t1p10_to_t1p15",1.1,1.15,344,50
"Ntng1",0.685918367346938,0.260251042651868,0.114902205442565,0.207044086801175,21,"t1p10_to_t1p15",1.1,1.15,344,50
"Igf2",0.638027210884353,0.23977347788064,0.0944246406713376,0.0274077887184569,22,"t1p10_to_t1p15",1.1,1.15,344,50
"Igf1",0.647959183673468,0.216868181306843,0.071519344097541,0.0740204639047047,23,"t1p10_to_t1p15",1.1,1.15,344,50
"C1qa",0.655646258503401,0.254417150643439,0.109068313434137,0.186419202907312,1,"t1p15_to_t1p20",1.15,1.2,344,50
"Col1a1",0.638503401360543,0.252619652334297,0.107270815124995,0.18361673263879,2,"t1p15_to_t1p20",1.15,1.2,344,50
"Pecam1",0.630272108843536,0.2481263684892,0.102777531279898,0.181046858936839,3,"t1p15_to_t1p20",1.15,1.2,344,50
"Vcan",0.637755102040816,0.246601293611702,0.101252456402399,0.176119306159563,4,"t1p15_to_t1p20",1.15,1.2,344,50
"Cd300c2",0.669523809523808,0.24542332040474,0.100074483195438,0.0664093525650644,5,"t1p15_to_t1p20",1.15,1.2,344,50
"Nts",0.626054421768708,0.244535030507589,0.0991861932982868,0.173696616455867,6,"t1p15_to_t1p20",1.15,1.2,344,50
"Cdh4",0.633265306122448,0.241728423647813,0.0963795864385111,0.170673589793079,7,"t1p15_to_t1p20",1.15,1.2,344,50
"Spp1",0.637551020408163,0.241278393898444,0.0959295566891418,0.146055043396176,8,"t1p15_to_t1p20",1.15,1.2,344,50
"Sema3e",0.637687074829932,0.239664019279482,0.0943151820701802,0.16054334658379,9,"t1p15_to_t1p20",1.15,1.2,344,50
"Clu",0.641496598639455,0.239112744531616,0.0937639073223135,0.176960661427511,10,"t1p15_to_t1p20",1.15,1.2,344,50
"Fn1",0.633061224489795,0.238830960502418,0.0934821232931153,0.168930084596151,11,"t1p15_to_t1p20",1.15,1.2,344,50
"C3",0.644829931972789,0.237073031612514,0.0917241944032118,0.177905822576211,12,"t1p15_to_t1p20",1.15,1.2,344,50
"Ccn2",0.610068027210883,0.233055841226839,0.0877070040175362,0.153207130319364,13,"t1p15_to_t1p20",1.15,1.2,344,50
"Apoe",0.645102040816326,0.2328252086892,0.0874763714798975,0.119396086586438,14,"t1p15_to_t1p20",1.15,1.2,344,50
"Sema3a",0.635170068027209,0.232550577439705,0.0872017402304031,0.167746544953606,15,"t1p15_to_t1p20",1.15,1.2,344,50
"Dcn",0.644761904761904,0.232001160249783,0.0866523230404809,0.166323747979711,16,"t1p15_to_t1p20",1.15,1.2,344,50
"C1qb",0.63455782312925,0.231394819722803,0.0860459825135005,0.162245591081646,17,"t1p15_to_t1p20",1.15,1.2,344,50
"Lgals3bp",0.64312925170068,0.229756842112663,0.0844080049033605,0.123035495206338,18,"t1p15_to_t1p20",1.15,1.2,344,50
"Lcn2",0.648639455782312,0.228871145645897,0.0835223084365948,0.0571943257644074,19,"t1p15_to_t1p20",1.15,1.2,344,50
"Sema3d",0.639455782312925,0.223026023122594,0.0776771859132916,0.150762053656554,20,"t1p15_to_t1p20",1.15,1.2,344,50
"Ntng1",0.624081632653061,0.220818381251452,0.0754695440421495,0.146979016543841,21,"t1p15_to_t1p20",1.15,1.2,344,50
"Igf2",0.594489795918366,0.219588288317051,0.0742394511077482,0.0186603013604526,22,"t1p15_to_t1p20",1.15,1.2,344,50
"Igf1",0.603401360544217,0.190409942366888,0.0450611051575855,0.036794047599135,23,"t1p15_to_t1p20",1.15,1.2,344,50
"Cd300c2",0.673265306122448,0.238018557306298,0.0926697200969953,0.0543617821373438,1,"t1p20_to_t1p25",1.2,1.25,344,50
"C1qa",0.659659863945577,0.235618214241175,0.0902693770318724,0.161323061317032,2,"t1p20_to_t1p25",1.2,1.25,344,50
"Col1a1",0.6456462585034,0.234695519027315,0.0893466818180125,0.162016020714266,3,"t1p20_to_t1p25",1.2,1.25,344,50
"C3",0.648979591836734,0.23382087707953,0.088472039870228,0.15468576897861,4,"t1p20_to_t1p25",1.2,1.25,344,50
"Spp1",0.641156462585033,0.231058597507109,0.0857097602978069,0.133834964453287,5,"t1p20_to_t1p25",1.2,1.25,344,50
"Pecam1",0.638231292517006,0.230797839714129,0.085449002504827,0.160371760892304,6,"t1p20_to_t1p25",1.2,1.25,344,50
"Dcn",0.652653061224489,0.228966206000941,0.0836173687916384,0.144732352765273,7,"t1p20_to_t1p25",1.2,1.25,344,50
"Lgals3bp",0.647074829931972,0.228593997917388,0.0832451607080855,0.10892062138175,8,"t1p20_to_t1p25",1.2,1.25,344,50
"Apoe",0.64938775510204,0.228383439741673,0.0830346025323707,0.0996410154615015,9,"t1p20_to_t1p25",1.2,1.25,344,50
"Lcn2",0.652789115646258,0.227518618577623,0.0821697813683206,0.0486110818009566,10,"t1p20_to_t1p25",1.2,1.25,344,50
"Nts",0.633061224489796,0.227332433003608,0.0819835957943059,0.041838124754976,11,"t1p20_to_t1p25",1.2,1.25,344,50
"Cdh4",0.640068027210884,0.225257958729121,0.0799091215198182,0.155569282711284,12,"t1p20_to_t1p25",1.2,1.25,344,50
"Sema3d",0.646190476190476,0.224794383947209,0.0794455467379068,0.136393909587724,13,"t1p20_to_t1p25",1.2,1.25,344,50
"Vcan",0.639183673469387,0.221911779620857,0.0765629424115546,0.14900883047266,14,"t1p20_to_t1p25",1.2,1.25,344,50
"Ccn2",0.621972789115645,0.221025681870363,0.0756768446610606,0.135178710703689,15,"t1p20_to_t1p25",1.2,1.25,344,50
"Clu",0.645374149659863,0.220802556248059,0.075453719038757,0.149335980875557,16,"t1p20_to_t1p25",1.2,1.25,344,50
"Fn1",0.638843537414965,0.219910810726307,0.074561973517005,0.147704341102428,17,"t1p20_to_t1p25",1.2,1.25,344,50
"C1qb",0.631700680272107,0.219719588150422,0.0743707509411199,0.128348960699568,18,"t1p20_to_t1p25",1.2,1.25,344,50
"Sema3e",0.639523809523809,0.217883539857443,0.0725347026481411,0.127604474328483,19,"t1p20_to_t1p25",1.2,1.25,344,50
"Ntng1",0.62734693877551,0.21185686769371,0.0665080304844074,0.110174254110433,20,"t1p20_to_t1p25",1.2,1.25,344,50
"Sema3a",0.638435374149658,0.205026756266877,0.0596779190575749,0.138770585547032,21,"t1p20_to_t1p25",1.2,1.25,344,50
"Igf2",0.595442176870748,0.201739189396925,0.0563903521876228,0.0173048806718183,22,"t1p20_to_t1p25",1.2,1.25,344,50
"Igf1",0.60360544217687,0.181000511861419,0.0356516746521169,-0.0153580129726298,23,"t1p20_to_t1p25",1.2,1.25,344,50
"C1qa",0.65612244897959,0.256027068274869,0.110678231065567,0.182810659538103,1,"t1p25_to_t1p30",1.25,1.3,344,50
"Col1a1",0.643333333333332,0.252786588064874,0.107437750855571,0.181011393244905,2,"t1p25_to_t1p30",1.25,1.3,344,50
"Pecam1",0.634693877551019,0.250882642396833,0.105533805187531,0.185329595799462,3,"t1p25_to_t1p30",1.25,1.3,344,50
"Cdh4",0.639931972789115,0.249676426818701,0.104327589609399,0.178251267237631,4,"t1p25_to_t1p30",1.25,1.3,344,50
"Spp1",0.642721088435373,0.244675379451283,0.0993265422419805,0.145938508867774,5,"t1p25_to_t1p30",1.25,1.3,344,50
"Nts",0.630340136054422,0.244634776956751,0.099285939747449,0.171971774527358,6,"t1p25_to_t1p30",1.25,1.3,344,50
"Cd300c2",0.671768707482992,0.243912567213103,0.0985637300038003,0.0661294891516528,7,"t1p25_to_t1p30",1.25,1.3,344,50
"Clu",0.643333333333332,0.242773288342452,0.0974244511331495,0.176170915051174,8,"t1p25_to_t1p30",1.25,1.3,344,50
"C3",0.649795918367346,0.242158652008682,0.0968098147993799,0.182732574557941,9,"t1p25_to_t1p30",1.25,1.3,344,50
"Vcan",0.636802721088435,0.241166427016818,0.095817589807516,0.166473360169944,10,"t1p25_to_t1p30",1.25,1.3,344,50
"Ccn2",0.621904761904761,0.240479932119867,0.0951310949105651,0.164231515346339,11,"t1p25_to_t1p30",1.25,1.3,344,50
"Fn1",0.637074829931972,0.239458318738701,0.0941094815293991,0.17117022791335,12,"t1p25_to_t1p30",1.25,1.3,344,50
"Sema3e",0.637482993197279,0.238397877140608,0.0930490399313056,0.153475553746181,13,"t1p25_to_t1p30",1.25,1.3,344,50
"Apoe",0.651292517006802,0.234776850727025,0.0894280135177226,0.118540699912341,14,"t1p25_to_t1p30",1.25,1.3,344,50
"Lgals3bp",0.646938775510203,0.234090074358613,0.0887412371493109,0.123285401498459,15,"t1p25_to_t1p30",1.25,1.3,344,50
"Dcn",0.64938775510204,0.233331293274698,0.0879824560653954,0.163602951391036,16,"t1p25_to_t1p30",1.25,1.3,344,50
"Lcn2",0.6556462585034,0.232548811936325,0.0871999747270222,0.0585126894729894,17,"t1p25_to_t1p30",1.25,1.3,344,50
"Sema3d",0.644965986394556,0.230065607076012,0.0847167698667092,0.155015042178215,18,"t1p25_to_t1p30",1.25,1.3,344,50
"C1qb",0.63986394557823,0.230026569990879,0.0846777327815764,0.157971622291336,19,"t1p25_to_t1p30",1.25,1.3,344,50
"Sema3a",0.643673469387753,0.228367079404045,0.0830182421947432,0.166628875987449,20,"t1p25_to_t1p30",1.25,1.3,344,50
"Ntng1",0.624013605442177,0.219638475240343,0.0742896380310404,0.143467676849562,21,"t1p25_to_t1p30",1.25,1.3,344,50
"Igf1",0.605646258503401,0.193838712775756,0.0484898755664534,0.0363330017876091,22,"t1p25_to_t1p30",1.25,1.3,344,50
"Igf2",0.585646258503401,0.180596943037996,0.0352481058286938,-0.00731641290394996,23,"t1p25_to_t1p30",1.25,1.3,344,50
"C1qb",0.712993197278909,0.319073858749621,0.173725021540319,0.259230632355683,1,"t1p30_to_t1p35",1.3,1.35,344,50
"C1qa",0.708231292517006,0.291892323181455,0.146543485972153,0.224204880056062,2,"t1p30_to_t1p35",1.3,1.35,344,50
"Spp1",0.696122448979591,0.290989242686609,0.145640405477307,0.167430235232128,3,"t1p30_to_t1p35",1.3,1.35,344,50
"C3",0.701088435374149,0.290691771902676,0.145342934693374,0.220217335809386,4,"t1p30_to_t1p35",1.3,1.35,344,50
"Lcn2",0.715102040816326,0.290585942924439,0.145237105715136,0.0854630499126515,5,"t1p30_to_t1p35",1.3,1.35,344,50
"Nts",0.694081632653061,0.290429818133514,0.145080980924211,0.0747502294311034,6,"t1p30_to_t1p35",1.3,1.35,344,50
"Col1a1",0.699455782312925,0.289924269524913,0.14457543231561,0.235439845080376,7,"t1p30_to_t1p35",1.3,1.35,344,50
"Pecam1",0.692653061224489,0.28675522200986,0.141406384800558,0.229709099986159,8,"t1p30_to_t1p35",1.3,1.35,344,50
"Apoe",0.707551020408163,0.286574627919473,0.141225790710171,0.149812062088596,9,"t1p30_to_t1p35",1.3,1.35,344,50
"Vcan",0.692993197278911,0.279827759508941,0.134478922299639,0.222564416869733,10,"t1p30_to_t1p35",1.3,1.35,344,50
"Clu",0.703605442176869,0.278224342616587,0.132875505407284,0.221680317941242,11,"t1p30_to_t1p35",1.3,1.35,344,50
"Lgals3bp",0.696326530612245,0.278199062095439,0.132850224886137,0.156413098857109,12,"t1p30_to_t1p35",1.3,1.35,344,50
"Sema3d",0.697687074829932,0.277229696142628,0.131880858933326,0.199960012038887,13,"t1p30_to_t1p35",1.3,1.35,344,50
"Ccn2",0.687755102040816,0.275372649271151,0.130023812061849,0.218116303632909,14,"t1p30_to_t1p35",1.3,1.35,344,50
"Dcn",0.700816326530611,0.273041543543806,0.127692706334504,0.202086640146094,15,"t1p30_to_t1p35",1.3,1.35,344,50
"Sema3e",0.698503401360544,0.270082082749795,0.124733245540493,0.196895060148809,16,"t1p30_to_t1p35",1.3,1.35,344,50
"Fn1",0.691292517006802,0.2694144688485,0.124065631639198,0.212550281878293,17,"t1p30_to_t1p35",1.3,1.35,344,50
"Cd300c2",0.710068027210883,0.266315474284501,0.120966637075199,0.0703782725346726,18,"t1p30_to_t1p35",1.3,1.35,344,50
"Cdh4",0.673945578231292,0.261724688543902,0.116375851334599,0.200695789781564,19,"t1p30_to_t1p35",1.3,1.35,344,50
"Igf2",0.673197278911564,0.261301552733093,0.115952715523791,0.101631410511958,20,"t1p30_to_t1p35",1.3,1.35,344,50
"Ntng1",0.700748299319727,0.261237535853402,0.115888698644099,0.182096349901581,21,"t1p30_to_t1p35",1.3,1.35,344,50
"Sema3a",0.685510204081631,0.251841193965491,0.106492356756188,0.209068693698069,22,"t1p30_to_t1p35",1.3,1.35,344,50
"Igf1",0.676598639455781,0.235334697630743,0.089985860421441,0.0797124064705567,23,"t1p30_to_t1p35",1.3,1.35,344,50
"C1qa",0.687551020408161,0.296700925519538,0.151352088310236,0.234027373240185,1,"t1p35_to_t1p40",1.35,1.4,344,50
"Col1a1",0.678503401360543,0.293635884147214,0.148287046937911,0.238502477959829,2,"t1p35_to_t1p40",1.35,1.4,344,50
"Pecam1",0.670816326530611,0.285353200180208,0.140004362970906,0.230991703016102,3,"t1p35_to_t1p40",1.35,1.4,344,50
"Nts",0.677551020408163,0.285135254808464,0.139786417599161,0.197019621642885,4,"t1p35_to_t1p40",1.35,1.4,344,50
"Vcan",0.671224489795917,0.28232662122115,0.136977784011847,0.22117158868981,5,"t1p35_to_t1p40",1.35,1.4,344,50
"Spp1",0.673673469387753,0.27933996122369,0.133991124014388,0.168144966068087,6,"t1p35_to_t1p40",1.35,1.4,344,50
"Fn1",0.668163265306121,0.278884528676471,0.133535691467168,0.220934872499801,7,"t1p35_to_t1p40",1.35,1.4,344,50
"C3",0.679863945578229,0.278508506207549,0.133159668998247,0.224676746972415,8,"t1p35_to_t1p40",1.35,1.4,344,50
"Clu",0.670884353741496,0.277510699920811,0.132161862711508,0.217188786585465,9,"t1p35_to_t1p40",1.35,1.4,344,50
"Sema3e",0.678911564625849,0.275937961094939,0.130589123885637,0.207187569337565,10,"t1p35_to_t1p40",1.35,1.4,344,50
"C1qb",0.685034013605441,0.2750864575939,0.129737620384598,0.217489977681312,11,"t1p35_to_t1p40",1.35,1.4,344,50
"Cdh4",0.654013605442176,0.272343650236482,0.126994813027179,0.206666233530315,12,"t1p35_to_t1p40",1.35,1.4,344,50
"Apoe",0.680272108843536,0.270983775413024,0.125634938203722,0.150157406718825,13,"t1p35_to_t1p40",1.35,1.4,344,50
"Ccn2",0.663877551020407,0.27043559656071,0.125086759351408,0.216010683562345,14,"t1p35_to_t1p40",1.35,1.4,344,50
"Lgals3bp",0.676666666666665,0.269484320363711,0.124135483154408,0.159220453156579,15,"t1p35_to_t1p40",1.35,1.4,344,50
"Lcn2",0.686326530612243,0.264072887313742,0.118724050104439,0.0768690649561073,16,"t1p35_to_t1p40",1.35,1.4,344,50
"Sema3d",0.673877551020407,0.259471680815821,0.114122843606519,0.194498035132957,17,"t1p35_to_t1p40",1.35,1.4,344,50
"Dcn",0.675918367346937,0.25939677139482,0.114047934185518,0.200620536200627,18,"t1p35_to_t1p40",1.35,1.4,344,50
"Cd300c2",0.682721088435372,0.255890723781323,0.110541886572021,0.0718357975025504,19,"t1p35_to_t1p40",1.35,1.4,344,50
"Sema3a",0.657482993197277,0.25473720407726,0.109388366867958,0.197269995608642,20,"t1p35_to_t1p40",1.35,1.4,344,50
"Ntng1",0.674761904761904,0.254478330070841,0.109129492861539,0.196430106169877,21,"t1p35_to_t1p40",1.35,1.4,344,50
"Igf2",0.628707482993196,0.244223233125414,0.0988743959161117,0.0491462293223381,22,"t1p35_to_t1p40",1.35,1.4,344,50
"Igf1",0.647414965986393,0.224124663428753,0.0787758262194505,0.0913512336343046,23,"t1p35_to_t1p40",1.35,1.4,344,50
"Col1a1",0.657619047619047,0.276974230980728,0.131625393771426,0.213860637738667,1,"t1p40_to_t1p45",1.4,1.45,344,50
"C1qa",0.664761904761903,0.271523893115966,0.126175055906664,0.205014304365104,2,"t1p40_to_t1p45",1.4,1.45,344,50
"Pecam1",0.645306122448979,0.266258598379322,0.12090976117002,0.203674992285088,3,"t1p40_to_t1p45",1.4,1.45,344,50
"Vcan",0.650816326530612,0.264548404415416,0.119199567206113,0.198562594235804,4,"t1p40_to_t1p45",1.4,1.45,344,50
"Spp1",0.649931972789115,0.263027265011533,0.117678427802231,0.15725916857049,5,"t1p40_to_t1p45",1.4,1.45,344,50
"Fn1",0.650612244897959,0.262721536437154,0.117372699227852,0.200932888581683,6,"t1p40_to_t1p45",1.4,1.45,344,50
"Clu",0.657959183673468,0.26066866687687,0.115319829667567,0.200548815796931,7,"t1p40_to_t1p45",1.4,1.45,344,50
"Nts",0.643197278911564,0.258969923217685,0.113621086008383,0.1820538802695,8,"t1p40_to_t1p45",1.4,1.45,344,50
"Cdh4",0.638027210884352,0.257674813516166,0.112325976306864,0.185737731605533,9,"t1p40_to_t1p45",1.4,1.45,344,50
"C3",0.658095238095238,0.255305496072074,0.109956658862772,0.199357649538778,10,"t1p40_to_t1p45",1.4,1.45,344,50
"Apoe",0.661360544217686,0.254808419451014,0.109459582241711,0.136452232241604,11,"t1p40_to_t1p45",1.4,1.45,344,50
"Ccn2",0.637142857142857,0.253734911923582,0.10838607471428,0.187540519634765,12,"t1p40_to_t1p45",1.4,1.45,344,50
"Sema3e",0.650068027210884,0.253359249216099,0.108010412006797,0.177955666640839,13,"t1p40_to_t1p45",1.4,1.45,344,50
"C1qb",0.653741496598639,0.250494480177609,0.105145642968307,0.187345755077564,14,"t1p40_to_t1p45",1.4,1.45,344,50
"Lgals3bp",0.657891156462585,0.247655641337544,0.102306804128242,0.139596528505895,15,"t1p40_to_t1p45",1.4,1.45,344,50
"Cd300c2",0.675850340136053,0.24755770358625,0.102208866376948,0.0680549409117612,16,"t1p40_to_t1p45",1.4,1.45,344,50
"Dcn",0.659727891156461,0.247474328491638,0.102125491282335,0.186812073692687,17,"t1p40_to_t1p45",1.4,1.45,344,50
"Lcn2",0.668231292517006,0.246247788111797,0.100898950902495,0.0677615447704338,18,"t1p40_to_t1p45",1.4,1.45,344,50
"Sema3a",0.646734693877549,0.244251648758385,0.098902811549083,0.184985915514115,19,"t1p40_to_t1p45",1.4,1.45,344,50
"Sema3d",0.651020408163264,0.241561642873855,0.096212805664553,0.171379042368138,20,"t1p40_to_t1p45",1.4,1.45,344,50
"Ntng1",0.642448979591836,0.237777742249065,0.0924289050397627,0.171086028040139,21,"t1p40_to_t1p45",1.4,1.45,344,50
"Igf2",0.613945578231292,0.236333610054516,0.0909847728452138,0.0464206771805842,22,"t1p40_to_t1p45",1.4,1.45,344,50
"Igf1",0.621564625850339,0.204693118782227,0.0593442815729245,0.0580077052277738,23,"t1p40_to_t1p45",1.4,1.45,344,50
"C1qb",0.68517006802721,0.285080301248471,0.139731464039169,0.2242993160177,1,"t1p45_to_t1p50",1.45,1.5,344,50
"Col1a1",0.681020408163265,0.266463598732386,0.121114761523084,0.209558451150539,2,"t1p45_to_t1p50",1.45,1.5,344,50
"Lcn2",0.696122448979591,0.263551225941686,0.118202388732384,0.0727827854348933,3,"t1p45_to_t1p50",1.45,1.5,344,50
"C3",0.681768707482993,0.263368447554546,0.118019610345244,0.192936269012712,4,"t1p45_to_t1p50",1.45,1.5,344,50
"C1qa",0.688775510204081,0.262886884619811,0.117538047410509,0.19614313698147,5,"t1p45_to_t1p50",1.45,1.5,344,50
"Spp1",0.674353741496598,0.26205968216731,0.116710844958008,0.152841806753612,6,"t1p45_to_t1p50",1.45,1.5,344,50
"Apoe",0.686462585034013,0.258515375310193,0.113166538100891,0.128787680966362,7,"t1p45_to_t1p50",1.45,1.5,344,50
"Pecam1",0.671496598639454,0.256140548430686,0.110791711221383,0.197129939326528,8,"t1p45_to_t1p50",1.45,1.5,344,50
"Nts",0.673197278911564,0.255409915990886,0.110061078781584,0.0604727001531723,9,"t1p45_to_t1p50",1.45,1.5,344,50
