"test_ligand","auroc","aupr","aupr_corrected","pearson","activity_rank","window","baseline_model_time","response_model_time","n_background","n_targets"
"Lgals3bp",0.514829931972789,0.154177951681599,0.00882911447229645,0.00918812223146843,22,"t0p00_to_t0p05",0,0.05,344,50
"Igf1",0.473741496598639,0.140456314557367,-0.00489252265193532,-0.00416223857310164,23,"t0p00_to_t0p05",0,0.05,344,50
"Dcn",0.447388446904185,0.159238230648299,0.0167963701831831,0.000439498141182975,1,"t0p05_to_t0p10",0.05,0.1,344,49
"Sema3a",0.441854029747492,0.141071929405727,-0.0013699310593896,-0.042200584363464,2,"t0p05_to_t0p10",0.05,0.1,344,49
"Clu",0.433967485299204,0.139911059516559,-0.00253080094855723,-0.0433360768047788,3,"t0p05_to_t0p10",0.05,0.1,344,49
"Fn1",0.435627810446212,0.1376489651106,-0.0047928953545161,-0.0505096516728226,4,"t0p05_to_t0p10",0.05,0.1,344,49
"Cdh4",0.448979591836735,0.137630236325381,-0.00481162413973482,-0.0501485234133073,5,"t0p05_to_t0p10",0.05,0.1,344,49
"Vcan",0.429401591144932,0.136337412146001,-0.00610444831911486,-0.0544489900485497,6,"t0p05_to_t0p10",0.05,0.1,344,49
"Col1a1",0.425527499135247,0.135207927187512,-0.00723393327760413,-0.0616834348048121,7,"t0p05_to_t0p10",0.05,0.1,344,49
"Ccn2",0.427395364925631,0.134956930712707,-0.00748492975240952,-0.062100540365791,8,"t0p05_to_t0p10",0.05,0.1,344,49
"Pecam1",0.435143548945002,0.134864578068501,-0.00757728239661487,-0.0605714904146258,9,"t0p05_to_t0p10",0.05,0.1,344,49
"C1qa",0.419370460048426,0.134816107553692,-0.00762575291142439,-0.0579659666755997,10,"t0p05_to_t0p10",0.05,0.1,344,49
"Nts",0.422898650985818,0.134553602795874,-0.00788825766924262,0.0783918131439967,11,"t0p05_to_t0p10",0.05,0.1,344,49
"Sema3e",0.424213075060533,0.133831326817428,-0.0086105336476881,-0.0612101972249791,12,"t0p05_to_t0p10",0.05,0.1,344,49
"Cd300c2",0.449187132480111,0.124866239405491,-0.0175756210596254,-0.0329810154175969,13,"t0p05_to_t0p10",0.05,0.1,344,49
"C1qb",0.441923209961951,0.122972492029026,-0.0194693684360903,-0.0516787943488723,14,"t0p05_to_t0p10",0.05,0.1,344,49
"Lcn2",0.44503631961259,0.122351111149381,-0.0200907493157351,-0.0470436015679104,15,"t0p05_to_t0p10",0.05,0.1,344,49
"Spp1",0.448979591836734,0.121990058785848,-0.0204518016792687,-0.0473885288157981,16,"t0p05_to_t0p10",0.05,0.1,344,49
"Sema3d",0.442130750605327,0.121885301651082,-0.0205565588140338,-0.0539727618700069,17,"t0p05_to_t0p10",0.05,0.1,344,49
"Igf2",0.403043929436181,0.12167887423331,-0.0207629862318067,-0.0383728349952027,18,"t0p05_to_t0p10",0.05,0.1,344,49
"C3",0.436042891732964,0.121602640662924,-0.020839219802192,-0.0522325694364618,19,"t0p05_to_t0p10",0.05,0.1,344,49
"Apoe",0.431269456935316,0.121002770452619,-0.0214390900124974,-0.0520245391394631,20,"t0p05_to_t0p10",0.05,0.1,344,49
"Lgals3bp",0.434451746800415,0.119794636029701,-0.0226472244354156,-0.0593371118739454,21,"t0p05_to_t0p10",0.05,0.1,344,49
"Ntng1",0.415150466966447,0.118670635382884,-0.0237712250822324,-0.0598530743507412,22,"t0p05_to_t0p10",0.05,0.1,344,49
"Igf1",0.408163265306122,0.115583009801097,-0.0268588506640189,-0.0513177262684381,23,"t0p05_to_t0p10",0.05,0.1,344,49
"Dcn",0.493116568661363,0.174064172184719,0.0316223117196026,0.0482582855540195,1,"t0p10_to_t0p15",0.1,0.15,344,49
"Lgals3bp",0.488619854721549,0.163574128578473,0.0211322681133568,0.0441213269248979,2,"t0p10_to_t0p15",0.1,0.15,344,49
"Sema3a",0.492286406087859,0.160094850670769,0.0176529902056523,0.0262159203658581,3,"t0p10_to_t0p15",0.1,0.15,344,49
"Nts",0.493393289519197,0.156433223357514,0.0139913628923982,0.107635853777673,4,"t0p10_to_t0p15",0.1,0.15,344,49
"Cdh4",0.506053268765133,0.153869102170635,0.011427241705519,0.00947559296819631,5,"t0p10_to_t0p15",0.1,0.15,344,49
"C1qa",0.482739536492563,0.152721967278801,0.0102801068136845,0.00677776116077444,6,"t0p10_to_t0p15",0.1,0.15,344,49
"Clu",0.47824282255275,0.152561216300195,0.010119355835079,0.00248492321571057,7,"t0p10_to_t0p15",0.1,0.15,344,49
"Col1a1",0.487858872362505,0.15212366056884,0.00968180010372349,0.00175651479161079,8,"t0p10_to_t0p15",0.1,0.15,344,49
"Fn1",0.489726738152888,0.152004292284893,0.00956243181977637,0.00542775654376648,9,"t0p10_to_t0p15",0.1,0.15,344,49
"Vcan",0.486129367001038,0.151219550274238,0.00877768980912177,-0.000269707236868294,10,"t0p10_to_t0p15",0.1,0.15,344,49
"Pecam1",0.494846074022829,0.150141633451747,0.00769977298663038,0.00206017866843586,11,"t0p10_to_t0p15",0.1,0.15,344,49
"Sema3e",0.476374956762366,0.149396499047289,0.00695463858217232,-0.00735543841155191,12,"t0p10_to_t0p15",0.1,0.15,344,49
"Ccn2",0.469733656174334,0.145699038322422,0.00325717785730528,-0.0198919620676085,13,"t0p10_to_t0p15",0.1,0.15,344,49
"Igf2",0.472500864752681,0.144873395695147,0.00243153523003098,0.0194761065079965,14,"t0p10_to_t0p15",0.1,0.15,344,49
"Cd300c2",0.514700795572467,0.143918491672781,0.00147663120766489,-0.00650708656258546,15,"t0p10_to_t0p15",0.1,0.15,344,49
"Spp1",0.51656866136285,0.140098334788227,-0.00234352567688911,-0.0177224381654286,16,"t0p10_to_t0p15",0.1,0.15,344,49
"Ntng1",0.492355586302318,0.138326989513051,-0.00411487095206481,0.00170049165544288,17,"t0p10_to_t0p15",0.1,0.15,344,49
"Sema3d",0.489865098581805,0.137189336349121,-0.00525252411599575,-0.0073357677315222,18,"t0p10_to_t0p15",0.1,0.15,344,49
"C3",0.493185748875822,0.136645980119612,-0.00579588034550427,0.0033886512746809,19,"t0p10_to_t0p15",0.1,0.15,344,49
"C1qb",0.480179868557593,0.135931859261363,-0.00651000120375297,-0.00571484512017423,20,"t0p10_to_t0p15",0.1,0.15,344,49
"Lcn2",0.495676236596333,0.135694292246298,-0.0067475682188185,-0.0240720734100666,21,"t0p10_to_t0p15",0.1,0.15,344,49
"Apoe",0.479003804911795,0.133799088878683,-0.00864277158643353,-0.0171027915812334,22,"t0p10_to_t0p15",0.1,0.15,344,49
"Igf1",0.475268073331027,0.132509342247347,-0.00993251821776933,-0.0116685946432984,23,"t0p10_to_t0p15",0.1,0.15,344,49
"Dcn",0.498979591836735,0.175313909114783,0.029965071905481,0.0420564206566932,1,"t0p15_to_t0p20",0.15,0.2,344,50
"Sema3a",0.497006802721088,0.160297891658777,0.0149490544494743,0.0147716676062416,2,"t0p15_to_t0p20",0.15,0.2,344,50
