time,pair_id,ligand,receptor,pair,score,max_edge,nonzero_edges,n_cell_types,n_expression_supported_cell_types,n_expression_unsupported_cell_types,n_expression_supported_type_edges,peak_sender,peak_receiver,cluster,representativeness_rank_within_pattern,distance_to_pattern_prototype,display_order
0.0,"[""JAG2"",""NOTCH3""]",JAG2,NOTCH3,JAG2_NOTCH3,0.0179640674356699,0.0078131847108448,101,18,18,0,324,wntEGC,wntEGC,1,15,0.44081740282907955,15
0.5,"[""JAG2"",""NOTCH3""]",JAG2,NOTCH3,JAG2_NOTCH3,0.0265973176953953,0.0114515130256479,120,19,19,0,361,wntEGC,wntEGC,1,15,0.44081740282907955,15
1.0,"[""JAG2"",""NOTCH3""]",JAG2,NOTCH3,JAG2_NOTCH3,0.0247865708283911,0.0094205092120393,104,19,19,0,361,wntEGC,wntEGC,1,15,0.44081740282907955,15
1.5,"[""JAG2"",""NOTCH3""]",JAG2,NOTCH3,JAG2_NOTCH3,0.0404406644274541,0.0172548230568396,126,19,19,0,361,wntEGC,wntEGC,1,15,0.44081740282907955,15
2.0,"[""JAG2"",""NOTCH3""]",JAG2,NOTCH3,JAG2_NOTCH3,0.0280645555649108,0.0062515097014749,159,18,18,0,324,sfrpEGC,sfrpEGC,1,15,0.44081740282907955,15
2.5,"[""JAG2"",""NOTCH3""]",JAG2,NOTCH3,JAG2_NOTCH3,0.0421546535490759,0.0103285226515507,191,22,22,0,484,wntEGC,sfrpEGC,1,15,0.44081740282907955,15
3.0,"[""JAG2"",""NOTCH3""]",JAG2,NOTCH3,JAG2_NOTCH3,0.0196340622494778,0.0047107503049108,108,21,21,0,441,wntEGC,sfrpEGC,1,15,0.44081740282907955,15
3.5,"[""JAG2"",""NOTCH3""]",JAG2,NOTCH3,JAG2_NOTCH3,0.0543274094773962,0.0108039601060585,197,21,21,0,441,sfrpEGC,sfrpEGC,1,15,0.44081740282907955,15
4.0,"[""JAG2"",""NOTCH3""]",JAG2,NOTCH3,JAG2_NOTCH3,0.0486248765154341,0.0218520100281235,111,20,20,0,400,wntEGC,wntEGC,1,15,0.44081740282907955,15
0.0,"[""WNT10B"",""FZD3_LRP5""]",WNT10B,FZD3_LRP5,WNT10B_FZD3_LRP5,0.0595585554078266,0.0267670105633783,135,18,18,0,324,sfrpEGC,sfrpEGC,1,16,0.44177856939523885,16
0.5,"[""WNT10B"",""FZD3_LRP5""]",WNT10B,FZD3_LRP5,WNT10B_FZD3_LRP5,0.0701065959915103,0.0194889254702863,120,19,19,0,361,sfrpEGC,sfrpEGC,1,16,0.44177856939523885,16
1.0,"[""WNT10B"",""FZD3_LRP5""]",WNT10B,FZD3_LRP5,WNT10B_FZD3_LRP5,0.0918882817385477,0.0361765260561311,136,19,19,0,361,sfrpEGC,sfrpEGC,1,16,0.44177856939523885,16
1.5,"[""WNT10B"",""FZD3_LRP5""]",WNT10B,FZD3_LRP5,WNT10B_FZD3_LRP5,0.0963086319678564,0.0275404956800374,126,19,19,0,361,wntEGC,wntEGC,1,16,0.44177856939523885,16
2.0,"[""WNT10B"",""FZD3_LRP5""]",WNT10B,FZD3_LRP5,WNT10B_FZD3_LRP5,0.0474846018742964,0.0125814200468464,164,18,18,0,324,sfrpEGC,sfrpEGC,1,16,0.44177856939523885,16
2.5,"[""WNT10B"",""FZD3_LRP5""]",WNT10B,FZD3_LRP5,WNT10B_FZD3_LRP5,0.0805156987134464,0.0293124570167354,191,22,22,0,484,sfrpEGC,sfrpEGC,1,16,0.44177856939523885,16
3.0,"[""WNT10B"",""FZD3_LRP5""]",WNT10B,FZD3_LRP5,WNT10B_FZD3_LRP5,0.0441741711352789,0.0092689418998404,209,21,21,0,441,MCG,sfrpEGC,1,16,0.44177856939523885,16
3.5,"[""WNT10B"",""FZD3_LRP5""]",WNT10B,FZD3_LRP5,WNT10B_FZD3_LRP5,0.120376259050871,0.040737192887513,197,21,21,0,441,sfrpEGC,sfrpEGC,1,16,0.44177856939523885,16
4.0,"[""WNT10B"",""FZD3_LRP5""]",WNT10B,FZD3_LRP5,WNT10B_FZD3_LRP5,0.0889008062975036,0.042395080185289,142,20,20,0,400,sfrpEGC,sfrpEGC,1,16,0.44177856939523885,16
0.0,"[""RELN"",""ITGA3_ITGB1""]",RELN,ITGA3_ITGB1,RELN_ITGA3_ITGB1,0.1114350338730583,0.0328158421787254,164,18,18,0,324,wntEGC,wntEGC,1,17,0.44813122567047553,17
0.5,"[""RELN"",""ITGA3_ITGB1""]",RELN,ITGA3_ITGB1,RELN_ITGA3_ITGB1,0.1285586011955913,0.0391553739487276,120,19,19,0,361,wntEGC,wntEGC,1,17,0.44813122567047553,17
1.0,"[""RELN"",""ITGA3_ITGB1""]",RELN,ITGA3_ITGB1,RELN_ITGA3_ITGB1,0.0946246803786325,0.0288655150157777,139,19,19,0,361,wntEGC,wntEGC,1,17,0.44813122567047553,17
1.5,"[""RELN"",""ITGA3_ITGB1""]",RELN,ITGA3_ITGB1,RELN_ITGA3_ITGB1,0.1764086319717393,0.0530685203234337,126,19,19,0,361,wntEGC,wntEGC,1,17,0.44813122567047553,17
2.0,"[""RELN"",""ITGA3_ITGB1""]",RELN,ITGA3_ITGB1,RELN_ITGA3_ITGB1,0.1325746255026308,0.0208882547259265,190,18,18,0,324,sfrpEGC,tlNBL,1,17,0.44813122567047553,17
2.5,"[""RELN"",""ITGA3_ITGB1""]",RELN,ITGA3_ITGB1,RELN_ITGA3_ITGB1,0.1468058918164934,0.0300139594209404,191,22,22,0,484,sfrpEGC,sfrpEGC,1,17,0.44813122567047553,17
3.0,"[""RELN"",""ITGA3_ITGB1""]",RELN,ITGA3_ITGB1,RELN_ITGA3_ITGB1,0.0781558963330325,0.0187730867030435,218,21,21,0,441,reaEGC,reaEGC,1,17,0.44813122567047553,17
3.5,"[""RELN"",""ITGA3_ITGB1""]",RELN,ITGA3_ITGB1,RELN_ITGA3_ITGB1,0.2666974469548329,0.0436298287835451,197,21,21,0,441,sfrpEGC,sfrpEGC,1,17,0.44813122567047553,17
4.0,"[""RELN"",""ITGA3_ITGB1""]",RELN,ITGA3_ITGB1,RELN_ITGA3_ITGB1,0.1728787512823645,0.0514291707556563,163,20,20,0,400,wntEGC,wntEGC,1,17,0.44813122567047553,17
0.0,"[""SEMA5B"",""PLXNA3""]",SEMA5B,PLXNA3,SEMA5B_PLXNA3,7.116832420685957,1.5868372736246,164,18,18,0,324,sfrpEGC,wntEGC,1,18,0.44884759763553084,18
0.5,"[""SEMA5B"",""PLXNA3""]",SEMA5B,PLXNA3,SEMA5B_PLXNA3,7.143793587176796,1.96479824477106,120,19,19,0,361,wntEGC,wntEGC,1,18,0.44884759763553084,18
1.0,"[""SEMA5B"",""PLXNA3""]",SEMA5B,PLXNA3,SEMA5B_PLXNA3,5.328585130748187,1.409918102818268,140,19,19,0,361,sfrpEGC,sfrpEGC,1,18,0.44884759763553084,18
1.5,"[""SEMA5B"",""PLXNA3""]",SEMA5B,PLXNA3,SEMA5B_PLXNA3,9.89303774813942,2.6613224255038155,126,19,19,0,361,wntEGC,wntEGC,1,18,0.44884759763553084,18
2.0,"[""SEMA5B"",""PLXNA3""]",SEMA5B,PLXNA3,SEMA5B_PLXNA3,8.256294377561254,1.755917439069765,190,18,18,0,324,sfrpEGC,tlNBL,1,18,0.44884759763553084,18
2.5,"[""SEMA5B"",""PLXNA3""]",SEMA5B,PLXNA3,SEMA5B_PLXNA3,8.721090743829633,2.393015803986496,191,22,22,0,484,sfrpEGC,sfrpEGC,1,18,0.44884759763553084,18
3.0,"[""SEMA5B"",""PLXNA3""]",SEMA5B,PLXNA3,SEMA5B_PLXNA3,4.80526917659651,1.2825385357873087,224,21,21,0,441,sfrpEGC,sfrpEGC,1,18,0.44884759763553084,18
3.5,"[""SEMA5B"",""PLXNA3""]",SEMA5B,PLXNA3,SEMA5B_PLXNA3,11.39523657662391,2.4446592553531423,197,21,21,0,441,sfrpEGC,sfrpEGC,1,18,0.44884759763553084,18
4.0,"[""SEMA5B"",""PLXNA3""]",SEMA5B,PLXNA3,SEMA5B_PLXNA3,9.220252396331572,2.822850648649267,163,20,20,0,400,sfrpEGC,wntEGC,1,18,0.44884759763553084,18
0.0,"[""NRG3"",""ERBB2_ERBB4""]",NRG3,ERBB2_ERBB4,NRG3_ERBB2_ERBB4,0.2878107933011947,0.0687419382830019,164,18,18,0,324,wntEGC,wntEGC,1,19,0.4524849384405244,19
0.5,"[""NRG3"",""ERBB2_ERBB4""]",NRG3,ERBB2_ERBB4,NRG3_ERBB2_ERBB4,0.3326501819265883,0.1141186273598658,120,19,19,0,361,wntEGC,wntEGC,1,19,0.4524849384405244,19
1.0,"[""NRG3"",""ERBB2_ERBB4""]",NRG3,ERBB2_ERBB4,NRG3_ERBB2_ERBB4,0.2522416101395146,0.1082219424718947,140,19,19,0,361,wntEGC,wntEGC,1,19,0.4524849384405244,19
1.5,"[""NRG3"",""ERBB2_ERBB4""]",NRG3,ERBB2_ERBB4,NRG3_ERBB2_ERBB4,0.4566372420862297,0.157239958285927,126,19,19,0,361,wntEGC,wntEGC,1,19,0.4524849384405244,19
2.0,"[""NRG3"",""ERBB2_ERBB4""]",NRG3,ERBB2_ERBB4,NRG3_ERBB2_ERBB4,0.3155501496218788,0.0942637954481532,190,18,18,0,324,sfrpEGC,sfrpEGC,1,19,0.4524849384405244,19
2.5,"[""NRG3"",""ERBB2_ERBB4""]",NRG3,ERBB2_ERBB4,NRG3_ERBB2_ERBB4,0.4290753082468591,0.106937000900148,191,22,22,0,484,sfrpEGC,sfrpEGC,1,19,0.4524849384405244,19
3.0,"[""NRG3"",""ERBB2_ERBB4""]",NRG3,ERBB2_ERBB4,NRG3_ERBB2_ERBB4,0.2087693886274914,0.0393559053351377,224,21,21,0,441,sfrpEGC,sfrpEGC,1,19,0.4524849384405244,19
3.5,"[""NRG3"",""ERBB2_ERBB4""]",NRG3,ERBB2_ERBB4,NRG3_ERBB2_ERBB4,0.7151219657483385,0.1550642523384295,197,21,21,0,441,sfrpEGC,sfrpEGC,1,19,0.4524849384405244,19
4.0,"[""NRG3"",""ERBB2_ERBB4""]",NRG3,ERBB2_ERBB4,NRG3_ERBB2_ERBB4,0.4819282228786615,0.1831331249187754,151,20,20,0,400,sfrpEGC,sfrpEGC,1,19,0.4524849384405244,19
0.0,"[""WNT10B"",""FZD10_LRP5""]",WNT10B,FZD10_LRP5,WNT10B_FZD10_LRP5,0.0160546569524652,0.0068347988605847,129,18,18,0,324,sfrpEGC,sfrpEGC,1,20,0.4565056412214386,20
0.5,"[""WNT10B"",""FZD10_LRP5""]",WNT10B,FZD10_LRP5,WNT10B_FZD10_LRP5,0.0153859250451306,0.0055404308148157,120,19,19,0,361,wntEGC,wntEGC,1,20,0.4565056412214386,20
1.0,"[""WNT10B"",""FZD10_LRP5""]",WNT10B,FZD10_LRP5,WNT10B_FZD10_LRP5,0.0209721635951378,0.0083198619702362,131,19,19,0,361,wntEGC,wntEGC,1,20,0.4565056412214386,20
1.5,"[""WNT10B"",""FZD10_LRP5""]",WNT10B,FZD10_LRP5,WNT10B_FZD10_LRP5,0.0212640488881163,0.0073762229632089,126,19,19,0,361,wntEGC,wntEGC,1,20,0.4565056412214386,20
2.0,"[""WNT10B"",""FZD10_LRP5""]",WNT10B,FZD10_LRP5,WNT10B_FZD10_LRP5,0.0076644528076778,0.0031273568339367,148,18,18,0,324,wntEGC,wntEGC,1,20,0.4565056412214386,20
2.5,"[""WNT10B"",""FZD10_LRP5""]",WNT10B,FZD10_LRP5,WNT10B_FZD10_LRP5,0.018100959125227,0.0061530276167321,191,22,22,0,484,sfrpEGC,sfrpEGC,1,20,0.4565056412214386,20
3.0,"[""WNT10B"",""FZD10_LRP5""]",WNT10B,FZD10_LRP5,WNT10B_FZD10_LRP5,0.0130308684367196,0.0030575372052875,196,21,21,0,441,MCG,wntEGC,1,20,0.4565056412214386,20
3.5,"[""WNT10B"",""FZD10_LRP5""]",WNT10B,FZD10_LRP5,WNT10B_FZD10_LRP5,0.0328841241411969,0.0100472259594708,197,21,21,0,441,sfrpEGC,sfrpEGC,1,20,0.4565056412214386,20
4.0,"[""WNT10B"",""FZD10_LRP5""]",WNT10B,FZD10_LRP5,WNT10B_FZD10_LRP5,0.0218765662575042,0.0076961773881878,133,20,20,0,400,wntEGC,wntEGC,1,20,0.4565056412214386,20
0.0,"[""WNT10B"",""FZD10_LRP6""]",WNT10B,FZD10_LRP6,WNT10B_FZD10_LRP6,0.0160796844990941,0.0068347988605847,129,18,18,0,324,sfrpEGC,sfrpEGC,1,21,0.4567836530735056,21
0.5,"[""WNT10B"",""FZD10_LRP6""]",WNT10B,FZD10_LRP6,WNT10B_FZD10_LRP6,0.0153859250451306,0.0055404308148157,120,19,19,0,361,wntEGC,wntEGC,1,21,0.4567836530735056,21
1.0,"[""WNT10B"",""FZD10_LRP6""]",WNT10B,FZD10_LRP6,WNT10B_FZD10_LRP6,0.0209725282647885,0.0083198619702362,131,19,19,0,361,wntEGC,wntEGC,1,21,0.4567836530735056,21
1.5,"[""WNT10B"",""FZD10_LRP6""]",WNT10B,FZD10_LRP6,WNT10B_FZD10_LRP6,0.0212640488881163,0.0073762229632089,126,19,19,0,361,wntEGC,wntEGC,1,21,0.4567836530735056,21
2.0,"[""WNT10B"",""FZD10_LRP6""]",WNT10B,FZD10_LRP6,WNT10B_FZD10_LRP6,0.0076644528076778,0.0031273568339367,148,18,18,0,324,wntEGC,wntEGC,1,21,0.4567836530735056,21
2.5,"[""WNT10B"",""FZD10_LRP6""]",WNT10B,FZD10_LRP6,WNT10B_FZD10_LRP6,0.018100959125227,0.0061530276167321,191,22,22,0,484,sfrpEGC,sfrpEGC,1,21,0.4567836530735056,21
3.0,"[""WNT10B"",""FZD10_LRP6""]",WNT10B,FZD10_LRP6,WNT10B_FZD10_LRP6,0.013032261733293,0.0030575372052875,196,21,21,0,441,MCG,wntEGC,1,21,0.4567836530735056,21
3.5,"[""WNT10B"",""FZD10_LRP6""]",WNT10B,FZD10_LRP6,WNT10B_FZD10_LRP6,0.0328841241411969,0.0100472259594708,197,21,21,0,441,sfrpEGC,sfrpEGC,1,21,0.4567836530735056,21
4.0,"[""WNT10B"",""FZD10_LRP6""]",WNT10B,FZD10_LRP6,WNT10B_FZD10_LRP6,0.0218765662575042,0.0076961773881878,133,20,20,0,400,wntEGC,wntEGC,1,21,0.4567836530735056,21
0.0,"[""WNT10B"",""FZD2_LRP6""]",WNT10B,FZD2_LRP6,WNT10B_FZD2_LRP6,0.0496503937506694,0.0172356033757904,135,18,18,0,324,sfrpEGC,sfrpEGC,1,22,0.45744726035535216,22
0.5,"[""WNT10B"",""FZD2_LRP6""]",WNT10B,FZD2_LRP6,WNT10B_FZD2_LRP6,0.0713000496763652,0.0199885946010298,120,19,19,0,361,wntEGC,wntEGC,1,22,0.45744726035535216,22
1.0,"[""WNT10B"",""FZD2_LRP6""]",WNT10B,FZD2_LRP6,WNT10B_FZD2_LRP6,0.0791321444188305,0.0244427022366558,136,19,19,0,361,sfrpEGC,wntEGC,1,22,0.45744726035535216,22
1.5,"[""WNT10B"",""FZD2_LRP6""]",WNT10B,FZD2_LRP6,WNT10B_FZD2_LRP6,0.1062686628796304,0.0285412831045185,126,19,19,0,361,wntEGC,wntEGC,1,22,0.45744726035535216,22
2.0,"[""WNT10B"",""FZD2_LRP6""]",WNT10B,FZD2_LRP6,WNT10B_FZD2_LRP6,0.0509321664979598,0.0121197152255972,164,18,18,0,324,wntEGC,sfrpEGC,1,22,0.45744726035535216,22
2.5,"[""WNT10B"",""FZD2_LRP6""]",WNT10B,FZD2_LRP6,WNT10B_FZD2_LRP6,0.0983016497371527,0.0301342109637108,191,22,22,0,484,sfrpEGC,sfrpEGC,1,22,0.45744726035535216,22
3.0,"[""WNT10B"",""FZD2_LRP6""]",WNT10B,FZD2_LRP6,WNT10B_FZD2_LRP6,0.0608061560767115,0.0077853945989866,214,21,21,0,441,MCG,sfrpEGC,1,22,0.45744726035535216,22
3.5,"[""WNT10B"",""FZD2_LRP6""]",WNT10B,FZD2_LRP6,WNT10B_FZD2_LRP6,0.1470835163032142,0.0390061963234115,197,21,21,0,441,sfrpEGC,sfrpEGC,1,22,0.45744726035535216,22
4.0,"[""WNT10B"",""FZD2_LRP6""]",WNT10B,FZD2_LRP6,WNT10B_FZD2_LRP6,0.0987181300256826,0.0338703361611013,148,20,20,0,400,sfrpEGC,sfrpEGC,1,22,0.45744726035535216,22
0.0,"[""NRXN1"",""NLGN2""]",NRXN1,NLGN2,NRXN1_NLGN2,1.3056969812423134,0.3061415275459734,164,18,18,0,324,wntEGC,wntEGC,1,23,0.45965389512921856,23
0.5,"[""NRXN1"",""NLGN2""]",NRXN1,NLGN2,NRXN1_NLGN2,1.954570078588852,0.6692690741570686,120,19,19,0,361,wntEGC,wntEGC,1,23,0.45965389512921856,23
1.0,"[""NRXN1"",""NLGN2""]",NRXN1,NLGN2,NRXN1_NLGN2,1.7066082832831355,0.4821155621108168,140,19,19,0,361,wntEGC,wntEGC,1,23,0.45965389512921856,23
1.5,"[""NRXN1"",""NLGN2""]",NRXN1,NLGN2,NRXN1_NLGN2,2.701771194758013,0.9351767891409196,126,19,19,0,361,wntEGC,wntEGC,1,23,0.45965389512921856,23
2.0,"[""NRXN1"",""NLGN2""]",NRXN1,NLGN2,NRXN1_NLGN2,1.1547574194713384,0.2347602942548543,190,18,18,0,324,sfrpEGC,sfrpEGC,1,23,0.45965389512921856,23
2.5,"[""NRXN1"",""NLGN2""]",NRXN1,NLGN2,NRXN1_NLGN2,1.4777195729347228,0.3843800450625996,191,22,22,0,484,sfrpEGC,sfrpEGC,1,23,0.45965389512921856,23
3.0,"[""NRXN1"",""NLGN2""]",NRXN1,NLGN2,NRXN1_NLGN2,0.9302846225543108,0.2690509715275171,224,21,21,0,441,wntEGC,wntEGC,1,23,0.45965389512921856,23
3.5,"[""NRXN1"",""NLGN2""]",NRXN1,NLGN2,NRXN1_NLGN2,3.303555517106516,0.697506618960332,197,21,21,0,441,sfrpEGC,sfrpEGC,1,23,0.45965389512921856,23
4.0,"[""NRXN1"",""NLGN2""]",NRXN1,NLGN2,NRXN1_NLGN2,2.445577279245684,0.914072428368794,163,20,20,0,400,wntEGC,wntEGC,1,23,0.45965389512921856,23
0.0,"[""SEMA3F"",""NRP2_PLXNA4""]",SEMA3F,NRP2_PLXNA4,SEMA3F_NRP2_PLXNA4,0.1622383583516426,0.0355603339436309,164,18,18,0,324,wntEGC,wntEGC,1,24,0.4673624973689888,24
0.5,"[""SEMA3F"",""NRP2_PLXNA4""]",SEMA3F,NRP2_PLXNA4,SEMA3F_NRP2_PLXNA4,0.3942958456377763,0.1111483240942884,120,19,19,0,361,wntEGC,wntEGC,1,24,0.4673624973689888,24
1.0,"[""SEMA3F"",""NRP2_PLXNA4""]",SEMA3F,NRP2_PLXNA4,SEMA3F_NRP2_PLXNA4,0.3086784510727202,0.0647869578759396,140,19,19,0,361,sfrpEGC,wntEGC,1,24,0.4673624973689888,24
1.5,"[""SEMA3F"",""NRP2_PLXNA4""]",SEMA3F,NRP2_PLXNA4,SEMA3F_NRP2_PLXNA4,0.533618575231637,0.1420141426939733,126,19,19,0,361,ribEGC,wntEGC,1,24,0.4673624973689888,24
2.0,"[""SEMA3F"",""NRP2_PLXNA4""]",SEMA3F,NRP2_PLXNA4,SEMA3F_NRP2_PLXNA4,0.3677409274164549,0.0957182305964329,190,18,18,0,324,sfrpEGC,sfrpEGC,1,24,0.4673624973689888,24
2.5,"[""SEMA3F"",""NRP2_PLXNA4""]",SEMA3F,NRP2_PLXNA4,SEMA3F_NRP2_PLXNA4,0.5299886529916578,0.1122943243529126,191,22,22,0,484,sfrpEGC,sfrpEGC,1,24,0.4673624973689888,24
3.0,"[""SEMA3F"",""NRP2_PLXNA4""]",SEMA3F,NRP2_PLXNA4,SEMA3F_NRP2_PLXNA4,0.1759925088329271,0.033340332850279,218,21,21,0,441,sfrpEGC,sfrpEGC,1,24,0.4673624973689888,24
3.5,"[""SEMA3F"",""NRP2_PLXNA4""]",SEMA3F,NRP2_PLXNA4,SEMA3F_NRP2_PLXNA4,0.6750148545998826,0.140686293876371,197,21,21,0,441,sfrpEGC,sfrpEGC,1,24,0.4673624973689888,24
4.0,"[""SEMA3F"",""NRP2_PLXNA4""]",SEMA3F,NRP2_PLXNA4,SEMA3F_NRP2_PLXNA4,0.3365984648063591,0.0919686389295491,157,20,20,0,400,wntEGC,wntEGC,1,24,0.4673624973689888,24
0.0,"[""WNT8B"",""FZD3_LRP5""]",WNT8B,FZD3_LRP5,WNT8B_FZD3_LRP5,0.3908571734150171,0.179865049018544,151,18,18,0,324,wntEGC,wntEGC,1,25,0.4679913401159736,25
0.5,"[""WNT8B"",""FZD3_LRP5""]",WNT8B,FZD3_LRP5,WNT8B_FZD3_LRP5,0.6370029876236986,0.3866580129942722,120,19,19,0,361,wntEGC,wntEGC,1,25,0.4679913401159736,25
1.0,"[""WNT8B"",""FZD3_LRP5""]",WNT8B,FZD3_LRP5,WNT8B_FZD3_LRP5,0.7243964188959141,0.4802960689792745,140,19,19,0,361,wntEGC,wntEGC,1,25,0.4679913401159736,25
1.5,"[""WNT8B"",""FZD3_LRP5""]",WNT8B,FZD3_LRP5,WNT8B_FZD3_LRP5,1.106745997513144,0.6111194092787714,126,19,19,0,361,wntEGC,wntEGC,1,25,0.4679913401159736,25
2.0,"[""WNT8B"",""FZD3_LRP5""]",WNT8B,FZD3_LRP5,WNT8B_FZD3_LRP5,0.9231178321312996,0.2937368208154828,190,18,18,0,324,reaEGC,reaEGC,1,25,0.4679913401159736,25
2.5,"[""WNT8B"",""FZD3_LRP5""]",WNT8B,FZD3_LRP5,WNT8B_FZD3_LRP5,1.1498622234361653,0.3272575096779158,191,22,22,0,484,wntEGC,sfrpEGC,1,25,0.4679913401159736,25
3.0,"[""WNT8B"",""FZD3_LRP5""]",WNT8B,FZD3_LRP5,WNT8B_FZD3_LRP5,0.8390178650552711,0.4292741253634527,218,21,21,0,441,wntEGC,wntEGC,1,25,0.4679913401159736,25
3.5,"[""WNT8B"",""FZD3_LRP5""]",WNT8B,FZD3_LRP5,WNT8B_FZD3_LRP5,1.4743501119515263,0.3969440918687923,194,21,21,0,441,sfrpEGC,sfrpEGC,1,25,0.4679913401159736,25
4.0,"[""WNT8B"",""FZD3_LRP5""]",WNT8B,FZD3_LRP5,WNT8B_FZD3_LRP5,1.2219944861518588,0.94609085329457,151,20,20,0,400,wntEGC,wntEGC,1,25,0.4679913401159736,25
0.0,"[""LAMA4"",""DAG1""]",LAMA4,DAG1,LAMA4_DAG1,0.4940924554042346,0.1073246524277088,156,18,18,0,324,wntEGC,wntEGC,2,1,0.19993899437365217,26
0.5,"[""LAMA4"",""DAG1""]",LAMA4,DAG1,LAMA4_DAG1,0.4945502796802911,0.1580918587880931,120,19,19,0,361,wntEGC,wntEGC,2,1,0.19993899437365217,26
1.0,"[""LAMA4"",""DAG1""]",LAMA4,DAG1,LAMA4_DAG1,0.3261250945760493,0.0678538434697152,140,19,19,0,361,sfrpEGC,wntEGC,2,1,0.19993899437365217,26
1.5,"[""LAMA4"",""DAG1""]",LAMA4,DAG1,LAMA4_DAG1,0.6971770470538263,0.2264688420710744,126,19,19,0,361,wntEGC,wntEGC,2,1,0.19993899437365217,26
2.0,"[""LAMA4"",""DAG1""]",LAMA4,DAG1,LAMA4_DAG1,0.5694465021535599,0.1115486071418546,190,18,18,0,324,reaEGC,reaEGC,2,1,0.19993899437365217,26
2.5,"[""LAMA4"",""DAG1""]",LAMA4,DAG1,LAMA4_DAG1,0.9296239944076596,0.2312707837225973,191,22,22,0,484,sfrpEGC,sfrpEGC,2,1,0.19993899437365217,26
3.0,"[""LAMA4"",""DAG1""]",LAMA4,DAG1,LAMA4_DAG1,0.552608587205156,0.1315920673858534,224,21,21,0,441,wntEGC,wntEGC,2,1,0.19993899437365217,26
3.5,"[""LAMA4"",""DAG1""]",LAMA4,DAG1,LAMA4_DAG1,1.1631302793884537,0.2764504725106432,197,21,21,0,441,sfrpEGC,sfrpEGC,2,1,0.19993899437365217,26
4.0,"[""LAMA4"",""DAG1""]",LAMA4,DAG1,LAMA4_DAG1,0.5241358153000151,0.1691755879194197,157,20,20,0,400,sfrpEGC,sfrpEGC,2,1,0.19993899437365217,26
0.0,"[""LAMA1"",""ITGA7_ITGB1""]",LAMA1,ITGA7_ITGB1,LAMA1_ITGA7_ITGB1,0.0114710006715313,0.0031875398623248,147,18,18,0,324,sfrpEGC,sfrpEGC,2,2,0.22148544916456725,27
0.5,"[""LAMA1"",""ITGA7_ITGB1""]",LAMA1,ITGA7_ITGB1,LAMA1_ITGA7_ITGB1,0.0160492677277556,0.0046259163141228,120,19,19,0,361,wntEGC,wntEGC,2,2,0.22148544916456725,27
1.0,"[""LAMA1"",""ITGA7_ITGB1""]",LAMA1,ITGA7_ITGB1,LAMA1_ITGA7_ITGB1,0.017142062879396,0.0087119589665404,121,19,19,0,361,sfrpEGC,sfrpEGC,2,2,0.22148544916456725,27
1.5,"[""LAMA1"",""ITGA7_ITGB1""]",LAMA1,ITGA7_ITGB1,LAMA1_ITGA7_ITGB1,0.0247632969600306,0.0072013308685214,126,19,19,0,361,wntEGC,wntEGC,2,2,0.22148544916456725,27
2.0,"[""LAMA1"",""ITGA7_ITGB1""]",LAMA1,ITGA7_ITGB1,LAMA1_ITGA7_ITGB1,0.0227569468242828,0.0055985502005115,176,18,18,0,324,sfrpEGC,tlNBL,2,2,0.22148544916456725,27
2.5,"[""LAMA1"",""ITGA7_ITGB1""]",LAMA1,ITGA7_ITGB1,LAMA1_ITGA7_ITGB1,0.0373706168536629,0.0114368255649277,191,22,22,0,484,sfrpEGC,sfrpEGC,2,2,0.22148544916456725,27
3.0,"[""LAMA1"",""ITGA7_ITGB1""]",LAMA1,ITGA7_ITGB1,LAMA1_ITGA7_ITGB1,0.0309198396802725,0.0080765661465589,213,21,21,0,441,reaEGC,sfrpEGC,2,2,0.22148544916456725,27
3.5,"[""LAMA1"",""ITGA7_ITGB1""]",LAMA1,ITGA7_ITGB1,LAMA1_ITGA7_ITGB1,0.0506714490518568,0.0137953708461411,197,21,21,0,441,sfrpEGC,sfrpEGC,2,2,0.22148544916456725,27
4.0,"[""LAMA1"",""ITGA7_ITGB1""]",LAMA1,ITGA7_ITGB1,LAMA1_ITGA7_ITGB1,0.0186547142267967,0.0089943823071548,148,20,20,0,400,sfrpEGC,sfrpEGC,2,2,0.22148544916456725,27
0.0,"[""LAMA2"",""DAG1""]",LAMA2,DAG1,LAMA2_DAG1,0.2753682447589993,0.054507973771833,164,18,18,0,324,sfrpEGC,sfrpEGC,2,3,0.2351184994244007,28
0.5,"[""LAMA2"",""DAG1""]",LAMA2,DAG1,LAMA2_DAG1,0.4039469834326496,0.1035585344973308,120,19,19,0,361,wntEGC,wntEGC,2,3,0.2351184994244007,28
1.0,"[""LAMA2"",""DAG1""]",LAMA2,DAG1,LAMA2_DAG1,0.4118812194812822,0.1083151057982071,136,19,19,0,361,sfrpEGC,sfrpEGC,2,3,0.2351184994244007,28
1.5,"[""LAMA2"",""DAG1""]",LAMA2,DAG1,LAMA2_DAG1,0.5613688478561294,0.1490251171622192,126,19,19,0,361,wntEGC,wntEGC,2,3,0.2351184994244007,28
2.0,"[""LAMA2"",""DAG1""]",LAMA2,DAG1,LAMA2_DAG1,0.5714248128154794,0.1451437800255046,190,18,18,0,324,CP,sfrpEGC,2,3,0.2351184994244007,28
2.5,"[""LAMA2"",""DAG1""]",LAMA2,DAG1,LAMA2_DAG1,0.8478948034748537,0.2271521563195946,191,22,22,0,484,sfrpEGC,sfrpEGC,2,3,0.2351184994244007,28
