time,pair_id,ligand,receptor,pair,score,max_edge,nonzero_edges,n_cell_types,n_expression_supported_cell_types,n_expression_unsupported_cell_types,n_expression_supported_type_edges,peak_sender,peak_receiver,cluster,representativeness_rank_within_pattern,distance_to_pattern_prototype,display_order
3.0,"[""LAMA2"",""DAG1""]",LAMA2,DAG1,LAMA2_DAG1,0.6582260608857702,0.1429329967602561,224,21,21,0,441,CP,reaEGC,2,3,0.2351184994244007,28
3.5,"[""LAMA2"",""DAG1""]",LAMA2,DAG1,LAMA2_DAG1,1.0859371729375775,0.2635677872276366,197,21,21,0,441,sfrpEGC,sfrpEGC,2,3,0.2351184994244007,28
4.0,"[""LAMA2"",""DAG1""]",LAMA2,DAG1,LAMA2_DAG1,0.4763813798475275,0.1713275366123915,157,20,20,0,400,sfrpEGC,sfrpEGC,2,3,0.2351184994244007,28
0.0,"[""EFNB3"",""EPHB1""]",EFNB3,EPHB1,EFNB3_EPHB1,0.1787081320536616,0.0379090701050669,164,18,18,0,324,wntEGC,wntEGC,2,4,0.2386714833900936,29
0.5,"[""EFNB3"",""EPHB1""]",EFNB3,EPHB1,EFNB3_EPHB1,0.320833387103079,0.0747617074245805,120,19,19,0,361,wntEGC,wntEGC,2,4,0.2386714833900936,29
1.0,"[""EFNB3"",""EPHB1""]",EFNB3,EPHB1,EFNB3_EPHB1,0.2016711713738477,0.0427150024525597,140,19,19,0,361,ribEGC,wntEGC,2,4,0.2386714833900936,29
1.5,"[""EFNB3"",""EPHB1""]",EFNB3,EPHB1,EFNB3_EPHB1,0.5029644605371213,0.1055944736584521,126,19,19,0,361,ribEGC,wntEGC,2,4,0.2386714833900936,29
2.0,"[""EFNB3"",""EPHB1""]",EFNB3,EPHB1,EFNB3_EPHB1,0.4031243621593405,0.0661359282693403,190,18,18,0,324,sfrpEGC,tlNBL,2,4,0.2386714833900936,29
2.5,"[""EFNB3"",""EPHB1""]",EFNB3,EPHB1,EFNB3_EPHB1,0.8394687705024657,0.1699981653779016,191,22,22,0,484,sfrpEGC,sfrpEGC,2,4,0.2386714833900936,29
3.0,"[""EFNB3"",""EPHB1""]",EFNB3,EPHB1,EFNB3_EPHB1,0.4167321970915073,0.0723700696551211,224,21,21,0,441,reaEGC,reaEGC,2,4,0.2386714833900936,29
3.5,"[""EFNB3"",""EPHB1""]",EFNB3,EPHB1,EFNB3_EPHB1,1.1787575383201676,0.2031789886745847,197,21,21,0,441,sfrpEGC,sfrpEGC,2,4,0.2386714833900936,29
4.0,"[""EFNB3"",""EPHB1""]",EFNB3,EPHB1,EFNB3_EPHB1,0.325657031802872,0.0927152557423203,156,20,20,0,400,wntEGC,wntEGC,2,4,0.2386714833900936,29
0.0,"[""FN1"",""ITGA3_ITGB1""]",FN1,ITGA3_ITGB1,FN1_ITGA3_ITGB1,0.0828044858451216,0.0215483548640879,156,18,18,0,324,reaEGC,wntEGC,2,5,0.2577384663142011,30
0.5,"[""FN1"",""ITGA3_ITGB1""]",FN1,ITGA3_ITGB1,FN1_ITGA3_ITGB1,0.0862172182314244,0.0223306906876954,120,19,19,0,361,wntEGC,wntEGC,2,5,0.2577384663142011,30
1.0,"[""FN1"",""ITGA3_ITGB1""]",FN1,ITGA3_ITGB1,FN1_ITGA3_ITGB1,0.0659930538538636,0.0197138524127394,139,19,19,0,361,wntEGC,wntEGC,2,5,0.2577384663142011,30
1.5,"[""FN1"",""ITGA3_ITGB1""]",FN1,ITGA3_ITGB1,FN1_ITGA3_ITGB1,0.186654617872375,0.062021770138976,126,19,19,0,361,wntEGC,wntEGC,2,5,0.2577384663142011,30
2.0,"[""FN1"",""ITGA3_ITGB1""]",FN1,ITGA3_ITGB1,FN1_ITGA3_ITGB1,0.1661715052106773,0.0290264107731575,190,18,18,0,324,reaEGC,reaEGC,2,5,0.2577384663142011,30
2.5,"[""FN1"",""ITGA3_ITGB1""]",FN1,ITGA3_ITGB1,FN1_ITGA3_ITGB1,0.346654357909821,0.073716433559349,191,22,22,0,484,wntEGC,sfrpEGC,2,5,0.2577384663142011,30
3.0,"[""FN1"",""ITGA3_ITGB1""]",FN1,ITGA3_ITGB1,FN1_ITGA3_ITGB1,0.1454733552936877,0.0418575916125445,218,21,21,0,441,reaEGC,reaEGC,2,5,0.2577384663142011,30
3.5,"[""FN1"",""ITGA3_ITGB1""]",FN1,ITGA3_ITGB1,FN1_ITGA3_ITGB1,0.4442136814667746,0.0879769079744743,197,21,21,0,441,sfrpEGC,sfrpEGC,2,5,0.2577384663142011,30
4.0,"[""FN1"",""ITGA3_ITGB1""]",FN1,ITGA3_ITGB1,FN1_ITGA3_ITGB1,0.1301875977144199,0.0655279664657358,157,20,20,0,400,wntEGC,wntEGC,2,5,0.2577384663142011,30
0.0,"[""EFNA5"",""EPHA5""]",EFNA5,EPHA5,EFNA5_EPHA5,2.5188760500229184,0.5053004899222762,164,18,18,0,324,reaEGC,wntEGC,2,6,0.2628780644628983,31
0.5,"[""EFNA5"",""EPHA5""]",EFNA5,EPHA5,EFNA5_EPHA5,2.2212040480114754,0.7940727762298483,120,19,19,0,361,wntEGC,wntEGC,2,6,0.2628780644628983,31
1.0,"[""EFNA5"",""EPHA5""]",EFNA5,EPHA5,EFNA5_EPHA5,1.86915205800713,0.4884584832400269,140,19,19,0,361,ribEGC,wntEGC,2,6,0.2628780644628983,31
1.5,"[""EFNA5"",""EPHA5""]",EFNA5,EPHA5,EFNA5_EPHA5,3.376211500339254,0.987935949347334,126,19,19,0,361,wntEGC,wntEGC,2,6,0.2628780644628983,31
2.0,"[""EFNA5"",""EPHA5""]",EFNA5,EPHA5,EFNA5_EPHA5,2.716597501468447,0.6950459050562431,190,18,18,0,324,reaEGC,reaEGC,2,6,0.2628780644628983,31
2.5,"[""EFNA5"",""EPHA5""]",EFNA5,EPHA5,EFNA5_EPHA5,5.601732907927162,1.0481278959144198,191,22,22,0,484,sfrpEGC,sfrpEGC,2,6,0.2628780644628983,31
3.0,"[""EFNA5"",""EPHA5""]",EFNA5,EPHA5,EFNA5_EPHA5,3.919014516718888,1.0375028100227113,224,21,21,0,441,wntEGC,wntEGC,2,6,0.2628780644628983,31
3.5,"[""EFNA5"",""EPHA5""]",EFNA5,EPHA5,EFNA5_EPHA5,7.710802033633982,1.13782924430512,197,21,21,0,441,sfrpEGC,sfrpEGC,2,6,0.2628780644628983,31
4.0,"[""EFNA5"",""EPHA5""]",EFNA5,EPHA5,EFNA5_EPHA5,4.129242071396575,1.5699006681031018,163,20,20,0,400,wntEGC,wntEGC,2,6,0.2628780644628983,31
0.0,"[""COL4A1"",""ITGA3_ITGB1""]",COL4A1,ITGA3_ITGB1,COL4A1_ITGA3_ITGB1,0.0693483249903093,0.0144684428081542,164,18,18,0,324,wntEGC,wntEGC,2,7,0.2668868683564777,32
0.5,"[""COL4A1"",""ITGA3_ITGB1""]",COL4A1,ITGA3_ITGB1,COL4A1_ITGA3_ITGB1,0.0715402388707039,0.0173109878865082,120,19,19,0,361,wntEGC,wntEGC,2,7,0.2668868683564777,32
1.0,"[""COL4A1"",""ITGA3_ITGB1""]",COL4A1,ITGA3_ITGB1,COL4A1_ITGA3_ITGB1,0.0300683648750545,0.0057737658026864,139,19,19,0,361,VLMC,wntEGC,2,7,0.2668868683564777,32
1.5,"[""COL4A1"",""ITGA3_ITGB1""]",COL4A1,ITGA3_ITGB1,COL4A1_ITGA3_ITGB1,0.0947218666296445,0.0325358388591211,126,19,19,0,361,wntEGC,wntEGC,2,7,0.2668868683564777,32
2.0,"[""COL4A1"",""ITGA3_ITGB1""]",COL4A1,ITGA3_ITGB1,COL4A1_ITGA3_ITGB1,0.0723306227348269,0.0107625569468269,190,18,18,0,324,wntEGC,tlNBL,2,7,0.2668868683564777,32
2.5,"[""COL4A1"",""ITGA3_ITGB1""]",COL4A1,ITGA3_ITGB1,COL4A1_ITGA3_ITGB1,0.2215918311474278,0.0472312599932424,191,22,22,0,484,wntEGC,sfrpEGC,2,7,0.2668868683564777,32
3.0,"[""COL4A1"",""ITGA3_ITGB1""]",COL4A1,ITGA3_ITGB1,COL4A1_ITGA3_ITGB1,0.1120602759734566,0.0172388578002717,218,21,21,0,441,CP,reaEGC,2,7,0.2668868683564777,32
3.5,"[""COL4A1"",""ITGA3_ITGB1""]",COL4A1,ITGA3_ITGB1,COL4A1_ITGA3_ITGB1,0.3325164922445109,0.0691869578578981,197,21,21,0,441,sfrpEGC,sfrpEGC,2,7,0.2668868683564777,32
4.0,"[""COL4A1"",""ITGA3_ITGB1""]",COL4A1,ITGA3_ITGB1,COL4A1_ITGA3_ITGB1,0.1323280512430306,0.0452024792912771,157,20,20,0,400,wntEGC,wntEGC,2,7,0.2668868683564777,32
0.0,"[""COL4A1"",""SDC4""]",COL4A1,SDC4,COL4A1_SDC4,0.5727925764537091,0.08217505123169,164,18,18,0,324,wntEGC,reaEGC,2,8,0.2689517557588172,33
0.5,"[""COL4A1"",""SDC4""]",COL4A1,SDC4,COL4A1_SDC4,0.3224836810451765,0.0936538663336813,120,19,19,0,361,wntEGC,wntEGC,2,8,0.2689517557588172,33
1.0,"[""COL4A1"",""SDC4""]",COL4A1,SDC4,COL4A1_SDC4,0.1513668242538733,0.0419650301078774,140,19,19,0,361,VLMC,wntEGC,2,8,0.2689517557588172,33
1.5,"[""COL4A1"",""SDC4""]",COL4A1,SDC4,COL4A1_SDC4,0.5193279931098539,0.1926660460846699,126,19,19,0,361,wntEGC,wntEGC,2,8,0.2689517557588172,33
2.0,"[""COL4A1"",""SDC4""]",COL4A1,SDC4,COL4A1_SDC4,0.5428454513070722,0.1889086704584565,190,18,18,0,324,wntEGC,wntEGC,2,8,0.2689517557588172,33
2.5,"[""COL4A1"",""SDC4""]",COL4A1,SDC4,COL4A1_SDC4,1.347402206826409,0.321200612794355,191,22,22,0,484,wntEGC,sfrpEGC,2,8,0.2689517557588172,33
3.0,"[""COL4A1"",""SDC4""]",COL4A1,SDC4,COL4A1_SDC4,0.6162891821306562,0.0964685945524758,224,21,21,0,441,CP,wntEGC,2,8,0.2689517557588172,33
3.5,"[""COL4A1"",""SDC4""]",COL4A1,SDC4,COL4A1_SDC4,1.6038145721697386,0.4127413176358815,197,21,21,0,441,sfrpEGC,sfrpEGC,2,8,0.2689517557588172,33
4.0,"[""COL4A1"",""SDC4""]",COL4A1,SDC4,COL4A1_SDC4,0.4835304719541273,0.1960657936885617,157,20,20,0,400,wntEGC,wntEGC,2,8,0.2689517557588172,33
0.0,"[""PDGFA"",""PDGFRB""]",PDGFA,PDGFRB,PDGFA_PDGFRB,0.0255657869571073,0.0071997853765267,153,18,18,0,324,wntEGC,wntEGC,2,9,0.2764381128708,34
0.5,"[""PDGFA"",""PDGFRB""]",PDGFA,PDGFRB,PDGFA_PDGFRB,0.0187769137761212,0.0051330858837816,120,19,19,0,361,Oligo,VLMC,2,9,0.2764381128708,34
1.0,"[""PDGFA"",""PDGFRB""]",PDGFA,PDGFRB,PDGFA_PDGFRB,0.0079768171086217,0.003238575483104,102,19,19,0,361,wntEGC,wntEGC,2,9,0.2764381128708,34
1.5,"[""PDGFA"",""PDGFRB""]",PDGFA,PDGFRB,PDGFA_PDGFRB,0.0247604076914245,0.0088989761487386,126,19,19,0,361,wntEGC,wntEGC,2,9,0.2764381128708,34
2.0,"[""PDGFA"",""PDGFRB""]",PDGFA,PDGFRB,PDGFA_PDGFRB,0.0351813455998726,0.0086123608852137,190,18,18,0,324,reaEGC,reaEGC,2,9,0.2764381128708,34
2.5,"[""PDGFA"",""PDGFRB""]",PDGFA,PDGFRB,PDGFA_PDGFRB,0.0888669670441718,0.0154436940430254,191,22,22,0,484,wntEGC,sfrpEGC,2,9,0.2764381128708,34
3.0,"[""PDGFA"",""PDGFRB""]",PDGFA,PDGFRB,PDGFA_PDGFRB,0.0357658586464547,0.0065717151802399,218,21,21,0,441,wntEGC,wntEGC,2,9,0.2764381128708,34
3.5,"[""PDGFA"",""PDGFRB""]",PDGFA,PDGFRB,PDGFA_PDGFRB,0.1235126467462869,0.0214485998745582,197,21,21,0,441,sfrpEGC,sfrpEGC,2,9,0.2764381128708,34
4.0,"[""PDGFA"",""PDGFRB""]",PDGFA,PDGFRB,PDGFA_PDGFRB,0.032795558947796,0.0192052782810621,154,20,20,0,400,wntEGC,wntEGC,2,9,0.2764381128708,34
0.0,"[""NMU"",""NMUR1""]",NMU,NMUR1,NMU_NMUR1,0.0057655102247321,0.0007583602926061,123,18,18,0,324,MCG,reaEGC,2,10,0.2767170529041001,35
0.5,"[""NMU"",""NMUR1""]",NMU,NMUR1,NMU_NMUR1,0.0066742781226841,0.0021551327208974,120,19,19,0,361,wntEGC,wntEGC,2,10,0.2767170529041001,35
1.0,"[""NMU"",""NMUR1""]",NMU,NMUR1,NMU_NMUR1,0.0024187867822672,0.0009854302597234,121,19,19,0,361,wntEGC,wntEGC,2,10,0.2767170529041001,35
1.5,"[""NMU"",""NMUR1""]",NMU,NMUR1,NMU_NMUR1,0.0112826138593466,0.0035630062892072,126,19,19,0,361,wntEGC,wntEGC,2,10,0.2767170529041001,35
2.0,"[""NMU"",""NMUR1""]",NMU,NMUR1,NMU_NMUR1,0.0112328898786903,0.0015071713676131,175,18,18,0,324,sfrpEGC,tlNBL,2,10,0.2767170529041001,35
2.5,"[""NMU"",""NMUR1""]",NMU,NMUR1,NMU_NMUR1,0.0293307100688178,0.0046648831064843,191,22,22,0,484,wntEGC,sfrpEGC,2,10,0.2767170529041001,35
3.0,"[""NMU"",""NMUR1""]",NMU,NMUR1,NMU_NMUR1,0.0101307204818978,0.0016630049770527,224,21,21,0,441,sfrpEGC,wntEGC,2,10,0.2767170529041001,35
3.5,"[""NMU"",""NMUR1""]",NMU,NMUR1,NMU_NMUR1,0.0343256914945933,0.0036831279597164,197,21,21,0,441,wntEGC,sfrpEGC,2,10,0.2767170529041001,35
4.0,"[""NMU"",""NMUR1""]",NMU,NMUR1,NMU_NMUR1,0.0070060402886877,0.0026469635580165,135,20,20,0,400,wntEGC,wntEGC,2,10,0.2767170529041001,35
0.0,"[""VIP"",""VIPR1""]",VIP,VIPR1,VIP_VIPR1,0.0015523172982144,0.0004338924227219,120,18,18,0,324,Oligo,Oligo,2,11,0.27692138069138966,36
0.5,"[""VIP"",""VIPR1""]",VIP,VIPR1,VIP_VIPR1,0.025611386288367,0.0058022661616768,120,19,19,0,361,ribEGC,wntEGC,2,11,0.27692138069138966,36
1.0,"[""VIP"",""VIPR1""]",VIP,VIPR1,VIP_VIPR1,0.0114662041845602,0.0017630104526208,139,19,19,0,361,ribEGC,ribEGC,2,11,0.27692138069138966,36
1.5,"[""VIP"",""VIPR1""]",VIP,VIPR1,VIP_VIPR1,0.0373505645275503,0.0085351096761369,126,19,19,0,361,ribEGC,wntEGC,2,11,0.27692138069138966,36
2.0,"[""VIP"",""VIPR1""]",VIP,VIPR1,VIP_VIPR1,0.0195016585535436,0.0042217513605521,183,18,18,0,324,tlNBL,tlNBL,2,11,0.27692138069138966,36
2.5,"[""VIP"",""VIPR1""]",VIP,VIPR1,VIP_VIPR1,0.0777446455927095,0.0204804451351863,191,22,22,0,484,sfrpEGC,sfrpEGC,2,11,0.27692138069138966,36
3.0,"[""VIP"",""VIPR1""]",VIP,VIPR1,VIP_VIPR1,0.0250947148396697,0.0033849897456183,213,21,21,0,441,CP,sfrpEGC,2,11,0.27692138069138966,36
3.5,"[""VIP"",""VIPR1""]",VIP,VIPR1,VIP_VIPR1,0.1113193474766814,0.0276388472106875,197,21,21,0,441,sfrpEGC,sfrpEGC,2,11,0.27692138069138966,36
4.0,"[""VIP"",""VIPR1""]",VIP,VIPR1,VIP_VIPR1,0.0320193869676585,0.0083101516166377,157,20,20,0,400,sfrpEGC,wntEGC,2,11,0.27692138069138966,36
0.0,"[""COL6A1"",""ITGA9_ITGB1""]",COL6A1,ITGA9_ITGB1,COL6A1_ITGA9_ITGB1,0.0097170546927239,0.0034523162992511,135,18,18,0,324,reaEGC,reaEGC,2,12,0.27798945214524035,37
0.5,"[""COL6A1"",""ITGA9_ITGB1""]",COL6A1,ITGA9_ITGB1,COL6A1_ITGA9_ITGB1,0.0216049916489804,0.0046829515515116,120,19,19,0,361,wntEGC,wntEGC,2,12,0.27798945214524035,37
1.0,"[""COL6A1"",""ITGA9_ITGB1""]",COL6A1,ITGA9_ITGB1,COL6A1_ITGA9_ITGB1,0.0255363141143828,0.0099880343512941,139,19,19,0,361,wntEGC,wntEGC,2,12,0.27798945214524035,37
1.5,"[""COL6A1"",""ITGA9_ITGB1""]",COL6A1,ITGA9_ITGB1,COL6A1_ITGA9_ITGB1,0.0364846284448056,0.0097951652454682,123,19,19,0,361,wntEGC,wntEGC,2,12,0.27798945214524035,37
2.0,"[""COL6A1"",""ITGA9_ITGB1""]",COL6A1,ITGA9_ITGB1,COL6A1_ITGA9_ITGB1,0.0354167404941606,0.0086921938527835,190,18,18,0,324,VLMC,VLMC,2,12,0.27798945214524035,37
2.5,"[""COL6A1"",""ITGA9_ITGB1""]",COL6A1,ITGA9_ITGB1,COL6A1_ITGA9_ITGB1,0.1014603759552814,0.0214733984690446,191,22,22,0,484,sfrpEGC,sfrpEGC,2,12,0.27798945214524035,37
3.0,"[""COL6A1"",""ITGA9_ITGB1""]",COL6A1,ITGA9_ITGB1,COL6A1_ITGA9_ITGB1,0.0441074113372285,0.0068623152248587,218,21,21,0,441,CP,sfrpEGC,2,12,0.27798945214524035,37
3.5,"[""COL6A1"",""ITGA9_ITGB1""]",COL6A1,ITGA9_ITGB1,COL6A1_ITGA9_ITGB1,0.123855535670639,0.0245999071813885,197,21,21,0,441,sfrpEGC,sfrpEGC,2,12,0.27798945214524035,37
4.0,"[""COL6A1"",""ITGA9_ITGB1""]",COL6A1,ITGA9_ITGB1,COL6A1_ITGA9_ITGB1,0.0336851348374702,0.0138290860195476,150,20,20,0,400,wntEGC,wntEGC,2,12,0.27798945214524035,37
0.0,"[""LAMA4"",""ITGA7_ITGB1""]",LAMA4,ITGA7_ITGB1,LAMA4_ITGA7_ITGB1,0.0136515601081621,0.0020414568462588,140,18,18,0,324,wntEGC,wntEGC,2,13,0.28523022325030106,38
0.5,"[""LAMA4"",""ITGA7_ITGB1""]",LAMA4,ITGA7_ITGB1,LAMA4_ITGA7_ITGB1,0.019164854011405,0.0051793620638402,120,19,19,0,361,wntEGC,wntEGC,2,13,0.28523022325030106,38
1.0,"[""LAMA4"",""ITGA7_ITGB1""]",LAMA4,ITGA7_ITGB1,LAMA4_ITGA7_ITGB1,0.0102355955089995,0.0018161617413934,135,19,19,0,361,ribEGC,wntEGC,2,13,0.28523022325030106,38
1.5,"[""LAMA4"",""ITGA7_ITGB1""]",LAMA4,ITGA7_ITGB1,LAMA4_ITGA7_ITGB1,0.0264868238655727,0.0071239560564546,126,19,19,0,361,wntEGC,wntEGC,2,13,0.28523022325030106,38
2.0,"[""LAMA4"",""ITGA7_ITGB1""]",LAMA4,ITGA7_ITGB1,LAMA4_ITGA7_ITGB1,0.0227104759731976,0.0033686305496527,176,18,18,0,324,tlNBL,tlNBL,2,13,0.28523022325030106,38
2.5,"[""LAMA4"",""ITGA7_ITGB1""]",LAMA4,ITGA7_ITGB1,LAMA4_ITGA7_ITGB1,0.0450597246056809,0.0096947200899764,191,22,22,0,484,sfrpEGC,sfrpEGC,2,13,0.28523022325030106,38
3.0,"[""LAMA4"",""ITGA7_ITGB1""]",LAMA4,ITGA7_ITGB1,LAMA4_ITGA7_ITGB1,0.0267218531301589,0.0045105010521815,218,21,21,0,441,sfrpEGC,sfrpEGC,2,13,0.28523022325030106,38
3.5,"[""LAMA4"",""ITGA7_ITGB1""]",LAMA4,ITGA7_ITGB1,LAMA4_ITGA7_ITGB1,0.0510869983834907,0.0103879968956229,197,21,21,0,441,sfrpEGC,sfrpEGC,2,13,0.28523022325030106,38
4.0,"[""LAMA4"",""ITGA7_ITGB1""]",LAMA4,ITGA7_ITGB1,LAMA4_ITGA7_ITGB1,0.0136740052726815,0.0033735712457004,155,20,20,0,400,sfrpEGC,wntEGC,2,13,0.28523022325030106,38
0.0,"[""EFNA5"",""EPHA8""]",EFNA5,EPHA8,EFNA5_EPHA8,0.0766086465945278,0.0217149571564104,138,18,18,0,324,reaEGC,reaEGC,2,14,0.29741397622813465,39
0.5,"[""EFNA5"",""EPHA8""]",EFNA5,EPHA8,EFNA5_EPHA8,0.1494889102264569,0.0425329776905299,120,19,19,0,361,wntEGC,wntEGC,2,14,0.29741397622813465,39
1.0,"[""EFNA5"",""EPHA8""]",EFNA5,EPHA8,EFNA5_EPHA8,0.1422137118122331,0.0345199484287655,140,19,19,0,361,ribEGC,wntEGC,2,14,0.29741397622813465,39
1.5,"[""EFNA5"",""EPHA8""]",EFNA5,EPHA8,EFNA5_EPHA8,0.2629561321448152,0.0640842101644618,126,19,19,0,361,wntEGC,wntEGC,2,14,0.29741397622813465,39
2.0,"[""EFNA5"",""EPHA8""]",EFNA5,EPHA8,EFNA5_EPHA8,0.1521135967506509,0.0461899804574162,190,18,18,0,324,reaEGC,reaEGC,2,14,0.29741397622813465,39
2.5,"[""EFNA5"",""EPHA8""]",EFNA5,EPHA8,EFNA5_EPHA8,0.3014946106432694,0.0619591929489145,191,22,22,0,484,sfrpEGC,sfrpEGC,2,14,0.29741397622813465,39
3.0,"[""EFNA5"",""EPHA8""]",EFNA5,EPHA8,EFNA5_EPHA8,0.178639712698372,0.0444189309502889,218,21,21,0,441,reaEGC,reaEGC,2,14,0.29741397622813465,39
3.5,"[""EFNA5"",""EPHA8""]",EFNA5,EPHA8,EFNA5_EPHA8,0.4884088896428165,0.0828091046615602,197,21,21,0,441,sfrpEGC,sfrpEGC,2,14,0.29741397622813465,39
4.0,"[""EFNA5"",""EPHA8""]",EFNA5,EPHA8,EFNA5_EPHA8,0.1960062293054436,0.0590965353153412,156,20,20,0,400,wntEGC,wntEGC,2,14,0.29741397622813465,39
0.0,"[""EFNA5"",""EPHA4""]",EFNA5,EPHA4,EFNA5_EPHA4,1.0419733216652085,0.2299051133857493,164,18,18,0,324,reaEGC,wntEGC,2,15,0.2996492248224044,40
0.5,"[""EFNA5"",""EPHA4""]",EFNA5,EPHA4,EFNA5_EPHA4,0.9610213933096996,0.3437171385496504,120,19,19,0,361,wntEGC,wntEGC,2,15,0.2996492248224044,40
1.0,"[""EFNA5"",""EPHA4""]",EFNA5,EPHA4,EFNA5_EPHA4,0.7080529828796583,0.1653156267277624,140,19,19,0,361,ribEGC,wntEGC,2,15,0.2996492248224044,40
1.5,"[""EFNA5"",""EPHA4""]",EFNA5,EPHA4,EFNA5_EPHA4,1.5034868552578438,0.4820904751887547,126,19,19,0,361,wntEGC,wntEGC,2,15,0.2996492248224044,40
2.0,"[""EFNA5"",""EPHA4""]",EFNA5,EPHA4,EFNA5_EPHA4,1.220779604562492,0.2382701021164825,190,18,18,0,324,reaEGC,reaEGC,2,15,0.2996492248224044,40
2.5,"[""EFNA5"",""EPHA4""]",EFNA5,EPHA4,EFNA5_EPHA4,2.467436602909792,0.4782273095404453,191,22,22,0,484,sfrpEGC,sfrpEGC,2,15,0.2996492248224044,40
3.0,"[""EFNA5"",""EPHA4""]",EFNA5,EPHA4,EFNA5_EPHA4,1.6232674460193277,0.4329055661267604,224,21,21,0,441,wntEGC,wntEGC,2,15,0.2996492248224044,40
3.5,"[""EFNA5"",""EPHA4""]",EFNA5,EPHA4,EFNA5_EPHA4,4.208226247061512,0.7050701044911968,197,21,21,0,441,sfrpEGC,sfrpEGC,2,15,0.2996492248224044,40
4.0,"[""EFNA5"",""EPHA4""]",EFNA5,EPHA4,EFNA5_EPHA4,1.722234679376793,0.4859792729667139,163,20,20,0,400,sfrpEGC,wntEGC,2,15,0.2996492248224044,40
0.0,"[""WNT10B"",""FZD4_LRP5""]",WNT10B,FZD4_LRP5,WNT10B_FZD4_LRP5,0.0020300882391183,0.0008339461119218,88,18,18,0,324,sfrpEGC,sfrpEGC,2,16,0.3011582848175665,41
0.5,"[""WNT10B"",""FZD4_LRP5""]",WNT10B,FZD4_LRP5,WNT10B_FZD4_LRP5,0.0015166578115379,0.0003129475966353,120,19,19,0,361,sfrpEGC,wntEGC,2,16,0.3011582848175665,41
1.0,"[""WNT10B"",""FZD4_LRP5""]",WNT10B,FZD4_LRP5,WNT10B_FZD4_LRP5,0.001067457813259,0.0002622104074858,96,19,19,0,361,wntEGC,reaEGC,2,16,0.3011582848175665,41
1.5,"[""WNT10B"",""FZD4_LRP5""]",WNT10B,FZD4_LRP5,WNT10B_FZD4_LRP5,0.0023964655157624,0.0004470303632008,126,19,19,0,361,ribEGC,wntEGC,2,16,0.3011582848175665,41
2.0,"[""WNT10B"",""FZD4_LRP5""]",WNT10B,FZD4_LRP5,WNT10B_FZD4_LRP5,0.0021255844527647,0.0006117502203325,108,18,18,0,324,sfrpEGC,sfrpEGC,2,16,0.3011582848175665,41
2.5,"[""WNT10B"",""FZD4_LRP5""]",WNT10B,FZD4_LRP5,WNT10B_FZD4_LRP5,0.0041505747232725,0.0010521891941938,191,22,22,0,484,sfrpEGC,sfrpEGC,2,16,0.3011582848175665,41
3.0,"[""WNT10B"",""FZD4_LRP5""]",WNT10B,FZD4_LRP5,WNT10B_FZD4_LRP5,0.0030143974725566,0.0006345106468183,180,21,21,0,441,MCG,reaEGC,2,16,0.3011582848175665,41
3.5,"[""WNT10B"",""FZD4_LRP5""]",WNT10B,FZD4_LRP5,WNT10B_FZD4_LRP5,0.0074618228321325,0.0017729645278637,197,21,21,0,441,sfrpEGC,sfrpEGC,2,16,0.3011582848175665,41
4.0,"[""WNT10B"",""FZD4_LRP5""]",WNT10B,FZD4_LRP5,WNT10B_FZD4_LRP5,0.0030871272943254,0.0015236334830643,126,20,20,0,400,sfrpEGC,sfrpEGC,2,16,0.3011582848175665,41
0.0,"[""WNT10B"",""FZD4_LRP6""]",WNT10B,FZD4_LRP6,WNT10B_FZD4_LRP6,0.0020300882391183,0.0008339461119218,88,18,18,0,324,sfrpEGC,sfrpEGC,2,17,0.3011582848175665,42
0.5,"[""WNT10B"",""FZD4_LRP6""]",WNT10B,FZD4_LRP6,WNT10B_FZD4_LRP6,0.0015166578115379,0.0003129475966353,120,19,19,0,361,sfrpEGC,wntEGC,2,17,0.3011582848175665,42
1.0,"[""WNT10B"",""FZD4_LRP6""]",WNT10B,FZD4_LRP6,WNT10B_FZD4_LRP6,0.001067457813259,0.0002622104074858,96,19,19,0,361,wntEGC,reaEGC,2,17,0.3011582848175665,42
1.5,"[""WNT10B"",""FZD4_LRP6""]",WNT10B,FZD4_LRP6,WNT10B_FZD4_LRP6,0.0023964655157624,0.0004470303632008,126,19,19,0,361,ribEGC,wntEGC,2,17,0.3011582848175665,42
2.0,"[""WNT10B"",""FZD4_LRP6""]",WNT10B,FZD4_LRP6,WNT10B_FZD4_LRP6,0.0021255844527647,0.0006117502203325,108,18,18,0,324,sfrpEGC,sfrpEGC,2,17,0.3011582848175665,42
2.5,"[""WNT10B"",""FZD4_LRP6""]",WNT10B,FZD4_LRP6,WNT10B_FZD4_LRP6,0.0041505747232725,0.0010521891941938,191,22,22,0,484,sfrpEGC,sfrpEGC,2,17,0.3011582848175665,42
3.0,"[""WNT10B"",""FZD4_LRP6""]",WNT10B,FZD4_LRP6,WNT10B_FZD4_LRP6,0.0030143974725566,0.0006345106468183,180,21,21,0,441,MCG,reaEGC,2,17,0.3011582848175665,42
3.5,"[""WNT10B"",""FZD4_LRP6""]",WNT10B,FZD4_LRP6,WNT10B_FZD4_LRP6,0.0074618228321325,0.0017729645278637,197,21,21,0,441,sfrpEGC,sfrpEGC,2,17,0.3011582848175665,42
