dataset,arm,target,space,projection_repeat,projection_seed,projection_sha256,n_projections,sliced_w2,n_predicted,n_observed,predicted_mass,observed_mass_relative,tmv_absolute,tmv,weights_semantics,inference_seed
zebrafish,interaction_off,1.0,state,4,3477389265,df27f0b5f20fd4a004dafe73721dd739a786f447481570f3155132ae309b741f,1024,0.0306049601554552,5000,1036,1.8409112796507543,1.8401420959147423,0.0007691837360117,0.0004180023584697,native_unnormalised_growth_mass,42
zebrafish,interaction_off,1.0,spatial,0,1670110090,767c44379bda8d47073cb6c104b8b07879cf27122978f1f29ceeb3063bfd7ea2,1024,0.0160410088087431,5000,1036,1.8409112796507543,1.8401420959147423,0.0007691837360117,0.0004180023584697,native_unnormalised_growth_mass,42
zebrafish,interaction_off,1.0,spatial,1,2286773041,04877c297b8a8c3e33a8e17aeaef4282e7e2942c5412f6408645166bac652c27,1024,0.0161248576984505,5000,1036,1.8409112796507543,1.8401420959147423,0.0007691837360117,0.0004180023584697,native_unnormalised_growth_mass,42
zebrafish,interaction_off,1.0,spatial,2,494369678,2afe363c34ef1aa5b8aeb8babab4a252a3b2ea6c72c36126a724f190f5eb78e9,1024,0.016068054103552,5000,1036,1.8409112796507543,1.8401420959147423,0.0007691837360117,0.0004180023584697,native_unnormalised_growth_mass,42
zebrafish,interaction_off,1.0,spatial,3,529427801,9cd1923d65e2790d0d9e0256bb5bc90a9351d29726442691244027c8558dc5cf,1024,0.0162982656807072,5000,1036,1.8409112796507543,1.8401420959147423,0.0007691837360117,0.0004180023584697,native_unnormalised_growth_mass,42
zebrafish,interaction_off,1.0,spatial,4,3447347896,e8495ce7b502e9821d154354982cf5061c1b88f8f0480cb3ba08acea6e5f0d15,1024,0.0163163569610155,5000,1036,1.8409112796507543,1.8401420959147423,0.0007691837360117,0.0004180023584697,native_unnormalised_growth_mass,42
zebrafish,interaction_off,2.0,joint,0,1459036019,e45629b3707b31872916c1d1c90bd7afd2dfc8afb09ec7c21bd31badcb476390,1024,0.0451388188049443,5000,2081,3.5888336015341338,3.6962699822380105,0.1074363807038767,0.0290661616224327,native_unnormalised_growth_mass,42
zebrafish,interaction_off,2.0,joint,1,3958881870,f4fedc00449e3353c974ef8af2642db6f5b31754a21ecc904af9eed4c0256eda,1024,0.0448213157421142,5000,2081,3.5888336015341338,3.6962699822380105,0.1074363807038767,0.0290661616224327,native_unnormalised_growth_mass,42
zebrafish,interaction_off,2.0,joint,2,3510727012,4c41cc518f091f88c12516f0d9d9bd0768246a2a538a28a41f7660de63bcc9b0,1024,0.0452045563389515,5000,2081,3.5888336015341338,3.6962699822380105,0.1074363807038767,0.0290661616224327,native_unnormalised_growth_mass,42
zebrafish,interaction_off,2.0,joint,3,371533113,10c301ceb6f64aa57759a3f19c3057161798f95c91687d8081b60308c84e171a,1024,0.0445343080446774,5000,2081,3.5888336015341338,3.6962699822380105,0.1074363807038767,0.0290661616224327,native_unnormalised_growth_mass,42
zebrafish,interaction_off,2.0,joint,4,3110794264,58cf265de59cb5892109becba428ea95269bab240bb6b5b87ee2d92d4b02ee2e,1024,0.0457172411307302,5000,2081,3.5888336015341338,3.6962699822380105,0.1074363807038767,0.0290661616224327,native_unnormalised_growth_mass,42
zebrafish,interaction_off,2.0,state,0,487788036,a7822afd3640ed8a95c2ca97a39159db0e119179671380a19920a0648f61fdd2,1024,0.0465282279679956,5000,2081,3.5888336015341338,3.6962699822380105,0.1074363807038767,0.0290661616224327,native_unnormalised_growth_mass,42
zebrafish,interaction_off,2.0,state,1,1980219439,66d43ac5c5cbeb3b2f040d8c8b2c87c15fc6a1c63d6404b0ef3e7b0470c8854c,1024,0.0460228546181209,5000,2081,3.5888336015341338,3.6962699822380105,0.1074363807038767,0.0290661616224327,native_unnormalised_growth_mass,42
zebrafish,interaction_off,2.0,state,2,3678780881,0782d8a192db86b8946a1794acdd2150022d6e736a9fc431d7e23fc9076bb14b,1024,0.0455429170599531,5000,2081,3.5888336015341338,3.6962699822380105,0.1074363807038767,0.0290661616224327,native_unnormalised_growth_mass,42
zebrafish,interaction_off,2.0,state,3,1745126195,84aee1cb65e0a771fbbbdcb28ac3c238e424f7bf7d106248b8a23522aac14bb1,1024,0.0472770022667337,5000,2081,3.5888336015341338,3.6962699822380105,0.1074363807038767,0.0290661616224327,native_unnormalised_growth_mass,42
zebrafish,interaction_off,2.0,state,4,3477389265,df27f0b5f20fd4a004dafe73721dd739a786f447481570f3155132ae309b741f,1024,0.0462480183853263,5000,2081,3.5888336015341338,3.6962699822380105,0.1074363807038767,0.0290661616224327,native_unnormalised_growth_mass,42
zebrafish,interaction_off,2.0,spatial,0,1670110090,767c44379bda8d47073cb6c104b8b07879cf27122978f1f29ceeb3063bfd7ea2,1024,0.0263529482172017,5000,2081,3.5888336015341338,3.6962699822380105,0.1074363807038767,0.0290661616224327,native_unnormalised_growth_mass,42
zebrafish,interaction_off,2.0,spatial,1,2286773041,04877c297b8a8c3e33a8e17aeaef4282e7e2942c5412f6408645166bac652c27,1024,0.0264292030258876,5000,2081,3.5888336015341338,3.6962699822380105,0.1074363807038767,0.0290661616224327,native_unnormalised_growth_mass,42
zebrafish,interaction_off,2.0,spatial,2,494369678,2afe363c34ef1aa5b8aeb8babab4a252a3b2ea6c72c36126a724f190f5eb78e9,1024,0.0264531716048959,5000,2081,3.5888336015341338,3.6962699822380105,0.1074363807038767,0.0290661616224327,native_unnormalised_growth_mass,42
zebrafish,interaction_off,2.0,spatial,3,529427801,9cd1923d65e2790d0d9e0256bb5bc90a9351d29726442691244027c8558dc5cf,1024,0.026504887844376,5000,2081,3.5888336015341338,3.6962699822380105,0.1074363807038767,0.0290661616224327,native_unnormalised_growth_mass,42
zebrafish,interaction_off,2.0,spatial,4,3447347896,e8495ce7b502e9821d154354982cf5061c1b88f8f0480cb3ba08acea6e5f0d15,1024,0.0264647984162436,5000,2081,3.5888336015341338,3.6962699822380105,0.1074363807038767,0.0290661616224327,native_unnormalised_growth_mass,42
zebrafish,interaction_off,3.0,joint,0,1459036019,e45629b3707b31872916c1d1c90bd7afd2dfc8afb09ec7c21bd31badcb476390,1024,0.0456189131501759,5000,3048,5.293299852492055,5.413854351687389,0.1205544991953342,0.0222677765902142,native_unnormalised_growth_mass,42
zebrafish,interaction_off,3.0,joint,1,3958881870,f4fedc00449e3353c974ef8af2642db6f5b31754a21ecc904af9eed4c0256eda,1024,0.0459730289727216,5000,3048,5.293299852492055,5.413854351687389,0.1205544991953342,0.0222677765902142,native_unnormalised_growth_mass,42
zebrafish,interaction_off,3.0,joint,2,3510727012,4c41cc518f091f88c12516f0d9d9bd0768246a2a538a28a41f7660de63bcc9b0,1024,0.0461371941031736,5000,3048,5.293299852492055,5.413854351687389,0.1205544991953342,0.0222677765902142,native_unnormalised_growth_mass,42
zebrafish,interaction_off,3.0,joint,3,371533113,10c301ceb6f64aa57759a3f19c3057161798f95c91687d8081b60308c84e171a,1024,0.0465445792616751,5000,3048,5.293299852492055,5.413854351687389,0.1205544991953342,0.0222677765902142,native_unnormalised_growth_mass,42
zebrafish,interaction_off,3.0,joint,4,3110794264,58cf265de59cb5892109becba428ea95269bab240bb6b5b87ee2d92d4b02ee2e,1024,0.0464049847192544,5000,3048,5.293299852492055,5.413854351687389,0.1205544991953342,0.0222677765902142,native_unnormalised_growth_mass,42
zebrafish,interaction_off,3.0,state,0,487788036,a7822afd3640ed8a95c2ca97a39159db0e119179671380a19920a0648f61fdd2,1024,0.0477297194991062,5000,3048,5.293299852492055,5.413854351687389,0.1205544991953342,0.0222677765902142,native_unnormalised_growth_mass,42
zebrafish,interaction_off,3.0,state,1,1980219439,66d43ac5c5cbeb3b2f040d8c8b2c87c15fc6a1c63d6404b0ef3e7b0470c8854c,1024,0.0465793080944845,5000,3048,5.293299852492055,5.413854351687389,0.1205544991953342,0.0222677765902142,native_unnormalised_growth_mass,42
zebrafish,interaction_off,3.0,state,2,3678780881,0782d8a192db86b8946a1794acdd2150022d6e736a9fc431d7e23fc9076bb14b,1024,0.0480297208592581,5000,3048,5.293299852492055,5.413854351687389,0.1205544991953342,0.0222677765902142,native_unnormalised_growth_mass,42
zebrafish,interaction_off,3.0,state,3,1745126195,84aee1cb65e0a771fbbbdcb28ac3c238e424f7bf7d106248b8a23522aac14bb1,1024,0.0480682165125081,5000,3048,5.293299852492055,5.413854351687389,0.1205544991953342,0.0222677765902142,native_unnormalised_growth_mass,42
