dataset,arm,target,space,projection_repeat,projection_seed,projection_sha256,n_projections,sliced_w2,n_predicted,n_observed,predicted_mass,observed_mass_relative,tmv_absolute,tmv,weights_semantics,inference_seed
zebrafish,interaction_on,4.0,state,0,487788036,a7822afd3640ed8a95c2ca97a39159db0e119179671380a19920a0648f61fdd2,1024,0.3294011589559584,5000,5271,9.478503739344887,9.36234458259325,0.1161591567516371,0.0124070584805865,native_unnormalised_growth_mass,44
zebrafish,interaction_on,4.0,state,1,1980219439,66d43ac5c5cbeb3b2f040d8c8b2c87c15fc6a1c63d6404b0ef3e7b0470c8854c,1024,0.3481384664299545,5000,5271,9.478503739344887,9.36234458259325,0.1161591567516371,0.0124070584805865,native_unnormalised_growth_mass,44
zebrafish,interaction_on,4.0,state,2,3678780881,0782d8a192db86b8946a1794acdd2150022d6e736a9fc431d7e23fc9076bb14b,1024,0.3546047515646391,5000,5271,9.478503739344887,9.36234458259325,0.1161591567516371,0.0124070584805865,native_unnormalised_growth_mass,44
zebrafish,interaction_on,4.0,state,3,1745126195,84aee1cb65e0a771fbbbdcb28ac3c238e424f7bf7d106248b8a23522aac14bb1,1024,0.3344561816790977,5000,5271,9.478503739344887,9.36234458259325,0.1161591567516371,0.0124070584805865,native_unnormalised_growth_mass,44
zebrafish,interaction_on,4.0,state,4,3477389265,df27f0b5f20fd4a004dafe73721dd739a786f447481570f3155132ae309b741f,1024,0.3373090137505135,5000,5271,9.478503739344887,9.36234458259325,0.1161591567516371,0.0124070584805865,native_unnormalised_growth_mass,44
zebrafish,interaction_on,4.0,spatial,0,1670110090,767c44379bda8d47073cb6c104b8b07879cf27122978f1f29ceeb3063bfd7ea2,1024,0.0624204949332699,5000,5271,9.478503739344887,9.36234458259325,0.1161591567516371,0.0124070584805865,native_unnormalised_growth_mass,44
zebrafish,interaction_on,4.0,spatial,1,2286773041,04877c297b8a8c3e33a8e17aeaef4282e7e2942c5412f6408645166bac652c27,1024,0.0622994671919196,5000,5271,9.478503739344887,9.36234458259325,0.1161591567516371,0.0124070584805865,native_unnormalised_growth_mass,44
zebrafish,interaction_on,4.0,spatial,2,494369678,2afe363c34ef1aa5b8aeb8babab4a252a3b2ea6c72c36126a724f190f5eb78e9,1024,0.062215871315877,5000,5271,9.478503739344887,9.36234458259325,0.1161591567516371,0.0124070584805865,native_unnormalised_growth_mass,44
zebrafish,interaction_on,4.0,spatial,3,529427801,9cd1923d65e2790d0d9e0256bb5bc90a9351d29726442691244027c8558dc5cf,1024,0.062750707556965,5000,5271,9.478503739344887,9.36234458259325,0.1161591567516371,0.0124070584805865,native_unnormalised_growth_mass,44
zebrafish,interaction_on,4.0,spatial,4,3447347896,e8495ce7b502e9821d154354982cf5061c1b88f8f0480cb3ba08acea6e5f0d15,1024,0.0630950879839876,5000,5271,9.478503739344887,9.36234458259325,0.1161591567516371,0.0124070584805865,native_unnormalised_growth_mass,44
zebrafish,interaction_off,1.0,joint,0,1459036019,e45629b3707b31872916c1d1c90bd7afd2dfc8afb09ec7c21bd31badcb476390,1024,0.0300123749140738,5000,1036,1.8408462551014964,1.8401420959147423,0.0007041591867538,0.0003826656584386,native_unnormalised_growth_mass,44
zebrafish,interaction_off,1.0,joint,1,3958881870,f4fedc00449e3353c974ef8af2642db6f5b31754a21ecc904af9eed4c0256eda,1024,0.0301250006408376,5000,1036,1.8408462551014964,1.8401420959147423,0.0007041591867538,0.0003826656584386,native_unnormalised_growth_mass,44
zebrafish,interaction_off,1.0,joint,2,3510727012,4c41cc518f091f88c12516f0d9d9bd0768246a2a538a28a41f7660de63bcc9b0,1024,0.0301692965170499,5000,1036,1.8408462551014964,1.8401420959147423,0.0007041591867538,0.0003826656584386,native_unnormalised_growth_mass,44
zebrafish,interaction_off,1.0,joint,3,371533113,10c301ceb6f64aa57759a3f19c3057161798f95c91687d8081b60308c84e171a,1024,0.0302645810615665,5000,1036,1.8408462551014964,1.8401420959147423,0.0007041591867538,0.0003826656584386,native_unnormalised_growth_mass,44
zebrafish,interaction_off,1.0,joint,4,3110794264,58cf265de59cb5892109becba428ea95269bab240bb6b5b87ee2d92d4b02ee2e,1024,0.0301027051261462,5000,1036,1.8408462551014964,1.8401420959147423,0.0007041591867538,0.0003826656584386,native_unnormalised_growth_mass,44
zebrafish,interaction_off,1.0,state,0,487788036,a7822afd3640ed8a95c2ca97a39159db0e119179671380a19920a0648f61fdd2,1024,0.0305637043754702,5000,1036,1.8408462551014964,1.8401420959147423,0.0007041591867538,0.0003826656584386,native_unnormalised_growth_mass,44
zebrafish,interaction_off,1.0,state,1,1980219439,66d43ac5c5cbeb3b2f040d8c8b2c87c15fc6a1c63d6404b0ef3e7b0470c8854c,1024,0.02999891312264,5000,1036,1.8408462551014964,1.8401420959147423,0.0007041591867538,0.0003826656584386,native_unnormalised_growth_mass,44
zebrafish,interaction_off,1.0,state,2,3678780881,0782d8a192db86b8946a1794acdd2150022d6e736a9fc431d7e23fc9076bb14b,1024,0.0301394253744875,5000,1036,1.8408462551014964,1.8401420959147423,0.0007041591867538,0.0003826656584386,native_unnormalised_growth_mass,44
zebrafish,interaction_off,1.0,state,3,1745126195,84aee1cb65e0a771fbbbdcb28ac3c238e424f7bf7d106248b8a23522aac14bb1,1024,0.031258467828405,5000,1036,1.8408462551014964,1.8401420959147423,0.0007041591867538,0.0003826656584386,native_unnormalised_growth_mass,44
zebrafish,interaction_off,1.0,state,4,3477389265,df27f0b5f20fd4a004dafe73721dd739a786f447481570f3155132ae309b741f,1024,0.0305974184942444,5000,1036,1.8408462551014964,1.8401420959147423,0.0007041591867538,0.0003826656584386,native_unnormalised_growth_mass,44
zebrafish,interaction_off,1.0,spatial,0,1670110090,767c44379bda8d47073cb6c104b8b07879cf27122978f1f29ceeb3063bfd7ea2,1024,0.0159067033323671,5000,1036,1.8408462551014964,1.8401420959147423,0.0007041591867538,0.0003826656584386,native_unnormalised_growth_mass,44
zebrafish,interaction_off,1.0,spatial,1,2286773041,04877c297b8a8c3e33a8e17aeaef4282e7e2942c5412f6408645166bac652c27,1024,0.0159791777747042,5000,1036,1.8408462551014964,1.8401420959147423,0.0007041591867538,0.0003826656584386,native_unnormalised_growth_mass,44
zebrafish,interaction_off,1.0,spatial,2,494369678,2afe363c34ef1aa5b8aeb8babab4a252a3b2ea6c72c36126a724f190f5eb78e9,1024,0.0159217440638751,5000,1036,1.8408462551014964,1.8401420959147423,0.0007041591867538,0.0003826656584386,native_unnormalised_growth_mass,44
zebrafish,interaction_off,1.0,spatial,3,529427801,9cd1923d65e2790d0d9e0256bb5bc90a9351d29726442691244027c8558dc5cf,1024,0.0161766514406252,5000,1036,1.8408462551014964,1.8401420959147423,0.0007041591867538,0.0003826656584386,native_unnormalised_growth_mass,44
zebrafish,interaction_off,1.0,spatial,4,3447347896,e8495ce7b502e9821d154354982cf5061c1b88f8f0480cb3ba08acea6e5f0d15,1024,0.0161828212679636,5000,1036,1.8408462551014964,1.8401420959147423,0.0007041591867538,0.0003826656584386,native_unnormalised_growth_mass,44
zebrafish,interaction_off,2.0,joint,0,1459036019,e45629b3707b31872916c1d1c90bd7afd2dfc8afb09ec7c21bd31badcb476390,1024,0.0451464445027313,5000,2081,3.5875807272677775,3.6962699822380105,0.1086892549702329,0.0294051179953105,native_unnormalised_growth_mass,44
zebrafish,interaction_off,2.0,joint,1,3958881870,f4fedc00449e3353c974ef8af2642db6f5b31754a21ecc904af9eed4c0256eda,1024,0.0448456760322746,5000,2081,3.5875807272677775,3.6962699822380105,0.1086892549702329,0.0294051179953105,native_unnormalised_growth_mass,44
zebrafish,interaction_off,2.0,joint,2,3510727012,4c41cc518f091f88c12516f0d9d9bd0768246a2a538a28a41f7660de63bcc9b0,1024,0.0452160918444282,5000,2081,3.5875807272677775,3.6962699822380105,0.1086892549702329,0.0294051179953105,native_unnormalised_growth_mass,44
zebrafish,interaction_off,2.0,joint,3,371533113,10c301ceb6f64aa57759a3f19c3057161798f95c91687d8081b60308c84e171a,1024,0.0445394833860668,5000,2081,3.5875807272677775,3.6962699822380105,0.1086892549702329,0.0294051179953105,native_unnormalised_growth_mass,44
zebrafish,interaction_off,2.0,joint,4,3110794264,58cf265de59cb5892109becba428ea95269bab240bb6b5b87ee2d92d4b02ee2e,1024,0.0457261258117086,5000,2081,3.5875807272677775,3.6962699822380105,0.1086892549702329,0.0294051179953105,native_unnormalised_growth_mass,44
zebrafish,interaction_off,2.0,state,0,487788036,a7822afd3640ed8a95c2ca97a39159db0e119179671380a19920a0648f61fdd2,1024,0.0465558452786802,5000,2081,3.5875807272677775,3.6962699822380105,0.1086892549702329,0.0294051179953105,native_unnormalised_growth_mass,44
zebrafish,interaction_off,2.0,state,1,1980219439,66d43ac5c5cbeb3b2f040d8c8b2c87c15fc6a1c63d6404b0ef3e7b0470c8854c,1024,0.046066253988893,5000,2081,3.5875807272677775,3.6962699822380105,0.1086892549702329,0.0294051179953105,native_unnormalised_growth_mass,44
zebrafish,interaction_off,2.0,state,2,3678780881,0782d8a192db86b8946a1794acdd2150022d6e736a9fc431d7e23fc9076bb14b,1024,0.0455563653708284,5000,2081,3.5875807272677775,3.6962699822380105,0.1086892549702329,0.0294051179953105,native_unnormalised_growth_mass,44
zebrafish,interaction_off,2.0,state,3,1745126195,84aee1cb65e0a771fbbbdcb28ac3c238e424f7bf7d106248b8a23522aac14bb1,1024,0.0472972158437479,5000,2081,3.5875807272677775,3.6962699822380105,0.1086892549702329,0.0294051179953105,native_unnormalised_growth_mass,44
zebrafish,interaction_off,2.0,state,4,3477389265,df27f0b5f20fd4a004dafe73721dd739a786f447481570f3155132ae309b741f,1024,0.0462780180599222,5000,2081,3.5875807272677775,3.6962699822380105,0.1086892549702329,0.0294051179953105,native_unnormalised_growth_mass,44
zebrafish,interaction_off,2.0,spatial,0,1670110090,767c44379bda8d47073cb6c104b8b07879cf27122978f1f29ceeb3063bfd7ea2,1024,0.0250765344771445,5000,2081,3.5875807272677775,3.6962699822380105,0.1086892549702329,0.0294051179953105,native_unnormalised_growth_mass,44
zebrafish,interaction_off,2.0,spatial,1,2286773041,04877c297b8a8c3e33a8e17aeaef4282e7e2942c5412f6408645166bac652c27,1024,0.0251455828886546,5000,2081,3.5875807272677775,3.6962699822380105,0.1086892549702329,0.0294051179953105,native_unnormalised_growth_mass,44
zebrafish,interaction_off,2.0,spatial,2,494369678,2afe363c34ef1aa5b8aeb8babab4a252a3b2ea6c72c36126a724f190f5eb78e9,1024,0.0251541286933876,5000,2081,3.5875807272677775,3.6962699822380105,0.1086892549702329,0.0294051179953105,native_unnormalised_growth_mass,44
zebrafish,interaction_off,2.0,spatial,3,529427801,9cd1923d65e2790d0d9e0256bb5bc90a9351d29726442691244027c8558dc5cf,1024,0.0252359787147043,5000,2081,3.5875807272677775,3.6962699822380105,0.1086892549702329,0.0294051179953105,native_unnormalised_growth_mass,44
zebrafish,interaction_off,2.0,spatial,4,3447347896,e8495ce7b502e9821d154354982cf5061c1b88f8f0480cb3ba08acea6e5f0d15,1024,0.0252089378671764,5000,2081,3.5875807272677775,3.6962699822380105,0.1086892549702329,0.0294051179953105,native_unnormalised_growth_mass,44
zebrafish,interaction_off,3.0,joint,0,1459036019,e45629b3707b31872916c1d1c90bd7afd2dfc8afb09ec7c21bd31badcb476390,1024,0.0455952931379858,5000,3048,5.292177873663604,5.413854351687389,0.1216764780237849,0.0224750187425823,native_unnormalised_growth_mass,44
zebrafish,interaction_off,3.0,joint,1,3958881870,f4fedc00449e3353c974ef8af2642db6f5b31754a21ecc904af9eed4c0256eda,1024,0.0459726826882279,5000,3048,5.292177873663604,5.413854351687389,0.1216764780237849,0.0224750187425823,native_unnormalised_growth_mass,44
zebrafish,interaction_off,3.0,joint,2,3510727012,4c41cc518f091f88c12516f0d9d9bd0768246a2a538a28a41f7660de63bcc9b0,1024,0.0461515513533747,5000,3048,5.292177873663604,5.413854351687389,0.1216764780237849,0.0224750187425823,native_unnormalised_growth_mass,44
zebrafish,interaction_off,3.0,joint,3,371533113,10c301ceb6f64aa57759a3f19c3057161798f95c91687d8081b60308c84e171a,1024,0.0465269780689783,5000,3048,5.292177873663604,5.413854351687389,0.1216764780237849,0.0224750187425823,native_unnormalised_growth_mass,44
zebrafish,interaction_off,3.0,joint,4,3110794264,58cf265de59cb5892109becba428ea95269bab240bb6b5b87ee2d92d4b02ee2e,1024,0.0463909238158094,5000,3048,5.292177873663604,5.413854351687389,0.1216764780237849,0.0224750187425823,native_unnormalised_growth_mass,44
zebrafish,interaction_off,3.0,state,0,487788036,a7822afd3640ed8a95c2ca97a39159db0e119179671380a19920a0648f61fdd2,1024,0.0477580378653985,5000,3048,5.292177873663604,5.413854351687389,0.1216764780237849,0.0224750187425823,native_unnormalised_growth_mass,44
zebrafish,interaction_off,3.0,state,1,1980219439,66d43ac5c5cbeb3b2f040d8c8b2c87c15fc6a1c63d6404b0ef3e7b0470c8854c,1024,0.0466184188994453,5000,3048,5.292177873663604,5.413854351687389,0.1216764780237849,0.0224750187425823,native_unnormalised_growth_mass,44
zebrafish,interaction_off,3.0,state,2,3678780881,0782d8a192db86b8946a1794acdd2150022d6e736a9fc431d7e23fc9076bb14b,1024,0.0480809102278066,5000,3048,5.292177873663604,5.413854351687389,0.1216764780237849,0.0224750187425823,native_unnormalised_growth_mass,44
zebrafish,interaction_off,3.0,state,3,1745126195,84aee1cb65e0a771fbbbdcb28ac3c238e424f7bf7d106248b8a23522aac14bb1,1024,0.0481102543022361,5000,3048,5.292177873663604,5.413854351687389,0.1216764780237849,0.0224750187425823,native_unnormalised_growth_mass,44
zebrafish,interaction_off,3.0,state,4,3477389265,df27f0b5f20fd4a004dafe73721dd739a786f447481570f3155132ae309b741f,1024,0.0477525336276044,5000,3048,5.292177873663604,5.413854351687389,0.1216764780237849,0.0224750187425823,native_unnormalised_growth_mass,44
zebrafish,interaction_off,3.0,spatial,0,1670110090,767c44379bda8d47073cb6c104b8b07879cf27122978f1f29ceeb3063bfd7ea2,1024,0.0420403177465666,5000,3048,5.292177873663604,5.413854351687389,0.1216764780237849,0.0224750187425823,native_unnormalised_growth_mass,44
zebrafish,interaction_off,3.0,spatial,1,2286773041,04877c297b8a8c3e33a8e17aeaef4282e7e2942c5412f6408645166bac652c27,1024,0.0421214425019454,5000,3048,5.292177873663604,5.413854351687389,0.1216764780237849,0.0224750187425823,native_unnormalised_growth_mass,44
zebrafish,interaction_off,3.0,spatial,2,494369678,2afe363c34ef1aa5b8aeb8babab4a252a3b2ea6c72c36126a724f190f5eb78e9,1024,0.0422001712626548,5000,3048,5.292177873663604,5.413854351687389,0.1216764780237849,0.0224750187425823,native_unnormalised_growth_mass,44
zebrafish,interaction_off,3.0,spatial,3,529427801,9cd1923d65e2790d0d9e0256bb5bc90a9351d29726442691244027c8558dc5cf,1024,0.0419825355970756,5000,3048,5.292177873663604,5.413854351687389,0.1216764780237849,0.0224750187425823,native_unnormalised_growth_mass,44
zebrafish,interaction_off,3.0,spatial,4,3447347896,e8495ce7b502e9821d154354982cf5061c1b88f8f0480cb3ba08acea6e5f0d15,1024,0.0419491583682676,5000,3048,5.292177873663604,5.413854351687389,0.1216764780237849,0.0224750187425823,native_unnormalised_growth_mass,44
zebrafish,interaction_off,4.0,joint,0,1459036019,e45629b3707b31872916c1d1c90bd7afd2dfc8afb09ec7c21bd31badcb476390,1024,0.0615942656315415,5000,5271,9.740729789773468,9.36234458259325,0.3783852071802176,0.0404156462990822,native_unnormalised_growth_mass,44
zebrafish,interaction_off,4.0,joint,1,3958881870,f4fedc00449e3353c974ef8af2642db6f5b31754a21ecc904af9eed4c0256eda,1024,0.0624227630237897,5000,5271,9.740729789773468,9.36234458259325,0.3783852071802176,0.0404156462990822,native_unnormalised_growth_mass,44
zebrafish,interaction_off,4.0,joint,2,3510727012,4c41cc518f091f88c12516f0d9d9bd0768246a2a538a28a41f7660de63bcc9b0,1024,0.0632535166320839,5000,5271,9.740729789773468,9.36234458259325,0.3783852071802176,0.0404156462990822,native_unnormalised_growth_mass,44
zebrafish,interaction_off,4.0,joint,3,371533113,10c301ceb6f64aa57759a3f19c3057161798f95c91687d8081b60308c84e171a,1024,0.0627486997894489,5000,5271,9.740729789773468,9.36234458259325,0.3783852071802176,0.0404156462990822,native_unnormalised_growth_mass,44
zebrafish,interaction_off,4.0,joint,4,3110794264,58cf265de59cb5892109becba428ea95269bab240bb6b5b87ee2d92d4b02ee2e,1024,0.0631152676489942,5000,5271,9.740729789773468,9.36234458259325,0.3783852071802176,0.0404156462990822,native_unnormalised_growth_mass,44
zebrafish,interaction_off,4.0,state,0,487788036,a7822afd3640ed8a95c2ca97a39159db0e119179671380a19920a0648f61fdd2,1024,0.0644957507339044,5000,5271,9.740729789773468,9.36234458259325,0.3783852071802176,0.0404156462990822,native_unnormalised_growth_mass,44
zebrafish,interaction_off,4.0,state,1,1980219439,66d43ac5c5cbeb3b2f040d8c8b2c87c15fc6a1c63d6404b0ef3e7b0470c8854c,1024,0.0638232474667788,5000,5271,9.740729789773468,9.36234458259325,0.3783852071802176,0.0404156462990822,native_unnormalised_growth_mass,44
zebrafish,interaction_off,4.0,state,2,3678780881,0782d8a192db86b8946a1794acdd2150022d6e736a9fc431d7e23fc9076bb14b,1024,0.0640618681946747,5000,5271,9.740729789773468,9.36234458259325,0.3783852071802176,0.0404156462990822,native_unnormalised_growth_mass,44
zebrafish,interaction_off,4.0,state,3,1745126195,84aee1cb65e0a771fbbbdcb28ac3c238e424f7bf7d106248b8a23522aac14bb1,1024,0.0648859498722016,5000,5271,9.740729789773468,9.36234458259325,0.3783852071802176,0.0404156462990822,native_unnormalised_growth_mass,44
zebrafish,interaction_off,4.0,state,4,3477389265,df27f0b5f20fd4a004dafe73721dd739a786f447481570f3155132ae309b741f,1024,0.064956061800774,5000,5271,9.740729789773468,9.36234458259325,0.3783852071802176,0.0404156462990822,native_unnormalised_growth_mass,44
zebrafish,interaction_off,4.0,spatial,0,1670110090,767c44379bda8d47073cb6c104b8b07879cf27122978f1f29ceeb3063bfd7ea2,1024,0.052373884140614,5000,5271,9.740729789773468,9.36234458259325,0.3783852071802176,0.0404156462990822,native_unnormalised_growth_mass,44
zebrafish,interaction_off,4.0,spatial,1,2286773041,04877c297b8a8c3e33a8e17aeaef4282e7e2942c5412f6408645166bac652c27,1024,0.052456381950801,5000,5271,9.740729789773468,9.36234458259325,0.3783852071802176,0.0404156462990822,native_unnormalised_growth_mass,44
zebrafish,interaction_off,4.0,spatial,2,494369678,2afe363c34ef1aa5b8aeb8babab4a252a3b2ea6c72c36126a724f190f5eb78e9,1024,0.05257401293341,5000,5271,9.740729789773468,9.36234458259325,0.3783852071802176,0.0404156462990822,native_unnormalised_growth_mass,44
zebrafish,interaction_off,4.0,spatial,3,529427801,9cd1923d65e2790d0d9e0256bb5bc90a9351d29726442691244027c8558dc5cf,1024,0.0523517816542371,5000,5271,9.740729789773468,9.36234458259325,0.3783852071802176,0.0404156462990822,native_unnormalised_growth_mass,44
zebrafish,interaction_off,4.0,spatial,4,3447347896,e8495ce7b502e9821d154354982cf5061c1b88f8f0480cb3ba08acea6e5f0d15,1024,0.0523763242963862,5000,5271,9.740729789773468,9.36234458259325,0.3783852071802176,0.0404156462990822,native_unnormalised_growth_mass,44
mosta,interaction_on,1.0,joint,0,1556289783,2d8cbb0b5a160d566d88bab37e2e7416610e0f8dc591c1913356c15f7cd2f0f9,1024,0.0252301065708646,5000,77369,1.5030255393940024,1.506259125863915,0.0032335864699126,0.002146766392574,native_unnormalised_growth_mass,42
mosta,interaction_on,1.0,joint,1,2466877579,cb1b2d773c36ce28415626249e67efa69bf7f3061d7c21f2b7fae72f46e47a4c,1024,0.0252171442452597,5000,77369,1.5030255393940024,1.506259125863915,0.0032335864699126,0.002146766392574,native_unnormalised_growth_mass,42
mosta,interaction_on,1.0,joint,2,840223586,01080988eda5256b4a4946318299ebbb5b34b16c16ca6dcaf44466fc370b8fe7,1024,0.025733122022922,5000,77369,1.5030255393940024,1.506259125863915,0.0032335864699126,0.002146766392574,native_unnormalised_growth_mass,42
mosta,interaction_on,1.0,joint,3,2998915179,eb626ff26c8f794a7ca0c1ba553aef75a6e6beabfdf8b67a055f601f40a8deea,1024,0.0256621349670832,5000,77369,1.5030255393940024,1.506259125863915,0.0032335864699126,0.002146766392574,native_unnormalised_growth_mass,42
mosta,interaction_on,1.0,joint,4,2611202253,690796cb8797666bd9584328213165213bdd3f1f31b136852034e5bc1a8287a8,1024,0.0248710516427728,5000,77369,1.5030255393940024,1.506259125863915,0.0032335864699126,0.002146766392574,native_unnormalised_growth_mass,42
mosta,interaction_on,1.0,state,0,1454368735,d1dac1171066f73817e7bbb0e584bc13e6b2140d21ebfad00a5dc0204f9e56c7,1024,0.0239529698454639,5000,77369,1.5030255393940024,1.506259125863915,0.0032335864699126,0.002146766392574,native_unnormalised_growth_mass,42
mosta,interaction_on,1.0,state,1,2853850383,b171bffcd4aae791332b032c55d4b215571355ac7ccbe5c5ecb6a3f75af30625,1024,0.0235549365476693,5000,77369,1.5030255393940024,1.506259125863915,0.0032335864699126,0.002146766392574,native_unnormalised_growth_mass,42
mosta,interaction_on,1.0,state,2,2799650187,1c89a29e19072e1f11bfd51e55201b63bf251d86d930ab4dfa7916820f0e1c93,1024,0.0235639799541785,5000,77369,1.5030255393940024,1.506259125863915,0.0032335864699126,0.002146766392574,native_unnormalised_growth_mass,42
mosta,interaction_on,1.0,state,3,4123699352,3f7650016d4e93f3efe788799b7db032daa11c2a658d40e4343b5e4035d254bb,1024,0.0241966351276917,5000,77369,1.5030255393940024,1.506259125863915,0.0032335864699126,0.002146766392574,native_unnormalised_growth_mass,42
mosta,interaction_on,1.0,state,4,957962967,ab83e05e5224aab3e62665b8e1c10a8f76aaaf9d673a8e84365af24984a193d2,1024,0.023396325389094,5000,77369,1.5030255393940024,1.506259125863915,0.0032335864699126,0.002146766392574,native_unnormalised_growth_mass,42
mosta,interaction_on,1.0,spatial,0,2225527886,5f069b34c7d8c601592601ede05cd5845bc9a4c5baa35d59ff8c8c7b6588aa5f,1024,0.0313314352331891,5000,77369,1.5030255393940024,1.506259125863915,0.0032335864699126,0.002146766392574,native_unnormalised_growth_mass,42
mosta,interaction_on,1.0,spatial,1,2846964048,56138e59e97bbcdfcf42138d699e8983a3df494d7f4b015c5e125e196737c808,1024,0.0310150225041811,5000,77369,1.5030255393940024,1.506259125863915,0.0032335864699126,0.002146766392574,native_unnormalised_growth_mass,42
mosta,interaction_on,1.0,spatial,2,3087075684,7dd9877ff175abefe64805e799321a1abeb6625d0e3caa31b123df718b5a7365,1024,0.0313817406967772,5000,77369,1.5030255393940024,1.506259125863915,0.0032335864699126,0.002146766392574,native_unnormalised_growth_mass,42
mosta,interaction_on,1.0,spatial,3,2085671091,31f7c6f6c3718045e4c411c1ef35d7a7a3c4bc7af3bbe0e9a757996d6a38e97d,1024,0.0310890040890506,5000,77369,1.5030255393940024,1.506259125863915,0.0032335864699126,0.002146766392574,native_unnormalised_growth_mass,42
mosta,interaction_on,1.0,spatial,4,2948053437,70bf56966fce90ad0f9c1a5f89010fc10b86706e527e48902a4a3e317be57a3f,1024,0.0312035006136469,5000,77369,1.5030255393940024,1.506259125863915,0.0032335864699126,0.002146766392574,native_unnormalised_growth_mass,42
mosta,interaction_on,2.0,joint,0,1556289783,2d8cbb0b5a160d566d88bab37e2e7416610e0f8dc591c1913356c15f7cd2f0f9,1024,0.0388370180189849,5000,102519,1.873654310737038,1.9958921444563416,0.1222378337193037,0.0612447090684852,native_unnormalised_growth_mass,42
mosta,interaction_on,2.0,joint,1,2466877579,cb1b2d773c36ce28415626249e67efa69bf7f3061d7c21f2b7fae72f46e47a4c,1024,0.0403065427307469,5000,102519,1.873654310737038,1.9958921444563416,0.1222378337193037,0.0612447090684852,native_unnormalised_growth_mass,42
mosta,interaction_on,2.0,joint,2,840223586,01080988eda5256b4a4946318299ebbb5b34b16c16ca6dcaf44466fc370b8fe7,1024,0.0414002345992163,5000,102519,1.873654310737038,1.9958921444563416,0.1222378337193037,0.0612447090684852,native_unnormalised_growth_mass,42
mosta,interaction_on,2.0,joint,3,2998915179,eb626ff26c8f794a7ca0c1ba553aef75a6e6beabfdf8b67a055f601f40a8deea,1024,0.0404521477822136,5000,102519,1.873654310737038,1.9958921444563416,0.1222378337193037,0.0612447090684852,native_unnormalised_growth_mass,42
mosta,interaction_on,2.0,joint,4,2611202253,690796cb8797666bd9584328213165213bdd3f1f31b136852034e5bc1a8287a8,1024,0.0398576565162232,5000,102519,1.873654310737038,1.9958921444563416,0.1222378337193037,0.0612447090684852,native_unnormalised_growth_mass,42
mosta,interaction_on,2.0,state,0,1454368735,d1dac1171066f73817e7bbb0e584bc13e6b2140d21ebfad00a5dc0204f9e56c7,1024,0.0382927600033745,5000,102519,1.873654310737038,1.9958921444563416,0.1222378337193037,0.0612447090684852,native_unnormalised_growth_mass,42
mosta,interaction_on,2.0,state,1,2853850383,b171bffcd4aae791332b032c55d4b215571355ac7ccbe5c5ecb6a3f75af30625,1024,0.0387643358233182,5000,102519,1.873654310737038,1.9958921444563416,0.1222378337193037,0.0612447090684852,native_unnormalised_growth_mass,42
mosta,interaction_on,2.0,state,2,2799650187,1c89a29e19072e1f11bfd51e55201b63bf251d86d930ab4dfa7916820f0e1c93,1024,0.0399000611578406,5000,102519,1.873654310737038,1.9958921444563416,0.1222378337193037,0.0612447090684852,native_unnormalised_growth_mass,42
mosta,interaction_on,2.0,state,3,4123699352,3f7650016d4e93f3efe788799b7db032daa11c2a658d40e4343b5e4035d254bb,1024,0.0388348205160901,5000,102519,1.873654310737038,1.9958921444563416,0.1222378337193037,0.0612447090684852,native_unnormalised_growth_mass,42
mosta,interaction_on,2.0,state,4,957962967,ab83e05e5224aab3e62665b8e1c10a8f76aaaf9d673a8e84365af24984a193d2,1024,0.0366076072748529,5000,102519,1.873654310737038,1.9958921444563416,0.1222378337193037,0.0612447090684852,native_unnormalised_growth_mass,42
mosta,interaction_on,2.0,spatial,0,2225527886,5f069b34c7d8c601592601ede05cd5845bc9a4c5baa35d59ff8c8c7b6588aa5f,1024,0.0633973448920408,5000,102519,1.873654310737038,1.9958921444563416,0.1222378337193037,0.0612447090684852,native_unnormalised_growth_mass,42
mosta,interaction_on,2.0,spatial,1,2846964048,56138e59e97bbcdfcf42138d699e8983a3df494d7f4b015c5e125e196737c808,1024,0.0640089559558815,5000,102519,1.873654310737038,1.9958921444563416,0.1222378337193037,0.0612447090684852,native_unnormalised_growth_mass,42
mosta,interaction_on,2.0,spatial,2,3087075684,7dd9877ff175abefe64805e799321a1abeb6625d0e3caa31b123df718b5a7365,1024,0.0635210958285177,5000,102519,1.873654310737038,1.9958921444563416,0.1222378337193037,0.0612447090684852,native_unnormalised_growth_mass,42
mosta,interaction_on,2.0,spatial,3,2085671091,31f7c6f6c3718045e4c411c1ef35d7a7a3c4bc7af3bbe0e9a757996d6a38e97d,1024,0.0639310007026591,5000,102519,1.873654310737038,1.9958921444563416,0.1222378337193037,0.0612447090684852,native_unnormalised_growth_mass,42
mosta,interaction_on,2.0,spatial,4,2948053437,70bf56966fce90ad0f9c1a5f89010fc10b86706e527e48902a4a3e317be57a3f,1024,0.0636631731592711,5000,102519,1.873654310737038,1.9958921444563416,0.1222378337193037,0.0612447090684852,native_unnormalised_growth_mass,42
mosta,interaction_on,3.0,joint,0,1556289783,2d8cbb0b5a160d566d88bab37e2e7416610e0f8dc591c1913356c15f7cd2f0f9,1024,0.0216932795450502,5000,113350,2.0793153574777534,2.2067555728608976,0.1274402153831442,0.0577500367283211,native_unnormalised_growth_mass,42
