time,n_cells,n_features,n_values,preclip_min,preclip_max,n_values_below_clip_min,fraction_below_clip_min,clip_min,postclip_min,postclip_max
0.0,7668,2246,17222328,-1.0361170768737793,6.516268253326416,1530206,0.08885012525600489,0.0,0.0,6.516268253326416
0.5,7780,2246,17473880,-1.1496965885162354,6.114542007446289,1441397,0.08248866307883539,0.0,0.0,6.114542007446289
1.0,8106,2246,18206076,-1.0296533107757568,6.359761714935303,1394108,0.07657377679847102,0.0,0.0,6.359761714935303
1.5,8608,2246,19333568,-1.9437496662139893,5.115942001342773,1384560,0.07161430316432021,0.0,0.0,5.115942001342773
2.0,9436,2246,21193256,-1.0809292793273926,6.153733730316162,1757968,0.08294940616958527,0.0,0.0,6.153733730316162
2.5,9684,2246,21750264,-2.8288192749023438,5.234866619110107,1340683,0.06163984952090697,0.0,0.0,5.234866619110107
3.0,9673,2246,21725558,-1.1317265033721924,6.2992706298828125,1432066,0.06591618958647691,0.0,0.0,6.2992706298828125
3.5,10035,2246,22538610,-3.423567771911621,5.588258266448975,1381211,0.061281995651018405,0.0,0.0,5.588258266448975
4.0,11316,2246,25415736,-1.045459270477295,5.923426151275635,2029178,0.07983943490757064,0.0,0.0,5.923426151275635
