trajectory_kind,pair_id,ligand,receptor,pair,cell_type,expected_n_times,observed_n_times,requested_times,observed_times,missing_times,complete_time_grid,total_score,nonzero_n_times,requested_subunits,missing_pca_subunits,inactive_pca_subunits,retained,drop_reason,expression_unavailable_times,n_expression_unavailable_times
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,MSN,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.0025912192326428564,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,Oligo,9,2,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5]","[1.0,1.5,2.0,2.5,3.0,3.5,4.0]",False,0.0003346049553115945,2,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,Unknown,9,3,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5]",False,0.000248940344701164,3,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,VLMC,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.003173914425695273,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,WSN,9,4,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5]","[2.0,2.5,3.0,3.5,4.0]",False,0.00012988907147935174,4,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,cckIN,9,7,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.5,1.0,1.5,2.0,2.5,3.0,4.0]","[0.0,3.5]",False,0.00024209395526108974,7,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,dpEX,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.00043640892879367625,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,mpEX,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.0010744129542344621,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,mpIN,9,6,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,3.5,4.0]","[2.0,2.5,3.0]",False,0.00015176704621869345,5,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,nptxEX,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.0016625710015178313,8,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,npyIN,9,6,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[1.0,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.5]",False,0.0002847852946641819,5,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,ntng1IN,9,4,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0]",False,7.744264317373287e-05,3,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,obNBL,9,7,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,4.0]","[3.0,3.5]",False,0.00010749445608265873,7,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,rIPC1,9,3,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[2.5,3.0,3.5]","[0.0,0.5,1.0,1.5,2.0,4.0]",False,0.0008521103399341103,3,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,rIPC2,9,3,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[2.5,3.0,3.5]","[0.0,0.5,1.0,1.5,2.0,4.0]",False,0.0005276308172398279,3,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,rIPC4,9,2,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0]",False,0.001475364878096583,2,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,reaEGC,9,8,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5]",[4.0],False,0.004737158918796273,8,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,ribEGC,9,7,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.5,3.0,3.5]","[2.0,4.0]",False,0.0060139613114347495,6,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,scgnIN,9,8,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,4.0]",[3.5],False,1.8824681446973724e-05,8,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,sfrpEGC,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.01965569999993497,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,sstIN,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.00018285074714576236,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,tlNBL,9,8,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.5,4.0]",[3.0],False,0.006974654790538408,8,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA10_ITGB1""]",COL6A2,ITGA10_ITGB1,COL6A2_ITGA10_ITGB1,wntEGC,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.017263342087906523,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,CMPN,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.005607154223691093,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,CP,9,3,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[2.0,2.5,3.0]","[0.0,0.5,1.0,1.5,3.5,4.0]",False,0.05786190501492105,3,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,IMN,9,6,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0]",False,0.007697058630549198,6,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,MCG,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.028401830927213226,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,MSN,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.008607016084994007,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,Oligo,9,2,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5]","[1.0,1.5,2.0,2.5,3.0,3.5,4.0]",False,0.0062686233762926265,2,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,Unknown,9,3,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5]",False,0.0005514671477621002,3,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,VLMC,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.0825760085985409,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,WSN,9,4,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5]","[2.0,2.5,3.0,3.5,4.0]",False,0.0030569231228426965,4,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,cckIN,9,7,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.5,1.0,1.5,2.0,2.5,3.0,4.0]","[0.0,3.5]",False,0.0008144172083903734,7,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,dpEX,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.002619542586893463,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,mpEX,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.009110671556565903,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,mpIN,9,6,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,3.5,4.0]","[2.0,2.5,3.0]",False,0.00019334362248795784,5,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,nptxEX,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.005784195192454846,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,npyIN,9,6,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[1.0,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.5]",False,0.0010142548255074534,6,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,ntng1IN,9,4,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0]",False,0.00014134194153336631,3,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,obNBL,9,7,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,4.0]","[3.0,3.5]",False,0.00046913065989993374,7,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,rIPC1,9,3,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[2.5,3.0,3.5]","[0.0,0.5,1.0,1.5,2.0,4.0]",False,0.00814253148253853,3,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,rIPC2,9,3,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[2.5,3.0,3.5]","[0.0,0.5,1.0,1.5,2.0,4.0]",False,0.003262905265819201,3,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,rIPC4,9,2,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0]",False,0.007296890033925539,2,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,reaEGC,9,8,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5]",[4.0],False,0.08610677987916174,8,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,ribEGC,9,7,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.5,3.0,3.5]","[2.0,4.0]",False,0.027282804046126992,7,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,scgnIN,9,8,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,4.0]",[3.5],False,0.00014079540442812528,8,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,sfrpEGC,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.15505164573518818,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,sstIN,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.0013695487016474536,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,tlNBL,9,8,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.5,4.0]",[3.0],False,0.037484315837456705,8,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,COL6A2_ITGA1_ITGB1,wntEGC,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.1119328049716837,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,CMPN,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.04263518071914611,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,CP,9,3,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[2.0,2.5,3.0]","[0.0,0.5,1.0,1.5,3.5,4.0]",False,0.17692119464817288,3,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,IMN,9,6,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0]",False,0.03802352989092128,6,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,MCG,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.10672308793574345,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,MSN,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.05397721046785816,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,Oligo,9,2,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5]","[1.0,1.5,2.0,2.5,3.0,3.5,4.0]",False,0.023951686680542636,2,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,Unknown,9,3,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5]",False,0.008565896635031631,3,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,VLMC,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.1352045152817012,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,WSN,9,4,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5]","[2.0,2.5,3.0,3.5,4.0]",False,0.006851096918552672,4,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,cckIN,9,7,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.5,1.0,1.5,2.0,2.5,3.0,4.0]","[0.0,3.5]",False,0.0045686889234636,7,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,dpEX,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.02106058674416315,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,mpEX,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.06571603703412598,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,mpIN,9,6,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,3.5,4.0]","[2.0,2.5,3.0]",False,0.005174981420285661,5,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,nptxEX,9,9,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]",[],True,0.04557217392265287,9,,,,True,,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,npyIN,9,6,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[1.0,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.5]",False,0.00812015874790511,5,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,ntng1IN,9,4,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0]",False,0.0010338730630516,3,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,obNBL,9,7,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,4.0]","[3.0,3.5]",False,0.0021098443272316632,7,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,rIPC1,9,3,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[2.5,3.0,3.5]","[0.0,0.5,1.0,1.5,2.0,4.0]",False,0.037454733824483305,3,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,rIPC2,9,3,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[2.5,3.0,3.5]","[0.0,0.5,1.0,1.5,2.0,4.0]",False,0.02458924383586468,3,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,rIPC4,9,2,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0]",False,0.05529890988370364,2,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,reaEGC,9,8,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5]",[4.0],False,0.29298795311382286,8,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,ribEGC,9,7,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.5,3.0,3.5]","[2.0,4.0]",False,0.13089330608796151,7,,,,False,incomplete_requested_time_grid,[],0.0
pair_celltype,"[""COL6A2"",""ITGA3_ITGB1""]",COL6A2,ITGA3_ITGB1,COL6A2_ITGA3_ITGB1,scgnIN,9,8,"[0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0]","[0.0,0.5,1.0,1.5,2.0,2.5,3.0,4.0]",[3.5],False,0.0007634914177990425,8,,,,False,incomplete_requested_time_grid,[],0.0
