requested_clusters,chosen_clusters,clusters_found,silhouette,normalization,linkage_method,cluster_order,cut_strategy,n_zero_distance_merges,minimum_cluster_size,maximum_cluster_size
2,2,2,0.22851264157686588,minmax,kmeans,peak_time,sklearn_kmeans_pp_n_init_100_seed_0,0,217,314
