raw_gene,variance,rank
DCHS2,0.00029646410534685063,373
STAT1,0.00029527930166024156,374
SEMA6A,0.00029398819939919504,375
SMIM18,0.00029325968873517087,376
AHCYL1,0.0002917742754174581,377
PXN,0.00029139871601829425,378
NPY1R,0.00028686052785340985,379
GLG1,0.0002865927526783112,380
CAVIN2,0.0002863920877668341,381
CHRDL1,0.00028605471065148796,382
DNAH7[nr] | AMEX60DD055246,0.00028587771469335644,383
AMEX60DD000844,0.0002854207198300422,384
LSM3,0.0002820958691206172,385
VWC2,0.00027872669177159116,386
ZNF608,0.0002775517732070988,387
OLFML2A,0.00027719025014235623,388
TAF13,0.00027653739988042227,389
SLC12A2__2,0.0002763938425527793,390
AMEX60DD001888,0.00027522357882182446,391
RNASEL,0.0002722469574490156,392
GFRA1,0.0002700234443016741,393
EPHA4,0.00026957335279098767,394
SLC38A4,0.00026913399407079363,395
GJB6,0.00026884506319942955,396
SNX6,0.0002685988660746845,397
DUSP12,0.000264893843513552,398
TSPO,0.00026410065349208,399
POLR2I,0.00026232633245688305,400
PAGR1,0.0002594128694265591,401
TIMM8A,0.00025852908356631106,402
HEBP1,0.000255644891963231,403
PRELID1,0.0002550621102389752,404
SLC6A9,0.0002511433683845391,405
PLTP,0.00024972381787262497,406
KCNK9,0.0002490376357527884,407
LRRC57,0.0002483080356668005,408
FZD2,0.00024677046038532074,409
SPHKAP,0.0002449318172011991,410
ASAH1,0.0002448452350963928,411
DHTKD1,0.00024406459755337532,412
SDK2,0.00024307216101936152,413
AIF1,0.00024073964123218984,414
PODXL,0.00024035514594686845,415
RCAN1,0.0002388170971092872,416
KHDRBS2,0.00023872133195821665,417
FSD1,0.00023804309395393335,418
EPHB2,0.00023780793965679848,419
EIF4EBP1,0.00023741991672439474,420
EFNB3,0.000237029226020977,421
DOHH,0.00023670512420878313,422
LIFR,0.00023428027031726167,423
MRPS12,0.00023353304767635566,424
GAA,0.0002312897438123283,425
ITGB1,0.00023111240348675804,426
MTHFD2,0.0002306804438901453,427
LOC106944734[nr] | AMEX60DD044469,0.0002306201305781794,428
ENOX1,0.00022850368964043462,429
COL12A1,0.00022835876584413066,430
LCP1,0.00022697268483094972,431
DLST,0.00022354407124936356,432
CHCHD4,0.00022353723374120244,433
NDNF,0.00022153768596011838,434
VMD2[nr] | AMEX60DD047584,0.0002212624217231333,435
JAM2,0.0002187638106053248,436
EPHX1,0.0002183964255674179,437
PECAM1,0.0002181932406377299,438
SORT1,0.0002164185672470987,439
SLC17A6,0.00021620996753155054,440
KCNG1__2,0.0002140716159028809,441
SLC40A1,0.00020704751631605615,442
GEMIN7,0.00020483421386945165,443
RLIM,0.00020399762772628591,444
ST8SIA2,0.00020355787500903066,445
BEGAIN,0.00020342819679140242,446
RNASEH2A,0.0002021214077622716,447
ZFC3H1,0.00020182935375970693,448
AMEX60DD025660,0.00020136262282704218,449
CLIC4,0.0002011627663565482,450
MANF,0.0002004567869712707,451
GADD45B,0.00019860892964296576,452
PROS1,0.00019687444419504358,453
CNTNAP5__3,0.0001958486094854901,454
SDC4,0.0001948842569781064,455
OLFML3,0.00019425733992039303,456
COLEC12,0.000192830913355396,457
SYT10,0.00019282064560114238,458
EFNB1,0.0001927318291120543,459
RASSF2,0.00019268929766493666,460
CSMD1,0.0001921242040262525,461
TAGLN,0.00018924632227270484,462
INTS11,0.00018913984118625428,463
TMEM141,0.00018874410454761728,464
CBL,0.00018730119597078231,465
ATP6V0E1,0.00018694925153961615,466
LARP6,0.0001861086849660905,467
NECAB1[nr] | AMEX60DD040068,0.00018488655951024444,468
CNPY3,0.00018462038590955803,469
NR4A3,0.00018445507637820992,470
CA10,0.00018372247781542675,471
RAB33A,0.00018271608587895562,472
ANGPTL2,0.00018230970206284695,473
NRG1,0.00018094433042066172,474
TGM2,0.00018073444438329445,475
KCTD10,0.00018011075450274322,476
AVPR1A,0.0001800816951306372,477
PRR16,0.00017974105608825375,478
AMEX60DD013912,0.00017971353750678687,479
CDKN1A,0.00017949545930503333,480
LOC105357518[nr] | AMEX60DD009107,0.00017890752414131362,481
SDC2,0.00017794143382809143,482
COPS4,0.00017688024603285248,483
HEXA[nr] | AMEX60DD003872,0.00017666884619155408,484
MRPL12,0.00017657268456420903,485
PGAP1,0.000176292473755935,486
AQP4,0.00017626946275336772,487
OSBPL5,0.00017593451603223462,488
KCNQ3,0.00017415471038637577,489
MDFIC,0.00017395844110040272,490
