historical_order,pair,time,score,strict_estimable,display_status,strict_cluster,non_estimable_reason
45,LAMA5_ITGA1_ITGB1,2.5,0.0771071758500293,True,curve,2.0,
45,LAMA5_ITGA1_ITGB1,3.0,0.0539217520719675,True,curve,2.0,
45,LAMA5_ITGA1_ITGB1,3.5,0.0814139409151887,True,curve,2.0,
45,LAMA5_ITGA1_ITGB1,4.0,0.0132959931923216,True,curve,2.0,
46,GHRH_VIPR1,0.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
46,GHRH_VIPR1,0.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
46,GHRH_VIPR1,1.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
46,GHRH_VIPR1,1.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
46,GHRH_VIPR1,2.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
46,GHRH_VIPR1,2.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
46,GHRH_VIPR1,3.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
46,GHRH_VIPR1,3.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
46,GHRH_VIPR1,4.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
47,TNC_ITGAV_ITGB6,0.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
47,TNC_ITGAV_ITGB6,0.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
47,TNC_ITGAV_ITGB6,1.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
47,TNC_ITGAV_ITGB6,1.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
47,TNC_ITGAV_ITGB6,2.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
47,TNC_ITGAV_ITGB6,2.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
47,TNC_ITGAV_ITGB6,3.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
47,TNC_ITGAV_ITGB6,3.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
47,TNC_ITGAV_ITGB6,4.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
48,COL6A6_ITGA1_ITGB1,0.0,0.0032804612765802,True,curve,2.0,
48,COL6A6_ITGA1_ITGB1,0.5,0.001954293217061,True,curve,2.0,
48,COL6A6_ITGA1_ITGB1,1.0,0.0011512738529881,True,curve,2.0,
48,COL6A6_ITGA1_ITGB1,1.5,0.0040749774379275,True,curve,2.0,
48,COL6A6_ITGA1_ITGB1,2.0,0.0095210371354104,True,curve,2.0,
48,COL6A6_ITGA1_ITGB1,2.5,0.0121223278292606,True,curve,2.0,
48,COL6A6_ITGA1_ITGB1,3.0,0.0096445737168077,True,curve,2.0,
48,COL6A6_ITGA1_ITGB1,3.5,0.0084055891924837,True,curve,2.0,
48,COL6A6_ITGA1_ITGB1,4.0,0.0007968907251715,True,curve,2.0,
49,WNT11_FZD2,0.0,0.7691408574380958,True,curve,2.0,
49,WNT11_FZD2,0.5,0.7935368808767499,True,curve,2.0,
49,WNT11_FZD2,1.0,1.102070469352066,True,curve,2.0,
49,WNT11_FZD2,1.5,1.254412161227949,True,curve,2.0,
49,WNT11_FZD2,2.0,1.2298630095963234,True,curve,2.0,
49,WNT11_FZD2,2.5,1.325683664742484,True,curve,2.0,
49,WNT11_FZD2,3.0,1.3343285381098555,True,curve,2.0,
49,WNT11_FZD2,3.5,1.7948535981371456,True,curve,2.0,
49,WNT11_FZD2,4.0,1.1108018664045558,True,curve,2.0,
50,PTPRM_PTPRM,0.0,0.0319179672350127,True,curve,2.0,
50,PTPRM_PTPRM,0.5,0.0590641751859011,True,curve,2.0,
50,PTPRM_PTPRM,1.0,0.0497857137805667,True,curve,2.0,
50,PTPRM_PTPRM,1.5,0.1000076106848816,True,curve,2.0,
50,PTPRM_PTPRM,2.0,0.0954647050405886,True,curve,2.0,
50,PTPRM_PTPRM,2.5,0.0649390349453268,True,curve,2.0,
50,PTPRM_PTPRM,3.0,0.0404036909469969,True,curve,2.0,
50,PTPRM_PTPRM,3.5,0.0839160622789838,True,curve,2.0,
50,PTPRM_PTPRM,4.0,0.0823814953894568,True,curve,2.0,
51,WNT7B_FZD2_LRP5,0.0,3.322944894480696,True,curve,2.0,
51,WNT7B_FZD2_LRP5,0.5,3.0454854357191605,True,curve,2.0,
51,WNT7B_FZD2_LRP5,1.0,4.281295501271828,True,curve,2.0,
51,WNT7B_FZD2_LRP5,1.5,4.447834958441966,True,curve,2.0,
51,WNT7B_FZD2_LRP5,2.0,4.770111603353449,True,curve,2.0,
51,WNT7B_FZD2_LRP5,2.5,3.414019853712337,True,curve,2.0,
51,WNT7B_FZD2_LRP5,3.0,1.8324729961167852,True,curve,2.0,
51,WNT7B_FZD2_LRP5,3.5,4.662980309189437,True,curve,2.0,
51,WNT7B_FZD2_LRP5,4.0,4.603337990354186,True,curve,2.0,
52,WNT7B_FZD2_LRP6,0.0,2.712282411440372,True,curve,2.0,
52,WNT7B_FZD2_LRP6,0.5,2.983937961294193,True,curve,2.0,
52,WNT7B_FZD2_LRP6,1.0,3.24392313480828,True,curve,2.0,
52,WNT7B_FZD2_LRP6,1.5,4.682716222570131,True,curve,2.0,
52,WNT7B_FZD2_LRP6,2.0,4.394870676182248,True,curve,2.0,
52,WNT7B_FZD2_LRP6,2.5,4.018069683560808,True,curve,2.0,
52,WNT7B_FZD2_LRP6,3.0,2.3279660342980306,True,curve,2.0,
52,WNT7B_FZD2_LRP6,3.5,5.516922052726232,True,curve,2.0,
52,WNT7B_FZD2_LRP6,4.0,5.003638921361983,True,curve,2.0,
53,PTN_ITGAV_ITGB3,0.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
53,PTN_ITGAV_ITGB3,0.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
53,PTN_ITGAV_ITGB3,1.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
53,PTN_ITGAV_ITGB3,1.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
53,PTN_ITGAV_ITGB3,2.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
53,PTN_ITGAV_ITGB3,2.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
53,PTN_ITGAV_ITGB3,3.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
53,PTN_ITGAV_ITGB3,3.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
53,PTN_ITGAV_ITGB3,4.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
54,ANGPTL4_ITGAV_ITGB3,0.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
54,ANGPTL4_ITGAV_ITGB3,0.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
54,ANGPTL4_ITGAV_ITGB3,1.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
54,ANGPTL4_ITGAV_ITGB3,1.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
54,ANGPTL4_ITGAV_ITGB3,2.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
54,ANGPTL4_ITGAV_ITGB3,2.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
54,ANGPTL4_ITGAV_ITGB3,3.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
54,ANGPTL4_ITGAV_ITGB3,3.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
54,ANGPTL4_ITGAV_ITGB3,4.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
55,SPP1_ITGAV_ITGB3,0.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
55,SPP1_ITGAV_ITGB3,0.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
55,SPP1_ITGAV_ITGB3,1.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
55,SPP1_ITGAV_ITGB3,1.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
55,SPP1_ITGAV_ITGB3,2.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
55,SPP1_ITGAV_ITGB3,2.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
55,SPP1_ITGAV_ITGB3,3.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
55,SPP1_ITGAV_ITGB3,3.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
55,SPP1_ITGAV_ITGB3,4.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
56,COL4A1_ITGA1_ITGB1,0.0,0.0244399040726408,True,curve,2.0,
56,COL4A1_ITGA1_ITGB1,0.5,0.0161918668485669,True,curve,2.0,
56,COL4A1_ITGA1_ITGB1,1.0,0.005229961536081,True,curve,2.0,
56,COL4A1_ITGA1_ITGB1,1.5,0.0262622218181994,True,curve,2.0,
56,COL4A1_ITGA1_ITGB1,2.0,0.0442132647533027,True,curve,2.0,
56,COL4A1_ITGA1_ITGB1,2.5,0.0764891600888509,True,curve,2.0,
56,COL4A1_ITGA1_ITGB1,3.0,0.031078134723109,True,curve,2.0,
56,COL4A1_ITGA1_ITGB1,3.5,0.0519158951471345,True,curve,2.0,
56,COL4A1_ITGA1_ITGB1,4.0,0.005323432902186,True,curve,2.0,
57,SEMA7A_ITGB1_ITGA1,0.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
57,SEMA7A_ITGB1_ITGA1,0.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
57,SEMA7A_ITGB1_ITGA1,1.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
57,SEMA7A_ITGB1_ITGA1,1.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
57,SEMA7A_ITGB1_ITGA1,2.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
57,SEMA7A_ITGB1_ITGA1,2.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
57,SEMA7A_ITGB1_ITGA1,3.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
57,SEMA7A_ITGB1_ITGA1,3.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
57,SEMA7A_ITGB1_ITGA1,4.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
58,COL4A2_ITGA1_ITGB1,0.0,0.0156716866992711,True,curve,2.0,
58,COL4A2_ITGA1_ITGB1,0.5,0.011498272417422,True,curve,2.0,
58,COL4A2_ITGA1_ITGB1,1.0,0.0064353283755614,True,curve,2.0,
58,COL4A2_ITGA1_ITGB1,1.5,0.0227991195790771,True,curve,2.0,
58,COL4A2_ITGA1_ITGB1,2.0,0.0257775035834731,True,curve,2.0,
58,COL4A2_ITGA1_ITGB1,2.5,0.0509249274663289,True,curve,2.0,
58,COL4A2_ITGA1_ITGB1,3.0,0.023714131982271,True,curve,2.0,
58,COL4A2_ITGA1_ITGB1,3.5,0.0405987068339532,True,curve,2.0,
58,COL4A2_ITGA1_ITGB1,4.0,0.0053520754877973,True,curve,2.0,
59,SPP1_ITGA8_ITGB1,0.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
59,SPP1_ITGA8_ITGB1,0.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
59,SPP1_ITGA8_ITGB1,1.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
59,SPP1_ITGA8_ITGB1,1.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
59,SPP1_ITGA8_ITGB1,2.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
59,SPP1_ITGA8_ITGB1,2.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
59,SPP1_ITGA8_ITGB1,3.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
59,SPP1_ITGA8_ITGB1,3.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
59,SPP1_ITGA8_ITGB1,4.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
60,LAMA1_ITGA7_ITGB1,0.0,0.0114710006715313,True,curve,2.0,
60,LAMA1_ITGA7_ITGB1,0.5,0.0160492677277556,True,curve,2.0,
60,LAMA1_ITGA7_ITGB1,1.0,0.017142062879396,True,curve,2.0,
60,LAMA1_ITGA7_ITGB1,1.5,0.0247632969600306,True,curve,2.0,
60,LAMA1_ITGA7_ITGB1,2.0,0.0227569468242828,True,curve,2.0,
60,LAMA1_ITGA7_ITGB1,2.5,0.0373706168536629,True,curve,2.0,
60,LAMA1_ITGA7_ITGB1,3.0,0.0309198396802725,True,curve,2.0,
60,LAMA1_ITGA7_ITGB1,3.5,0.0506714490518568,True,curve,2.0,
60,LAMA1_ITGA7_ITGB1,4.0,0.0186547142267967,True,curve,2.0,
61,LAMA5_ITGA7_ITGB1,0.0,0.0268041393707366,True,curve,2.0,
61,LAMA5_ITGA7_ITGB1,0.5,0.0465736183752437,True,curve,2.0,
61,LAMA5_ITGA7_ITGB1,1.0,0.0409787869631824,True,curve,2.0,
61,LAMA5_ITGA7_ITGB1,1.5,0.0681772895314291,True,curve,2.0,
61,LAMA5_ITGA7_ITGB1,2.0,0.0799768618947147,True,curve,2.0,
61,LAMA5_ITGA7_ITGB1,2.5,0.0972102914518002,True,curve,2.0,
61,LAMA5_ITGA7_ITGB1,3.0,0.1074634547196672,True,curve,2.0,
61,LAMA5_ITGA7_ITGB1,3.5,0.1539888438680408,True,curve,2.0,
61,LAMA5_ITGA7_ITGB1,4.0,0.066109537764006,True,curve,2.0,
62,WNT11_FZD7,0.0,0.1108014890800377,True,curve,2.0,
62,WNT11_FZD7,0.5,0.089640808117968,True,curve,2.0,
62,WNT11_FZD7,1.0,0.0606713230280706,True,curve,2.0,
62,WNT11_FZD7,1.5,0.1266769651782982,True,curve,2.0,
62,WNT11_FZD7,2.0,0.1453195112541084,True,curve,2.0,
62,WNT11_FZD7,2.5,0.1998492002163951,True,curve,2.0,
62,WNT11_FZD7,3.0,0.2843506458860783,True,curve,2.0,
62,WNT11_FZD7,3.5,0.2292596910971351,True,curve,2.0,
62,WNT11_FZD7,4.0,0.083074892101226,True,curve,2.0,
63,LAMA2_ITGA1_ITGB1,0.0,0.0073107529096511,True,curve,2.0,
63,LAMA2_ITGA1_ITGB1,0.5,0.0104848177118777,True,curve,2.0,
63,LAMA2_ITGA1_ITGB1,1.0,0.0078986339969914,True,curve,2.0,
63,LAMA2_ITGA1_ITGB1,1.5,0.0187993963731379,True,curve,2.0,
63,LAMA2_ITGA1_ITGB1,2.0,0.0200094493484672,True,curve,2.0,
63,LAMA2_ITGA1_ITGB1,2.5,0.031563129990632,True,curve,2.0,
63,LAMA2_ITGA1_ITGB1,3.0,0.0197249843855855,True,curve,2.0,
63,LAMA2_ITGA1_ITGB1,3.5,0.0248190230360185,True,curve,2.0,
63,LAMA2_ITGA1_ITGB1,4.0,0.0036340457266713,True,curve,2.0,
64,ESAM_ESAM,0.0,0.0141782422438949,True,curve,2.0,
64,ESAM_ESAM,0.5,0.0099801441379275,True,curve,2.0,
64,ESAM_ESAM,1.0,0.0112812004270126,True,curve,2.0,
64,ESAM_ESAM,1.5,0.01837099614648,True,curve,2.0,
64,ESAM_ESAM,2.0,0.0119953008305241,True,curve,2.0,
64,ESAM_ESAM,2.5,0.0268054278753326,True,curve,2.0,
64,ESAM_ESAM,3.0,0.0111827471549864,True,curve,2.0,
64,ESAM_ESAM,3.5,0.0242674355251717,True,curve,2.0,
64,ESAM_ESAM,4.0,0.0079538664483915,True,curve,2.0,
65,LAMA4_ITGA1_ITGB1,0.0,0.0140597780363525,True,curve,2.0,
65,LAMA4_ITGA1_ITGB1,0.5,0.0136358724067483,True,curve,2.0,
65,LAMA4_ITGA1_ITGB1,1.0,0.0066973511836648,True,curve,2.0,
65,LAMA4_ITGA1_ITGB1,1.5,0.0244630337317438,True,curve,2.0,
65,LAMA4_ITGA1_ITGB1,2.0,0.0251695798047303,True,curve,2.0,
65,LAMA4_ITGA1_ITGB1,2.5,0.0348718855574237,True,curve,2.0,
65,LAMA4_ITGA1_ITGB1,3.0,0.0130246024807828,True,curve,2.0,
65,LAMA4_ITGA1_ITGB1,3.5,0.0269282464067206,True,curve,2.0,
65,LAMA4_ITGA1_ITGB1,4.0,0.003614247447922,True,curve,2.0,
66,SPP1_ITGAV_ITGB6,0.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
66,SPP1_ITGAV_ITGB6,0.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
66,SPP1_ITGAV_ITGB6,1.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
66,SPP1_ITGAV_ITGB6,1.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
66,SPP1_ITGAV_ITGB6,2.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
66,SPP1_ITGAV_ITGB6,2.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
66,SPP1_ITGAV_ITGB6,3.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
66,SPP1_ITGAV_ITGB6,3.5,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
66,SPP1_ITGAV_ITGB6,4.0,,False,N/E,,not_scoreable_in_uniform_active_pca_universe
67,ANGPTL4_CDH5,0.0,0.1036877005929748,True,curve,2.0,
67,ANGPTL4_CDH5,0.5,0.0612251820724364,True,curve,2.0,
67,ANGPTL4_CDH5,1.0,0.0374590833844486,True,curve,2.0,
67,ANGPTL4_CDH5,1.5,0.0944714942271751,True,curve,2.0,
67,ANGPTL4_CDH5,2.0,0.0505587946397684,True,curve,2.0,
67,ANGPTL4_CDH5,2.5,0.1522780355193198,True,curve,2.0,
67,ANGPTL4_CDH5,3.0,0.075902327620341,True,curve,2.0,
67,ANGPTL4_CDH5,3.5,0.1409331316886865,True,curve,2.0,
67,ANGPTL4_CDH5,4.0,0.0247632768252991,True,curve,2.0,
68,LAMA2_ITGA7_ITGB1,0.0,0.0071915007917352,True,curve,2.0,
68,LAMA2_ITGA7_ITGB1,0.5,0.0151913396636869,True,curve,2.0,
68,LAMA2_ITGA7_ITGB1,1.0,0.0128278331584682,True,curve,2.0,
68,LAMA2_ITGA7_ITGB1,1.5,0.0208891867701197,True,curve,2.0,
68,LAMA2_ITGA7_ITGB1,2.0,0.0192150282231259,True,curve,2.0,
68,LAMA2_ITGA7_ITGB1,2.5,0.0409957583107997,True,curve,2.0,
68,LAMA2_ITGA7_ITGB1,3.0,0.0293548260711403,True,curve,2.0,
68,LAMA2_ITGA7_ITGB1,3.5,0.0471937001745764,True,curve,2.0,
68,LAMA2_ITGA7_ITGB1,4.0,0.0116050136108026,True,curve,2.0,
