raw_gene,variance,rank,display_gene,gene_symbol,raw_cluster,pattern
GABRB3,5.786981106320001e-05,804,GABRB3,GABRB3,1,2
TMEM138,5.785011793904225e-05,805,TMEM138,TMEM138,1,2
SAMD14,5.772598064555443e-05,806,SAMD14,SAMD14,1,2
USP20,5.7633096650156996e-05,807,USP20,USP20,1,2
NAA38,5.751066536106535e-05,808,NAA38,NAA38,1,2
AP5Z1,5.7223233124162414e-05,809,AP5Z1,AP5Z1,1,2
ATF3,5.701460056464382e-05,810,ATF3,ATF3,1,2
SLC25A28,5.6822751747181966e-05,811,SLC25A28,SLC25A28,1,2
PRKX,5.667520272997399e-05,812,PRKX,PRKX,1,2
NAT14,5.627474290698106e-05,813,NAT14,NAT14,1,2
CNTN2,5.6273671389512163e-05,814,CNTN2,CNTN2,1,2
AMEX60DD043772,5.5972990072775363e-05,815,AMEX60DD043772,,1,2
AMOT,5.584019389269599e-05,816,AMOT,AMOT,1,2
AMEX60DD028480,5.5150179156424626e-05,817,AMEX60DD028480,,2,1
SEMA4C,5.452719411473748e-05,818,SEMA4C,SEMA4C,2,1
SNAP47,5.4363539146525765e-05,819,SNAP47,SNAP47,1,2
TPPP3,5.426368383707712e-05,820,TPPP3,TPPP3,1,2
KATNBL1,5.412189384001608e-05,821,KATNBL1,KATNBL1,1,2
GPR22,5.3970838787833515e-05,822,GPR22,GPR22,1,2
SHFL,5.218911656570249e-05,823,SHFL,SHFL,1,2
PRCP,5.217110020283181e-05,824,PRCP,PRCP,1,2
CCDC117,5.210695242090203e-05,825,CCDC117,CCDC117,2,1
OSTN,5.164981970774106e-05,826,OSTN,OSTN,1,2
AK2,5.159832352423825e-05,827,AK2,AK2,1,2
MFSD13A,5.15856961823058e-05,828,MFSD13A,MFSD13A,1,2
CDC14A,5.11515987619941e-05,829,CDC14A,CDC14A,2,1
NCL,5.093617153037133e-05,830,NCL,NCL,1,2
GNS,5.089615370624188e-05,831,GNS,GNS,1,2
LOC102059433[nr] | AMEX60DD003755,5.070407981576799e-05,832,LOC102059433,LOC102059433,1,2
TFPI2,5.047648012779905e-05,833,TFPI2,TFPI2,1,2
KRT222,5.0474191990051886e-05,834,KRT222,KRT222,1,2
AMEX60DD005067,5.0320034732300416e-05,835,AMEX60DD005067,,1,2
TBC1D17,5.012508164165801e-05,836,TBC1D17,TBC1D17,1,2
LRRC24,4.9863437149071004e-05,837,LRRC24,LRRC24,1,2
RUVBL2,4.985851422272606e-05,838,RUVBL2,RUVBL2,1,2
GABRA3,4.9788810935035355e-05,839,GABRA3,GABRA3,2,1
PRDM9,4.977750881761092e-05,840,PRDM9,PRDM9,1,2
TCN2,4.9706612302212454e-05,841,TCN2,TCN2,1,2
CRHR2,4.949849756873132e-05,842,CRHR2,CRHR2,1,2
IFNGR1,4.94114996679151e-05,843,IFNGR1,IFNGR1,1,2
PSMG4,4.908403688704603e-05,844,PSMG4,PSMG4,1,2
DPM2[nr] | AMEX60DD050248,4.9002448663929735e-05,845,DPM2,DPM2,1,2
AMEX60DD011221,4.8964621518198704e-05,846,AMEX60DD011221,,2,1
SH3BGRL2,4.8828772253988446e-05,847,SH3BGRL2,SH3BGRL2,2,1
MAPK4,4.855503797958692e-05,848,MAPK4,MAPK4,1,2
LARP7,4.817036214763394e-05,849,LARP7,LARP7,1,2
IKZF5,4.800253198551732e-05,850,IKZF5,IKZF5,1,2
MPEG1,4.799442953583373e-05,851,MPEG1,MPEG1,1,2
SORBS1,4.788778603470571e-05,852,SORBS1,SORBS1,2,1
THOC7,4.7510754889181964e-05,853,THOC7,THOC7,1,2
CCDC22,4.7466273982802465e-05,854,CCDC22,CCDC22,2,1
NUDCD3,4.732045740992491e-05,855,NUDCD3,NUDCD3,1,2
SPATA7,4.723196013450732e-05,856,SPATA7,SPATA7,1,2
PTPRC,4.714934889715799e-05,857,PTPRC,PTPRC,1,2
OSBPL7,4.7038787656637944e-05,858,OSBPL7,OSBPL7,1,2
QSER1,4.696821432901343e-05,859,QSER1,QSER1,1,2
SLC9A1,4.687516440122936e-05,860,SLC9A1,SLC9A1,2,1
MRPS27,4.6703770726545786e-05,861,MRPS27,MRPS27,1,2
AMEX60DD054138,4.6136400671952e-05,862,AMEX60DD054138,,1,2
TH,4.612703996808515e-05,863,TH,TH,2,1
AMEX60DD040626,4.5816561143506895e-05,864,AMEX60DD040626,,1,2
ETV3,4.5726527641226246e-05,865,ETV3,ETV3,1,2
PRPSAP1,4.5569730890108605e-05,866,PRPSAP1,PRPSAP1,1,2
APOH,4.542691382387867e-05,867,APOH,APOH,1,2
TIMP4,4.514735797671765e-05,868,TIMP4,TIMP4,1,2
AMEX60DD031324,4.494129890549239e-05,869,AMEX60DD031324,,1,2
TRIM38,4.4936945966817294e-05,870,TRIM38,TRIM38,1,2
FZD7,4.482049887530787e-05,871,FZD7,FZD7,1,2
AMEX60DD046735,4.4411895631294307e-05,872,AMEX60DD046735,,1,2
KCNQ5__2,4.396656835513023e-05,873,KCNQ5__2,KCNQ5__2,1,2
RNF139,4.380352941179633e-05,874,RNF139,RNF139,1,2
RABGEF1,4.3736150984021105e-05,875,RABGEF1,RABGEF1,1,2
SPRY2,4.362328899326031e-05,876,SPRY2,SPRY2,1,2
DIPK1C,4.35602593801058e-05,877,DIPK1C,DIPK1C,1,2
SPSB3,4.355759377188311e-05,878,SPSB3,SPSB3,1,2
F13B,4.3428525442636834e-05,879,F13B,F13B,1,2
PCDH15,4.341178514893211e-05,880,PCDH15,PCDH15,2,1
CAV2,4.328806349549601e-05,881,CAV2,CAV2,2,1
APCDD1,4.326529028608122e-05,882,APCDD1,APCDD1,1,2
PMM1,4.3173438470284544e-05,883,PMM1,PMM1,2,1
AMEX60DD022328,4.306889677763417e-05,884,AMEX60DD022328,,1,2
PDGFA,4.2978083338132484e-05,885,PDGFA,PDGFA,1,2
GOLGA7B,4.281557080715262e-05,886,GOLGA7B,GOLGA7B,2,1
SNUPN,4.2518074732495733e-05,887,SNUPN,SNUPN,1,2
DAW1,4.250439620322364e-05,888,DAW1,DAW1,1,2
PLEKHM1,4.244650783117928e-05,889,PLEKHM1,PLEKHM1,1,2
FBXW9,4.236900044374202e-05,890,FBXW9,FBXW9,2,1
NFATC1,4.222740741921847e-05,891,NFATC1,NFATC1,1,2
DRAM2,4.181989501918994e-05,892,DRAM2,DRAM2,1,2
ANKRD16,4.1294489528937414e-05,893,ANKRD16,ANKRD16,1,2
FHL2,4.127308064297491e-05,894,FHL2,FHL2,1,2
ARF1,4.120417392212603e-05,895,ARF1,ARF1,1,2
AMEX60DD020845,4.088139223662855e-05,896,AMEX60DD020845,,1,2
DCP2,4.0759684417278095e-05,897,DCP2,DCP2,1,2
TANGO2,4.0403339297141984e-05,898,TANGO2,TANGO2,2,1
ZNF469,4.0275065725121766e-05,899,ZNF469,ZNF469,1,2
CAVIN1,4.0154216158136673e-05,900,CAVIN1,CAVIN1,1,2
HCG17664,4.0028915633117365e-05,901,HCG17664,HCG17664,1,2
LMCD1,3.972421994904492e-05,902,LMCD1,LMCD1,1,2
EMID1,3.971477186438088e-05,903,EMID1,EMID1,1,2
LAMA5,3.968439050705728e-05,904,LAMA5,LAMA5,1,2
TCIRG1,3.9675515273105056e-05,905,TCIRG1,TCIRG1,1,2
GNA13,3.944101032959247e-05,906,GNA13,GNA13,1,2
AMEX60DD024457,3.9412614943998705e-05,907,AMEX60DD024457,,1,2
KLF10,3.934472743985097e-05,908,KLF10,KLF10,1,2
ITIH5,3.934186287032722e-05,909,ITIH5,ITIH5,1,2
TLL2,3.933592530582435e-05,910,TLL2,TLL2,1,2
INPP5B,3.894398512331217e-05,911,INPP5B,INPP5B,2,1
DR999_PMT14783[nr] | AMEX60DD043733,3.891082951237135e-05,912,DR999_PMT14783,DR999_PMT14783,1,2
CORIN[nr] | AMEX60DD045587,3.886208979635662e-05,913,CORIN,CORIN,1,2
JAM3,3.8762083314838846e-05,914,JAM3,JAM3,1,2
AMEX60DD025968,3.859577322997355e-05,915,AMEX60DD025968,,1,2
FGFR3,3.8594860902944775e-05,916,FGFR3,FGFR3,1,2
MIER1,3.837482576872781e-05,917,MIER1,MIER1,2,1
JAG1,3.809477851691533e-05,918,JAG1,JAG1,1,2
KCNT1,3.807453431934188e-05,919,KCNT1,KCNT1,1,2
PPIC,3.806863005498774e-05,920,PPIC,PPIC,1,2
COL4A2,3.794512897614689e-05,921,COL4A2,COL4A2,1,2
RND1,3.791547248467062e-05,922,RND1,RND1,1,2
MMP19,3.7901281934963435e-05,923,MMP19,MMP19,1,2
ANKRD63,3.76949269506969e-05,924,ANKRD63,ANKRD63,1,2
FAH,3.769106424655514e-05,925,FAH,FAH,1,2
ADPGK,3.760251959987091e-05,926,ADPGK,ADPGK,1,2
GPR158,3.7561393381136214e-05,927,GPR158,GPR158,2,1
ENTPD5,3.7381186069559994e-05,928,ENTPD5,ENTPD5,2,1
AMEX60DDU001001994,3.7355030156619325e-05,929,AMEX60DDU001001994,,1,2
SLC4A5,3.705500611874207e-05,930,SLC4A5,SLC4A5,1,2
FAM183A,3.686014955038498e-05,931,FAM183A,FAM183A,1,2
CDS1,3.654630742612654e-05,932,CDS1,CDS1,2,1
MAP3K10,3.643152974304882e-05,933,MAP3K10,MAP3K10,2,1
COMP,3.641186696053506e-05,934,COMP,COMP,2,1
SETD6,3.606619764785088e-05,935,SETD6,SETD6,1,2
DNAJC13,3.6049656532897864e-05,936,DNAJC13,DNAJC13,2,1
PTDSS2,3.586512171771009e-05,937,PTDSS2,PTDSS2,1,2
EDNRA,3.5810773559210446e-05,938,EDNRA,EDNRA,1,2
PARD6A,3.564567430975111e-05,939,PARD6A,PARD6A,1,2
NPFFR2,3.558631938203244e-05,940,NPFFR2,NPFFR2,2,1
AMEX60DD036047,3.5242255616265275e-05,941,AMEX60DD036047,,1,2
NPFF,3.522780110075394e-05,942,NPFF,NPFF,1,2
C20ORF194,3.5100317388768654e-05,943,C20ORF194,C20ORF194,2,1
AMEX60DD005921,3.489616495720378e-05,944,AMEX60DD005921,,1,2
CHN2,3.486055090234136e-05,945,CHN2,CHN2,2,1
ITGA3,3.4813641098218e-05,946,ITGA3,ITGA3,1,2
UTP4,3.4654524332871545e-05,947,UTP4,UTP4,1,2
ANKRD49,3.461898894765488e-05,948,ANKRD49,ANKRD49,1,2
NNMT,3.442336666165218e-05,949,NNMT,NNMT,1,2
PEPD,3.440594436442017e-05,950,PEPD,PEPD,1,2
CBX2,3.436554687049512e-05,951,CBX2,CBX2,1,2
SDF2,3.4323628429412e-05,952,SDF2,SDF2,1,2
HAUS4,3.4253941356538895e-05,953,HAUS4,HAUS4,1,2
AMEX60DD054851,3.418449127842024e-05,954,AMEX60DD054851,,1,2
EIF2B1,3.399656581889194e-05,955,EIF2B1,EIF2B1,1,2
LMBR1,3.356402308726676e-05,956,LMBR1,LMBR1,1,2
VIPR1,3.355540401351943e-05,957,VIPR1,VIPR1,2,1
FZD8,3.342097908334625e-05,958,FZD8,FZD8,1,2
CD34,3.325063323584757e-05,959,CD34,CD34,1,2
TMEM86A,3.3174916208302475e-05,960,TMEM86A,TMEM86A,2,1
VCL,3.311755292909771e-05,961,VCL,VCL,1,2
PDGFRL,3.3020309813860444e-05,962,PDGFRL,PDGFRL,1,2
TOP3B,3.2960584869392754e-05,963,TOP3B,TOP3B,1,2
CHPT1,3.284679083330183e-05,964,CHPT1,CHPT1,2,1
GALR1,3.2772134828152404e-05,965,GALR1,GALR1,1,2
BAD,3.273153213862822e-05,966,BAD,BAD,1,2
DRC1,3.258174308700285e-05,967,DRC1,DRC1,1,2
CDYL,3.2549087861728434e-05,968,CDYL,CDYL,1,2
VWF,3.252445545887928e-05,969,VWF,VWF,1,2
IPP,3.225227941111691e-05,970,IPP,IPP,1,2
COL11A1,3.224210212730978e-05,971,COL11A1,COL11A1,1,2
CRBN,3.223344043751523e-05,972,CRBN,CRBN,1,2
MFRP,3.2181551545916864e-05,973,MFRP,MFRP,1,2
FKRP,3.211374017963577e-05,974,FKRP,FKRP,1,2
FKBP9,3.201091246354024e-05,975,FKBP9,FKBP9,1,2
ZNRD1,3.191974664891287e-05,976,ZNRD1,ZNRD1,1,2
NKD1,3.187946666557076e-05,977,NKD1,NKD1,1,2
GALNT14__2,3.1856800224273104e-05,978,GALNT14__2,GALNT14__2,1,2
ZCCHC10,3.1645996035534615e-05,979,ZCCHC10,ZCCHC10,1,2
RELB,3.164511726051423e-05,980,RELB,RELB,2,1
ATP12A,3.148779251326255e-05,981,ATP12A,ATP12A,1,2
LOXL2,3.1430805410038605e-05,982,LOXL2,LOXL2,1,2
ITGBL1,3.136630273892779e-05,983,ITGBL1,ITGBL1,1,2
RCN1,3.1365140847861656e-05,984,RCN1,RCN1,1,2
MIER2,3.134349734439401e-05,985,MIER2,MIER2,1,2
KLHDC9,3.130091538125935e-05,986,KLHDC9,KLHDC9,1,2
SEMA4A,3.121670213700989e-05,987,SEMA4A,SEMA4A,1,2
POLE4,3.119523686866454e-05,988,POLE4,POLE4,1,2
TJP2,3.1171679996562764e-05,989,TJP2,TJP2,1,2
LRP6,3.1125258319988864e-05,990,LRP6,LRP6,2,1
SNX7__2,3.1110863729414893e-05,991,SNX7__2,SNX7__2,1,2
F10,3.105929321754337e-05,992,F10,F10,1,2
JAG2,3.0979267244406e-05,993,JAG2,JAG2,2,1
UVSSA,3.091549969829089e-05,994,UVSSA,UVSSA,2,1
PTX3,3.086950201239295e-05,995,PTX3,PTX3,1,2
AMEX60DD012530,3.070654308959122e-05,996,AMEX60DD012530,,1,2
TLE3,3.068495742477533e-05,997,TLE3,TLE3,1,2
F2R,3.068315418279099e-05,998,F2R,F2R,1,2
SEMA4B,3.0548142553587356e-05,999,SEMA4B,SEMA4B,1,2
DAB2,3.043416939444177e-05,1000,DAB2,DAB2,1,2
VPS8,3.0409336751613726e-05,1001,VPS8,VPS8,1,2
CISH,3.0358365796632435e-05,1002,CISH,CISH,1,2
TTC31,3.0287187552560074e-05,1003,TTC31,TTC31,1,2
CFAP161,3.0007556172916003e-05,1004,CFAP161,CFAP161,1,2
PRKG1,2.9773809844845496e-05,1005,PRKG1,PRKG1,2,1
AMEX60DD012735,2.9764867373377947e-05,1006,AMEX60DD012735,,1,2
CD151,2.9695027012466058e-05,1007,CD151,CD151,1,2
EHD2,2.9600903861581553e-05,1008,EHD2,EHD2,1,2
TBKBP1,2.956943650026955e-05,1009,TBKBP1,TBKBP1,1,2
PROM1,2.9445426407722442e-05,1010,PROM1,PROM1,1,2
CREBL2,2.923732755363342e-05,1011,CREBL2,CREBL2,2,1
TMEM212,2.9220238364645454e-05,1012,TMEM212,TMEM212,1,2
LOC103307297[nr] | AMEX60DD017283,2.9156841103954003e-05,1013,LOC103307297,LOC103307297,1,2
ICAM5[nr] | AMEX60DD031899,2.897192498998021e-05,1014,ICAM5,ICAM5,2,1
AMEX60DD015853,2.8871901378007118e-05,1015,AMEX60DD015853,,1,2
PKNOX1,2.8567246347046995e-05,1016,PKNOX1,PKNOX1,2,1
C1ORF52,2.848387956415484e-05,1017,C1ORF52,C1ORF52,1,2
NUDT2,2.8451970267710437e-05,1018,NUDT2,NUDT2,1,2
HGD,2.843504757196459e-05,1019,HGD,HGD,1,2
ITGAL,2.8375426469808844e-05,1020,ITGAL,ITGAL,1,2
NPY2R,2.8355070026629588e-05,1021,NPY2R,NPY2R,2,1
AMEX60DDU001013717,2.828694484606127e-05,1022,AMEX60DDU001013717,,1,2
B9D2,2.8216177468374393e-05,1023,B9D2,B9D2,1,2
HIGD1B,2.8068549127233562e-05,1024,HIGD1B,HIGD1B,2,1
SNW1,2.803680962807246e-05,1025,SNW1,SNW1,1,2
NSUN6[nr] | AMEX60DD022405,2.7905207683383957e-05,1026,NSUN6,NSUN6,2,1
BAALC,2.7754077098463344e-05,1027,BAALC,BAALC,1,2
WNT7A,2.77472560529935e-05,1028,WNT7A,WNT7A,1,2
LHX6,2.7699891960299952e-05,1029,LHX6,LHX6,2,1
CNNM3,2.7580951983652435e-05,1030,CNNM3,CNNM3,1,2
TRPC4__2,2.7568181960266093e-05,1031,TRPC4__2,TRPC4__2,1,2
PDGFRB,2.7497992522735556e-05,1032,PDGFRB,PDGFRB,1,2
AMEX60DD040640,2.7482095394158693e-05,1033,AMEX60DD040640,,1,2
FRMD6,2.7403019247637957e-05,1034,FRMD6,FRMD6,1,2
NSG1,2.7375783979238842e-05,1035,NSG1,NSG1,1,2
KCNJ13,2.7301417994982097e-05,1036,KCNJ13,KCNJ13,1,2
CRLF3,2.695412241474813e-05,1037,CRLF3,CRLF3,1,2
MSH6,2.6653801975944895e-05,1038,MSH6,MSH6,1,2
CAP1,2.6311108866424704e-05,1039,CAP1,CAP1,1,2
ATPAF2,2.6145737192596224e-05,1040,ATPAF2,ATPAF2,1,2
MOB3A,2.6055248490614912e-05,1041,MOB3A,MOB3A,1,2
ATP13A1,2.5888645009004886e-05,1042,ATP13A1,ATP13A1,1,2
FBLN2,2.588858431959707e-05,1043,FBLN2,FBLN2,1,2
LAMA4,2.5874931818357365e-05,1044,LAMA4,LAMA4,2,1
XPC,2.5634036347416442e-05,1045,XPC,XPC,1,2
PRDM11,2.5522600361016405e-05,1046,PRDM11,PRDM11,1,2
ROBO4,2.5388013675496765e-05,1047,ROBO4,ROBO4,1,2
TACR3,2.5359641885609215e-05,1048,TACR3,TACR3,1,2
LIPG,2.526871279373578e-05,1049,LIPG,LIPG,1,2
ASIC4,2.5143129273785578e-05,1050,ASIC4,ASIC4,1,2
SEMA3G,2.5120324788699116e-05,1051,SEMA3G,SEMA3G,1,2
SERPINB10,2.5072960016317645e-05,1052,SERPINB10,SERPINB10,1,2
RGS2,2.4981297722733426e-05,1053,RGS2,RGS2,1,2
RGS1,2.4959208781804673e-05,1054,RGS1,RGS1,1,2
VASH2,2.494260254811536e-05,1055,VASH2,VASH2,2,1
LAP3,2.4891071689783737e-05,1056,LAP3,LAP3,1,2
LYN,2.4837119107026098e-05,1057,LYN,LYN,1,2
PDSS1,2.482298102189689e-05,1058,PDSS1,PDSS1,1,2
MRPL55,2.47472099145104e-05,1059,MRPL55,MRPL55,1,2
ADA2,2.449931473134417e-05,1060,ADA2,ADA2,1,2
TGFBR2,2.440682102203261e-05,1061,TGFBR2,TGFBR2,1,2
CRLS1,2.4243938994950406e-05,1062,CRLS1,CRLS1,1,2
nan | AMEX60DD024471,2.4146360354841557e-05,1063,AMEX60DD024471,,1,2
THSD4,2.4115859071454038e-05,1064,THSD4,THSD4,1,2
LAMC1,2.4098145325200216e-05,1065,LAMC1,LAMC1,1,2
THBS2,2.4036509679607938e-05,1066,THBS2,THBS2,1,2
CREG2,2.3957686035131773e-05,1067,CREG2,CREG2,2,1
RTP3,2.3953973585845064e-05,1068,RTP3,RTP3,1,2
CYFIP1,2.3934531204818693e-05,1069,CYFIP1,CYFIP1,1,2
SUSD4,2.3859976067852987e-05,1070,SUSD4,SUSD4,2,1
POMT1,2.375534691842328e-05,1071,POMT1,POMT1,1,2
ZCCHC17,2.374794101495869e-05,1072,ZCCHC17,ZCCHC17,1,2
ERCC2,2.3667963941478384e-05,1073,ERCC2,ERCC2,2,1
FBLN5,2.3641689408056565e-05,1074,FBLN5,FBLN5,1,2
MED16,2.35755977560121e-05,1075,MED16,MED16,2,1
TNR,2.352641229085046e-05,1076,TNR,TNR,2,1
CHRNA5,2.349976674339645e-05,1077,CHRNA5,CHRNA5,1,2
CHRNB2,2.342023439718996e-05,1078,CHRNB2,CHRNB2,1,2
IFT172,2.3380351021084168e-05,1079,IFT172,IFT172,1,2
ABCD1,2.332888458739329e-05,1080,ABCD1,ABCD1,1,2
FAAH2,2.330377303842692e-05,1081,FAAH2,FAAH2,1,2
HTR2A,2.3258307531376887e-05,1082,HTR2A,HTR2A,2,1
TEX10,2.3235216372283284e-05,1083,TEX10,TEX10,1,2
AMEX60DD027670,2.3173091626766467e-05,1084,AMEX60DD027670,,1,2
LAMC3,2.3150115075516533e-05,1085,LAMC3,LAMC3,1,2
TRIM63,2.30359997810274e-05,1086,TRIM63,TRIM63,1,2
IL17B,2.2994575988692743e-05,1087,IL17B,IL17B,2,1
DSG2,2.2992244035736097e-05,1088,DSG2,DSG2,1,2
DLL1,2.2823461769092468e-05,1089,DLL1,DLL1,1,2
TMEM53,2.267835356121418e-05,1090,TMEM53,TMEM53,1,2
NPW,2.2635331589594967e-05,1091,NPW,NPW,1,2
MFAP5,2.2604751004370778e-05,1092,MFAP5,MFAP5,1,2
GXYLT2,2.250667998534478e-05,1093,GXYLT2,GXYLT2,1,2
MBTPS2,2.2453871745352913e-05,1094,MBTPS2,MBTPS2,1,2
BCS1L,2.24018156313195e-05,1095,BCS1L,BCS1L,1,2
WNT2B,2.23532180939978e-05,1096,WNT2B,WNT2B,1,2
FKBP5,2.2320556561940225e-05,1097,FKBP5,FKBP5,1,2
MYL9,2.2236673682212028e-05,1098,MYL9,MYL9,1,2
TSKU,2.223340505956533e-05,1099,TSKU,TSKU,1,2
LTBP3,2.202837380774779e-05,1100,LTBP3,LTBP3,1,2
PIP4P2,2.2000036662274897e-05,1101,PIP4P2,PIP4P2,1,2
FBN2__2,2.1867796646692637e-05,1102,FBN2__2,FBN2__2,1,2
LOC108697235[nr] | AMEX60DD053676,2.1839784009054023e-05,1103,LOC108697235,LOC108697235,1,2
HMGCL,2.1829227857582673e-05,1104,HMGCL,HMGCL,1,2
SOX6,2.182494945985355e-05,1105,SOX6,SOX6,2,1
FGFR4,2.1800261698514246e-05,1106,FGFR4,FGFR4,1,2
FAM241A,2.1797889190718216e-05,1107,FAM241A,FAM241A,1,2
AMEX60DD045214,2.177931009425033e-05,1108,AMEX60DD045214,,1,2
MCFD2,2.172115386478763e-05,1109,MCFD2,MCFD2,1,2
RSU1,2.1700173919260543e-05,1110,RSU1,RSU1,1,2
SRD5A3,2.164996657498223e-05,1111,SRD5A3,SRD5A3,1,2
CNGB1,2.1518234273648996e-05,1112,CNGB1,CNGB1,2,1
CNIH4,2.1504539326449958e-05,1113,CNIH4,CNIH4,1,2
STAMBP,2.130971910585623e-05,1114,STAMBP,STAMBP,1,2
GPD1,2.1270439445046468e-05,1115,GPD1,GPD1,2,1
TMEM196,2.1267615171438544e-05,1116,TMEM196,TMEM196,1,2
COL6A6__2,2.1098177603987906e-05,1117,COL6A6__2,COL6A6__2,1,2
EPHA8,2.1053156490960232e-05,1118,EPHA8,EPHA8,2,1
CLN5,2.1038507330364616e-05,1119,CLN5,CLN5,2,1
ADGRA2,2.102041837518017e-05,1120,ADGRA2,ADGRA2,1,2
MIS12,2.093083392864506e-05,1121,MIS12,MIS12,1,2
LOC114645567[nr] | AMEX60DD010597,2.0908598015856887e-05,1122,LOC114645567,LOC114645567,1,2
RHOG,2.0679200911401553e-05,1123,RHOG,RHOG,1,2
LOXL3,2.0511324152580843e-05,1124,LOXL3,LOXL3,1,2
IRF2BP1,2.05062011574815e-05,1125,IRF2BP1,IRF2BP1,1,2
NFKBIA,2.013611453143418e-05,1126,NFKBIA,NFKBIA,1,2
ZBED4,1.9961966604078213e-05,1127,ZBED4,ZBED4,1,2
PXDN[nr] | AMEX60DD033353,1.9960770403280103e-05,1128,PXDN,PXDN,1,2
SIVA1,1.9948831390799954e-05,1129,SIVA1,SIVA1,1,2
SNX13,1.9931533560871954e-05,1130,SNX13,SNX13,1,2
MAN2A1,1.989117156620699e-05,1131,MAN2A1,MAN2A1,2,1
BEND5,1.9882774169350002e-05,1132,BEND5,BEND5,1,2
DYNC2LI1,1.985290198412225e-05,1133,DYNC2LI1,DYNC2LI1,1,2
SLC16A2,1.9424571405507758e-05,1134,SLC16A2,SLC16A2,1,2
AMEX60DD004274,1.9397643811438783e-05,1135,AMEX60DD004274,,2,1
HPS6,1.9368463263001072e-05,1136,HPS6,HPS6,1,2
PLXNC1,1.917830625679766e-05,1137,PLXNC1,PLXNC1,1,2
BLZF1,1.910534071897335e-05,1138,BLZF1,BLZF1,1,2
PUS1,1.886942425626067e-05,1139,PUS1,PUS1,1,2
DCAF17,1.884665342656987e-05,1140,DCAF17,DCAF17,2,1
SOSTDC1,1.8793666016055133e-05,1141,SOSTDC1,SOSTDC1,1,2
SPRYD4,1.8761620167550393e-05,1142,SPRYD4,SPRYD4,1,2
NXT2,1.873560177684533e-05,1143,NXT2,NXT2,1,2
ANGPT1,1.8715758410026755e-05,1144,ANGPT1,ANGPT1,1,2
METTL2A,1.8682936816389283e-05,1145,METTL2A,METTL2A,1,2
KIAA1586,1.8530095852106e-05,1146,KIAA1586,KIAA1586,1,2
TGFB2,1.8470607736445655e-05,1147,TGFB2,TGFB2,2,1
AMEX60DD021902,1.8447570472127316e-05,1148,AMEX60DD021902,,2,1
PON1,1.8385927277553357e-05,1149,PON1,PON1,1,2
OSTM1[nr] | AMEX60DDU001010633,1.829614904669551e-05,1150,OSTM1,OSTM1,1,2
FBLN1,1.8260658663958242e-05,1151,FBLN1,FBLN1,1,2
AMEX60DD051980,1.8014835687484007e-05,1152,AMEX60DD051980,,2,1
PPFIA2,1.7965096134422544e-05,1153,PPFIA2,PPFIA2,2,1
ARL16[nr] | AMEX60DD031460,1.796304075896444e-05,1154,ARL16,ARL16,2,1
HMOX2,1.7879342160613434e-05,1155,HMOX2,HMOX2,1,2
SKP2,1.785461281596847e-05,1156,SKP2,SKP2,1,2
BMP7,1.785364220644974e-05,1157,BMP7,BMP7,1,2
CCDC169,1.7769025409168763e-05,1158,CCDC169,CCDC169,1,2
TSC22D2,1.7718277996682717e-05,1159,TSC22D2,TSC22D2,1,2
LBR,1.751933425909867e-05,1160,LBR,LBR,1,2
MAFB,1.7379654796081496e-05,1161,MAFB,MAFB,1,2
ANKRD34A,1.7287335295987554e-05,1162,ANKRD34A,ANKRD34A,2,1
WDR45,1.7274930748894007e-05,1163,WDR45,WDR45,1,2
AMEX60DDU001003835,1.7249152592456923e-05,1164,AMEX60DDU001003835,,1,2
THBS3,1.723776553726447e-05,1165,THBS3,THBS3,1,2
ARHGAP44[nr] | AMEX60DD030663,1.7231082505104e-05,1166,ARHGAP44,ARHGAP44,1,2
AMEX60DD030829,1.7141403782285806e-05,1167,AMEX60DD030829,,1,2
MAMDC2,1.7130499209231106e-05,1168,MAMDC2,MAMDC2,1,2
LIN54,1.6878621026276672e-05,1169,LIN54,LIN54,2,1
ATL3,1.6868317202291796e-05,1170,ATL3,ATL3,1,2
NELFA,1.6859006426396882e-05,1171,NELFA,NELFA,1,2
SLC16A7,1.6819947534491884e-05,1172,SLC16A7,SLC16A7,1,2
MYO1E,1.679343760838425e-05,1173,MYO1E,MYO1E,1,2
HMBS.2.S[nr] | AMEX60DD053862,1.678445326143402e-05,1174,HMBS.2.S,HMBS.2.S,2,1
SPI1,1.6783010662293875e-05,1175,SPI1,SPI1,1,2
AMEX60DD029343,1.6608312294561583e-05,1176,AMEX60DD029343,,1,2
UFSP2,1.657560055477922e-05,1177,UFSP2,UFSP2,1,2
SCN4B,1.6564987003127407e-05,1178,SCN4B,SCN4B,1,2
ATP10A,1.65626080727447e-05,1179,ATP10A,ATP10A,1,2
HS3ST2,1.6520562124811113e-05,1180,HS3ST2,HS3ST2,1,2
UFSP1,1.6494378460543132e-05,1181,UFSP1,UFSP1,1,2
TAFA1,1.6384135311145356e-05,1182,TAFA1,TAFA1,1,2
AMEX60DD039037,1.6379996310349868e-05,1183,AMEX60DD039037,,2,1
AMEX60DD011280,1.6356161022706684e-05,1184,AMEX60DD011280,,1,2
ARRDC2,1.6274025413878664e-05,1185,ARRDC2,ARRDC2,1,2
HSDL1,1.6233942496273543e-05,1186,HSDL1,HSDL1,2,1
NCAM1,1.6048250550920285e-05,1187,NCAM1,NCAM1,1,2
