raw_gene,variance,rank,display_gene,gene_symbol,raw_cluster,pattern
PLTP,0.00024972381787262497,406,PLTP,PLTP,1,2
KCNK9,0.0002490376357527884,407,KCNK9,KCNK9,2,1
LRRC57,0.0002483080356668005,408,LRRC57,LRRC57,1,2
FZD2,0.00024677046038532074,409,FZD2,FZD2,1,2
SPHKAP,0.0002449318172011991,410,SPHKAP,SPHKAP,2,1
ASAH1,0.0002448452350963928,411,ASAH1,ASAH1,1,2
DHTKD1,0.00024406459755337532,412,DHTKD1,DHTKD1,1,2
SDK2,0.00024307216101936152,413,SDK2,SDK2,2,1
AIF1,0.00024073964123218984,414,AIF1,AIF1,1,2
PODXL,0.00024035514594686845,415,PODXL,PODXL,2,1
RCAN1,0.0002388170971092872,416,RCAN1,RCAN1,1,2
KHDRBS2,0.00023872133195821665,417,KHDRBS2,KHDRBS2,2,1
FSD1,0.00023804309395393335,418,FSD1,FSD1,1,2
EPHB2,0.00023780793965679848,419,EPHB2,EPHB2,1,2
EIF4EBP1,0.00023741991672439474,420,EIF4EBP1,EIF4EBP1,1,2
EFNB3,0.000237029226020977,421,EFNB3,EFNB3,1,2
DOHH,0.00023670512420878313,422,DOHH,DOHH,1,2
LIFR,0.00023428027031726167,423,LIFR,LIFR,1,2
MRPS12,0.00023353304767635566,424,MRPS12,MRPS12,1,2
GAA,0.0002312897438123283,425,GAA,GAA,1,2
ITGB1,0.00023111240348675804,426,ITGB1,ITGB1,1,2
MTHFD2,0.0002306804438901453,427,MTHFD2,MTHFD2,1,2
LOC106944734[nr] | AMEX60DD044469,0.0002306201305781794,428,LOC106944734,LOC106944734,1,2
ENOX1,0.00022850368964043462,429,ENOX1,ENOX1,2,1
COL12A1,0.00022835876584413066,430,COL12A1,COL12A1,1,2
LCP1,0.00022697268483094972,431,LCP1,LCP1,1,2
DLST,0.00022354407124936356,432,DLST,DLST,1,2
CHCHD4,0.00022353723374120244,433,CHCHD4,CHCHD4,1,2
NDNF,0.00022153768596011838,434,NDNF,NDNF,1,2
VMD2[nr] | AMEX60DD047584,0.0002212624217231333,435,VMD2,VMD2,2,1
JAM2,0.0002187638106053248,436,JAM2,JAM2,1,2
EPHX1,0.0002183964255674179,437,EPHX1,EPHX1,1,2
PECAM1,0.0002181932406377299,438,PECAM1,PECAM1,1,2
SORT1,0.0002164185672470987,439,SORT1,SORT1,1,2
SLC17A6,0.00021620996753155054,440,SLC17A6,SLC17A6,2,1
KCNG1__2,0.0002140716159028809,441,KCNG1__2,KCNG1__2,2,1
SLC40A1,0.00020704751631605615,442,SLC40A1,SLC40A1,1,2
GEMIN7,0.00020483421386945165,443,GEMIN7,GEMIN7,1,2
RLIM,0.00020399762772628591,444,RLIM,RLIM,1,2
ST8SIA2,0.00020355787500903066,445,ST8SIA2,ST8SIA2,1,2
BEGAIN,0.00020342819679140242,446,BEGAIN,BEGAIN,1,2
RNASEH2A,0.0002021214077622716,447,RNASEH2A,RNASEH2A,1,2
ZFC3H1,0.00020182935375970693,448,ZFC3H1,ZFC3H1,2,1
AMEX60DD025660,0.00020136262282704218,449,AMEX60DD025660,,1,2
CLIC4,0.0002011627663565482,450,CLIC4,CLIC4,1,2
MANF,0.0002004567869712707,451,MANF,MANF,1,2
GADD45B,0.00019860892964296576,452,GADD45B,GADD45B,1,2
PROS1,0.00019687444419504358,453,PROS1,PROS1,1,2
CNTNAP5__3,0.0001958486094854901,454,CNTNAP5__3,CNTNAP5__3,2,1
SDC4,0.0001948842569781064,455,SDC4,SDC4,1,2
OLFML3,0.00019425733992039303,456,OLFML3,OLFML3,1,2
COLEC12,0.000192830913355396,457,COLEC12,COLEC12,1,2
SYT10,0.00019282064560114238,458,SYT10,SYT10,2,1
EFNB1,0.0001927318291120543,459,EFNB1,EFNB1,1,2
RASSF2,0.00019268929766493666,460,RASSF2,RASSF2,2,1
CSMD1,0.0001921242040262525,461,CSMD1,CSMD1,2,1
TAGLN,0.00018924632227270484,462,TAGLN,TAGLN,1,2
INTS11,0.00018913984118625428,463,INTS11,INTS11,1,2
TMEM141,0.00018874410454761728,464,TMEM141,TMEM141,1,2
CBL,0.00018730119597078231,465,CBL,CBL,2,1
ATP6V0E1,0.00018694925153961615,466,ATP6V0E1,ATP6V0E1,1,2
LARP6,0.0001861086849660905,467,LARP6,LARP6,2,1
NECAB1[nr] | AMEX60DD040068,0.00018488655951024444,468,NECAB1,NECAB1,2,1
CNPY3,0.00018462038590955803,469,CNPY3,CNPY3,1,2
NR4A3,0.00018445507637820992,470,NR4A3,NR4A3,1,2
CA10,0.00018372247781542675,471,CA10,CA10,2,1
RAB33A,0.00018271608587895562,472,RAB33A,RAB33A,1,2
ANGPTL2,0.00018230970206284695,473,ANGPTL2,ANGPTL2,1,2
NRG1,0.00018094433042066172,474,NRG1,NRG1,2,1
TGM2,0.00018073444438329445,475,TGM2,TGM2,1,2
KCTD10,0.00018011075450274322,476,KCTD10,KCTD10,1,2
AVPR1A,0.0001800816951306372,477,AVPR1A,AVPR1A,1,2
PRR16,0.00017974105608825375,478,PRR16,PRR16,2,1
AMEX60DD013912,0.00017971353750678687,479,AMEX60DD013912,,1,2
CDKN1A,0.00017949545930503333,480,CDKN1A,CDKN1A,1,2
LOC105357518[nr] | AMEX60DD009107,0.00017890752414131362,481,LOC105357518,LOC105357518,1,2
SDC2,0.00017794143382809143,482,SDC2,SDC2,1,2
COPS4,0.00017688024603285248,483,COPS4,COPS4,1,2
HEXA[nr] | AMEX60DD003872,0.00017666884619155408,484,HEXA,HEXA,2,1
MRPL12,0.00017657268456420903,485,MRPL12,MRPL12,1,2
PGAP1,0.000176292473755935,486,PGAP1,PGAP1,1,2
AQP4,0.00017626946275336772,487,AQP4,AQP4,2,1
OSBPL5,0.00017593451603223462,488,OSBPL5,OSBPL5,2,1
KCNQ3,0.00017415471038637577,489,KCNQ3,KCNQ3,2,1
MDFIC,0.00017395844110040272,490,MDFIC,MDFIC,1,2
OTUD7A,0.00017359873493819267,491,OTUD7A,OTUD7A,2,1
ISL1,0.0001727010253676347,492,ISL1,ISL1,1,2
WDR11,0.00017224789633935822,493,WDR11,WDR11,1,2
LOC115659439[nr] | AMEX60DD007129,0.00017163932453274493,494,LOC115659439,LOC115659439,1,2
EBAG9,0.0001715300284586391,495,EBAG9,EBAG9,1,2
KCNG3,0.00017124724664972888,496,KCNG3,KCNG3,1,2
AMEX60DD052884,0.00016971746924359862,497,AMEX60DD052884,,2,1
NEFL,0.00016950831320162551,498,NEFL,NEFL,1,2
IGDCC4,0.00016943590125043553,499,IGDCC4,IGDCC4,1,2
ITGB8,0.00016932843867082455,500,ITGB8,ITGB8,1,2
TMEM214,0.0001679238782530431,501,TMEM214,TMEM214,1,2
CDKN2D,0.00016754825634032107,502,CDKN2D,CDKN2D,2,1
CUL4A,0.00016655265283552152,503,CUL4A,CUL4A,2,1
HDAC9,0.00016626027324345694,504,HDAC9,HDAC9,2,1
MEGF11,0.00016390248287660153,505,MEGF11,MEGF11,1,2
TRMT9B,0.0001636176937206,506,TRMT9B,TRMT9B,2,1
HMOX1,0.00016280012047517132,507,HMOX1,HMOX1,1,2
BCL2L10[nr] | AMEX60DD003702,0.00016164670952204075,508,BCL2L10,BCL2L10,1,2
SALL3,0.0001616193155608473,509,SALL3,SALL3,2,1
TES,0.00016152793245106174,510,TES,TES,1,2
NT5DC3,0.00016052012455600252,511,NT5DC3,NT5DC3,1,2
SLITRK3,0.00016044069110613754,512,SLITRK3,SLITRK3,2,1
RPA3,0.0001601366444976422,513,RPA3,RPA3,1,2
DNAJC17,0.00015751733050350654,514,DNAJC17,DNAJC17,1,2
SNAPC5,0.0001572164169953458,515,SNAPC5,SNAPC5,1,2
SRGN[nr] | AMEX60DD051795,0.00015687713383888624,516,SRGN,SRGN,1,2
WASF3,0.00015442687979820251,517,WASF3,WASF3,1,2
NPNT,0.0001541922128227999,518,NPNT,NPNT,1,2
CAV1,0.00015334157325560548,519,CAV1,CAV1,1,2
HDAC3,0.00015221684353197687,520,HDAC3,HDAC3,1,2
CGREF1,0.00015216785375133575,521,CGREF1,CGREF1,1,2
S1PR1,0.00015186926797320637,522,S1PR1,S1PR1,1,2
ACSBG1,0.00015177757532035643,523,ACSBG1,ACSBG1,1,2
KIF26B,0.0001512211954353156,524,KIF26B,KIF26B,1,2
SRP54,0.0001509394538452667,525,SRP54,SRP54,1,2
EXT2,0.00015077262230867657,526,EXT2,EXT2,1,2
CSNK1G3,0.00015021125322815787,527,CSNK1G3,CSNK1G3,1,2
BLVRA,0.00014953119961767425,528,BLVRA,BLVRA,1,2
CRHBP,0.00014935329302288332,529,CRHBP,CRHBP,1,2
BPGM,0.00014908284363117025,530,BPGM,BPGM,1,2
IRF1,0.00014826931293404516,531,IRF1,IRF1,1,2
NID2,0.0001465485213882566,532,NID2,NID2,1,2
LDLR,0.0001464480086031031,533,LDLR,LDLR,1,2
FAM219A,0.0001463985065380991,534,FAM219A,FAM219A,2,1
CBARP[nr] | AMEX60DD013552,0.00014514431862498953,535,CBARP,CBARP,1,2
MRPS11,0.00014454876705987795,536,MRPS11,MRPS11,1,2
PLRG1,0.00014447307802467423,537,PLRG1,PLRG1,1,2
CNP,0.00014415685088869717,538,CNP,CNP,2,1
FGF17,0.00014317639717833337,539,FGF17,FGF17,2,1
DCC,0.00014263085514043858,540,DCC,DCC,1,2
CAT,0.00014246615898119025,541,CAT,CAT,1,2
RPA2,0.00014166405956354805,542,RPA2,RPA2,1,2
SEMA7A[nr] | AMEX60DD003916,0.00014145987491109792,543,SEMA7A,SEMA7A,1,2
RGS5,0.00014031817379193642,544,RGS5,RGS5,1,2
PCP4,0.0001398100707300276,545,PCP4,PCP4,1,2
AMEX60DD019239,0.00013980554699261796,546,AMEX60DD019239,,2,1
MARCO,0.00013973272227477712,547,MARCO,MARCO,1,2
SLC6A6,0.00013958608967094634,548,SLC6A6,SLC6A6,1,2
NIPSNAP1,0.00013955499828141113,549,NIPSNAP1,NIPSNAP1,1,2
nan | AMEX60DD001386,0.00013842024605907773,550,AMEX60DD001386,,1,2
VWC2L,0.0001380098172118509,551,VWC2L,VWC2L,1,2
KLHL17,0.00013753200089321516,552,KLHL17,KLHL17,2,1
ZNF512B,0.00013714441738900713,553,ZNF512B,ZNF512B,2,1
EML1,0.00013683784831011048,554,EML1,EML1,2,1
FHL1,0.0001368111321176991,555,FHL1,FHL1,1,2
NMRK2,0.0001359479406646218,556,NMRK2,NMRK2,1,2
IPO13,0.00013590975223775565,557,IPO13,IPO13,1,2
AMEX60DD048202,0.00013550326286050586,558,AMEX60DD048202,,1,2
AMEX60DD007902,0.0001353736123225368,559,AMEX60DD007902,,2,1
NEU1,0.00013452184227681017,560,NEU1,NEU1,1,2
LOC115462277[nr] | AMEX60DD042322,0.00013449738611868392,561,LOC115462277,LOC115462277,1,2
OSIL,0.00013406235895400983,562,OSIL,OSIL,1,2
GALNTL6,0.00013398886757988397,563,GALNTL6,GALNTL6,2,1
ITGB2,0.0001337566839290909,564,ITGB2,ITGB2,1,2
AMEX60DD047480,0.00013360876201866086,565,AMEX60DD047480,,2,1
MPP4,0.00013359782889101526,566,MPP4,MPP4,1,2
CCDC80,0.00013345176962450115,567,CCDC80,CCDC80,1,2
AMEX60DD014061,0.0001319485239784737,568,AMEX60DD014061,,1,2
VAX2,0.00013189532003023697,569,VAX2,VAX2,1,2
ST8SIA5,0.00013042949981300993,570,ST8SIA5,ST8SIA5,1,2
AMEX60DD008169,0.00012999459328597967,571,AMEX60DD008169,,2,1
KCNQ5,0.0001290822377909358,572,KCNQ5,KCNQ5,2,1
ATAT1,0.00012855670599880623,573,ATAT1,ATAT1,1,2
CRMP1,0.00012833193467408455,574,CRMP1,CRMP1,2,1
HES6,0.00012787016594101108,575,HES6,HES6,1,2
COL4A1,0.00012751558933310166,576,COL4A1,COL4A1,1,2
PPP1R12A,0.00012748422275536147,577,PPP1R12A,PPP1R12A,2,1
ADAMTS8[nr] | AMEX60DD053568,0.00012738444960719438,578,ADAMTS8,ADAMTS8,2,1
C8G,0.00012728608657785442,579,C8G,C8G,1,2
CD68,0.0001262958826821098,580,CD68,CD68,1,2
VSIR,0.0001262062630556902,581,VSIR,VSIR,1,2
IGF1R,0.00012596335100278525,582,IGF1R,IGF1R,2,1
BRI3,0.00012566582127016904,583,BRI3,BRI3,1,2
MPP1,0.00012565138308346662,584,MPP1,MPP1,1,2
PDCL,0.00012564463277067955,585,PDCL,PDCL,1,2
WASL,0.00012562078462306466,586,WASL,WASL,1,2
PAXBP1,0.0001254792806092293,587,PAXBP1,PAXBP1,2,1
FAM107B,0.00012496435098449158,588,FAM107B,FAM107B,1,2
SLA2,0.0001245551246291324,589,SLA2,SLA2,2,1
AMEX60DD031644,0.0001243249689816642,590,AMEX60DD031644,,1,2
AMEX60DD032942,0.00012374994259808757,591,AMEX60DD032942,,1,2
KCNMB2,0.00012349882186820065,592,KCNMB2,KCNMB2,2,1
CTSC,0.0001233503719253118,593,CTSC,CTSC,1,2
USP2,0.00012332832130143286,594,USP2,USP2,1,2
NIF3L1,0.0001226724129757325,595,NIF3L1,NIF3L1,1,2
CISD3,0.00012186823164229311,596,CISD3,CISD3,1,2
CDR2L,0.00012094215434659561,597,CDR2L,CDR2L,1,2
C1QL1,0.00012000049486208943,598,C1QL1,C1QL1,2,1
LYG2,0.00011947125495251244,599,LYG2,LYG2,1,2
RAC2,0.00011926832736192588,600,RAC2,RAC2,1,2
AMEX60DD020585,0.00011917128162031778,601,AMEX60DD020585,,2,1
CDK2AP2,0.00011914094453566369,602,CDK2AP2,CDK2AP2,1,2
CLDN12,0.00011893600804860157,603,CLDN12,CLDN12,2,1
TGFBR1,0.00011769673434334971,604,TGFBR1,TGFBR1,1,2
AMEX60DD017107,0.00011757473190557197,605,AMEX60DD017107,,2,1
MARCHF8,0.00011755373500134568,606,MARCHF8,MARCHF8,2,1
TXNIP,0.0001171921654304105,607,TXNIP,TXNIP,1,2
PPM1K,0.00011684546683026173,608,PPM1K,PPM1K,1,2
NTNG1,0.00011646840811291747,609,NTNG1,NTNG1,1,2
OPTC,0.00011602942437644595,610,OPTC,OPTC,1,2
HS3ST1,0.00011501594048439045,611,HS3ST1,HS3ST1,2,1
AMEX60DD052236,0.00011494388171804423,612,AMEX60DD052236,,1,2
CHRNA7,0.00011419643266032513,613,CHRNA7,CHRNA7,1,2
SPP1[nr] | AMEX60DD043905,0.0001141729947462705,614,SPP1,SPP1,1,2
KIFC1,0.00011345806511173551,615,KIFC1,KIFC1,1,2
PGAM1,0.00011317136749761692,616,PGAM1,PGAM1,2,1
SLIT2,0.000113099212657038,617,SLIT2,SLIT2,1,2
DAB2IP,0.00011267113358922138,618,DAB2IP,DAB2IP,2,1
EFNB2,0.00011115193869219864,619,EFNB2,EFNB2,2,1
NRG3,0.00010908371417011912,620,NRG3,NRG3,1,2
SLC5A6,0.00010802387003600459,621,SLC5A6,SLC5A6,2,1
SEMA4F,0.00010753325101656307,622,SEMA4F,SEMA4F,1,2
TSPAN4,0.00010706908895376741,623,TSPAN4,TSPAN4,1,2
PRR7,0.00010677030308125035,624,PRR7,PRR7,1,2
MSANTD3,0.00010646118484999978,625,MSANTD3,MSANTD3,1,2
GATC,0.00010639250199270559,626,GATC,GATC,1,2
GARRE1,0.00010633490555720614,627,GARRE1,GARRE1,2,1
RECK,0.00010614635219911034,628,RECK,RECK,1,2
EGF,0.00010562995925193857,629,EGF,EGF,1,2
GPX8,0.00010442170868155212,630,GPX8,GPX8,1,2
ASIC4__2,0.00010381695452077404,631,ASIC4__2,ASIC4__2,1,2
NFE2L1,0.00010378770063108025,632,NFE2L1,NFE2L1,1,2
CNTNAP5__2,0.00010352190556408243,633,CNTNAP5__2,CNTNAP5__2,2,1
DCPS,0.00010227810002948967,634,DCPS,DCPS,1,2
RELN,0.00010226780859505,635,RELN,RELN,2,1
TTC9C,0.00010211074858700003,636,TTC9C,TTC9C,1,2
IFI30,0.00010089123026872268,637,IFI30,IFI30,1,2
CREB3L2,0.00010088201224752217,638,CREB3L2,CREB3L2,2,1
AMEX60DD055997,9.954717420677131e-05,639,AMEX60DD055997,,1,2
AXL,9.921171618571109e-05,640,AXL,AXL,1,2
KDM1A,9.860391762786065e-05,641,KDM1A,KDM1A,1,2
DCAF15,9.840981256244956e-05,642,DCAF15,DCAF15,1,2
LOC108706699[nr] | AMEX60DD044522,9.81188824583527e-05,643,LOC108706699,LOC108706699,1,2
GLCE,9.763481427636915e-05,644,GLCE,GLCE,1,2
LAGE3,9.763201991292023e-05,645,LAGE3,LAGE3,1,2
SSTR5,9.762389447251182e-05,646,SSTR5,SSTR5,1,2
RGS9,9.748208013271603e-05,647,RGS9,RGS9,2,1
COL6A3,9.724147488107076e-05,648,COL6A3,COL6A3,1,2
SGMS1,9.694416032206918e-05,649,SGMS1,SGMS1,2,1
U2SURP,9.604899205189402e-05,650,U2SURP,U2SURP,1,2
CHIC2,9.592261600310305e-05,651,CHIC2,CHIC2,1,2
DAP,9.578304864459508e-05,652,DAP,DAP,1,2
FZD3,9.530184723497939e-05,653,FZD3,FZD3,1,2
RNF5,9.49606977913597e-05,654,RNF5,RNF5,1,2
ZBTB8,9.447510209480129e-05,655,ZBTB8,ZBTB8,1,2
CELSR1,9.368601063680109e-05,656,CELSR1,CELSR1,1,2
BBS2[nr] | AMEX60DD017844,9.31088639396271e-05,657,BBS2,BBS2,2,1
CCKAR,9.209661377409465e-05,658,CCKAR,CCKAR,1,2
CHMP3,9.113962152462456e-05,659,CHMP3,CHMP3,1,2
ARF6,9.066431776786672e-05,660,ARF6,ARF6,1,2
MYO16,9.023261899541494e-05,661,MYO16,MYO16,2,1
AVL9,8.995066763361535e-05,662,AVL9,AVL9,1,2
ZNF189,8.994087093194068e-05,663,ZNF189,ZNF189,1,2
RASL11A,8.968137863016528e-05,664,RASL11A,RASL11A,2,1
GFRA2,8.948023346303203e-05,665,GFRA2,GFRA2,2,1
LSS[nr] | AMEX60DD055534,8.946897097348958e-05,666,LSS,LSS,1,2
EPHB1,8.934939607327109e-05,667,EPHB1,EPHB1,1,2
PLP2,8.890083559785865e-05,668,PLP2,PLP2,1,2
RAPGEF6[nr] | AMEX60DD028902,8.884362942189957e-05,669,RAPGEF6,RAPGEF6,1,2
RND3,8.882788200851357e-05,670,RND3,RND3,2,1
CTSS,8.863784968311957e-05,671,CTSS,CTSS,1,2
CDH1,8.858865259729589e-05,672,CDH1,CDH1,2,1
LRATD1,8.834493362230137e-05,673,LRATD1,LRATD1,1,2
USP18,8.827665378686886e-05,674,USP18,USP18,1,2
CALCR,8.770931485133333e-05,675,CALCR,CALCR,2,1
CD53,8.738947506577728e-05,676,CD53,CD53,1,2
CDO1,8.726387370178898e-05,677,CDO1,CDO1,1,2
GPR26,8.71831365533673e-05,678,GPR26,GPR26,1,2
WNT8B,8.710612797682471e-05,679,WNT8B,WNT8B,1,2
ECRG4,8.624643485413774e-05,680,ECRG4,ECRG4,1,2
ADAM23,8.620943771742227e-05,681,ADAM23,ADAM23,1,2
SLC51A,8.584527138846422e-05,682,SLC51A,SLC51A,1,2
TMEM184C,8.514181287208766e-05,683,TMEM184C,TMEM184C,2,1
TIMP1,8.50418418314844e-05,684,TIMP1,TIMP1,1,2
PELI2,8.459573499361908e-05,685,PELI2,PELI2,1,2
NCAPH,8.45129871884524e-05,686,NCAPH,NCAPH,1,2
ASB6,8.384790792528713e-05,687,ASB6,ASB6,1,2
AMEX60DD041583,8.375075496781848e-05,688,AMEX60DD041583,,2,1
SHC3,8.359600894026666e-05,689,SHC3,SHC3,1,2
COMMD9,8.333036836026135e-05,690,COMMD9,COMMD9,1,2
CIAO1,8.301674152215937e-05,691,CIAO1,CIAO1,1,2
CORO1C[nr] | AMEX60DD000739,8.235548804652514e-05,692,CORO1C,CORO1C,1,2
ALDH1A2,8.231641279540633e-05,693,ALDH1A2,ALDH1A2,1,2
AMEX60DD032087,8.202882757801803e-05,694,AMEX60DD032087,,1,2
POLR2J,8.120131700197953e-05,695,POLR2J,POLR2J,1,2
CARTPT__2,8.083287695361623e-05,696,CARTPT__2,CARTPT__2,2,1
FEZF2,7.98331690344409e-05,697,FEZF2,FEZF2,1,2
ILRUN,7.964990067301231e-05,698,ILRUN,ILRUN,1,2
IQGAP1,7.956663484100778e-05,699,IQGAP1,IQGAP1,1,2
AMEX60DD039112,7.931468639084453e-05,700,AMEX60DD039112,,2,1
HSPG2,7.900717443767203e-05,701,HSPG2,HSPG2,1,2
SCAF8,7.887117820289951e-05,702,SCAF8,SCAF8,2,1
BTBD17,7.857699963266502e-05,703,BTBD17,BTBD17,1,2
LOC115476426[nr] | AMEX60DD039154,7.775088659872135e-05,704,LOC115476426,LOC115476426,1,2
AKR7L,7.733881388744451e-05,705,AKR7L,AKR7L,1,2
CTHRC1,7.711325479828367e-05,706,CTHRC1,CTHRC1,1,2
AMEX60DD051119,7.710388002491639e-05,707,AMEX60DD051119,,1,2
TTF1,7.704851535499677e-05,708,TTF1,TTF1,1,2
IGFBP1,7.690516729698713e-05,709,IGFBP1,IGFBP1,1,2
RAB37,7.672119133012928e-05,710,RAB37,RAB37,2,1
SCUBE2,7.643347734555979e-05,711,SCUBE2,SCUBE2,2,1
FGFBP1,7.638444064668246e-05,712,FGFBP1,FGFBP1,1,2
PATJ,7.635841766017462e-05,713,PATJ,PATJ,2,1
IFT46,7.635677431222388e-05,714,IFT46,IFT46,1,2
ENG,7.629163094513661e-05,715,ENG,ENG,1,2
AUP1,7.601716396521345e-05,716,AUP1,AUP1,1,2
BRPF1,7.590355385577676e-05,717,BRPF1,BRPF1,1,2
AMEX60DD016039,7.513036922047995e-05,718,AMEX60DD016039,,1,2
MYADM,7.470943270419217e-05,719,MYADM,MYADM,1,2
CCDC92,7.450062938491908e-05,720,CCDC92,CCDC92,1,2
PRDM8,7.420831305588333e-05,721,PRDM8,PRDM8,1,2
LOC104058473[nr] | AMEX60DD012398,7.3143566252266e-05,722,LOC104058473,LOC104058473,1,2
LRRC20,7.305071905159764e-05,723,LRRC20,LRRC20,2,1
TMEM132B,7.305061763532442e-05,724,TMEM132B,TMEM132B,1,2
DLX6,7.262246282377697e-05,725,DLX6,DLX6,2,1
LOXL1,7.26036936460945e-05,726,LOXL1,LOXL1,1,2
TOR2A,7.24784730309867e-05,727,TOR2A,TOR2A,1,2
PKDCC,7.24330640069598e-05,728,PKDCC,PKDCC,1,2
POMGNT1,7.217771085416469e-05,729,POMGNT1,POMGNT1,1,2
PTPN2,7.198838170155548e-05,730,PTPN2,PTPN2,2,1
IFT80,7.181513218592581e-05,731,IFT80,IFT80,2,1
GUK1,7.173313771298026e-05,732,GUK1,GUK1,1,2
CORO1A,7.171272955089315e-05,733,CORO1A,CORO1A,1,2
F13A1,7.158145665289351e-05,734,F13A1,F13A1,1,2
MED8,7.152870400152069e-05,735,MED8,MED8,1,2
LOC115458015[nr] | AMEX60DD009522,7.085979277964142e-05,736,LOC115458015,LOC115458015,1,2
PDGFD,7.067871082700146e-05,737,PDGFD,PDGFD,1,2
AMEX60DD055951,7.06399284456703e-05,738,AMEX60DD055951,,2,1
LBH,7.023736729838376e-05,739,LBH,LBH,2,1
TMEM43,7.016537074718849e-05,740,TMEM43,TMEM43,1,2
TFR2,7.002509202137952e-05,741,TFR2,TFR2,2,1
SERPINF1,6.981730606164274e-05,742,SERPINF1,SERPINF1,1,2
KCTD4,6.951424498560843e-05,743,KCTD4,KCTD4,2,1
NMBR,6.93293290972229e-05,744,NMBR,NMBR,2,1
MDGA1,6.882088202438016e-05,745,MDGA1,MDGA1,1,2
AMEX60DD053078,6.802786142807177e-05,746,AMEX60DD053078,,1,2
DUSP5,6.802633108022083e-05,747,DUSP5,DUSP5,1,2
STRN4,6.80141319499538e-05,748,STRN4,STRN4,1,2
LOC115650587[nr] | AMEX60DD036599,6.772083798018647e-05,749,LOC115650587,LOC115650587,2,1
CCDC85A,6.752035985970283e-05,750,CCDC85A,CCDC85A,2,1
KIF22,6.724853557917532e-05,751,KIF22,KIF22,1,2
CYB5R3,6.720457840245689e-05,752,CYB5R3,CYB5R3,1,2
RDX,6.69085856273556e-05,753,RDX,RDX,1,2
SNX32,6.689916929315088e-05,754,SNX32,SNX32,1,2
BRINP2,6.680631442999999e-05,755,BRINP2,BRINP2,2,1
GUCY1A1,6.658547143874537e-05,756,GUCY1A1,GUCY1A1,2,1
MRC2,6.634433655498116e-05,757,MRC2,MRC2,1,2
SFRP4,6.58143891279862e-05,758,SFRP4,SFRP4,1,2
EXOSC1,6.578153234993459e-05,759,EXOSC1,EXOSC1,2,1
PRMT8,6.547031814917719e-05,760,PRMT8,PRMT8,2,1
RFC2,6.533707736120176e-05,761,RFC2,RFC2,1,2
TRPM3,6.512561654867588e-05,762,TRPM3,TRPM3,1,2
PLEKHG1,6.50914816478316e-05,763,PLEKHG1,PLEKHG1,1,2
PKD2,6.495928908336944e-05,764,PKD2,PKD2,1,2
TIMM10,6.491507498068915e-05,765,TIMM10,TIMM10,1,2
TK1,6.452948897114166e-05,766,TK1,TK1,1,2
ECEL1,6.442073275263842e-05,767,ECEL1,ECEL1,2,1
CLEC11A,6.423995357563934e-05,768,CLEC11A,CLEC11A,1,2
BET1L,6.414686158395241e-05,769,BET1L,BET1L,1,2
AMEX60DD000513,6.413140831596897e-05,770,AMEX60DD000513,,1,2
TFPI,6.404314209155557e-05,771,TFPI,TFPI,1,2
KCNK6,6.380743954409868e-05,772,KCNK6,KCNK6,1,2
DQX1,6.363878959627158e-05,773,DQX1,DQX1,1,2
LECT2,6.35453853143543e-05,774,LECT2,LECT2,1,2
SPC24.L[nr] | AMEX60DD031877,6.343639161277329e-05,775,SPC24.L,SPC24.L,1,2
ACVR1B,6.34153577740579e-05,776,ACVR1B,ACVR1B,1,2
TNFSF13,6.332283655504667e-05,777,TNFSF13,TNFSF13,1,2
GSTZ1,6.324249637338624e-05,778,GSTZ1,GSTZ1,1,2
ZDHHC16,6.319554209876688e-05,779,ZDHHC16,ZDHHC16,1,2
HSD17B2,6.307217651192635e-05,780,HSD17B2,HSD17B2,1,2
FBXW5,6.304329804544248e-05,781,FBXW5,FBXW5,1,2
SLC10A6,6.303089147046004e-05,782,SLC10A6,SLC10A6,1,2
AMEX60DD017226,6.284780940155062e-05,783,AMEX60DD017226,,1,2
PCDH7,6.278477368203023e-05,784,PCDH7,PCDH7,2,1
ASL,6.23993464891752e-05,785,ASL,ASL,1,2
SERTM1,6.209006723735735e-05,786,SERTM1,SERTM1,1,2
AMEX60DD053738,6.156980571716073e-05,787,AMEX60DD053738,,1,2
CARHSP1,6.155113081647622e-05,788,CARHSP1,CARHSP1,1,2
STAC,6.141157014326199e-05,789,STAC,STAC,2,1
NPR1,6.119448353520111e-05,790,NPR1,NPR1,2,1
SPEN[nr] | AMEX60DD012582,6.110675890616772e-05,791,SPEN,SPEN,1,2
TMCC3,6.0971789446877074e-05,792,TMCC3,TMCC3,1,2
TMEM14A,6.0746007556627644e-05,793,TMEM14A,TMEM14A,1,2
TRPC4,6.054346387984958e-05,794,TRPC4,TRPC4,2,1
FTSJ3,6.054046551617558e-05,795,FTSJ3,FTSJ3,1,2
PCDH18,6.013726200596399e-05,796,PCDH18,PCDH18,1,2
DDRGK1,5.996065454454467e-05,797,DDRGK1,DDRGK1,1,2
GRIP2,5.938016497627566e-05,798,GRIP2,GRIP2,2,1
LOC51628,5.9163535501197336e-05,799,LOC51628,LOC51628,1,2
CERS2,5.881443191995913e-05,800,CERS2,CERS2,1,2
RNASEH2B,5.825863747949558e-05,801,RNASEH2B,RNASEH2B,1,2
GCLC,5.8175807325613416e-05,802,GCLC,GCLC,1,2
MGA,5.7874447397164e-05,803,MGA,MGA,1,2
