time,celltype,growth,interaction
0.0,VLMC,-0.05303366,1.454797
0.0,VLMC,-0.011880617,0.2319152
0.0,VLMC,0.062183492,0.2319152
0.0,VLMC,0.12147283,0.2319152
0.0,VLMC,-0.051903166,0.2319152
0.0,VLMC,0.17350468,1.0483935
0.0,VLMC,0.2676212,0.2319152
0.0,VLMC,0.13056067,2.781688
0.0,VLMC,0.009274341,0.2319152
0.0,VLMC,0.14988205,1.1772044
0.0,VLMC,0.09206987,0.2319152
0.0,VLMC,0.078536496,0.2319152
0.0,VLMC,0.10144338,0.2319152
0.0,obNBL,-0.1701138,0.68379736
0.0,VLMC,-0.023464464,0.2319152
0.0,VLMC,0.007869111,0.2319152
0.0,obNBL,-0.14517379,0.2319152
0.0,VLMC,0.11212454,2.4838395
0.0,VLMC,-0.0048683435,0.2319152
0.0,obNBL,-0.056341354,0.2319152
0.0,VLMC,-0.121056736,0.6269903
0.0,VLMC,0.0035866275,0.2319152
0.0,obNBL,-0.05096965,0.2319152
0.0,VLMC,0.08610374,0.2319152
0.0,obNBL,-0.08677059,0.2319152
0.0,obNBL,-0.08027732,0.2319152
0.0,VLMC,0.07786385,0.2319152
0.0,VLMC,0.054910205,0.2319152
0.0,VLMC,-0.020795558,0.2319152
0.0,VLMC,0.11605208,0.2319152
0.0,VLMC,0.105909385,0.2319152
0.0,obNBL,-0.0015427917,0.2319152
0.0,VLMC,0.09942464,0.2319152
0.0,obNBL,0.07350142,0.2319152
0.0,obNBL,0.046238586,0.2319152
0.0,obNBL,-0.08240888,0.2319152
0.0,VLMC,0.17309338,2.453438
0.0,MSN,0.06533535,0.2319152
0.0,VLMC,0.104842044,0.2319152
0.0,VLMC,0.13524982,2.4310312
0.0,obNBL,-0.03268195,0.2319152
0.0,VLMC,0.11072039,1.495883
0.0,VLMC,-0.029921459,0.2319152
0.0,obNBL,-0.07675358,0.2319152
0.0,obNBL,0.030433923,0.2319152
0.0,obNBL,-0.029423125,0.2319152
0.0,VLMC,0.18860665,0.2319152
0.0,VLMC,0.007887937,0.2319152
0.0,VLMC,0.13774705,0.2319152
0.0,VLMC,0.007732589,0.67094475
0.0,VLMC,-0.053561013,0.2319152
0.0,VLMC,0.12355813,4.0347576
0.0,obNBL,-0.12459389,0.2319152
0.0,VLMC,-0.073398575,0.2319152
0.0,VLMC,0.13280997,1.400428
0.0,obNBL,-0.080316514,0.2319152
0.0,obNBL,-0.088342175,0.2319152
0.0,obNBL,-0.035664782,0.2319152
0.0,obNBL,-0.058681168,0.2319152
0.0,obNBL,-0.016763287,0.2319152
0.0,obNBL,0.00065520406,0.2319152
0.0,obNBL,-0.06988541,0.2319152
0.0,obNBL,-0.035649553,0.22783405
0.0,MCG,0.08604427,1.2007003
0.0,VLMC,-0.055622,0.2319152
0.0,obNBL,-0.074836165,0.34467676
0.0,VLMC,-0.10450525,0.2319152
0.0,VLMC,0.08301147,0.2319152
0.0,VLMC,0.09652947,1.2971385
0.0,obNBL,0.0011355467,0.2319152
0.0,obNBL,0.05008111,0.2319152
0.0,VLMC,0.040251862,0.92488647
0.0,VLMC,0.13550553,0.2319152
0.0,VLMC,0.0813346,0.2319152
0.0,VLMC,0.054284006,0.2319152
0.0,obNBL,0.15882522,0.2319152
0.0,scgnIN,-0.01576424,0.2319152
0.0,obNBL,0.19693166,0.2319152
0.0,obNBL,0.016863897,0.2319152
0.0,obNBL,-0.007716394,0.2319152
0.0,obNBL,-0.16456869,0.2319152
0.0,obNBL,0.035847988,0.2319152
0.0,obNBL,0.025025547,0.2319152
0.0,VLMC,-0.15394968,0.2319152
0.0,obNBL,0.10331906,0.2319152
0.0,obNBL,0.041213192,0.2319152
0.0,obNBL,-0.15908304,0.2319152
0.0,obNBL,0.015112653,0.2319152
0.0,VLMC,0.10687316,0.2319152
0.0,VLMC,0.03228565,3.7178297
0.0,VLMC,0.13069287,0.2319152
0.0,obNBL,-0.13308507,0.2319152
0.0,obNBL,-0.090199485,0.2319152
0.0,VLMC,0.10085636,0.2319152
0.0,obNBL,0.025353488,0.2319152
0.0,obNBL,0.005055066,0.23816596
0.0,VLMC,0.1425558,0.2319152
0.0,VLMC,0.11273662,0.2319152
0.0,VLMC,0.1732721,0.2319152
0.0,obNBL,-0.1525127,0.2319152
0.0,VLMC,0.12067748,0.2319152
0.0,obNBL,-0.025343943,0.2319152
0.0,obNBL,-0.0024433397,0.2319152
0.0,VLMC,0.0337938,0.2319152
0.0,obNBL,0.019835435,0.2319152
0.0,obNBL,-0.05254557,0.2319152
0.0,obNBL,-0.14494893,0.2319152
0.0,obNBL,0.035994995,0.2319152
0.0,VLMC,0.09023092,0.2319152
0.0,VLMC,0.11480976,0.2319152
0.0,VLMC,0.16316274,0.9696853
0.0,obNBL,-0.07625194,0.2319152
0.0,obNBL,0.0058094393,0.2319152
0.0,obNBL,0.06869682,0.2319152
0.0,obNBL,0.038561974,0.2319152
0.0,obNBL,-0.12667981,0.2319152
0.0,obNBL,-0.09516656,0.2319152
0.0,obNBL,-0.058185138,0.2319152
0.0,obNBL,-0.16097233,0.2319152
0.0,VLMC,0.05109056,0.2319152
0.0,VLMC,0.16283149,0.2319152
0.0,VLMC,0.17250049,1.0987898
0.0,obNBL,-0.0859796,0.2319152
0.0,obNBL,-0.0517268,0.26760617
0.0,obNBL,-0.06144175,0.2319152
0.0,obNBL,-0.14054021,0.2319152
0.0,obNBL,-0.069961235,0.2319152
0.0,VLMC,0.051555984,0.2319152
0.0,obNBL,-0.04754116,0.2319152
0.0,VLMC,0.16844234,0.2319152
0.0,obNBL,-0.029824072,0.2319152
0.0,obNBL,-0.119535856,0.2319152
0.0,VLMC,0.18572047,0.2319152
0.0,obNBL,-0.13402405,0.54739887
0.0,VLMC,0.122542925,0.2319152
0.0,VLMC,0.058254667,0.2319152
0.0,obNBL,-0.10991618,0.27288058
0.0,obNBL,-0.08136359,0.2319152
0.0,obNBL,-0.022052782,0.2319152
0.0,obNBL,-0.12985346,0.2319152
0.0,obNBL,-0.08362645,0.2319152
0.0,obNBL,0.06779537,0.2319152
0.0,obNBL,-0.09667064,0.2319152
0.0,obNBL,-0.07784897,0.2319152
0.0,obNBL,-0.082639016,0.2319152
0.0,obNBL,0.04587447,0.2319152
0.0,VLMC,0.15787974,0.2319152
0.0,VLMC,0.12951267,0.2319152
0.0,VLMC,0.070274174,0.2319152
0.0,obNBL,0.0028847028,0.2319152
0.0,obNBL,-0.02447789,0.2319152
0.0,VLMC,0.10209049,0.8690005
0.0,obNBL,-0.038691897,0.2319152
0.0,obNBL,-0.0558037,0.2319152
0.0,obNBL,-0.031218419,0.2319152
0.0,obNBL,-0.039356112,0.2319152
0.0,VLMC,0.16605145,0.2319152
0.0,obNBL,0.030199725,0.2319152
0.0,VLMC,0.018300388,0.2319152
0.0,obNBL,-0.07998487,0.2319152
0.0,obNBL,0.0057448447,0.2319152
0.0,obNBL,-0.09287707,0.2319152
0.0,VLMC,0.07040247,0.2319152
0.0,obNBL,-0.01884408,0.2319152
0.0,obNBL,-0.00093531236,0.2319152
0.0,obNBL,-0.035872918,0.2319152
0.0,VLMC,0.14430273,0.2319152
0.0,VLMC,0.06580758,0.2319152
0.0,VLMC,0.16563341,0.2319152
0.0,obNBL,-0.021920245,0.2319152
0.0,obNBL,-0.12853034,0.2319152
0.0,scgnIN,0.018353693,0.2319152
0.0,obNBL,-0.01999763,0.2319152
0.0,VLMC,0.09702756,0.2319152
0.0,VLMC,0.030086428,0.2319152
0.0,obNBL,-0.084825605,0.2319152
0.0,obNBL,-0.1027843,0.2319152
0.0,obNBL,-0.12635887,0.2319152
0.0,obNBL,-0.031095088,0.2319152
0.0,obNBL,-0.06277664,0.2319152
0.0,obNBL,-0.05800934,0.2319152
0.0,obNBL,-0.11498989,0.2319152
0.0,obNBL,-0.12961158,0.2319152
0.0,VLMC,0.13179865,0.2319152
0.0,obNBL,0.026381105,0.2319152
0.0,VLMC,-0.0136546055,0.2319152
0.0,MCG,0.0869814,0.2319152
0.0,obNBL,-0.037702445,0.2319152
0.0,VLMC,0.1357162,0.2319152
0.0,obNBL,-0.12174439,0.2319152
0.0,obNBL,0.058106683,0.2319152
0.0,obNBL,0.06514536,0.2319152
0.0,obNBL,-0.013475307,0.2319152
0.0,obNBL,-0.11423011,0.2319152
0.0,nptxEX,-0.089257576,0.2319152
0.0,obNBL,-0.0881159,0.2319152
0.0,VLMC,0.014076121,0.2319152
0.0,obNBL,-0.08604802,0.24423781
0.0,obNBL,-0.043092854,0.2319152
0.0,obNBL,-0.084167734,0.2319152
0.0,obNBL,-0.007897834,0.2319152
0.0,VLMC,0.06294367,0.9187302
0.0,obNBL,-0.15249652,0.2319152
0.0,obNBL,0.05559484,0.2319152
0.0,obNBL,-0.031985484,0.2319152
0.0,obNBL,0.055467628,0.2319152
0.0,obNBL,-0.03400504,0.2319152
0.0,VLMC,0.14490652,1.404041
0.0,MSN,0.02722124,0.2319152
0.0,obNBL,-0.076278664,0.2319152
0.0,obNBL,0.041554987,0.2319152
0.0,obNBL,0.001165621,0.2319152
0.0,obNBL,-0.021632258,0.2319152
0.0,obNBL,-0.11233404,0.2319152
0.0,obNBL,-0.08753655,0.28223965
0.0,nptxEX,-0.09324565,0.2319152
0.0,obNBL,-0.12670621,0.2319152
0.0,VLMC,0.01779379,1.3495753
0.0,obNBL,-0.09173965,0.2319152
0.0,obNBL,-0.05089876,0.2319152
0.0,VLMC,-0.019972157,0.2319152
0.0,obNBL,-0.039040074,0.2319152
0.0,scgnIN,-0.13901076,0.2319152
0.0,obNBL,-0.11624927,0.2319152
0.0,VLMC,-0.022209756,0.2319152
0.0,obNBL,-0.07747193,0.2319152
0.0,obNBL,-0.036737867,0.2319152
0.0,obNBL,-0.20108745,0.2319152
0.0,obNBL,-0.008318694,0.2319152
0.0,obNBL,-0.07730895,0.2319152
0.0,obNBL,-0.02700826,0.2319152
0.0,obNBL,-0.020628326,0.2319152
0.0,obNBL,0.083569326,0.2319152
0.0,obNBL,-0.04692783,0.2319152
0.0,VLMC,0.085605696,1.187109
0.0,VLMC,-0.06298664,0.2319152
0.0,obNBL,-0.08071984,0.2319152
0.0,obNBL,0.07156276,0.2319152
0.0,VLMC,0.007167913,0.7126915
0.0,VLMC,0.10509502,0.95985353
0.0,obNBL,0.014088992,0.2319152
0.0,obNBL,0.024175145,0.2319152
0.0,obNBL,0.025471058,0.2319152
0.0,obNBL,0.033606697,0.2319152
0.0,VLMC,0.05199323,0.2319152
0.0,nptxEX,-0.07520661,0.2319152
0.0,obNBL,-0.049989186,0.2319152
0.0,obNBL,0.023452226,0.2319152
0.0,obNBL,0.026281394,0.2319152
0.0,obNBL,-0.05414738,0.2319152
0.0,obNBL,0.014115937,0.2319152
0.0,obNBL,-0.09254989,0.2319152
0.0,obNBL,0.13918984,0.2319152
0.0,VLMC,-0.06652087,0.5317714
0.0,obNBL,0.058186263,0.2319152
0.0,obNBL,-0.06664277,0.2319152
0.0,VLMC,0.12446455,1.4068053
0.0,VLMC,-0.08673052,0.2319152
0.0,obNBL,-0.04294145,0.2319152
0.0,obNBL,-0.1390082,0.2319152
0.0,VLMC,0.034768052,0.2319152
0.0,VLMC,-0.1109104,0.2319152
0.0,obNBL,-0.08272846,0.2319152
0.0,obNBL,-0.005238466,0.2319152
0.0,obNBL,-0.12467119,0.2319152
0.0,obNBL,0.010006234,0.2319152
0.0,obNBL,0.011606678,0.2319152
0.0,VLMC,-0.0013271384,0.2319152
0.0,VLMC,0.08186097,0.2319152
0.0,obNBL,-0.10365596,0.2319152
0.0,obNBL,0.017151635,0.2319152
0.0,obNBL,0.011418555,0.2319152
0.0,VLMC,0.038055416,0.2319152
0.0,VLMC,-0.053158272,0.2319152
0.0,obNBL,-0.12277197,0.2319152
0.0,VLMC,0.025884897,0.2319152
0.0,obNBL,-0.07466848,0.2319152
0.0,VLMC,0.08264844,0.2319152
0.0,obNBL,-0.014285209,0.2319152
0.0,obNBL,-0.11045363,0.2319152
0.0,scgnIN,0.07681691,0.2319152
0.0,obNBL,-0.06754375,0.2319152
0.0,VLMC,0.087886214,0.2319152
0.0,obNBL,0.04840155,0.2319152
0.0,obNBL,-0.044400826,0.2319152
0.0,scgnIN,-0.06581427,0.2319152
0.0,obNBL,-0.14639205,0.2319152
0.0,VLMC,-0.019531919,0.2319152
0.0,obNBL,-0.053976912,0.2319152
0.0,scgnIN,-0.05382084,0.2319152
0.0,VLMC,0.10774531,0.2319152
0.0,obNBL,0.012188364,0.2319152
0.0,VLMC,-0.122414544,0.2319152
0.0,obNBL,-0.028198384,0.2319152
0.0,scgnIN,-0.045747146,0.2319152
0.0,VLMC,-0.009455475,0.2319152
0.0,VLMC,-0.10242043,0.2319152
0.0,VLMC,0.09958183,0.2319152
0.0,obNBL,-0.07370887,0.2319152
0.0,obNBL,-0.05319578,0.2319152
0.0,obNBL,0.13189179,0.2319152
0.0,obNBL,0.23959872,0.2319152
0.0,VLMC,0.15288594,0.2319152
0.0,obNBL,-0.004137017,0.2319152
0.0,scgnIN,-0.028223623,0.2319152
0.0,nptxEX,-0.12554908,0.2319152
0.0,VLMC,-0.06694822,0.2319152
0.0,VLMC,0.07306007,1.3611444
0.0,obNBL,-0.11021125,0.2319152
0.0,obNBL,-0.042044453,0.2319152
0.0,obNBL,-0.10393049,0.2319152
0.0,obNBL,-0.06512651,0.2319152
0.0,obNBL,-0.0007080287,0.2319152
0.0,VLMC,0.097600505,0.2319152
0.0,obNBL,-0.031363547,0.2319152
0.0,obNBL,-0.06791256,0.2319152
0.0,obNBL,-0.056412444,0.2319152
0.0,obNBL,-0.12825981,0.2319152
0.0,scgnIN,-0.060041785,0.2319152
0.0,VLMC,-0.06592797,0.2319152
0.0,obNBL,-0.10051656,0.2319152
0.0,VLMC,0.05204279,0.2319152
0.0,obNBL,0.000605559,0.2319152
0.0,scgnIN,-0.04269133,0.2319152
0.0,VLMC,-0.078990996,0.2319152
0.0,obNBL,-0.055971995,0.2319152
0.0,VLMC,0.083582275,0.2319152
0.0,VLMC,0.10411326,0.2319152
0.0,VLMC,-0.008883036,0.2319152
0.0,VLMC,0.09238741,0.2319152
0.0,obNBL,0.009854332,0.2319152
0.0,obNBL,0.103396885,0.2319152
0.0,VLMC,0.12660095,0.2319152
0.0,VLMC,-0.069412515,0.2319152
0.0,MCG,0.123878084,0.2319152
0.0,obNBL,-0.030019142,0.2319152
0.0,obNBL,-0.092251085,0.2319152
0.0,obNBL,-0.028026924,0.2319152
0.0,obNBL,-0.027743049,0.2319152
0.0,obNBL,-0.048865438,0.2319152
0.0,nptxEX,-0.00070427917,0.2319152
0.0,VLMC,0.006948024,0.2319152
0.0,scgnIN,0.0573,0.2319152
0.0,obNBL,0.12750012,0.2319152
0.0,VLMC,0.01242204,0.2319152
0.0,obNBL,-0.04550716,0.2319152
0.0,VLMC,-0.09681221,0.2319152
0.0,obNBL,0.04869724,0.2319152
0.0,MSN,-0.048189998,0.2319152
0.0,obNBL,0.048952363,0.2319152
0.0,obNBL,0.056086294,0.2319152
0.0,obNBL,-0.0798749,0.2319152
0.0,VLMC,-0.12153575,0.2319152
0.0,VLMC,0.022960022,0.2319152
0.0,VLMC,-0.031131374,0.2319152
0.0,VLMC,0.084028706,0.2319152
0.0,nptxEX,-0.014499377,0.2319152
0.0,obNBL,-0.10486229,0.2319152
0.0,scgnIN,0.0028574038,0.2319152
0.0,VLMC,0.14876077,0.2319152
0.0,VLMC,-0.0644601,0.2319152
0.0,obNBL,-0.004144175,0.2319152
0.0,obNBL,-0.06036567,0.2319152
0.0,scgnIN,-0.042895928,0.2319152
0.0,VLMC,0.09479767,0.2319152
0.0,nptxEX,-0.06721856,0.2319152
0.0,obNBL,0.008526742,0.2319152
0.0,scgnIN,0.14867446,0.2319152
0.0,scgnIN,-0.03143106,0.2319152
0.0,obNBL,0.02845316,0.2319152
0.0,scgnIN,-0.07556699,0.2319152
0.0,VLMC,-0.014234823,0.2319152
0.0,obNBL,0.12015093,0.2319152
0.0,VLMC,0.026860107,0.2319152
0.0,VLMC,0.11039495,0.2319152
0.0,obNBL,-0.022796204,0.2319152
0.0,nptxEX,-0.12695967,0.2319152
0.0,VLMC,0.07558284,0.2319152
0.0,obNBL,-0.072251394,0.2319152
0.0,scgnIN,0.08369996,0.2319152
0.0,obNBL,0.023792315,0.2319152
0.0,VLMC,0.064272776,0.2319152
0.0,nptxEX,-0.035277504,0.2319152
0.0,MSN,0.030544247,0.2319152
0.0,obNBL,-0.1430437,0.2319152
0.0,obNBL,-0.04970514,0.2319152
0.0,VLMC,0.0025285892,0.2319152
0.0,obNBL,-0.01168007,0.2319152
0.0,obNBL,-0.0015525334,0.2319152
0.0,obNBL,-0.0833846,0.2319152
0.0,nptxEX,-0.09614145,0.2319152
0.0,scgnIN,-0.014979003,0.2319152
0.0,VLMC,0.024981745,0.2319152
0.0,VLMC,-0.02628632,0.2319152
0.0,obNBL,-0.060374632,0.2319152
0.0,obNBL,0.10708628,0.2319152
0.0,VLMC,0.16693163,0.5083316
0.0,nptxEX,-0.1445351,0.2319152
0.0,obNBL,0.03237512,0.2319152
0.0,MSN,-0.09938527,0.2319152
0.0,obNBL,-0.07190678,0.2319152
0.0,obNBL,-0.105894886,0.2319152
0.0,obNBL,-0.07749228,0.2319152
0.0,obNBL,0.0017007552,0.2319152
0.0,VLMC,-0.15378368,0.2319152
0.0,scgnIN,-0.0031121634,0.2319152
0.0,obNBL,0.021268077,0.2319152
0.0,nptxEX,-0.04372208,0.2319152
0.0,scgnIN,0.07439553,0.2319152
0.0,VLMC,-0.009706274,0.2319152
0.0,obNBL,-0.0704476,0.2319152
0.0,VLMC,0.06594644,0.2319152
0.0,obNBL,-0.094632305,0.2319152
0.0,VLMC,0.13505197,0.2319152
0.0,scgnIN,-0.04859801,0.2319152
0.0,VLMC,0.07354187,0.2319152
0.0,VLMC,-0.04687267,0.2319152
0.0,obNBL,0.009764824,0.2319152
0.0,obNBL,0.06513294,0.2319152
0.0,VLMC,0.06870759,0.2319152
0.0,nptxEX,-0.06615214,0.2319152
0.0,scgnIN,-0.11030351,0.2319152
0.0,obNBL,-0.15835282,0.2319152
0.0,scgnIN,0.018743284,0.2319152
0.0,nptxEX,-0.049105518,0.2319152
0.0,nptxEX,0.025169838,0.2319152
0.0,CMPN,-0.016330756,0.2319152
0.0,obNBL,-0.09270861,0.2319152
0.0,obNBL,-0.0025972836,0.2319152
0.0,obNBL,0.008810915,0.2319152
0.0,scgnIN,0.07849875,0.2319152
0.0,VLMC,0.056574978,0.2319152
0.0,nptxEX,-0.05225313,0.2319152
0.0,obNBL,-0.092401706,0.2319152
0.0,scgnIN,-0.07713772,0.2319152
0.0,obNBL,0.008025365,0.2319152
0.0,MSN,-0.15562955,0.2319152
0.0,VLMC,0.019259375,0.2319152
0.0,nptxEX,-0.09352677,0.2319152
0.0,obNBL,0.027887207,0.2319152
0.0,VLMC,0.10766571,0.7838181
0.0,obNBL,0.043714188,0.2319152
0.0,obNBL,-0.058530193,0.2319152
0.0,MSN,-0.00032920763,0.2319152
0.0,scgnIN,-0.014587168,0.2319152
0.0,VLMC,0.0933398,0.2319152
0.0,obNBL,-0.022044646,0.2319152
0.0,obNBL,-0.056635562,0.2319152
0.0,scgnIN,-0.056835968,0.2319152
0.0,nptxEX,0.011176355,0.2319152
0.0,MSN,0.020632707,0.2319152
0.0,scgnIN,-0.02208884,0.2319152
0.0,nptxEX,-0.009018155,0.2319152
0.0,CMPN,-0.08732738,0.2319152
0.0,nptxEX,-0.019303227,0.2319152
0.0,obNBL,-0.05523422,0.2319152
0.0,obNBL,-0.10611658,0.2319152
0.0,obNBL,-0.22470567,0.2319152
0.0,scgnIN,0.03877876,0.2319152
0.0,nptxEX,-0.046328753,0.2319152
0.0,nptxEX,0.045951277,0.2319152
0.0,obNBL,0.04760558,0.2319152
0.0,obNBL,0.07132717,0.2319152
0.0,obNBL,-0.06807917,0.2319152
0.0,scgnIN,0.07165942,0.2319152
0.0,obNBL,-0.10571737,0.2319152
0.0,obNBL,0.038839962,0.2319152
0.0,VLMC,0.10766377,0.2319152
0.0,obNBL,-0.05915744,0.2319152
0.0,VLMC,0.01608716,1.2062938
0.0,obNBL,0.0049900003,0.2319152
0.0,VLMC,0.103973396,0.2319152
0.0,obNBL,-0.051630735,0.2319152
0.0,obNBL,0.034129206,0.2319152
0.0,obNBL,-0.053687032,0.2319152
0.0,MSN,0.13588089,0.2319152
0.0,nptxEX,-0.124276094,0.2319152
0.0,scgnIN,0.015014838,0.2319152
0.0,obNBL,-0.20714962,0.2319152
0.0,MSN,0.062618606,0.2319152
0.0,obNBL,-0.04923393,0.2319152
0.0,MSN,0.15823382,0.2319152
0.0,VLMC,0.04611996,0.2319152
0.0,scgnIN,0.04190807,0.2319152
0.0,obNBL,0.068965174,0.2319152
0.0,obNBL,-0.08521103,0.2319152
0.0,obNBL,-0.11977584,0.2319152
0.0,sstIN,-0.010114156,0.2319152
0.0,obNBL,-0.07618634,0.2319152
0.0,obNBL,-0.01834975,0.2319152
0.0,sstIN,-0.008668362,0.2319152
0.0,scgnIN,-0.045469504,0.2319152
0.0,scgnIN,0.10282919,0.2319152
0.0,nptxEX,-0.028080896,0.2319152
0.0,MSN,-0.046415664,0.2319152
0.0,obNBL,-0.005891921,0.2319152
0.0,VLMC,0.04880607,0.2319152
0.0,nptxEX,-0.035147548,0.2319152
0.0,obNBL,0.068069324,0.2319152
0.0,nptxEX,-0.01857701,0.2319152
0.0,obNBL,-0.03527473,0.2319152
0.0,nptxEX,-0.09176203,0.2319152
0.0,tlNBL,0.08846399,0.2319152
0.0,obNBL,-0.030418463,0.2319152
0.0,VLMC,0.004177818,0.2319152
0.0,obNBL,0.012422949,0.2319152
0.0,MSN,-0.05168379,0.2319152
0.0,scgnIN,-0.034806456,0.2319152
0.0,nptxEX,-0.032159913,0.2319152
0.0,obNBL,0.00856295,0.2319152
0.0,scgnIN,0.079195715,0.2319152
0.0,obNBL,-0.08055213,0.2319152
0.0,VLMC,0.061328016,0.6299822
0.0,scgnIN,0.08948885,0.2319152
0.0,obNBL,-0.009384191,0.2319152
0.0,obNBL,-0.06362951,0.2319152
0.0,obNBL,0.04719767,0.2319152
0.0,obNBL,-0.049047228,0.2319152
0.0,VLMC,-0.10737009,0.2319152
0.0,scgnIN,-0.07973982,0.2319152
0.0,obNBL,-0.018279567,0.2319152
0.0,scgnIN,0.0023405217,0.2319152
0.0,obNBL,-0.11470068,0.2319152
0.0,VLMC,-0.05631064,0.2319152
0.0,tlNBL,0.22221133,0.2319152
0.0,scgnIN,0.036782566,0.2319152
0.0,VLMC,0.012525268,0.2319152
0.0,MSN,-0.03564217,0.2319152
0.0,VLMC,0.09596775,1.270265
0.0,nptxEX,-0.080059946,0.2319152
0.0,MSN,0.013763383,0.2319152
0.0,obNBL,-0.09290429,0.2319152
0.0,VLMC,0.17732766,0.2319152
0.0,MSN,-0.03248036,0.2319152
0.0,MSN,-0.02863495,0.2319152
0.0,MSN,0.09394706,0.2319152
0.0,obNBL,-0.039523214,0.2319152
0.0,scgnIN,0.03390005,0.2319152
0.0,obNBL,0.016768128,0.2319152
0.0,obNBL,-0.004448058,0.2319152
0.0,VLMC,0.0038932674,0.2319152
0.0,obNBL,-0.10941038,0.2319152
0.0,VLMC,-0.06573368,0.2319152
