time,cell_index,celltype,current_x,current_y,paper_x,paper_y,direct_spatial_vx,direct_spatial_vy,direct_embedded_vx,direct_embedded_vy,display_direct_embedded_vx_paper_basis,display_direct_embedded_vy_paper_basis,full_embedded_vx,full_embedded_vy,interaction_embedded_vx,interaction_embedded_vy,cosine_full_vs_interaction,in_roi,in_nested_red_display_annotation
1.0,3851,MSN,0.5820375,0.008120343,0.589066207408905,-0.1361270248889923,0.039993674,0.015208001,0.0026956815,-0.0037881555,0.002324313659908803,-0.004034420627113187,-0.0061000288,-0.00091764616,-0.0009244919,-0.0015552788,0.6331541,False,False
1.0,3852,mpEX,-0.036113158,0.053215444,-0.0084009133279323,-0.0199025850743055,-0.014670041,-0.034709275,0.004079408,-0.0021380358,0.003861737778663958,-0.0025220525665353636,0.006967476,0.005813277,-0.0056576375,0.00017955515,-0.74713105,False,False
1.0,3853,sstIN,-0.14818637,0.0464474,-0.1425087004899978,-0.0159880779683589,-0.01805861,-0.0040844046,-0.0029821764,0.0029966752,-0.0026857196743160457,0.00327288039671283,0.0044464204,0.0042657745,-0.0009130678,-0.0023396828,-0.90726805,False,False
1.0,3854,tlNBL,-0.6126259,0.03687898,-0.6094537377357483,0.028138605877757,-0.044096157,-0.014259779,-0.0035556064,0.00308527,-0.003248854133507271,0.0034161239712386677,0.01009323,-0.0017528455,-0.002206392,0.0018420437,-0.8659787,False,False
1.0,3855,VLMC,0.22911651,0.049209557,0.2385025471448898,-0.0610532015562057,-0.027296076,-0.02177404,-0.002434472,0.00354873,-0.002086862623076619,0.0037707294536004003,-1.8788389e-05,0.0028764883,0.00014468086,0.0006023607,0.97079927,False,False
1.0,3856,sfrpEGC,-0.54286265,0.021426328,-0.496545672416687,0.0060569401830434,-0.054675482,0.0034285467,-0.0014451814,0.0043026535,-0.001028475573609285,0.00442751138547596,-0.0014117169,-0.005590137,0.00023435231,-0.003196882,0.9490652,False,False
1.0,3857,scgnIN,-0.6540578,0.025122747,-0.6320334672927856,0.0225272011011838,-0.044244118,0.008502262,-0.0028971646,0.003561286,-0.002546892604039184,0.0038275667349400985,0.0013695429,0.0021308537,0.00016134483,-0.005055145,-0.8235547,False,False
1.0,3858,scgnIN,-0.70383394,0.09854673,-0.6799657940864563,0.06121776252985,-0.04904878,-0.009563666,-0.0034733706,0.0036353588,-0.0031141854021326234,0.003956599926183568,0.0024408312,0.001764994,-0.0013476769,0.0025593457,0.14092118,False,False
1.0,3859,sfrpEGC,-0.5573209,0.03101486,-0.5046583414077759,0.0204635392874479,-0.007437559,0.0060708104,-0.0021217116,0.0042357966,-0.0017092755134687895,0.004425669542469143,0.0057638744,-0.0018019435,0.009513494,-0.0032460412,0.9996668,False,False
1.0,3860,sstIN,-0.11417565,0.050322115,-0.1082715541124343,-0.0163239259272813,-0.014719531,0.0016522645,-0.002239859,0.0034248766,-0.001904727259371969,0.00362862509132471,0.0048428667,0.00676534,-0.003602095,-0.0017018674,-0.8736495,False,False
