time,n_pairs,score_sum,score_median,score_q10,score_q90,score_max
0.0,1757,49242524.268791474,196.94854226255825,0.8603943408859763,8212.94843457054,7061377.24668631
0.5,1757,41747684.58641267,123.77602364770168,0.577284774246133,4572.058822781145,7432052.889200758
1.0,1757,32121403.526315715,67.79610195006731,0.3707555156612451,2433.3502190717504,6850675.260821718
1.5,1757,31151770.432976708,48.670085706674215,0.2723283450296822,1764.1049252108614,7438925.238293383
2.0,1757,29718478.20450633,37.3495350994166,0.235092952639474,1404.8078736016294,7577301.906524662
2.5,1757,26011584.623658307,28.582694386256684,0.18660434424061367,1118.9469713498315,6810481.628842892
3.0,1757,24346866.20505647,25.27939919104312,0.16909266047380556,1008.1360940748789,6462184.549861001
