requested_clusters,chosen_clusters,clusters_found,silhouette,normalization,linkage_method,cluster_order,cut_strategy,n_zero_distance_merges
3,3,3,0.7083772934010394,minmax,average,peak_time,scipy_cut_tree_exact_n_clusters,50
