condition,sender_type,receiver_type,raw_attention_mean,n_directed_edges,zero_completed_no_edge,rank_from_top,n_complete_directed_type_pairs
pre_interaction,"Segmental Plate, Tail Bud",Angioblastic Mesenchymal Cell,0.032550083473324748,2,False,59,196
pre_interaction,"Segmental Plate, Tail Bud",Erythroid Lineage Cell,0.045133236263479475,7,False,8,196
pre_interaction,"Segmental Plate, Tail Bud",Forebrain,0.0280349552631378,1,False,105,196
pre_interaction,"Segmental Plate, Tail Bud",Hatching Gland,0,0,True,119,196
pre_interaction,"Segmental Plate, Tail Bud","Immature Eye, Midbrain",0,0,True,119,196
pre_interaction,"Segmental Plate, Tail Bud",Nervous System,0.03521310836076734,5,False,38,196
pre_interaction,"Segmental Plate, Tail Bud",Neural Crest,0.029943967238068542,12,False,94,196
pre_interaction,"Segmental Plate, Tail Bud","Neural Crest, Otic Vesicle",0.039173223078250802,1,False,20,196
pre_interaction,"Segmental Plate, Tail Bud",Notochord,0.029513035997234479,29,False,96,196
pre_interaction,"Segmental Plate, Tail Bud",Pronephros,0.027962859719991601,1,False,106,196
pre_interaction,"Segmental Plate, Tail Bud","Segmental Plate, Tail Bud",0.026857214979827401,2,False,111,196
pre_interaction,"Segmental Plate, Tail Bud",Somite,0.027926217764615999,1,False,107,196
pre_interaction,"Segmental Plate, Tail Bud",Yolk Syncytial Layer,0,0,True,119,196
pre_interaction,"Segmental Plate, Tail Bud","Yolk Syncytial Layer, Periderm",0,0,True,119,196
pre_interaction,Somite,Angioblastic Mesenchymal Cell,0,0,True,119,196
pre_interaction,Somite,Erythroid Lineage Cell,0.033650730450948046,75,False,47,196
pre_interaction,Somite,Forebrain,0.021611068397760301,1,False,117,196
pre_interaction,Somite,Hatching Gland,0,0,True,119,196
pre_interaction,Somite,"Immature Eye, Midbrain",0,0,True,119,196
pre_interaction,Somite,Nervous System,0.031039513913648422,14,False,83,196
pre_interaction,Somite,Neural Crest,0.03170028390278188,44,False,71,196
pre_interaction,Somite,"Neural Crest, Otic Vesicle",0.032998968847095925,4,False,56,196
pre_interaction,Somite,Notochord,0.036010822913911979,237,False,33,196
pre_interaction,Somite,Pronephros,0.036799678392708243,10,False,28,196
pre_interaction,Somite,"Segmental Plate, Tail Bud",0.036308284848928403,1,False,31,196
pre_interaction,Somite,Somite,0.038541246742076103,677,False,25,196
pre_interaction,Somite,Yolk Syncytial Layer,0,0,True,119,196
pre_interaction,Somite,"Yolk Syncytial Layer, Periderm",0,0,True,119,196
pre_interaction,Yolk Syncytial Layer,Angioblastic Mesenchymal Cell,0,0,True,119,196
pre_interaction,Yolk Syncytial Layer,Erythroid Lineage Cell,0,0,True,119,196
pre_interaction,Yolk Syncytial Layer,Forebrain,0,0,True,119,196
pre_interaction,Yolk Syncytial Layer,Hatching Gland,0.058910146355628953,2,False,2,196
pre_interaction,Yolk Syncytial Layer,"Immature Eye, Midbrain",0,0,True,119,196
pre_interaction,Yolk Syncytial Layer,Nervous System,0,0,True,119,196
pre_interaction,Yolk Syncytial Layer,Neural Crest,0,0,True,119,196
pre_interaction,Yolk Syncytial Layer,"Neural Crest, Otic Vesicle",0,0,True,119,196
pre_interaction,Yolk Syncytial Layer,Notochord,0,0,True,119,196
pre_interaction,Yolk Syncytial Layer,Pronephros,0,0,True,119,196
pre_interaction,Yolk Syncytial Layer,"Segmental Plate, Tail Bud",0,0,True,119,196
pre_interaction,Yolk Syncytial Layer,Somite,0,0,True,119,196
pre_interaction,Yolk Syncytial Layer,Yolk Syncytial Layer,0,0,True,119,196
pre_interaction,Yolk Syncytial Layer,"Yolk Syncytial Layer, Periderm",0,0,True,119,196
pre_interaction,"Yolk Syncytial Layer, Periderm",Angioblastic Mesenchymal Cell,0,0,True,119,196
pre_interaction,"Yolk Syncytial Layer, Periderm",Erythroid Lineage Cell,0,0,True,119,196
pre_interaction,"Yolk Syncytial Layer, Periderm",Forebrain,0,0,True,119,196
pre_interaction,"Yolk Syncytial Layer, Periderm",Hatching Gland,0.066851288080215399,1,False,1,196
pre_interaction,"Yolk Syncytial Layer, Periderm","Immature Eye, Midbrain",0,0,True,119,196
pre_interaction,"Yolk Syncytial Layer, Periderm",Nervous System,0,0,True,119,196
pre_interaction,"Yolk Syncytial Layer, Periderm",Neural Crest,0,0,True,119,196
pre_interaction,"Yolk Syncytial Layer, Periderm","Neural Crest, Otic Vesicle",0,0,True,119,196
pre_interaction,"Yolk Syncytial Layer, Periderm",Notochord,0,0,True,119,196
pre_interaction,"Yolk Syncytial Layer, Periderm",Pronephros,0,0,True,119,196
pre_interaction,"Yolk Syncytial Layer, Periderm","Segmental Plate, Tail Bud",0,0,True,119,196
pre_interaction,"Yolk Syncytial Layer, Periderm",Somite,0,0,True,119,196
pre_interaction,"Yolk Syncytial Layer, Periderm",Yolk Syncytial Layer,0,0,True,119,196
pre_interaction,"Yolk Syncytial Layer, Periderm","Yolk Syncytial Layer, Periderm",0,0,True,119,196
random,Angioblastic Mesenchymal Cell,Angioblastic Mesenchymal Cell,0.029026047585192054,389,False,63,196
random,Angioblastic Mesenchymal Cell,Erythroid Lineage Cell,0,0,True,119,196
random,Angioblastic Mesenchymal Cell,Forebrain,0.029997531147791572,79,False,50,196
random,Angioblastic Mesenchymal Cell,Hatching Gland,0.028848966668275224,11,False,67,196
random,Angioblastic Mesenchymal Cell,"Immature Eye, Midbrain",0.028153603198006701,8,False,73,196
random,Angioblastic Mesenchymal Cell,Nervous System,0.028013119773789345,87,False,75,196
random,Angioblastic Mesenchymal Cell,Neural Crest,0.028936139134736298,242,False,66,196
random,Angioblastic Mesenchymal Cell,"Neural Crest, Otic Vesicle",0.030279430250326731,9,False,48,196
random,Angioblastic Mesenchymal Cell,Notochord,0.02806176990270608,6,False,74,196
random,Angioblastic Mesenchymal Cell,Pronephros,0,0,True,119,196
random,Angioblastic Mesenchymal Cell,"Segmental Plate, Tail Bud",0,0,True,119,196
random,Angioblastic Mesenchymal Cell,Somite,0.034689126802342242,7,False,19,196
random,Angioblastic Mesenchymal Cell,Yolk Syncytial Layer,0,0,True,119,196
random,Angioblastic Mesenchymal Cell,"Yolk Syncytial Layer, Periderm",0,0,True,119,196
random,Erythroid Lineage Cell,Angioblastic Mesenchymal Cell,0,0,True,119,196
random,Erythroid Lineage Cell,Erythroid Lineage Cell,0.030927904786229862,728,False,43,196
random,Erythroid Lineage Cell,Forebrain,0,0,True,119,196
random,Erythroid Lineage Cell,Hatching Gland,0,0,True,119,196
random,Erythroid Lineage Cell,"Immature Eye, Midbrain",0,0,True,119,196
random,Erythroid Lineage Cell,Nervous System,0.023104008287191342,7,False,111,196
random,Erythroid Lineage Cell,Neural Crest,0,0,True,119,196
random,Erythroid Lineage Cell,"Neural Crest, Otic Vesicle",0,0,True,119,196
random,Erythroid Lineage Cell,Notochord,0.030953100989343649,61,False,42,196
random,Erythroid Lineage Cell,Pronephros,0.029955569977815004,49,False,51,196
random,Erythroid Lineage Cell,"Segmental Plate, Tail Bud",0.029409659760338901,7,False,58,196
random,Erythroid Lineage Cell,Somite,0.046355153698084912,67,False,6,196
random,Erythroid Lineage Cell,Yolk Syncytial Layer,0,0,True,119,196
random,Erythroid Lineage Cell,"Yolk Syncytial Layer, Periderm",0,0,True,119,196
random,Forebrain,Angioblastic Mesenchymal Cell,0.027687899231050979,78,False,79,196
random,Forebrain,Erythroid Lineage Cell,0.033433899283409098,1,False,27,196
random,Forebrain,Forebrain,0.031677811934860835,1167,False,37,196
random,Forebrain,Hatching Gland,0.026705654920078762,16,False,89,196
random,Forebrain,"Immature Eye, Midbrain",0.036910061643499345,23,False,13,196
random,Forebrain,Nervous System,0.031049556668315569,175,False,40,196
random,Forebrain,Neural Crest,0.029455859620028536,234,False,57,196
random,Forebrain,"Neural Crest, Otic Vesicle",0.0318492625195246,13,False,35,196
random,Forebrain,Notochord,0.032671635970473255,16,False,31,196
random,Forebrain,Pronephros,0,0,True,119,196
random,Forebrain,"Segmental Plate, Tail Bud",0,0,True,119,196
random,Forebrain,Somite,0.016054484993219299,1,False,118,196
random,Forebrain,Yolk Syncytial Layer,0,0,True,119,196
random,Forebrain,"Yolk Syncytial Layer, Periderm",0,0,True,119,196
random,Hatching Gland,Angioblastic Mesenchymal Cell,0.027243747291239791,11,False,84,196
random,Hatching Gland,Erythroid Lineage Cell,0,0,True,119,196
random,Hatching Gland,Forebrain,0.029245415989022937,13,False,60,196
random,Hatching Gland,Hatching Gland,0.047611376962088225,66,False,4,196
random,Hatching Gland,"Immature Eye, Midbrain",0.017581108957528999,1,False,116,196
random,Hatching Gland,Nervous System,0.023881519213318748,2,False,106,196
random,Hatching Gland,Neural Crest,0.029684913519304194,32,False,56,196
random,Hatching Gland,"Neural Crest, Otic Vesicle",0.032693812623619999,2,False,29,196
random,Hatching Gland,Notochord,0.027079362422227801,1,False,87,196
random,Hatching Gland,Pronephros,0,0,True,119,196
random,Hatching Gland,"Segmental Plate, Tail Bud",0,0,True,119,196
random,Hatching Gland,Somite,0,0,True,119,196
random,Hatching Gland,Yolk Syncytial Layer,0.055819498375058146,2,False,2,196
random,Hatching Gland,"Yolk Syncytial Layer, Periderm",0.047483791907628331,3,False,5,196
random,"Immature Eye, Midbrain",Angioblastic Mesenchymal Cell,0.03071007356047626,5,False,45,196
random,"Immature Eye, Midbrain",Erythroid Lineage Cell,0,0,True,119,196
random,"Immature Eye, Midbrain",Forebrain,0.032069736226860913,28,False,33,196
random,"Immature Eye, Midbrain",Hatching Gland,0.023335695266723602,1,False,110,196
random,"Immature Eye, Midbrain","Immature Eye, Midbrain",0.025457378918010878,19,False,98,196
random,"Immature Eye, Midbrain",Nervous System,0.024467077963054137,25,False,105,196
random,"Immature Eye, Midbrain",Neural Crest,0.024787408203872641,68,False,101,196
random,"Immature Eye, Midbrain","Neural Crest, Otic Vesicle",0.026160683715715977,8,False,95,196
random,"Immature Eye, Midbrain",Notochord,0,0,True,119,196
random,"Immature Eye, Midbrain",Pronephros,0,0,True,119,196
random,"Immature Eye, Midbrain","Segmental Plate, Tail Bud",0,0,True,119,196
random,"Immature Eye, Midbrain",Somite,0,0,True,119,196
random,"Immature Eye, Midbrain",Yolk Syncytial Layer,0,0,True,119,196
random,"Immature Eye, Midbrain","Yolk Syncytial Layer, Periderm",0,0,True,119,196
random,Nervous System,Angioblastic Mesenchymal Cell,0.026172633936983446,84,False,94,196
random,Nervous System,Erythroid Lineage Cell,0.028425708645954686,8,False,72,196
random,Nervous System,Forebrain,0.031118507973695423,169,False,39,196
random,Nervous System,Hatching Gland,0.0251257484778761,2,False,100,196
random,Nervous System,"Immature Eye, Midbrain",0.028985778313307491,21,False,65,196
random,Nervous System,Nervous System,0.029822778514007414,925,False,52,196
random,Nervous System,Neural Crest,0.029797892647712074,481,False,54,196
random,Nervous System,"Neural Crest, Otic Vesicle",0.027778339135693341,64,False,77,196
random,Nervous System,Notochord,0.035062759213389839,403,False,18,196
random,Nervous System,Pronephros,0.037804942578077247,2,False,12,196
random,Nervous System,"Segmental Plate, Tail Bud",0.042492374156912115,6,False,8,196
random,Nervous System,Somite,0.031048724738260067,12,False,41,196
random,Nervous System,Yolk Syncytial Layer,0,0,True,119,196
random,Nervous System,"Yolk Syncytial Layer, Periderm",0,0,True,119,196
random,Neural Crest,Angioblastic Mesenchymal Cell,0.026069595696753777,192,False,96,196
random,Neural Crest,Erythroid Lineage Cell,0,0,True,119,196
random,Neural Crest,Forebrain,0.027395337820053055,220,False,81,196
random,Neural Crest,Hatching Gland,0.033825221592965284,23,False,24,196
random,Neural Crest,"Immature Eye, Midbrain",0.026256634610826505,46,False,93,196
random,Neural Crest,Nervous System,0.026614513433347576,498,False,90,196
random,Neural Crest,Neural Crest,0.027323330064923587,1093,False,82,196
random,Neural Crest,"Neural Crest, Otic Vesicle",0.027569544967263885,88,False,80,196
random,Neural Crest,Notochord,0.027197354829267495,102,False,86,196
random,Neural Crest,Pronephros,0.0337189510464668,2,False,25,196
random,Neural Crest,"Segmental Plate, Tail Bud",0.028755230829119651,4,False,68,196
random,Neural Crest,Somite,0.029161060889882375,31,False,62,196
random,Neural Crest,Yolk Syncytial Layer,0,0,True,119,196
random,Neural Crest,"Yolk Syncytial Layer, Periderm",0,0,True,119,196
random,"Neural Crest, Otic Vesicle",Angioblastic Mesenchymal Cell,0.024551634262833279,9,False,104,196
random,"Neural Crest, Otic Vesicle",Erythroid Lineage Cell,0,0,True,119,196
random,"Neural Crest, Otic Vesicle",Forebrain,0.025426078720816484,14,False,99,196
random,"Neural Crest, Otic Vesicle",Hatching Gland,0.049335166811942999,1,False,3,196
random,"Neural Crest, Otic Vesicle","Immature Eye, Midbrain",0.029010700061917249,4,False,64,196
random,"Neural Crest, Otic Vesicle",Nervous System,0.029784108803141814,80,False,55,196
random,"Neural Crest, Otic Vesicle",Neural Crest,0.029295129967587291,119,False,59,196
random,"Neural Crest, Otic Vesicle","Neural Crest, Otic Vesicle",0.02867845299520658,56,False,69,196
random,"Neural Crest, Otic Vesicle",Notochord,0.025940536831815991,12,False,97,196
random,"Neural Crest, Otic Vesicle",Pronephros,0,0,True,119,196
random,"Neural Crest, Otic Vesicle","Segmental Plate, Tail Bud",0,0,True,119,196
random,"Neural Crest, Otic Vesicle",Somite,0.033906696364283548,2,False,23,196
random,"Neural Crest, Otic Vesicle",Yolk Syncytial Layer,0,0,True,119,196
random,"Neural Crest, Otic Vesicle","Yolk Syncytial Layer, Periderm",0,0,True,119,196
random,Notochord,Angioblastic Mesenchymal Cell,0.021724539498488068,6,False,114,196
random,Notochord,Erythroid Lineage Cell,0.031331156788725507,73,False,38,196
random,Notochord,Forebrain,0.023701828671619251,8,False,107,196
random,Notochord,Hatching Gland,0.02979992004111405,4,False,53,196
random,Notochord,"Immature Eye, Midbrain",0.024602968245744702,1,False,103,196
random,Notochord,Nervous System,0.030419571368061442,543,False,47,196
random,Notochord,Neural Crest,0.030262894382198795,104,False,49,196
random,Notochord,"Neural Crest, Otic Vesicle",0.027043519541621156,9,False,88,196
random,Notochord,Notochord,0.03649443157233101,3831,False,14,196
random,Notochord,Pronephros,0.02779479138553138,5,False,76,196
random,Notochord,"Segmental Plate, Tail Bud",0.032530705102396217,49,False,32,196
random,Notochord,Somite,0.034351844455383362,292,False,21,196
random,Notochord,Yolk Syncytial Layer,0,0,True,119,196
random,Notochord,"Yolk Syncytial Layer, Periderm",0.034348361194133703,1,False,22,196
random,Pronephros,Angioblastic Mesenchymal Cell,0.0291942004114389,2,False,61,196
random,Pronephros,Erythroid Lineage Cell,0.030675275669414123,49,False,46,196
random,Pronephros,Forebrain,0.035075038671493503,1,False,17,196
random,Pronephros,Hatching Gland,0,0,True,119,196
random,Pronephros,"Immature Eye, Midbrain",0,0,True,119,196
random,Pronephros,Nervous System,0.032683487981557797,2,False,30,196
random,Pronephros,Neural Crest,0.017614217009395298,2,False,115,196
random,Pronephros,"Neural Crest, Otic Vesicle",0.023027028888463901,1,False,112,196
random,Pronephros,Notochord,0.023461758026054873,7,False,109,196
random,Pronephros,Pronephros,0.036341308150440399,8,False,15,196
random,Pronephros,"Segmental Plate, Tail Bud",0.033207496628165196,2,False,28,196
random,Pronephros,Somite,0.038414586024979706,12,False,10,196
random,Pronephros,Yolk Syncytial Layer,0,0,True,119,196
random,Pronephros,"Yolk Syncytial Layer, Periderm",0,0,True,119,196
random,"Segmental Plate, Tail Bud",Angioblastic Mesenchymal Cell,0.0285822413861751,2,False,70,196
random,"Segmental Plate, Tail Bud",Erythroid Lineage Cell,0.027219617473227598,7,False,85,196
random,"Segmental Plate, Tail Bud",Forebrain,0.0165880527347326,1,False,117,196
random,"Segmental Plate, Tail Bud",Hatching Gland,0,0,True,119,196
random,"Segmental Plate, Tail Bud","Immature Eye, Midbrain",0,0,True,119,196
random,"Segmental Plate, Tail Bud",Nervous System,0.03077125623822206,5,False,44,196
random,"Segmental Plate, Tail Bud",Neural Crest,0.023600483002761959,12,False,108,196
random,"Segmental Plate, Tail Bud","Neural Crest, Otic Vesicle",0.035602036863565403,1,False,16,196
random,"Segmental Plate, Tail Bud",Notochord,0.028563436056519332,29,False,71,196
random,"Segmental Plate, Tail Bud",Pronephros,0.026402704417705501,1,False,92,196
random,"Segmental Plate, Tail Bud","Segmental Plate, Tail Bud",0.024680948816239799,2,False,102,196
random,"Segmental Plate, Tail Bud",Somite,0.042898628860712003,1,False,7,196
random,"Segmental Plate, Tail Bud",Yolk Syncytial Layer,0,0,True,119,196
random,"Segmental Plate, Tail Bud","Yolk Syncytial Layer, Periderm",0,0,True,119,196
random,Somite,Angioblastic Mesenchymal Cell,0,0,True,119,196
random,Somite,Erythroid Lineage Cell,0.034410024024546092,75,False,20,196
random,Somite,Forebrain,0.0220948942005634,1,False,113,196
random,Somite,Hatching Gland,0,0,True,119,196
random,Somite,"Immature Eye, Midbrain",0,0,True,119,196
random,Somite,Nervous System,0.026606763047831362,14,False,91,196
random,Somite,Neural Crest,0.027265558061613227,44,False,83,196
random,Somite,"Neural Crest, Otic Vesicle",0.031708612106740426,4,False,36,196
random,Somite,Notochord,0.032009705178093761,237,False,34,196
random,Somite,Pronephros,0.027696516737341841,10,False,78,196
random,Somite,"Segmental Plate, Tail Bud",0.033656071871518999,1,False,26,196
random,Somite,Somite,0.038025980051799441,677,False,11,196
random,Somite,Yolk Syncytial Layer,0,0,True,119,196
random,Somite,"Yolk Syncytial Layer, Periderm",0,0,True,119,196
random,Yolk Syncytial Layer,Angioblastic Mesenchymal Cell,0,0,True,119,196
random,Yolk Syncytial Layer,Erythroid Lineage Cell,0,0,True,119,196
random,Yolk Syncytial Layer,Forebrain,0,0,True,119,196
random,Yolk Syncytial Layer,Hatching Gland,0.065148774534463799,2,False,1,196
random,Yolk Syncytial Layer,"Immature Eye, Midbrain",0,0,True,119,196
random,Yolk Syncytial Layer,Nervous System,0,0,True,119,196
random,Yolk Syncytial Layer,Neural Crest,0,0,True,119,196
random,Yolk Syncytial Layer,"Neural Crest, Otic Vesicle",0,0,True,119,196
random,Yolk Syncytial Layer,Notochord,0,0,True,119,196
random,Yolk Syncytial Layer,Pronephros,0,0,True,119,196
random,Yolk Syncytial Layer,"Segmental Plate, Tail Bud",0,0,True,119,196
random,Yolk Syncytial Layer,Somite,0,0,True,119,196
random,Yolk Syncytial Layer,Yolk Syncytial Layer,0,0,True,119,196
random,Yolk Syncytial Layer,"Yolk Syncytial Layer, Periderm",0,0,True,119,196
random,"Yolk Syncytial Layer, Periderm",Angioblastic Mesenchymal Cell,0,0,True,119,196
random,"Yolk Syncytial Layer, Periderm",Erythroid Lineage Cell,0,0,True,119,196
random,"Yolk Syncytial Layer, Periderm",Forebrain,0,0,True,119,196
random,"Yolk Syncytial Layer, Periderm",Hatching Gland,0.039356112480163498,1,False,9,196
random,"Yolk Syncytial Layer, Periderm","Immature Eye, Midbrain",0,0,True,119,196
random,"Yolk Syncytial Layer, Periderm",Nervous System,0,0,True,119,196
random,"Yolk Syncytial Layer, Periderm",Neural Crest,0,0,True,119,196
random,"Yolk Syncytial Layer, Periderm","Neural Crest, Otic Vesicle",0,0,True,119,196
random,"Yolk Syncytial Layer, Periderm",Notochord,0,0,True,119,196
random,"Yolk Syncytial Layer, Periderm",Pronephros,0,0,True,119,196
random,"Yolk Syncytial Layer, Periderm","Segmental Plate, Tail Bud",0,0,True,119,196
random,"Yolk Syncytial Layer, Periderm",Somite,0,0,True,119,196
random,"Yolk Syncytial Layer, Periderm",Yolk Syncytial Layer,0,0,True,119,196
random,"Yolk Syncytial Layer, Periderm","Yolk Syncytial Layer, Periderm",0,0,True,119,196
