time,pair_id,ligand,receptor,pair,score,max_edge,nonzero_edges,n_cell_types,n_expression_supported_cell_types,n_expression_unsupported_cell_types,n_expression_supported_type_edges,peak_sender,peak_receiver
1.0,"[""GDF5"",""BMPR1A_BMPR2""]",GDF5,BMPR1A_BMPR2,GDF5_BMPR1A_BMPR2,0.0038937642305662892,0.0014866025193549048,80,19,19,0,361,ribEGC,wntEGC
1.5,"[""GDF5"",""BMPR1A_BMPR2""]",GDF5,BMPR1A_BMPR2,GDF5_BMPR1A_BMPR2,0.01330716483175174,0.004648538063208548,126,19,19,0,361,wntEGC,wntEGC
2.0,"[""GDF5"",""BMPR1A_BMPR2""]",GDF5,BMPR1A_BMPR2,GDF5_BMPR1A_BMPR2,0.006352798987401197,0.0028750162329983084,79,18,18,0,324,sfrpEGC,sfrpEGC
2.5,"[""GDF5"",""BMPR1A_BMPR2""]",GDF5,BMPR1A_BMPR2,GDF5_BMPR1A_BMPR2,0.010871704915552807,0.003665320266981996,191,22,22,0,484,sfrpEGC,sfrpEGC
3.0,"[""GDF5"",""BMPR1A_BMPR2""]",GDF5,BMPR1A_BMPR2,GDF5_BMPR1A_BMPR2,0.004799476827749889,0.0016294617005651914,114,21,21,0,441,wntEGC,wntEGC
3.5,"[""GDF5"",""BMPR1A_BMPR2""]",GDF5,BMPR1A_BMPR2,GDF5_BMPR1A_BMPR2,0.014070712488969735,0.0044091685368903575,197,21,21,0,441,sfrpEGC,sfrpEGC
4.0,"[""GDF5"",""BMPR1A_BMPR2""]",GDF5,BMPR1A_BMPR2,GDF5_BMPR1A_BMPR2,0.00676050800319802,0.001914383001651999,106,20,20,0,400,sfrpEGC,wntEGC
0.0,"[""GDNF"",""GFRA1_RET""]",GDNF,GFRA1_RET,GDNF_GFRA1_RET,0.0014793288450038278,0.0010950108960179699,55,18,18,0,324,wntEGC,wntEGC
0.5,"[""GDNF"",""GFRA1_RET""]",GDNF,GFRA1_RET,GDNF_GFRA1_RET,0.0012319611573821025,0.0004452607666897827,120,19,19,0,361,wntEGC,wntEGC
1.0,"[""GDNF"",""GFRA1_RET""]",GDNF,GFRA1_RET,GDNF_GFRA1_RET,0.00030020318990669185,0.00011532457294097943,43,19,19,0,361,wntEGC,wntEGC
1.5,"[""GDNF"",""GFRA1_RET""]",GDNF,GFRA1_RET,GDNF_GFRA1_RET,0.001711000630524286,0.00047435588330473224,126,19,19,0,361,wntEGC,wntEGC
2.0,"[""GDNF"",""GFRA1_RET""]",GDNF,GFRA1_RET,GDNF_GFRA1_RET,0.0007279774205231199,0.00024436844837561237,63,18,18,0,324,CP,reaEGC
2.5,"[""GDNF"",""GFRA1_RET""]",GDNF,GFRA1_RET,GDNF_GFRA1_RET,0.0021501256275373057,0.00040311570392439187,191,22,22,0,484,sfrpEGC,sfrpEGC
3.0,"[""GDNF"",""GFRA1_RET""]",GDNF,GFRA1_RET,GDNF_GFRA1_RET,0.00046425475087108676,0.0001791939707021348,72,21,21,0,441,rIPC1,rIPC1
3.5,"[""GDNF"",""GFRA1_RET""]",GDNF,GFRA1_RET,GDNF_GFRA1_RET,0.0016371597656771194,0.0002747733450506899,197,21,21,0,441,sfrpEGC,sfrpEGC
4.0,"[""GDNF"",""GFRA1_RET""]",GDNF,GFRA1_RET,GDNF_GFRA1_RET,0.00017630968960922013,9.314744542037594e-05,72,20,20,0,400,tlNBL,tlNBL
0.0,"[""GRN"",""SORT1""]",GRN,SORT1,GRN_SORT1,5.2028834617865165,1.5821386214415838,164,18,18,0,324,wntEGC,wntEGC
0.5,"[""GRN"",""SORT1""]",GRN,SORT1,GRN_SORT1,4.704014278895815,1.5764314592504582,120,19,19,0,361,wntEGC,wntEGC
1.0,"[""GRN"",""SORT1""]",GRN,SORT1,GRN_SORT1,5.594863838064782,1.7622689493575996,140,19,19,0,361,sfrpEGC,sfrpEGC
1.5,"[""GRN"",""SORT1""]",GRN,SORT1,GRN_SORT1,6.936798919865241,2.219235300060721,126,19,19,0,361,wntEGC,wntEGC
2.0,"[""GRN"",""SORT1""]",GRN,SORT1,GRN_SORT1,6.039932024484488,1.2904722190193993,190,18,18,0,324,sfrpEGC,sfrpEGC
2.5,"[""GRN"",""SORT1""]",GRN,SORT1,GRN_SORT1,8.747623455396493,2.130126581310653,191,22,22,0,484,sfrpEGC,sfrpEGC
3.0,"[""GRN"",""SORT1""]",GRN,SORT1,GRN_SORT1,7.050548797527371,1.6114068741919696,224,21,21,0,441,wntEGC,wntEGC
3.5,"[""GRN"",""SORT1""]",GRN,SORT1,GRN_SORT1,13.080724930127097,2.5928349383905744,197,21,21,0,441,sfrpEGC,sfrpEGC
4.0,"[""GRN"",""SORT1""]",GRN,SORT1,GRN_SORT1,7.478985874318448,2.6546086018397084,157,20,20,0,400,wntEGC,wntEGC
0.0,"[""HBEGF"",""ERBB2_ERBB4""]",HBEGF,ERBB2_ERBB4,HBEGF_ERBB2_ERBB4,0.09348640264832614,0.030865753282652498,139,18,18,0,324,reaEGC,reaEGC
0.5,"[""HBEGF"",""ERBB2_ERBB4""]",HBEGF,ERBB2_ERBB4,HBEGF_ERBB2_ERBB4,0.03919506466333713,0.01024775546522275,120,19,19,0,361,wntEGC,wntEGC
1.0,"[""HBEGF"",""ERBB2_ERBB4""]",HBEGF,ERBB2_ERBB4,HBEGF_ERBB2_ERBB4,0.03795465056030784,0.01827461066811003,102,19,19,0,361,sfrpEGC,sfrpEGC
1.5,"[""HBEGF"",""ERBB2_ERBB4""]",HBEGF,ERBB2_ERBB4,HBEGF_ERBB2_ERBB4,0.06295810008349001,0.015392499435401701,126,19,19,0,361,wntEGC,wntEGC
2.0,"[""HBEGF"",""ERBB2_ERBB4""]",HBEGF,ERBB2_ERBB4,HBEGF_ERBB2_ERBB4,0.09394094842688815,0.05140939604193034,161,18,18,0,324,reaEGC,reaEGC
2.5,"[""HBEGF"",""ERBB2_ERBB4""]",HBEGF,ERBB2_ERBB4,HBEGF_ERBB2_ERBB4,0.08338955890291432,0.023624615945409867,191,22,22,0,484,sfrpEGC,sfrpEGC
3.0,"[""HBEGF"",""ERBB2_ERBB4""]",HBEGF,ERBB2_ERBB4,HBEGF_ERBB2_ERBB4,0.05716338988798872,0.03468608032899897,204,21,21,0,441,reaEGC,reaEGC
3.5,"[""HBEGF"",""ERBB2_ERBB4""]",HBEGF,ERBB2_ERBB4,HBEGF_ERBB2_ERBB4,0.11658613467766388,0.02185624109079285,197,21,21,0,441,sfrpEGC,sfrpEGC
4.0,"[""HBEGF"",""ERBB2_ERBB4""]",HBEGF,ERBB2_ERBB4,HBEGF_ERBB2_ERBB4,0.03235641707557105,0.01174297192140312,103,20,20,0,400,sfrpEGC,sfrpEGC
0.0,"[""HBEGF"",""ERBB4""]",HBEGF,ERBB4,HBEGF_ERBB4,0.2432401245333525,0.054600144834366156,139,18,18,0,324,sfrpEGC,sfrpEGC
0.5,"[""HBEGF"",""ERBB4""]",HBEGF,ERBB4,HBEGF_ERBB4,0.17684655226564258,0.037111767240070204,120,19,19,0,361,sfrpEGC,sfrpEGC
1.0,"[""HBEGF"",""ERBB4""]",HBEGF,ERBB4,HBEGF_ERBB4,0.16146052342553208,0.07696344592232668,102,19,19,0,361,sfrpEGC,sfrpEGC
1.5,"[""HBEGF"",""ERBB4""]",HBEGF,ERBB4,HBEGF_ERBB4,0.2909483489176019,0.053232157874990076,126,19,19,0,361,wntEGC,wntEGC
2.0,"[""HBEGF"",""ERBB4""]",HBEGF,ERBB4,HBEGF_ERBB4,0.22261187747193284,0.08509592082452791,161,18,18,0,324,reaEGC,reaEGC
2.5,"[""HBEGF"",""ERBB4""]",HBEGF,ERBB4,HBEGF_ERBB4,0.24781533920622534,0.06797019015047633,191,22,22,0,484,sfrpEGC,sfrpEGC
3.0,"[""HBEGF"",""ERBB4""]",HBEGF,ERBB4,HBEGF_ERBB4,0.08569309389322831,0.03468608032899897,204,21,21,0,441,reaEGC,reaEGC
3.5,"[""HBEGF"",""ERBB4""]",HBEGF,ERBB4,HBEGF_ERBB4,0.237654620673045,0.041421009409503884,197,21,21,0,441,sfrpEGC,sfrpEGC
4.0,"[""HBEGF"",""ERBB4""]",HBEGF,ERBB4,HBEGF_ERBB4,0.10191724381332842,0.03254432188880117,108,20,20,0,400,sfrpEGC,sfrpEGC
0.0,"[""HSPG2"",""DAG1""]",HSPG2,DAG1,HSPG2_DAG1,1.0852377783276526,0.3589661480946544,164,18,18,0,324,wntEGC,wntEGC
0.5,"[""HSPG2"",""DAG1""]",HSPG2,DAG1,HSPG2_DAG1,0.7449699389728389,0.2512204753811692,120,19,19,0,361,wntEGC,wntEGC
1.0,"[""HSPG2"",""DAG1""]",HSPG2,DAG1,HSPG2_DAG1,0.5349057111469802,0.16465320117196017,140,19,19,0,361,sfrpEGC,sfrpEGC
1.5,"[""HSPG2"",""DAG1""]",HSPG2,DAG1,HSPG2_DAG1,1.268242111167773,0.4276194895653114,126,19,19,0,361,wntEGC,wntEGC
2.0,"[""HSPG2"",""DAG1""]",HSPG2,DAG1,HSPG2_DAG1,1.5170563800648569,0.3599348972408657,190,18,18,0,324,sfrpEGC,sfrpEGC
2.5,"[""HSPG2"",""DAG1""]",HSPG2,DAG1,HSPG2_DAG1,2.040254170078264,0.5831417863731794,191,22,22,0,484,sfrpEGC,sfrpEGC
3.0,"[""HSPG2"",""DAG1""]",HSPG2,DAG1,HSPG2_DAG1,2.342108590520454,1.1558850645042877,224,21,21,0,441,reaEGC,reaEGC
3.5,"[""HSPG2"",""DAG1""]",HSPG2,DAG1,HSPG2_DAG1,2.8320567291468044,0.6940168547845244,197,21,21,0,441,sfrpEGC,sfrpEGC
4.0,"[""HSPG2"",""DAG1""]",HSPG2,DAG1,HSPG2_DAG1,1.2078343687208049,0.4238455678187927,163,20,20,0,400,wntEGC,wntEGC
0.0,"[""IHH"",""PTCH1_SMO""]",IHH,PTCH1_SMO,IHH_PTCH1_SMO,0.005088794040189574,0.0018263225009727986,93,18,18,0,324,sfrpEGC,sfrpEGC
0.5,"[""IHH"",""PTCH1_SMO""]",IHH,PTCH1_SMO,IHH_PTCH1_SMO,0.009341721020024693,0.0029566815751506,120,19,19,0,361,wntEGC,wntEGC
1.0,"[""IHH"",""PTCH1_SMO""]",IHH,PTCH1_SMO,IHH_PTCH1_SMO,0.01274850543546293,0.004557500680106861,122,19,19,0,361,sfrpEGC,sfrpEGC
1.5,"[""IHH"",""PTCH1_SMO""]",IHH,PTCH1_SMO,IHH_PTCH1_SMO,0.016870303988760563,0.005594245661574358,126,19,19,0,361,wntEGC,wntEGC
2.0,"[""IHH"",""PTCH1_SMO""]",IHH,PTCH1_SMO,IHH_PTCH1_SMO,0.007364243307621845,0.0025849692247061217,141,18,18,0,324,wntEGC,wntEGC
2.5,"[""IHH"",""PTCH1_SMO""]",IHH,PTCH1_SMO,IHH_PTCH1_SMO,0.010817223038655649,0.0035277610344915,191,22,22,0,484,sfrpEGC,sfrpEGC
3.0,"[""IHH"",""PTCH1_SMO""]",IHH,PTCH1_SMO,IHH_PTCH1_SMO,0.004606136147390659,0.001433533457101759,135,21,21,0,441,wntEGC,wntEGC
3.5,"[""IHH"",""PTCH1_SMO""]",IHH,PTCH1_SMO,IHH_PTCH1_SMO,0.014409344908694543,0.0042344048890156204,197,21,21,0,441,sfrpEGC,sfrpEGC
4.0,"[""IHH"",""PTCH1_SMO""]",IHH,PTCH1_SMO,IHH_PTCH1_SMO,0.006165763632902736,0.0020191054874768846,119,20,20,0,400,sfrpEGC,wntEGC
0.0,"[""IHH"",""PTCH2_SMO""]",IHH,PTCH2_SMO,IHH_PTCH2_SMO,0.002677187489881097,0.0013236692119204,89,18,18,0,324,wntEGC,wntEGC
0.5,"[""IHH"",""PTCH2_SMO""]",IHH,PTCH2_SMO,IHH_PTCH2_SMO,0.006293097675550863,0.0021225162644092264,120,19,19,0,361,wntEGC,wntEGC
1.0,"[""IHH"",""PTCH2_SMO""]",IHH,PTCH2_SMO,IHH_PTCH2_SMO,0.0067188245842097405,0.002853723917810065,122,19,19,0,361,wntEGC,wntEGC
1.5,"[""IHH"",""PTCH2_SMO""]",IHH,PTCH2_SMO,IHH_PTCH2_SMO,0.010487275909123872,0.0034537252929035572,126,19,19,0,361,wntEGC,wntEGC
2.0,"[""IHH"",""PTCH2_SMO""]",IHH,PTCH2_SMO,IHH_PTCH2_SMO,0.002895136070962185,0.0007035547083629833,136,18,18,0,324,wntEGC,tlNBL
2.5,"[""IHH"",""PTCH2_SMO""]",IHH,PTCH2_SMO,IHH_PTCH2_SMO,0.006839388633161402,0.0019768300151232284,191,22,22,0,484,sfrpEGC,sfrpEGC
3.0,"[""IHH"",""PTCH2_SMO""]",IHH,PTCH2_SMO,IHH_PTCH2_SMO,0.002623087717710763,0.0009961790471150107,131,21,21,0,441,wntEGC,wntEGC
3.5,"[""IHH"",""PTCH2_SMO""]",IHH,PTCH2_SMO,IHH_PTCH2_SMO,0.00653919759057042,0.0016030442722789783,197,21,21,0,441,sfrpEGC,sfrpEGC
4.0,"[""IHH"",""PTCH2_SMO""]",IHH,PTCH2_SMO,IHH_PTCH2_SMO,0.004105902711995537,0.0020191054874768846,111,20,20,0,400,wntEGC,wntEGC
0.0,"[""INHBB"",""ACVR1B_ACVR2A""]",INHBB,ACVR1B_ACVR2A,INHBB_ACVR1B_ACVR2A,0.0943037134167658,0.030986689160534275,154,18,18,0,324,wntEGC,wntEGC
0.5,"[""INHBB"",""ACVR1B_ACVR2A""]",INHBB,ACVR1B_ACVR2A,INHBB_ACVR1B_ACVR2A,0.069318851903364,0.027290192811037426,120,19,19,0,361,wntEGC,wntEGC
1.0,"[""INHBB"",""ACVR1B_ACVR2A""]",INHBB,ACVR1B_ACVR2A,INHBB_ACVR1B_ACVR2A,0.0521915742609365,0.019937933943406917,120,19,19,0,361,wntEGC,wntEGC
1.5,"[""INHBB"",""ACVR1B_ACVR2A""]",INHBB,ACVR1B_ACVR2A,INHBB_ACVR1B_ACVR2A,0.09545856026830063,0.035431623815281914,126,19,19,0,361,wntEGC,wntEGC
2.0,"[""INHBB"",""ACVR1B_ACVR2A""]",INHBB,ACVR1B_ACVR2A,INHBB_ACVR1B_ACVR2A,0.0552995907793347,0.014095175471820121,160,18,18,0,324,reaEGC,wntEGC
2.5,"[""INHBB"",""ACVR1B_ACVR2A""]",INHBB,ACVR1B_ACVR2A,INHBB_ACVR1B_ACVR2A,0.12959134592962496,0.03171925139745613,191,22,22,0,484,sfrpEGC,sfrpEGC
3.0,"[""INHBB"",""ACVR1B_ACVR2A""]",INHBB,ACVR1B_ACVR2A,INHBB_ACVR1B_ACVR2A,0.13215092591377015,0.039275422668639585,218,21,21,0,441,wntEGC,wntEGC
3.5,"[""INHBB"",""ACVR1B_ACVR2A""]",INHBB,ACVR1B_ACVR2A,INHBB_ACVR1B_ACVR2A,0.27219202484662397,0.05483965674733517,197,21,21,0,441,sfrpEGC,sfrpEGC
4.0,"[""INHBB"",""ACVR1B_ACVR2A""]",INHBB,ACVR1B_ACVR2A,INHBB_ACVR1B_ACVR2A,0.17515789491542355,0.10387544400550636,153,20,20,0,400,wntEGC,wntEGC
0.0,"[""INHBB"",""ACVR1C_ACVR2A""]",INHBB,ACVR1C_ACVR2A,INHBB_ACVR1C_ACVR2A,0.006846645658528376,0.0026811321946329965,138,18,18,0,324,wntEGC,wntEGC
0.5,"[""INHBB"",""ACVR1C_ACVR2A""]",INHBB,ACVR1C_ACVR2A,INHBB_ACVR1C_ACVR2A,0.006079630700287,0.0025782362328423056,120,19,19,0,361,wntEGC,wntEGC
1.0,"[""INHBB"",""ACVR1C_ACVR2A""]",INHBB,ACVR1C_ACVR2A,INHBB_ACVR1C_ACVR2A,0.0037648830904440083,0.0012333479841995102,112,19,19,0,361,wntEGC,wntEGC
1.5,"[""INHBB"",""ACVR1C_ACVR2A""]",INHBB,ACVR1C_ACVR2A,INHBB_ACVR1C_ACVR2A,0.008758943726743898,0.003430501805809835,126,19,19,0,361,wntEGC,wntEGC
2.0,"[""INHBB"",""ACVR1C_ACVR2A""]",INHBB,ACVR1C_ACVR2A,INHBB_ACVR1C_ACVR2A,0.0047765138317984535,0.0015125504077658054,132,18,18,0,324,reaEGC,reaEGC
2.5,"[""INHBB"",""ACVR1C_ACVR2A""]",INHBB,ACVR1C_ACVR2A,INHBB_ACVR1C_ACVR2A,0.005703777896956907,0.0012450427744338383,191,22,22,0,484,wntEGC,sfrpEGC
3.0,"[""INHBB"",""ACVR1C_ACVR2A""]",INHBB,ACVR1C_ACVR2A,INHBB_ACVR1C_ACVR2A,0.004807000937526291,0.0018997003211259373,186,21,21,0,441,wntEGC,wntEGC
3.5,"[""INHBB"",""ACVR1C_ACVR2A""]",INHBB,ACVR1C_ACVR2A,INHBB_ACVR1C_ACVR2A,0.016284615649910357,0.002680723951538525,197,21,21,0,441,sfrpEGC,sfrpEGC
4.0,"[""INHBB"",""ACVR1C_ACVR2A""]",INHBB,ACVR1C_ACVR2A,INHBB_ACVR1C_ACVR2A,0.01531421336762136,0.011084841442131479,142,20,20,0,400,wntEGC,wntEGC
0.0,"[""JAG1"",""NOTCH3""]",JAG1,NOTCH3,JAG1_NOTCH3,0.03413793643769121,0.02104113052637804,101,18,18,0,324,wntEGC,wntEGC
0.5,"[""JAG1"",""NOTCH3""]",JAG1,NOTCH3,JAG1_NOTCH3,0.045276121009964275,0.023897751595945513,120,19,19,0,361,wntEGC,wntEGC
1.0,"[""JAG1"",""NOTCH3""]",JAG1,NOTCH3,JAG1_NOTCH3,0.044403030930285345,0.02470444585828887,104,19,19,0,361,wntEGC,wntEGC
1.5,"[""JAG1"",""NOTCH3""]",JAG1,NOTCH3,JAG1_NOTCH3,0.07303358946118083,0.035530973245434236,126,19,19,0,361,wntEGC,wntEGC
2.0,"[""JAG1"",""NOTCH3""]",JAG1,NOTCH3,JAG1_NOTCH3,0.04828187277971441,0.018793755320548437,159,18,18,0,324,wntEGC,wntEGC
2.5,"[""JAG1"",""NOTCH3""]",JAG1,NOTCH3,JAG1_NOTCH3,0.06690922450650955,0.01907512956987285,191,22,22,0,484,wntEGC,sfrpEGC
3.0,"[""JAG1"",""NOTCH3""]",JAG1,NOTCH3,JAG1_NOTCH3,0.05709551783091944,0.02193611166470993,108,21,21,0,441,wntEGC,wntEGC
3.5,"[""JAG1"",""NOTCH3""]",JAG1,NOTCH3,JAG1_NOTCH3,0.11780140207307338,0.029133734413471616,197,21,21,0,441,sfrpEGC,sfrpEGC
4.0,"[""JAG1"",""NOTCH3""]",JAG1,NOTCH3,JAG1_NOTCH3,0.16768201832246235,0.12858010098953157,111,20,20,0,400,wntEGC,wntEGC
0.0,"[""JAG2"",""NOTCH3""]",JAG2,NOTCH3,JAG2_NOTCH3,0.017964067435669938,0.007813184710844866,101,18,18,0,324,wntEGC,wntEGC
0.5,"[""JAG2"",""NOTCH3""]",JAG2,NOTCH3,JAG2_NOTCH3,0.026597317695395372,0.011451513025647961,120,19,19,0,361,wntEGC,wntEGC
1.0,"[""JAG2"",""NOTCH3""]",JAG2,NOTCH3,JAG2_NOTCH3,0.024786570828391107,0.009420509212039376,104,19,19,0,361,wntEGC,wntEGC
1.5,"[""JAG2"",""NOTCH3""]",JAG2,NOTCH3,JAG2_NOTCH3,0.04044066442745412,0.0172548230568396,126,19,19,0,361,wntEGC,wntEGC
2.0,"[""JAG2"",""NOTCH3""]",JAG2,NOTCH3,JAG2_NOTCH3,0.028064555564910845,0.006251509701474947,159,18,18,0,324,sfrpEGC,sfrpEGC
2.5,"[""JAG2"",""NOTCH3""]",JAG2,NOTCH3,JAG2_NOTCH3,0.04215465354907599,0.010328522651550726,191,22,22,0,484,wntEGC,sfrpEGC
3.0,"[""JAG2"",""NOTCH3""]",JAG2,NOTCH3,JAG2_NOTCH3,0.01963406224947789,0.004710750304910855,108,21,21,0,441,wntEGC,sfrpEGC
3.5,"[""JAG2"",""NOTCH3""]",JAG2,NOTCH3,JAG2_NOTCH3,0.05432740947739629,0.010803960106058545,197,21,21,0,441,sfrpEGC,sfrpEGC
4.0,"[""JAG2"",""NOTCH3""]",JAG2,NOTCH3,JAG2_NOTCH3,0.04862487651543417,0.02185201002812356,111,20,20,0,400,wntEGC,wntEGC
0.0,"[""JAM2"",""ITGA3_ITGB1""]",JAM2,ITGA3_ITGB1,JAM2_ITGA3_ITGB1,0.41718471425062736,0.19637863280304202,159,18,18,0,324,wntEGC,wntEGC
0.5,"[""JAM2"",""ITGA3_ITGB1""]",JAM2,ITGA3_ITGB1,JAM2_ITGA3_ITGB1,0.4496318193043261,0.18289110805726919,120,19,19,0,361,wntEGC,wntEGC
1.0,"[""JAM2"",""ITGA3_ITGB1""]",JAM2,ITGA3_ITGB1,JAM2_ITGA3_ITGB1,0.4194363898266538,0.13930114144909764,139,19,19,0,361,sfrpEGC,sfrpEGC
1.5,"[""JAM2"",""ITGA3_ITGB1""]",JAM2,ITGA3_ITGB1,JAM2_ITGA3_ITGB1,0.5893482327873543,0.23445460456499406,126,19,19,0,361,wntEGC,wntEGC
2.0,"[""JAM2"",""ITGA3_ITGB1""]",JAM2,ITGA3_ITGB1,JAM2_ITGA3_ITGB1,0.44697973229602217,0.08520432244916736,190,18,18,0,324,sfrpEGC,tlNBL
2.5,"[""JAM2"",""ITGA3_ITGB1""]",JAM2,ITGA3_ITGB1,JAM2_ITGA3_ITGB1,0.5293836184258665,0.1337607131390254,191,22,22,0,484,sfrpEGC,sfrpEGC
3.0,"[""JAM2"",""ITGA3_ITGB1""]",JAM2,ITGA3_ITGB1,JAM2_ITGA3_ITGB1,0.5333987787086749,0.18214406895357266,218,21,21,0,441,reaEGC,reaEGC
3.5,"[""JAM2"",""ITGA3_ITGB1""]",JAM2,ITGA3_ITGB1,JAM2_ITGA3_ITGB1,1.335655621289534,0.2764986484751961,197,21,21,0,441,sfrpEGC,sfrpEGC
4.0,"[""JAM2"",""ITGA3_ITGB1""]",JAM2,ITGA3_ITGB1,JAM2_ITGA3_ITGB1,1.1261357494460786,0.5027120867570873,163,20,20,0,400,wntEGC,wntEGC
0.0,"[""JAM2"",""JAM2""]",JAM2,JAM2,JAM2_JAM2,3.7397532218740084,1.5448993273281808,155,18,18,0,324,wntEGC,wntEGC
0.5,"[""JAM2"",""JAM2""]",JAM2,JAM2,JAM2_JAM2,2.5850150662464344,1.1391838242252388,120,19,19,0,361,wntEGC,wntEGC
1.0,"[""JAM2"",""JAM2""]",JAM2,JAM2,JAM2_JAM2,2.296009478256336,0.784976919748088,140,19,19,0,361,wntEGC,wntEGC
1.5,"[""JAM2"",""JAM2""]",JAM2,JAM2,JAM2_JAM2,3.708147513329845,1.5863383152934367,126,19,19,0,361,wntEGC,wntEGC
2.0,"[""JAM2"",""JAM2""]",JAM2,JAM2,JAM2_JAM2,4.031292779099844,1.4414751988068004,190,18,18,0,324,wntEGC,wntEGC
2.5,"[""JAM2"",""JAM2""]",JAM2,JAM2,JAM2_JAM2,3.372504190719484,1.1566863097815032,191,22,22,0,484,sfrpEGC,sfrpEGC
3.0,"[""JAM2"",""JAM2""]",JAM2,JAM2,JAM2_JAM2,4.355233155739754,1.5717269929183948,224,21,21,0,441,wntEGC,wntEGC
3.5,"[""JAM2"",""JAM2""]",JAM2,JAM2,JAM2_JAM2,6.284314063169727,1.7655664769518862,197,21,21,0,441,sfrpEGC,sfrpEGC
4.0,"[""JAM2"",""JAM2""]",JAM2,JAM2,JAM2_JAM2,5.9622735780990865,3.3029552561640863,163,20,20,0,400,wntEGC,wntEGC
0.0,"[""JAM2"",""JAM3""]",JAM2,JAM3,JAM2_JAM3,0.4779414796735967,0.11870494393144339,159,18,18,0,324,wntEGC,wntEGC
0.5,"[""JAM2"",""JAM3""]",JAM2,JAM3,JAM2_JAM3,0.5519497757590649,0.22069980598979522,120,19,19,0,361,wntEGC,wntEGC
1.0,"[""JAM2"",""JAM3""]",JAM2,JAM3,JAM2_JAM3,0.4417875939381781,0.15385350173219595,140,19,19,0,361,wntEGC,wntEGC
1.5,"[""JAM2"",""JAM3""]",JAM2,JAM3,JAM2_JAM3,0.7625827106745517,0.28770584369807956,126,19,19,0,361,wntEGC,wntEGC
2.0,"[""JAM2"",""JAM3""]",JAM2,JAM3,JAM2_JAM3,0.6369310932846464,0.1694523295888675,190,18,18,0,324,wntEGC,reaEGC
2.5,"[""JAM2"",""JAM3""]",JAM2,JAM3,JAM2_JAM3,0.8255214899859842,0.21925065852989367,191,22,22,0,484,sfrpEGC,sfrpEGC
3.0,"[""JAM2"",""JAM3""]",JAM2,JAM3,JAM2_JAM3,0.7760106976768149,0.2625440313324201,224,21,21,0,441,reaEGC,reaEGC
3.5,"[""JAM2"",""JAM3""]",JAM2,JAM3,JAM2_JAM3,1.701654287063072,0.37844549251675397,197,21,21,0,441,sfrpEGC,sfrpEGC
4.0,"[""JAM2"",""JAM3""]",JAM2,JAM3,JAM2_JAM3,1.1590797028315312,0.5260332307673459,163,20,20,0,400,wntEGC,wntEGC
0.0,"[""JAM3"",""ITGAM_ITGB2""]",JAM3,ITGAM_ITGB2,JAM3_ITGAM_ITGB2,0.007994534570857078,0.0029503109396229027,98,18,18,0,324,wntEGC,wntEGC
0.5,"[""JAM3"",""ITGAM_ITGB2""]",JAM3,ITGAM_ITGB2,JAM3_ITGAM_ITGB2,0.012790959652658706,0.0029026011429791393,120,19,19,0,361,wntEGC,wntEGC
1.0,"[""JAM3"",""ITGAM_ITGB2""]",JAM3,ITGAM_ITGB2,JAM3_ITGAM_ITGB2,0.007837927097813068,0.0014860019339941644,124,19,19,0,361,ribEGC,sfrpEGC
1.5,"[""JAM3"",""ITGAM_ITGB2""]",JAM3,ITGAM_ITGB2,JAM3_ITGAM_ITGB2,0.024625940573282032,0.006430208116841643,126,19,19,0,361,wntEGC,wntEGC
2.0,"[""JAM3"",""ITGAM_ITGB2""]",JAM3,ITGAM_ITGB2,JAM3_ITGAM_ITGB2,0.03217195895520004,0.008826407359218713,178,18,18,0,324,reaEGC,reaEGC
2.5,"[""JAM3"",""ITGAM_ITGB2""]",JAM3,ITGAM_ITGB2,JAM3_ITGAM_ITGB2,0.04053918499059782,0.008907913011463023,191,22,22,0,484,sfrpEGC,sfrpEGC
3.0,"[""JAM3"",""ITGAM_ITGB2""]",JAM3,ITGAM_ITGB2,JAM3_ITGAM_ITGB2,0.014969863355583531,0.005586055747675252,175,21,21,0,441,reaEGC,reaEGC
3.5,"[""JAM3"",""ITGAM_ITGB2""]",JAM3,ITGAM_ITGB2,JAM3_ITGAM_ITGB2,0.027681610948586958,0.005409516505329402,197,21,21,0,441,sfrpEGC,sfrpEGC
4.0,"[""JAM3"",""ITGAM_ITGB2""]",JAM3,ITGAM_ITGB2,JAM3_ITGAM_ITGB2,0.01441399914543133,0.003018125589690272,121,20,20,0,400,sfrpEGC,tlNBL
0.0,"[""JAM3"",""JAM2""]",JAM3,JAM2,JAM3_JAM2,0.5501711904314371,0.11870494393144339,159,18,18,0,324,sfrpEGC,wntEGC
0.5,"[""JAM3"",""JAM2""]",JAM3,JAM2,JAM3_JAM2,0.5448915224598893,0.22069980598979522,120,19,19,0,361,wntEGC,wntEGC
1.0,"[""JAM3"",""JAM2""]",JAM3,JAM2,JAM3_JAM2,0.4503773499891784,0.15385350173219595,140,19,19,0,361,wntEGC,wntEGC
1.5,"[""JAM3"",""JAM2""]",JAM3,JAM2,JAM3_JAM2,0.7374519227072439,0.28770584369807956,126,19,19,0,361,wntEGC,wntEGC
2.0,"[""JAM3"",""JAM2""]",JAM3,JAM2,JAM3_JAM2,0.666150453600427,0.1694523295888675,190,18,18,0,324,wntEGC,reaEGC
