time,velocity_space,n,mean,std,se,ci95_low,ci95_high,median,q25,q75
0.0,gene,5023.0,0.9582427670085618,0.0344742599462417,0.0004864221723271302,0.9572893795508006,0.959196154466323,0.9675261974334717,0.955656111240387,0.974838137626648
1.0,gene,7325.0,0.926697697488928,0.07441313430358716,0.0008694523447431406,0.9249935708932315,0.9284018240846246,0.9511532187461853,0.8917360901832581,0.9836246967315674
2.0,gene,9432.0,0.9046047713638752,0.08967659181985256,0.0009233730574735605,0.902794960171227,0.9064145825565234,0.934167742729187,0.8893058747053146,0.9553035795688629
3.0,gene,10036.0,0.98739937522763,0.03374037154465781,0.00033679802363693103,0.9867392511013016,0.9880594993539584,0.99396151304245,0.9900771081447601,0.9958351701498032
0.0,physical,5023.0,0.9384013677143418,0.20877141730976184,0.0029457063468797976,0.9326277832744574,0.9441749521542262,0.9938167333602905,0.9760753810405731,0.9986749887466431
1.0,physical,7325.0,0.9948985134721209,0.04485349216502524,0.0005240737982316025,0.9938713288275869,0.9959256981166549,0.9995065927505493,0.9981294870376587,0.9998877644538879
2.0,physical,9432.0,0.9866130515350269,0.08225964393115627,0.0008470029623336221,0.984952925728853,0.9882731773412008,0.999038815498352,0.9962568134069443,0.9997958540916443
3.0,physical,10036.0,0.8136505835950761,0.40753207153686455,0.004068004884908045,0.8056772940206564,0.8216238731694959,0.9794298410415649,0.8856267780065536,0.9963245540857315
