module,n_cells,n_celltypes,celltype_counts,observed_internal_edges,null_internal_edges_mean,null_internal_edges_sd,internal_edges_empirical_p_greater,observed_attention_sum,null_attention_sum_mean,null_attention_sum_sd,attention_sum_empirical_p_greater,observed_attention_per_cell,null_attention_per_cell_mean,null_attention_per_cell_sd,attention_per_cell_empirical_p_greater,n_permutations,null_sampling
N1_sfrpEGC_VLMC,203,11,MCG:6;MSN:24;VLMC:25;WSN:23;cckIN:2;mpEX:1;obNBL:2;reaEGC:7;scgnIN:50;sfrpEGC:32;tlNBL:31,419,243.41734173417342,24.997554257128776,0.0001,581.5975020229816,344.7567078856775,33.365085799629355,0.0001,2.865012325236363,1.6983089058407757,0.16436002856960272,0.0001,9999,ROI cells sampled without replacement within each cell type
N2_reaEGC_wntEGC,77,6,dpEX:28;mpEX:3;mpIN:2;reaEGC:15;sstIN:6;wntEGC:23,122,41.55235523552355,10.854298566139265,0.0001,247.12461584806442,80.6993552212662,23.341433819307056,0.0001,3.209410595429408,1.0480435743021583,0.3031355041468449,0.0001,9999,ROI cells sampled without replacement within each cell type
