time,cell_index,celltype,current_x,current_y,paper_x,paper_y,direct_spatial_vx,direct_spatial_vy,direct_embedded_vx,direct_embedded_vy,display_direct_embedded_vx_paper_basis,display_direct_embedded_vy_paper_basis,full_embedded_vx,full_embedded_vy,interaction_embedded_vx,interaction_embedded_vy,cosine_full_vs_interaction,in_roi,in_nested_red_display_annotation,low_quintile_threshold,high_quintile_threshold,is_low_extreme,is_high_extreme,hotspot,alignment_class,full_embedded_norm,interaction_embedded_norm,interaction_to_full_norm_ratio,two_niche_region
1.0,7932,WSN,0.60606587,-0.67915237,0.5557972192764282,-0.7841526865959167,0.041477583,-0.037575968,0.002191722,-0.001568445,0.0020345676363931,-0.0017734393562428,-0.0066247913,-0.0008710172,0.00072864344,0.0006940049,-0.8078351,True,True,-0.913782716,0.7811685080000003,False,False,,intermediate,0.006681806,0.0010062625,0.15059738,
1.0,7933,mpEX,0.28209108,-0.62688065,0.2431553602218628,-0.7128509879112244,-0.020590242,0.024314651,-0.0026381726,0.0037674147,-0.0022689728959171,0.0040082365577453,0.00017779955,-0.0034338252,0.00073491107,0.002646681,-0.9484199,True,False,-0.913782716,0.7811685080000003,True,False,L3,low_hotspot,0.0034384255,0.002746819,0.79885954,
1.0,7934,reaEGC,0.42063305,-0.6143932,0.4155648946762085,-0.7287617325782776,0.037461188,-0.04789732,0.0028480813,-0.0034177527,0.0025117130971968,-0.0036797845968861,0.0045449957,0.00040036434,-0.0033471142,0.0049048266,-0.4890167,True,True,-0.913782716,0.7811685080000003,False,False,,intermediate,0.0045625954,0.005938055,1.3014643,
1.0,7935,reaEGC,0.54864275,-0.6980319,0.5489963293075562,-0.7506263852119446,0.04807075,0.011112339,0.004028541,-0.0011918955,0.0039016610319953,-0.0015740246708699,0.0049611703,0.0020482335,-0.0027677228,0.0024451173,-0.44006306,True,True,-0.913782716,0.7811685080000003,False,False,,intermediate,0.005367352,0.0036930866,0.6880649,
1.0,7936,MCG,0.7412431,-0.65086246,0.6573272943496704,-0.8130220770835876,-0.019378062,0.013300283,-0.00030301313,0.00027840133,-0.0002753893991378,0.0003065483013293,-0.0022561466,-0.0013520579,0.00067408953,0.0016700893,-0.7977264,True,False,-0.913782716,0.7811685080000003,False,False,,intermediate,0.0026302582,0.0018009983,0.684723,
1.0,7938,WSN,0.628801,-0.6621822,0.5824263095855713,-0.7830858826637268,0.008402044,-0.007799155,0.0025379986,-0.0016836693,0.0023687146371798,-0.0019214695748092,-0.005776154,-0.00050801586,0.0014460159,0.0012009304,-0.8223059,True,True,-0.913782716,0.7811685080000003,False,False,,intermediate,0.005798451,0.0018796797,0.32416928,
1.0,7939,reaEGC,0.5876871,-0.7081243,0.5403690934181213,-0.797692060470581,0.0536211,-0.022019446,0.002078679,-0.00035590885,0.002038028781217,-0.0005539003681464,0.00031471177,0.0015401669,0.00047824756,-0.00076014455,-0.7226679,True,True,-0.913782716,0.7811685080000003,False,False,,intermediate,0.0015719916,0.000898076,0.5712982,
1.0,7940,dpEX,0.4162811,-0.6133754,0.3637357056140899,-0.7409815192222595,0.05005475,-0.06473311,0.0031244045,-0.0032105008,0.0028070169293887,-0.0034996552806003,0.0035237814,-3.607355e-05,-0.0023973251,0.006761279,-0.34381282,True,True,-0.913782716,0.7811685080000003,False,False,,intermediate,0.003523966,0.0071737063,2.035691,
1.0,7941,reaEGC,0.5407921,-0.66562307,0.5620130300521851,-0.7594649195671082,0.05279349,0.0028908565,0.0033406562,-0.0027486116,0.0030668302413081,-0.003059937810568,0.0075095287,0.0007971725,-0.006629817,0.0014316213,-0.94972813,True,True,-0.913782716,0.7811685080000003,True,False,,low_dispersed,0.0075517218,0.006782626,0.8981562,
1.0,7943,CMPN,0.4315999,-0.59385175,0.3650796711444855,-0.7184158563613892,0.013983,-0.020712854,0.002373108,-0.0041104476,0.0019718857558954,-0.0043247969509177,0.0043848827,0.002199524,-0.0066855913,0.002652218,-0.6655222,True,True,-0.913782716,0.7811685080000003,False,False,,intermediate,0.0049056197,0.007192454,1.4661663,
