variant,reference,timepoint,velocity_key,celltype,n_cells,mean_cosine_rigid_adjusted,median_cosine_rigid_adjusted
translate_strong,baseline_repeat,D10,full,Immature myocardial cells,263,0.9677545080340294,0.9939116827977419
translate_strong,baseline_repeat,D10,full,MT-enriched cardiomyocytes,11,0.9473253723350534,0.9922748507433299
translate_strong,baseline_repeat,D10,full,Macrophages,3,0.9619796364325426,0.9615320710274095
translate_strong,baseline_repeat,D10,full,Mural cells,3,0.9861976417642486,0.9923461804986663
translate_strong,baseline_repeat,D10,full,TMSB4X high cells,13,0.9315758752775883,0.9976706940277374
translate_strong,baseline_repeat,D10,full,Valve cells,46,0.9893125087647365,0.9948711995681971
translate_strong,baseline_repeat,D10,full,Vascular endothelial cells,50,0.9941415371842431,0.9975795927027781
translate_strong,baseline_repeat,D10,interaction,Cardiomyocytes-1,225,0.6176807322559537,0.8641156466198155
translate_strong,baseline_repeat,D10,interaction,Endocardial cells,65,0.7852168610393121,0.9348658265613263
translate_strong,baseline_repeat,D10,interaction,Epi-epithelial cells,84,0.24824205707231006,0.7871739964206717
translate_strong,baseline_repeat,D10,interaction,Erythrocytes,133,0.3571935609567397,0.758509073784916
translate_strong,baseline_repeat,D10,interaction,Fibroblast cells,11,0.36586145134462894,0.7835476493424361
translate_strong,baseline_repeat,D10,interaction,Immature myocardial cells,263,0.6374330228250891,0.8786336540137718
translate_strong,baseline_repeat,D10,interaction,MT-enriched cardiomyocytes,11,0.6298875208336391,0.8629338490308974
translate_strong,baseline_repeat,D10,interaction,Mural cells,3,0.46839118293022847,0.8924092899860171
translate_strong,baseline_repeat,D10,interaction,TMSB4X high cells,13,0.7229112483095961,0.8565421512031792
translate_strong,baseline_repeat,D10,interaction,Valve cells,46,0.041197232254288084,0.08598379448947373
translate_strong,baseline_repeat,D10,interaction,Vascular endothelial cells,50,0.4120669386589221,0.6850520126388328
translate_strong,baseline_repeat,D14,full,Cardiomyocytes-1,977,0.9617033549333913,0.9943755423153742
translate_strong,baseline_repeat,D14,full,Cardiomyocytes-2,1,0.9998256683922004,0.9998256683922004
translate_strong,baseline_repeat,D14,full,Endocardial cells,28,0.9830931060258025,0.9957538854730678
translate_strong,baseline_repeat,D14,full,Epi-epithelial cells,6,0.9997353916681565,0.9997341887525162
translate_strong,baseline_repeat,D14,full,Erythrocytes,241,0.9890523871391603,0.9989579688845831
translate_strong,baseline_repeat,D14,full,Fibroblast cells,264,0.9857418110214065,0.9972318516907712
translate_strong,baseline_repeat,D14,full,Immature myocardial cells,203,0.9712087031549219,0.9969870844238773
translate_strong,baseline_repeat,D14,full,Macrophages,3,0.799036799011093,0.9899489989223792
translate_strong,baseline_repeat,D14,full,Mural cells,46,0.9464461698511634,0.998169209551377
translate_strong,baseline_repeat,D14,full,TMSB4X high cells,101,0.9937046751666426,0.9995599671870812
translate_strong,baseline_repeat,D14,full,Valve cells,20,0.9967093197675293,0.9995110379378613
translate_strong,baseline_repeat,D14,full,Vascular endothelial cells,77,0.9672890878897249,0.9893900856562787
translate_strong,baseline_repeat,D14,interaction,Cardiomyocytes-1,976,0.7537221366628617,0.9513070133752823
translate_strong,baseline_repeat,D14,interaction,Endocardial cells,28,0.8219679436200196,0.9773497538530004
translate_strong,baseline_repeat,D14,interaction,Epi-epithelial cells,6,0.9806545887983938,0.991963902235965
translate_strong,baseline_repeat,D14,interaction,Erythrocytes,241,0.7449463763938257,0.9161986474309857
translate_strong,baseline_repeat,D14,interaction,Fibroblast cells,264,0.7683615196624901,0.9566046446336929
translate_strong,baseline_repeat,D14,interaction,Immature myocardial cells,203,0.7766417623593369,0.9574287225343444
translate_strong,baseline_repeat,D14,interaction,Mural cells,46,0.897513050275654,0.9915521116626467
translate_strong,baseline_repeat,D14,interaction,TMSB4X high cells,101,0.7117216102811381,0.9450041942542206
translate_strong,baseline_repeat,D14,interaction,Valve cells,20,0.6900833080960604,0.8763457155342975
translate_strong,baseline_repeat,D14,interaction,Vascular endothelial cells,77,0.7438280706455324,0.9199448730348994
rotate_low,baseline_repeat,D4,full,Cardiomyocytes-1,1,0.9756657846180135,0.9756657846180135
rotate_low,baseline_repeat,D4,full,Endocardial cells,32,0.9267815110476713,0.9408806752554929
rotate_low,baseline_repeat,D4,full,Epi-epithelial cells,2,0.8734934938500654,0.8734934938500654
rotate_low,baseline_repeat,D4,full,Immature myocardial cells,61,0.9628921178603769,0.9829400608420413
rotate_low,baseline_repeat,D4,full,TMSB4X high cells,5,0.9610329630358185,0.9618653960245449
rotate_low,baseline_repeat,D4,full,Valve cells,46,0.9064242259596782,0.9851182626387978
rotate_low,baseline_repeat,D4,interaction,Cardiomyocytes-1,1,0.991525565693374,0.991525565693374
rotate_low,baseline_repeat,D4,interaction,Endocardial cells,32,0.952042939567866,0.9983180059957079
rotate_low,baseline_repeat,D4,interaction,Epi-epithelial cells,2,0.9811955191499948,0.9811955191499948
rotate_low,baseline_repeat,D4,interaction,Immature myocardial cells,61,0.9510378256806349,0.9969995961015818
rotate_low,baseline_repeat,D4,interaction,TMSB4X high cells,5,0.9992810577600235,0.9992983127468904
rotate_low,baseline_repeat,D4,interaction,Valve cells,46,0.933605910027243,0.9918157624240833
rotate_low,baseline_repeat,D7,full,Cardiomyocytes-1,79,0.9709411164240761,0.9946508231209953
rotate_low,baseline_repeat,D7,full,Cardiomyocytes-2,10,0.9647750272822686,0.9898641563292885
rotate_low,baseline_repeat,D7,full,Endocardial cells,89,0.970124712466814,0.9957916826683969
rotate_low,baseline_repeat,D7,full,Epi-epithelial cells,36,0.9571165050062296,0.9948352741630209
rotate_low,baseline_repeat,D7,full,Erythrocytes,34,0.9206829860598966,0.9894394238273869
rotate_low,baseline_repeat,D7,full,Fibroblast cells,1,0.2406438931031398,0.2406438931031398
rotate_low,baseline_repeat,D7,full,Immature myocardial cells,202,0.9677536221593506,0.9975564003493832
rotate_low,baseline_repeat,D7,full,MT-enriched cardiomyocytes,18,0.9921088567649767,0.9948240205982428
rotate_low,baseline_repeat,D7,full,Macrophages,3,0.9933438817559469,0.9985287823324467
rotate_low,baseline_repeat,D7,full,Valve cells,54,0.9910968485828003,0.9983750243358422
rotate_low,baseline_repeat,D7,full,Vascular endothelial cells,2,0.9988686048451951,0.9988686048451951
rotate_low,baseline_repeat,D7,interaction,Cardiomyocytes-1,79,0.9336038633089757,0.9957384258218716
rotate_low,baseline_repeat,D7,interaction,Cardiomyocytes-2,10,0.9171280298363909,0.9868521360560296
rotate_low,baseline_repeat,D7,interaction,Endocardial cells,89,0.9714290247575751,0.9924216909200657
rotate_low,baseline_repeat,D7,interaction,Epi-epithelial cells,36,0.9860836151144304,0.9960812524612783
rotate_low,baseline_repeat,D7,interaction,Erythrocytes,34,0.9649847740153104,0.997479347266329
rotate_low,baseline_repeat,D7,interaction,Immature myocardial cells,202,0.962680201523857,0.9968744892447753
rotate_low,baseline_repeat,D7,interaction,MT-enriched cardiomyocytes,18,0.9868664105387221,0.9981684733050129
rotate_low,baseline_repeat,D7,interaction,Macrophages,1,0.9911630729851639,0.9911630729851639
rotate_low,baseline_repeat,D7,interaction,Valve cells,54,0.9386450682348175,0.990682537002129
rotate_low,baseline_repeat,D7,interaction,Vascular endothelial cells,2,0.9612142902901109,0.9612142902901109
rotate_low,baseline_repeat,D10,full,Cardiomyocytes-1,225,0.9781974801243178,0.9946854537090429
rotate_low,baseline_repeat,D10,full,Endocardial cells,65,0.9884347484351049,0.9968578002052932
rotate_low,baseline_repeat,D10,full,Epi-epithelial cells,84,0.9829607123150085,0.9969940195134012
rotate_low,baseline_repeat,D10,full,Erythrocytes,133,0.9881822575857893,0.9955285027527256
rotate_low,baseline_repeat,D10,full,Fibroblast cells,12,0.9865677599141129,0.9938419340768958
rotate_low,baseline_repeat,D10,full,Immature myocardial cells,263,0.9682630391649065,0.9933668194157255
rotate_low,baseline_repeat,D10,full,MT-enriched cardiomyocytes,11,0.958466313448196,0.986753367841123
rotate_low,baseline_repeat,D10,full,Macrophages,3,0.9906941053812721,0.998374053699107
rotate_low,baseline_repeat,D10,full,Mural cells,3,0.9685927537408897,0.9968020781426467
rotate_low,baseline_repeat,D10,full,TMSB4X high cells,13,0.8933320401200334,0.9983964485756199
rotate_low,baseline_repeat,D10,full,Valve cells,46,0.9937667497941647,0.9973698438425631
rotate_low,baseline_repeat,D10,full,Vascular endothelial cells,50,0.9899487953468673,0.9958587783805478
rotate_low,baseline_repeat,D10,interaction,Cardiomyocytes-1,225,0.8669828352448801,0.987473467162031
rotate_low,baseline_repeat,D10,interaction,Endocardial cells,65,0.8485429388876503,0.9881652314703143
rotate_low,baseline_repeat,D10,interaction,Epi-epithelial cells,84,0.7923397992921684,0.9843917500293293
rotate_low,baseline_repeat,D10,interaction,Erythrocytes,133,0.802124336277828,0.9781030830287448
rotate_low,baseline_repeat,D10,interaction,Fibroblast cells,11,0.5999273608722311,0.88778659250445
rotate_low,baseline_repeat,D10,interaction,Immature myocardial cells,263,0.8668142436668169,0.9840317274872771
rotate_low,baseline_repeat,D10,interaction,MT-enriched cardiomyocytes,11,0.7383720854958163,0.9727716948308888
rotate_low,baseline_repeat,D10,interaction,Mural cells,3,0.9727027504372999,0.9624584245087683
rotate_low,baseline_repeat,D10,interaction,TMSB4X high cells,13,0.31331782927663165,0.650961260146722
rotate_low,baseline_repeat,D10,interaction,Valve cells,46,0.7656288458230129,0.9340961555653697
rotate_low,baseline_repeat,D10,interaction,Vascular endothelial cells,50,0.768442496445415,0.9741503865442732
rotate_low,baseline_repeat,D14,full,Cardiomyocytes-1,977,0.9579439564431457,0.9865851181113446
rotate_low,baseline_repeat,D14,full,Cardiomyocytes-2,1,0.9709900664257275,0.9709900664257275
rotate_low,baseline_repeat,D14,full,Endocardial cells,28,0.9872475063588279,0.9910533110892091
rotate_low,baseline_repeat,D14,full,Epi-epithelial cells,6,0.9978351288787143,0.9978592098757013
rotate_low,baseline_repeat,D14,full,Erythrocytes,241,0.9885580827494664,0.9971327384399847
rotate_low,baseline_repeat,D14,full,Fibroblast cells,264,0.9737032559142785,0.9904963413390426
rotate_low,baseline_repeat,D14,full,Immature myocardial cells,203,0.9657269531052094,0.990187264340796
rotate_low,baseline_repeat,D14,full,Macrophages,3,0.9785284284737644,0.9752625538682447
rotate_low,baseline_repeat,D14,full,Mural cells,46,0.9698217587790289,0.9893336935251591
rotate_low,baseline_repeat,D14,full,TMSB4X high cells,101,0.986485488921173,0.9902213981186886
rotate_low,baseline_repeat,D14,full,Valve cells,20,0.9904124156975245,0.9942457874086126
rotate_low,baseline_repeat,D14,full,Vascular endothelial cells,77,0.9546924594147179,0.966254273598852
rotate_low,baseline_repeat,D14,interaction,Cardiomyocytes-1,977,0.8898846244176776,0.9862842474897622
rotate_low,baseline_repeat,D14,interaction,Endocardial cells,28,0.9252785603773577,0.9900120224199986
rotate_low,baseline_repeat,D14,interaction,Epi-epithelial cells,6,0.9954288180574205,0.9985854767767821
rotate_low,baseline_repeat,D14,interaction,Erythrocytes,241,0.9419098446123451,0.9934802070525469
rotate_low,baseline_repeat,D14,interaction,Fibroblast cells,264,0.9306696549551668,0.9886227207273668
rotate_low,baseline_repeat,D14,interaction,Immature myocardial cells,203,0.8865779013255224,0.9854039981458951
rotate_low,baseline_repeat,D14,interaction,Mural cells,46,0.926926396546409,0.9871663260444639
rotate_low,baseline_repeat,D14,interaction,TMSB4X high cells,101,0.881564191360369,0.9837830457360479
rotate_low,baseline_repeat,D14,interaction,Valve cells,20,0.8399753161998745,0.9761489312439318
rotate_low,baseline_repeat,D14,interaction,Vascular endothelial cells,77,0.9044741284777394,0.9853576117330234
rotate_moderate,baseline_repeat,D4,full,Cardiomyocytes-1,1,0.8459905875709104,0.8459905875709104
rotate_moderate,baseline_repeat,D4,full,Endocardial cells,32,0.870383214919488,0.8915240912861604
rotate_moderate,baseline_repeat,D4,full,Epi-epithelial cells,2,0.8878270992198279,0.8878270992198279
rotate_moderate,baseline_repeat,D4,full,Immature myocardial cells,61,0.9338643571747607,0.964977329181349
rotate_moderate,baseline_repeat,D4,full,TMSB4X high cells,5,0.9261124035668635,0.9289209123502836
rotate_moderate,baseline_repeat,D4,full,Valve cells,46,0.9598173306665349,0.9871482954720363
rotate_moderate,baseline_repeat,D4,interaction,Cardiomyocytes-1,1,0.9950980097820488,0.9950980097820488
rotate_moderate,baseline_repeat,D4,interaction,Endocardial cells,32,0.9666662008781037,0.9880011059465197
rotate_moderate,baseline_repeat,D4,interaction,Epi-epithelial cells,2,0.9799353143403491,0.9799353143403491
rotate_moderate,baseline_repeat,D4,interaction,Immature myocardial cells,61,0.9680876706402538,0.9919031857031435
rotate_moderate,baseline_repeat,D4,interaction,TMSB4X high cells,5,0.9932135847747174,0.9982570846791302
rotate_moderate,baseline_repeat,D4,interaction,Valve cells,46,0.9335438078438737,0.9900921906067408
rotate_moderate,baseline_repeat,D7,full,Cardiomyocytes-1,79,0.9499744314825064,0.9880912760719092
rotate_moderate,baseline_repeat,D7,full,Cardiomyocytes-2,10,0.9508121983847937,0.9886540947788273
rotate_moderate,baseline_repeat,D7,full,Endocardial cells,89,0.9179788128185884,0.9893188678039381
rotate_moderate,baseline_repeat,D7,full,Epi-epithelial cells,36,0.9842759574273625,0.9967888367130916
rotate_moderate,baseline_repeat,D7,full,Erythrocytes,34,0.9130475726967205,0.9958253048100953
rotate_moderate,baseline_repeat,D7,full,Fibroblast cells,1,0.668119991970191,0.668119991970191
rotate_moderate,baseline_repeat,D7,full,Immature myocardial cells,202,0.9369722072920976,0.9924056369908967
rotate_moderate,baseline_repeat,D7,full,MT-enriched cardiomyocytes,18,0.9805131546081637,0.9838319042418269
rotate_moderate,baseline_repeat,D7,full,Macrophages,3,0.993881596595901,0.998920676910844
rotate_moderate,baseline_repeat,D7,full,Valve cells,54,0.9848832977856075,0.9951575406695132
rotate_moderate,baseline_repeat,D7,full,Vascular endothelial cells,2,0.8653211765831745,0.8653211765831745
rotate_moderate,baseline_repeat,D7,interaction,Cardiomyocytes-1,79,0.9178483205088844,0.9868784485331159
rotate_moderate,baseline_repeat,D7,interaction,Cardiomyocytes-2,10,0.947794628522681,0.9871068916055459
rotate_moderate,baseline_repeat,D7,interaction,Endocardial cells,89,0.9520282577483448,0.9878891833138144
rotate_moderate,baseline_repeat,D7,interaction,Epi-epithelial cells,36,0.9613517682851543,0.9919703608137082
rotate_moderate,baseline_repeat,D7,interaction,Erythrocytes,34,0.7823145053696657,0.9857512608668968
rotate_moderate,baseline_repeat,D7,interaction,Fibroblast cells,1,0.9966895520186281,0.9966895520186281
rotate_moderate,baseline_repeat,D7,interaction,Immature myocardial cells,202,0.9308321294748378,0.9920613339227254
rotate_moderate,baseline_repeat,D7,interaction,MT-enriched cardiomyocytes,18,0.9769091954329794,0.9985760136302362
rotate_moderate,baseline_repeat,D7,interaction,Macrophages,1,0.990407080630418,0.990407080630418
rotate_moderate,baseline_repeat,D7,interaction,Valve cells,54,0.9018224627870565,0.9803999476104195
rotate_moderate,baseline_repeat,D7,interaction,Vascular endothelial cells,2,0.6625155659320541,0.6625155659320541
rotate_moderate,baseline_repeat,D10,full,Cardiomyocytes-1,225,0.9360825323183048,0.9819692692553066
rotate_moderate,baseline_repeat,D10,full,Endocardial cells,65,0.9571460616518794,0.9743611931469994
rotate_moderate,baseline_repeat,D10,full,Epi-epithelial cells,84,0.9722005680447301,0.9909452464478584
rotate_moderate,baseline_repeat,D10,full,Erythrocytes,133,0.9697429965295806,0.9866789084752805
rotate_moderate,baseline_repeat,D10,full,Fibroblast cells,12,0.9542776471655247,0.987992475889634
rotate_moderate,baseline_repeat,D10,full,Immature myocardial cells,263,0.91077227246893,0.9738790564726406
rotate_moderate,baseline_repeat,D10,full,MT-enriched cardiomyocytes,11,0.8763204282063352,0.946724433840108
rotate_moderate,baseline_repeat,D10,full,Macrophages,3,0.99680819692278,0.9985738480281025
rotate_moderate,baseline_repeat,D10,full,Mural cells,3,0.8690314920026575,0.9675679628264742
rotate_moderate,baseline_repeat,D10,full,TMSB4X high cells,13,0.8883823750530268,0.9922420223619759
rotate_moderate,baseline_repeat,D10,full,Valve cells,46,0.9670938343143587,0.9824939877600283
rotate_moderate,baseline_repeat,D10,full,Vascular endothelial cells,50,0.9789467152621143,0.9879485120182525
rotate_moderate,baseline_repeat,D10,interaction,Cardiomyocytes-1,225,0.8373192742681334,0.9629947070875348
rotate_moderate,baseline_repeat,D10,interaction,Endocardial cells,65,0.626950216442794,0.9486914628556465
rotate_moderate,baseline_repeat,D10,interaction,Epi-epithelial cells,84,-0.08508036376464354,-0.5076775574502044
rotate_moderate,baseline_repeat,D10,interaction,Erythrocytes,133,0.6083724093682874,0.9050564014733619
rotate_moderate,baseline_repeat,D10,interaction,Fibroblast cells,11,-0.12309038210793512,-0.32769100576145505
rotate_moderate,baseline_repeat,D10,interaction,Immature myocardial cells,263,0.8344603153908877,0.9604228692289026
rotate_moderate,baseline_repeat,D10,interaction,MT-enriched cardiomyocytes,11,0.5879416153091473,0.9398751418907265
rotate_moderate,baseline_repeat,D10,interaction,Mural cells,3,0.2337977778207713,0.7112175533855617
rotate_moderate,baseline_repeat,D10,interaction,TMSB4X high cells,13,0.5346702004542044,0.7699583656278502
rotate_moderate,baseline_repeat,D10,interaction,Valve cells,46,0.5224164182633855,0.9050974259647466
rotate_moderate,baseline_repeat,D10,interaction,Vascular endothelial cells,50,0.7178056244485049,0.9435921769270093
rotate_moderate,baseline_repeat,D14,full,Cardiomyocytes-1,977,0.9058694736368545,0.9751602839034811
rotate_moderate,baseline_repeat,D14,full,Cardiomyocytes-2,1,0.9424658852558883,0.9424658852558883
rotate_moderate,baseline_repeat,D14,full,Endocardial cells,28,0.948516045789372,0.9787172428189772
rotate_moderate,baseline_repeat,D14,full,Epi-epithelial cells,6,0.9746348621484945,0.9815138084109857
rotate_moderate,baseline_repeat,D14,full,Erythrocytes,241,0.9695298310264324,0.9949919723459084
rotate_moderate,baseline_repeat,D14,full,Fibroblast cells,264,0.9208566471446556,0.9617041357574747
rotate_moderate,baseline_repeat,D14,full,Immature myocardial cells,203,0.9222449053067698,0.9809241396382496
rotate_moderate,baseline_repeat,D14,full,Macrophages,3,0.9778314735156449,0.994414355763513
rotate_moderate,baseline_repeat,D14,full,Mural cells,46,0.9333599532549127,0.9888259364413432
rotate_moderate,baseline_repeat,D14,full,TMSB4X high cells,101,0.9766572511197167,0.989473380312243
rotate_moderate,baseline_repeat,D14,full,Valve cells,20,0.9460294824474694,0.9614263533443482
rotate_moderate,baseline_repeat,D14,full,Vascular endothelial cells,77,0.8460712209526314,0.8866928679671087
rotate_moderate,baseline_repeat,D14,interaction,Cardiomyocytes-1,977,0.8591328713893177,0.9757003905003038
rotate_moderate,baseline_repeat,D14,interaction,Endocardial cells,28,0.8606251045480786,0.9845477593429255
rotate_moderate,baseline_repeat,D14,interaction,Epi-epithelial cells,6,0.9918884535262814,0.9945724991759306
rotate_moderate,baseline_repeat,D14,interaction,Erythrocytes,241,0.8717763361686514,0.972937499060952
rotate_moderate,baseline_repeat,D14,interaction,Fibroblast cells,264,0.7668290389447742,0.9514767326910565
rotate_moderate,baseline_repeat,D14,interaction,Immature myocardial cells,203,0.8439020868664183,0.9805819606009623
rotate_moderate,baseline_repeat,D14,interaction,Mural cells,46,0.8144358035061441,0.9821848991743374
rotate_moderate,baseline_repeat,D14,interaction,TMSB4X high cells,101,0.8964854505798524,0.9796669802793716
rotate_moderate,baseline_repeat,D14,interaction,Valve cells,20,0.6366803023845342,0.8516545384617054
rotate_moderate,baseline_repeat,D14,interaction,Vascular endothelial cells,77,0.8299881239734394,0.9635416371794306
rotate_strong,baseline_repeat,D4,full,Cardiomyocytes-1,1,-0.6209916248795627,-0.6209916248795627
rotate_strong,baseline_repeat,D4,full,Endocardial cells,32,0.7652100684995629,0.8908470059680014
rotate_strong,baseline_repeat,D4,full,Epi-epithelial cells,2,0.8682515641291211,0.8682515641291211
rotate_strong,baseline_repeat,D4,full,Immature myocardial cells,61,0.07245193845015171,0.12818523995572872
rotate_strong,baseline_repeat,D4,full,TMSB4X high cells,5,0.8042793871132693,0.8668350720498215
rotate_strong,baseline_repeat,D4,full,Valve cells,46,0.2659546113106354,0.3665743645209508
rotate_strong,baseline_repeat,D4,interaction,Cardiomyocytes-1,1,-0.054733443476535276,-0.054733443476535276
rotate_strong,baseline_repeat,D4,interaction,Endocardial cells,32,-0.0951633133975386,-0.408203909335067
rotate_strong,baseline_repeat,D4,interaction,Epi-epithelial cells,2,0.7963137043288726,0.7963137043288726
rotate_strong,baseline_repeat,D4,interaction,Immature myocardial cells,61,0.021623455606969565,0.18093021012682517
rotate_strong,baseline_repeat,D4,interaction,TMSB4X high cells,5,-0.622902984945559,-0.935200063143175
rotate_strong,baseline_repeat,D4,interaction,Valve cells,46,-0.04605387322858381,-0.049580551795577125
rotate_strong,baseline_repeat,D7,full,Cardiomyocytes-1,79,0.794567970943418,0.952729461702465
rotate_strong,baseline_repeat,D7,full,Cardiomyocytes-2,10,0.7510484679697643,0.9272186029950114
rotate_strong,baseline_repeat,D7,full,Endocardial cells,89,0.5941715157878601,0.8991753952630841
rotate_strong,baseline_repeat,D7,full,Epi-epithelial cells,36,0.8859181675489414,0.9408601077542318
rotate_strong,baseline_repeat,D7,full,Erythrocytes,34,0.7457990488982112,0.8966488031757082
rotate_strong,baseline_repeat,D7,full,Fibroblast cells,1,0.5580371965841704,0.5580371965841704
rotate_strong,baseline_repeat,D7,full,Immature myocardial cells,202,0.6472960009325224,0.9246155903278671
rotate_strong,baseline_repeat,D7,full,MT-enriched cardiomyocytes,18,0.9246325666580337,0.9722372494734968
rotate_strong,baseline_repeat,D7,full,Macrophages,3,0.9638310370175768,0.9595733240062396
rotate_strong,baseline_repeat,D7,full,Valve cells,54,0.6964849067278187,0.8332761735890455
rotate_strong,baseline_repeat,D7,full,Vascular endothelial cells,2,0.9914829076529115,0.9914829076529115
rotate_strong,baseline_repeat,D7,interaction,Cardiomyocytes-1,79,0.7827319012169082,0.9477235519867615
rotate_strong,baseline_repeat,D7,interaction,Cardiomyocytes-2,10,0.8131057639279842,0.9630454856505514
rotate_strong,baseline_repeat,D7,interaction,Endocardial cells,89,0.6037651673872882,0.8616711250365753
rotate_strong,baseline_repeat,D7,interaction,Epi-epithelial cells,36,0.9187368834785384,0.9872646852038347
rotate_strong,baseline_repeat,D7,interaction,Erythrocytes,34,0.6348111829510902,0.9519693362113035
rotate_strong,baseline_repeat,D7,interaction,Fibroblast cells,1,-0.9149614185783821,-0.9149614185783821
rotate_strong,baseline_repeat,D7,interaction,Immature myocardial cells,202,0.552674457859737,0.9051094448471484
rotate_strong,baseline_repeat,D7,interaction,MT-enriched cardiomyocytes,18,0.7227752577784288,0.9857462315981136
rotate_strong,baseline_repeat,D7,interaction,Macrophages,1,0.9983949027943039,0.9983949027943039
rotate_strong,baseline_repeat,D7,interaction,Valve cells,54,0.04612109406860633,0.01636434630816101
rotate_strong,baseline_repeat,D7,interaction,Vascular endothelial cells,2,0.19677734626110444,0.19677734626110444
rotate_strong,baseline_repeat,D10,full,Cardiomyocytes-1,225,0.7157025742333397,0.9138433619206247
rotate_strong,baseline_repeat,D10,full,Endocardial cells,65,0.79236103205607,0.8203134394199326
rotate_strong,baseline_repeat,D10,full,Epi-epithelial cells,84,0.928746962319513,0.9806598789628423
rotate_strong,baseline_repeat,D10,full,Erythrocytes,133,0.8492062138148426,0.9467177485198154
rotate_strong,baseline_repeat,D10,full,Fibroblast cells,12,0.7773376739951844,0.8271138380388697
rotate_strong,baseline_repeat,D10,full,Immature myocardial cells,263,0.5846824307557367,0.8653275950319959
rotate_strong,baseline_repeat,D10,full,MT-enriched cardiomyocytes,11,0.5060146192594847,0.7930561186887635
rotate_strong,baseline_repeat,D10,full,Macrophages,3,0.523533713986562,0.9780394400231186
rotate_strong,baseline_repeat,D10,full,Mural cells,3,0.9706413736421041,0.9858633748262061
rotate_strong,baseline_repeat,D10,full,TMSB4X high cells,13,0.8594325970959138,0.9889204391894502
rotate_strong,baseline_repeat,D10,full,Valve cells,46,0.8557857993714041,0.9492940597262788
rotate_strong,baseline_repeat,D10,full,Vascular endothelial cells,50,0.9147657189170328,0.9667258051173168
rotate_strong,baseline_repeat,D10,interaction,Cardiomyocytes-1,225,0.5768571714863506,0.8387136888268293
rotate_strong,baseline_repeat,D10,interaction,Endocardial cells,65,0.6812823552559601,0.9143891096607298
rotate_strong,baseline_repeat,D10,interaction,Epi-epithelial cells,84,-0.000595414201625599,-0.10283141209049423
rotate_strong,baseline_repeat,D10,interaction,Erythrocytes,133,0.4517073298927903,0.8426718293746008
rotate_strong,baseline_repeat,D10,interaction,Fibroblast cells,11,-0.1870542676050129,-0.3280256185582028
rotate_strong,baseline_repeat,D10,interaction,Immature myocardial cells,263,0.609239874595733,0.8567561624140125
rotate_strong,baseline_repeat,D10,interaction,MT-enriched cardiomyocytes,11,0.3895953552707731,0.8758788192675282
rotate_strong,baseline_repeat,D10,interaction,Mural cells,3,0.35534232207276045,0.9006773362829819
rotate_strong,baseline_repeat,D10,interaction,TMSB4X high cells,13,0.5019235718776972,0.6072594432009742
rotate_strong,baseline_repeat,D10,interaction,Valve cells,46,0.019793362014475503,0.13262603308612403
rotate_strong,baseline_repeat,D10,interaction,Vascular endothelial cells,50,0.3342344746246544,0.632166531943734
rotate_strong,baseline_repeat,D14,full,Cardiomyocytes-1,977,0.8033346440639121,0.9545020200317836
rotate_strong,baseline_repeat,D14,full,Cardiomyocytes-2,1,0.9257214699474008,0.9257214699474008
rotate_strong,baseline_repeat,D14,full,Endocardial cells,28,0.8810483736037353,0.9794664839280314
rotate_strong,baseline_repeat,D14,full,Epi-epithelial cells,6,0.9425109798440516,0.9806543395650682
rotate_strong,baseline_repeat,D14,full,Erythrocytes,241,0.9457187302172757,0.9893210715527762
rotate_strong,baseline_repeat,D14,full,Fibroblast cells,264,0.7484628978683961,0.8327117813939409
rotate_strong,baseline_repeat,D14,full,Immature myocardial cells,203,0.7822296152753547,0.9604335174846959
rotate_strong,baseline_repeat,D14,full,Macrophages,3,0.29724789440065413,0.8933363447920583
rotate_strong,baseline_repeat,D14,full,Mural cells,46,0.823010350159535,0.9679455141401199
rotate_strong,baseline_repeat,D14,full,TMSB4X high cells,101,0.952518827012464,0.9856121238994382
rotate_strong,baseline_repeat,D14,full,Valve cells,20,0.8155768615755827,0.8676173624465177
rotate_strong,baseline_repeat,D14,full,Vascular endothelial cells,77,0.6994990276098263,0.7547540511524046
rotate_strong,baseline_repeat,D14,interaction,Cardiomyocytes-1,977,0.71994690591241,0.9204884607388122
rotate_strong,baseline_repeat,D14,interaction,Endocardial cells,28,0.6646862430796218,0.9632976750017954
rotate_strong,baseline_repeat,D14,interaction,Epi-epithelial cells,6,0.7377158720856932,0.988325908312266
rotate_strong,baseline_repeat,D14,interaction,Erythrocytes,241,0.5212940687844685,0.7853235718356123
rotate_strong,baseline_repeat,D14,interaction,Fibroblast cells,264,0.432377880166654,0.7322241125347164
rotate_strong,baseline_repeat,D14,interaction,Immature myocardial cells,203,0.5967969086970729,0.8678033043682339
rotate_strong,baseline_repeat,D14,interaction,Mural cells,46,0.6876427363787806,0.9489258123324182
rotate_strong,baseline_repeat,D14,interaction,TMSB4X high cells,101,0.6703915920216955,0.8964066828540811
rotate_strong,baseline_repeat,D14,interaction,Valve cells,20,0.25264491542356937,0.4543041140262595
rotate_strong,baseline_repeat,D14,interaction,Vascular endothelial cells,77,0.64566659978168,0.8638471652460399
translate_rotate_low,baseline_repeat,D4,full,Cardiomyocytes-1,1,0.995899744778052,0.995899744778052
translate_rotate_low,baseline_repeat,D4,full,Endocardial cells,32,0.9004051456425648,0.9258580315254062
