variant,reference,timepoint,velocity_key,celltype,n_cells,mean_cosine_rigid_adjusted,median_cosine_rigid_adjusted
translate_rotate_low,baseline_repeat,D4,full,Epi-epithelial cells,2,0.873763147363118,0.873763147363118
translate_rotate_low,baseline_repeat,D4,full,Immature myocardial cells,61,0.9575378018685268,0.9832101562481792
translate_rotate_low,baseline_repeat,D4,full,TMSB4X high cells,5,0.9613846683493309,0.9646381771405169
translate_rotate_low,baseline_repeat,D4,full,Valve cells,46,0.9122387008122032,0.9886352094962177
translate_rotate_low,baseline_repeat,D4,interaction,Cardiomyocytes-1,1,0.9778773622482725,0.9778773622482725
translate_rotate_low,baseline_repeat,D4,interaction,Endocardial cells,32,0.9731908381626592,0.9973878674715646
translate_rotate_low,baseline_repeat,D4,interaction,Epi-epithelial cells,2,0.9918480368321039,0.9918480368321039
translate_rotate_low,baseline_repeat,D4,interaction,Immature myocardial cells,61,0.9878166238415204,0.9988478748383288
translate_rotate_low,baseline_repeat,D4,interaction,TMSB4X high cells,5,0.9978298205119946,0.9983294241023456
translate_rotate_low,baseline_repeat,D4,interaction,Valve cells,46,0.9759572872966586,0.9971735338716705
translate_rotate_low,baseline_repeat,D7,full,Cardiomyocytes-1,79,0.9657876354028035,0.9966317502534731
translate_rotate_low,baseline_repeat,D7,full,Cardiomyocytes-2,10,0.97863906522651,0.9868881798026292
translate_rotate_low,baseline_repeat,D7,full,Endocardial cells,89,0.971145721792133,0.996328176643076
translate_rotate_low,baseline_repeat,D7,full,Epi-epithelial cells,36,0.9807569003498363,0.9968968276735723
translate_rotate_low,baseline_repeat,D7,full,Erythrocytes,34,0.9122411554249594,0.9834748556919564
translate_rotate_low,baseline_repeat,D7,full,Fibroblast cells,1,0.3181197128130892,0.3181197128130892
translate_rotate_low,baseline_repeat,D7,full,Immature myocardial cells,202,0.9674655136384523,0.9971818552254149
translate_rotate_low,baseline_repeat,D7,full,MT-enriched cardiomyocytes,18,0.9978395883514608,0.9991496376102604
translate_rotate_low,baseline_repeat,D7,full,Macrophages,3,0.9946827327828446,0.9944903055131239
translate_rotate_low,baseline_repeat,D7,full,Valve cells,54,0.996803737471469,0.9987209500741476
translate_rotate_low,baseline_repeat,D7,full,Vascular endothelial cells,2,0.971549703282259,0.971549703282259
translate_rotate_low,baseline_repeat,D7,interaction,Cardiomyocytes-1,79,0.9395827252339949,0.9935701479195159
translate_rotate_low,baseline_repeat,D7,interaction,Cardiomyocytes-2,10,0.9446972905740989,0.9977417063223992
translate_rotate_low,baseline_repeat,D7,interaction,Endocardial cells,89,0.9740401265958488,0.9925526004347517
translate_rotate_low,baseline_repeat,D7,interaction,Epi-epithelial cells,36,0.9672358939190224,0.9975143093451719
translate_rotate_low,baseline_repeat,D7,interaction,Erythrocytes,34,0.8996275510908042,0.9952553288049091
translate_rotate_low,baseline_repeat,D7,interaction,Immature myocardial cells,202,0.9588635786985723,0.9962098161099378
translate_rotate_low,baseline_repeat,D7,interaction,MT-enriched cardiomyocytes,18,0.9798534245798708,0.9964393702444277
translate_rotate_low,baseline_repeat,D7,interaction,Macrophages,2,-0.0013848487215832872,-0.0013848487215832872
translate_rotate_low,baseline_repeat,D7,interaction,Valve cells,54,0.9506587858005123,0.9895307084920237
translate_rotate_low,baseline_repeat,D7,interaction,Vascular endothelial cells,2,0.7854021160923639,0.7854021160923639
translate_rotate_low,baseline_repeat,D10,full,Cardiomyocytes-1,225,0.973256986403846,0.9931628366992167
translate_rotate_low,baseline_repeat,D10,full,Endocardial cells,65,0.986900790069334,0.9946610171020163
translate_rotate_low,baseline_repeat,D10,full,Epi-epithelial cells,84,0.9684057880990299,0.9973952233703576
translate_rotate_low,baseline_repeat,D10,full,Erythrocytes,133,0.9848433879888658,0.9932367310984115
translate_rotate_low,baseline_repeat,D10,full,Fibroblast cells,12,0.9702126716692355,0.9946277001461723
translate_rotate_low,baseline_repeat,D10,full,Immature myocardial cells,263,0.9731792177995734,0.9892320565028383
translate_rotate_low,baseline_repeat,D10,full,MT-enriched cardiomyocytes,11,0.9573331616450743,0.9853506262622377
translate_rotate_low,baseline_repeat,D10,full,Macrophages,3,0.9828980292042123,0.9920882166016374
translate_rotate_low,baseline_repeat,D10,full,Mural cells,3,0.8385199678588973,0.945715815530558
translate_rotate_low,baseline_repeat,D10,full,TMSB4X high cells,13,0.9443930353888421,0.9991736751806698
translate_rotate_low,baseline_repeat,D10,full,Valve cells,46,0.9927388309842036,0.9974656335234773
translate_rotate_low,baseline_repeat,D10,full,Vascular endothelial cells,50,0.9876275526287094,0.9948185032554604
translate_rotate_low,baseline_repeat,D10,interaction,Cardiomyocytes-1,225,0.9101012064697628,0.9908756941298859
translate_rotate_low,baseline_repeat,D10,interaction,Endocardial cells,65,0.8181447397244006,0.9868374444298871
translate_rotate_low,baseline_repeat,D10,interaction,Epi-epithelial cells,84,0.8370153694949368,0.9861956002413497
translate_rotate_low,baseline_repeat,D10,interaction,Erythrocytes,133,0.859840857415103,0.984733196272504
translate_rotate_low,baseline_repeat,D10,interaction,Fibroblast cells,11,0.6869675922840329,0.9505981482541199
translate_rotate_low,baseline_repeat,D10,interaction,Immature myocardial cells,263,0.8950484936614536,0.9821001719054717
translate_rotate_low,baseline_repeat,D10,interaction,MT-enriched cardiomyocytes,11,0.8867505719865695,0.9498419340466487
translate_rotate_low,baseline_repeat,D10,interaction,Mural cells,3,0.8810564367967612,0.8402781903762113
translate_rotate_low,baseline_repeat,D10,interaction,TMSB4X high cells,13,0.8988737516372041,0.9650509716917047
translate_rotate_low,baseline_repeat,D10,interaction,Valve cells,46,0.45887790686041713,0.7352197024528422
translate_rotate_low,baseline_repeat,D10,interaction,Vascular endothelial cells,50,0.8309583629205171,0.9756519481736698
translate_rotate_low,baseline_repeat,D14,full,Cardiomyocytes-1,977,0.9475956501669758,0.986695612023138
translate_rotate_low,baseline_repeat,D14,full,Cardiomyocytes-2,1,0.894545641336802,0.894545641336802
translate_rotate_low,baseline_repeat,D14,full,Endocardial cells,28,0.9806602053781228,0.9863285066358807
translate_rotate_low,baseline_repeat,D14,full,Epi-epithelial cells,6,0.9942077735978184,0.9958933301115563
translate_rotate_low,baseline_repeat,D14,full,Erythrocytes,241,0.9816616504346365,0.9959718833369443
translate_rotate_low,baseline_repeat,D14,full,Fibroblast cells,264,0.957663204918544,0.980497937448775
translate_rotate_low,baseline_repeat,D14,full,Immature myocardial cells,203,0.9551575843862357,0.987626776336042
translate_rotate_low,baseline_repeat,D14,full,Macrophages,3,0.9678660745618912,0.9783040119541776
translate_rotate_low,baseline_repeat,D14,full,Mural cells,46,0.9334354342818828,0.9890675632674146
translate_rotate_low,baseline_repeat,D14,full,TMSB4X high cells,101,0.987962735031617,0.9932909303120881
translate_rotate_low,baseline_repeat,D14,full,Valve cells,20,0.9797114402095419,0.9889258010499783
translate_rotate_low,baseline_repeat,D14,full,Vascular endothelial cells,77,0.9114113858213514,0.9330422471000561
translate_rotate_low,baseline_repeat,D14,interaction,Cardiomyocytes-1,977,0.8749574945684712,0.9816540523999582
translate_rotate_low,baseline_repeat,D14,interaction,Endocardial cells,28,0.8586475131347859,0.9927352280453606
translate_rotate_low,baseline_repeat,D14,interaction,Epi-epithelial cells,6,0.9969589936246671,0.9995823813256208
translate_rotate_low,baseline_repeat,D14,interaction,Erythrocytes,241,0.9335638882890077,0.9889351516753367
translate_rotate_low,baseline_repeat,D14,interaction,Fibroblast cells,264,0.8721668761423212,0.9816019154390914
translate_rotate_low,baseline_repeat,D14,interaction,Immature myocardial cells,203,0.8676769437142454,0.9810950676941493
translate_rotate_low,baseline_repeat,D14,interaction,Mural cells,46,0.886223764068111,0.9866954709789928
translate_rotate_low,baseline_repeat,D14,interaction,TMSB4X high cells,101,0.880385495301784,0.9736830491532886
translate_rotate_low,baseline_repeat,D14,interaction,Valve cells,20,0.7870725124292093,0.9757033425226485
translate_rotate_low,baseline_repeat,D14,interaction,Vascular endothelial cells,77,0.903630888548125,0.9879159091535256
translate_rotate_moderate,baseline_repeat,D4,full,Cardiomyocytes-1,1,0.30139812615175365,0.30139812615175365
translate_rotate_moderate,baseline_repeat,D4,full,Endocardial cells,32,0.7341759330918726,0.7916931183143686
translate_rotate_moderate,baseline_repeat,D4,full,Epi-epithelial cells,2,0.8658795596176849,0.8658795596176849
translate_rotate_moderate,baseline_repeat,D4,full,Immature myocardial cells,61,0.8357479485712733,0.9071250429039053
translate_rotate_moderate,baseline_repeat,D4,full,TMSB4X high cells,5,0.8463291094485473,0.8567810037301216
translate_rotate_moderate,baseline_repeat,D4,full,Valve cells,46,0.8386517143272362,0.9401799888310025
translate_rotate_moderate,baseline_repeat,D4,interaction,Cardiomyocytes-1,1,0.978317153656088,0.978317153656088
translate_rotate_moderate,baseline_repeat,D4,interaction,Endocardial cells,32,0.9170053320251705,0.9903390374778078
translate_rotate_moderate,baseline_repeat,D4,interaction,Epi-epithelial cells,2,0.9831182086070764,0.9831182086070764
translate_rotate_moderate,baseline_repeat,D4,interaction,Immature myocardial cells,61,0.9702461465518911,0.994044302395549
translate_rotate_moderate,baseline_repeat,D4,interaction,TMSB4X high cells,5,0.9912442490544219,0.9920132816374748
translate_rotate_moderate,baseline_repeat,D4,interaction,Valve cells,46,0.9153133860275176,0.9850118241545318
translate_rotate_moderate,baseline_repeat,D7,full,Cardiomyocytes-1,79,0.930557661883207,0.9812132866317238
translate_rotate_moderate,baseline_repeat,D7,full,Cardiomyocytes-2,10,0.9387391716308571,0.9849991302802095
translate_rotate_moderate,baseline_repeat,D7,full,Endocardial cells,89,0.914936034437692,0.9862974053134138
translate_rotate_moderate,baseline_repeat,D7,full,Epi-epithelial cells,36,0.979220524895363,0.9934960336693043
translate_rotate_moderate,baseline_repeat,D7,full,Erythrocytes,34,0.9146992541551042,0.9927426868048217
translate_rotate_moderate,baseline_repeat,D7,full,Fibroblast cells,1,0.7251290822849503,0.7251290822849503
translate_rotate_moderate,baseline_repeat,D7,full,Immature myocardial cells,202,0.9399036950369691,0.98979525827304
translate_rotate_moderate,baseline_repeat,D7,full,MT-enriched cardiomyocytes,18,0.9788759934263496,0.9863049728770921
translate_rotate_moderate,baseline_repeat,D7,full,Macrophages,3,0.9863710461723237,0.9936298584886981
translate_rotate_moderate,baseline_repeat,D7,full,Valve cells,54,0.9776580239829864,0.9950752970487391
translate_rotate_moderate,baseline_repeat,D7,full,Vascular endothelial cells,2,0.8373416413194833,0.8373416413194833
translate_rotate_moderate,baseline_repeat,D7,interaction,Cardiomyocytes-1,79,0.9131352262371456,0.9777826109697274
translate_rotate_moderate,baseline_repeat,D7,interaction,Cardiomyocytes-2,10,0.9823808090422483,0.9932900712966144
translate_rotate_moderate,baseline_repeat,D7,interaction,Endocardial cells,89,0.929431125249081,0.9847513476363661
translate_rotate_moderate,baseline_repeat,D7,interaction,Epi-epithelial cells,36,0.9628998358816708,0.9927157218558796
translate_rotate_moderate,baseline_repeat,D7,interaction,Erythrocytes,34,0.7870608755849181,0.980841118233291
translate_rotate_moderate,baseline_repeat,D7,interaction,Fibroblast cells,1,0.9907556072477727,0.9907556072477727
translate_rotate_moderate,baseline_repeat,D7,interaction,Immature myocardial cells,202,0.9035264355008876,0.9885995059294399
translate_rotate_moderate,baseline_repeat,D7,interaction,MT-enriched cardiomyocytes,18,0.9476951318778087,0.9963446080530164
translate_rotate_moderate,baseline_repeat,D7,interaction,Macrophages,2,-0.006101243514608279,-0.006101243514608279
translate_rotate_moderate,baseline_repeat,D7,interaction,Valve cells,54,0.961975649812531,0.9845279321474438
translate_rotate_moderate,baseline_repeat,D7,interaction,Vascular endothelial cells,2,0.5540920142828661,0.5540920142828661
translate_rotate_moderate,baseline_repeat,D10,full,Cardiomyocytes-1,225,0.9434438120699699,0.9798264563842242
translate_rotate_moderate,baseline_repeat,D10,full,Endocardial cells,65,0.9591652574976279,0.975302237326028
translate_rotate_moderate,baseline_repeat,D10,full,Epi-epithelial cells,84,0.9470616433460011,0.9853342797601508
translate_rotate_moderate,baseline_repeat,D10,full,Erythrocytes,133,0.9594979404188358,0.9812589985723924
translate_rotate_moderate,baseline_repeat,D10,full,Fibroblast cells,12,0.9374458977147931,0.9779695426786585
translate_rotate_moderate,baseline_repeat,D10,full,Immature myocardial cells,263,0.9218741818441365,0.9710089875571816
translate_rotate_moderate,baseline_repeat,D10,full,MT-enriched cardiomyocytes,11,0.8614123169301808,0.9344176252295348
translate_rotate_moderate,baseline_repeat,D10,full,Macrophages,3,0.9917719804157329,0.9919538952049427
translate_rotate_moderate,baseline_repeat,D10,full,Mural cells,3,0.8523654913686932,0.8999350677634127
translate_rotate_moderate,baseline_repeat,D10,full,TMSB4X high cells,13,0.8728347627040992,0.9942674037885435
translate_rotate_moderate,baseline_repeat,D10,full,Valve cells,46,0.9661764909830693,0.984735847990744
translate_rotate_moderate,baseline_repeat,D10,full,Vascular endothelial cells,50,0.960824750676215,0.9800235575160481
translate_rotate_moderate,baseline_repeat,D10,interaction,Cardiomyocytes-1,225,0.8093358628574221,0.9539433071695216
translate_rotate_moderate,baseline_repeat,D10,interaction,Endocardial cells,65,0.6631691960718364,0.9716725789266676
translate_rotate_moderate,baseline_repeat,D10,interaction,Epi-epithelial cells,84,-0.013058328102986353,-0.2289997655928021
translate_rotate_moderate,baseline_repeat,D10,interaction,Erythrocytes,133,0.532411667940791,0.8852893630770092
translate_rotate_moderate,baseline_repeat,D10,interaction,Fibroblast cells,11,0.08073243680363727,-0.054389490532675076
translate_rotate_moderate,baseline_repeat,D10,interaction,Immature myocardial cells,263,0.8631733648189516,0.9660024308641671
translate_rotate_moderate,baseline_repeat,D10,interaction,MT-enriched cardiomyocytes,11,0.7063768471580306,0.936530401690151
translate_rotate_moderate,baseline_repeat,D10,interaction,Mural cells,3,0.4030611952935894,0.8109090615658437
translate_rotate_moderate,baseline_repeat,D10,interaction,TMSB4X high cells,13,0.7126544030821855,0.9594459545239578
translate_rotate_moderate,baseline_repeat,D10,interaction,Valve cells,46,0.39386073177759384,0.5623028732571573
translate_rotate_moderate,baseline_repeat,D10,interaction,Vascular endothelial cells,50,0.7110384963540664,0.9500162317330882
translate_rotate_moderate,baseline_repeat,D14,full,Cardiomyocytes-1,977,0.9031780283454591,0.9685217095706986
translate_rotate_moderate,baseline_repeat,D14,full,Cardiomyocytes-2,1,0.9087081965509773,0.9087081965509773
translate_rotate_moderate,baseline_repeat,D14,full,Endocardial cells,28,0.9319593624234362,0.9712229742297656
translate_rotate_moderate,baseline_repeat,D14,full,Epi-epithelial cells,6,0.9763932842456562,0.9770607101798513
translate_rotate_moderate,baseline_repeat,D14,full,Erythrocytes,241,0.9631315355921328,0.9882685961608004
translate_rotate_moderate,baseline_repeat,D14,full,Fibroblast cells,264,0.9152054689161376,0.9602060098647072
translate_rotate_moderate,baseline_repeat,D14,full,Immature myocardial cells,203,0.9082743516503964,0.9755804060877461
translate_rotate_moderate,baseline_repeat,D14,full,Macrophages,3,0.5927083733411568,0.9331756170377613
translate_rotate_moderate,baseline_repeat,D14,full,Mural cells,46,0.8949347912020846,0.9820729564324568
translate_rotate_moderate,baseline_repeat,D14,full,TMSB4X high cells,101,0.96847730530006,0.9820750040308529
translate_rotate_moderate,baseline_repeat,D14,full,Valve cells,20,0.9283198136924709,0.9504743526938189
translate_rotate_moderate,baseline_repeat,D14,full,Vascular endothelial cells,77,0.8616016049734407,0.898209891654621
translate_rotate_moderate,baseline_repeat,D14,interaction,Cardiomyocytes-1,976,0.8103774590255203,0.9618715125149024
translate_rotate_moderate,baseline_repeat,D14,interaction,Endocardial cells,28,0.813887029040701,0.9795574434550118
translate_rotate_moderate,baseline_repeat,D14,interaction,Epi-epithelial cells,6,0.9973660030254914,0.9988747363249006
translate_rotate_moderate,baseline_repeat,D14,interaction,Erythrocytes,241,0.8172548136589051,0.9662484003966392
translate_rotate_moderate,baseline_repeat,D14,interaction,Fibroblast cells,264,0.7925301802980189,0.9642536836831164
translate_rotate_moderate,baseline_repeat,D14,interaction,Immature myocardial cells,203,0.7857871287422771,0.9674582596224487
translate_rotate_moderate,baseline_repeat,D14,interaction,Mural cells,46,0.7785691548802552,0.9836519311189256
translate_rotate_moderate,baseline_repeat,D14,interaction,TMSB4X high cells,101,0.7579608498109247,0.9560927615372684
translate_rotate_moderate,baseline_repeat,D14,interaction,Valve cells,20,0.777157996621369,0.9268200784633276
translate_rotate_moderate,baseline_repeat,D14,interaction,Vascular endothelial cells,77,0.7816089817804928,0.9318658312378432
translate_rotate_strong,baseline_repeat,D4,full,Cardiomyocytes-1,1,0.06578630704552285,0.06578630704552285
translate_rotate_strong,baseline_repeat,D4,full,Endocardial cells,32,0.6998824557057859,0.7451380186119356
translate_rotate_strong,baseline_repeat,D4,full,Epi-epithelial cells,2,0.8129799948072967,0.8129799948072967
translate_rotate_strong,baseline_repeat,D4,full,Immature myocardial cells,61,0.640382236594491,0.7576101430166854
translate_rotate_strong,baseline_repeat,D4,full,TMSB4X high cells,5,0.7943940557800959,0.8062470338886162
translate_rotate_strong,baseline_repeat,D4,full,Valve cells,46,0.7843130919560182,0.9131222215685344
translate_rotate_strong,baseline_repeat,D4,interaction,Cardiomyocytes-1,1,0.9881146987734027,0.9881146987734027
translate_rotate_strong,baseline_repeat,D4,interaction,Endocardial cells,32,0.9220773192070297,0.9950523350463663
translate_rotate_strong,baseline_repeat,D4,interaction,Epi-epithelial cells,2,0.9759176835014056,0.9759176835014056
translate_rotate_strong,baseline_repeat,D4,interaction,Immature myocardial cells,61,0.9358087866676114,0.9946494533566863
translate_rotate_strong,baseline_repeat,D4,interaction,TMSB4X high cells,5,0.9980759020226341,0.9994154800960611
translate_rotate_strong,baseline_repeat,D4,interaction,Valve cells,46,0.878733330778346,0.9678590811145321
translate_rotate_strong,baseline_repeat,D7,full,Cardiomyocytes-1,79,0.9203872106768259,0.9733244838391614
translate_rotate_strong,baseline_repeat,D7,full,Cardiomyocytes-2,10,0.8999420416400078,0.965962176288081
translate_rotate_strong,baseline_repeat,D7,full,Endocardial cells,89,0.8706558800308463,0.9811222023306927
translate_rotate_strong,baseline_repeat,D7,full,Epi-epithelial cells,36,0.9391791607142808,0.9704476009281695
translate_rotate_strong,baseline_repeat,D7,full,Erythrocytes,34,0.8772548297334105,0.9743257454916665
translate_rotate_strong,baseline_repeat,D7,full,Fibroblast cells,1,0.8434978365966851,0.8434978365966851
translate_rotate_strong,baseline_repeat,D7,full,Immature myocardial cells,202,0.9008324548402168,0.9815228951556714
translate_rotate_strong,baseline_repeat,D7,full,MT-enriched cardiomyocytes,18,0.9543576211670585,0.9683898714900601
translate_rotate_strong,baseline_repeat,D7,full,Macrophages,3,0.9817563095696006,0.9966400176045318
translate_rotate_strong,baseline_repeat,D7,full,Valve cells,54,0.9614400852408092,0.9808004990069881
translate_rotate_strong,baseline_repeat,D7,full,Vascular endothelial cells,2,0.9172161086570476,0.9172161086570476
translate_rotate_strong,baseline_repeat,D7,interaction,Cardiomyocytes-1,79,0.8712973155378054,0.9771623742956034
translate_rotate_strong,baseline_repeat,D7,interaction,Cardiomyocytes-2,10,0.9082409266003012,0.9547357836541306
translate_rotate_strong,baseline_repeat,D7,interaction,Endocardial cells,89,0.8313262513626847,0.9637025318235296
translate_rotate_strong,baseline_repeat,D7,interaction,Epi-epithelial cells,36,0.952915476739615,0.9894634038588442
translate_rotate_strong,baseline_repeat,D7,interaction,Erythrocytes,34,0.7843993314400413,0.9855615950110852
translate_rotate_strong,baseline_repeat,D7,interaction,Immature myocardial cells,202,0.8742691460162236,0.980228420684117
translate_rotate_strong,baseline_repeat,D7,interaction,MT-enriched cardiomyocytes,18,0.9046849949292499,0.998187948341768
translate_rotate_strong,baseline_repeat,D7,interaction,Macrophages,2,-0.007332686928953114,-0.007332686928953114
translate_rotate_strong,baseline_repeat,D7,interaction,Valve cells,54,0.764525036497448,0.9341909743073715
translate_rotate_strong,baseline_repeat,D7,interaction,Vascular endothelial cells,2,0.13694778060189733,0.13694778060189733
translate_rotate_strong,baseline_repeat,D10,full,Cardiomyocytes-1,225,0.88986147646275,0.9598734163284456
translate_rotate_strong,baseline_repeat,D10,full,Endocardial cells,65,0.9411896316082142,0.9627691919677521
translate_rotate_strong,baseline_repeat,D10,full,Epi-epithelial cells,84,0.9377863412770173,0.9705027126549983
translate_rotate_strong,baseline_repeat,D10,full,Erythrocytes,133,0.9191008771101908,0.9592191675945647
translate_rotate_strong,baseline_repeat,D10,full,Fibroblast cells,12,0.9610805968007906,0.9763049916624889
translate_rotate_strong,baseline_repeat,D10,full,Immature myocardial cells,263,0.849021251330935,0.9504772066039573
translate_rotate_strong,baseline_repeat,D10,full,MT-enriched cardiomyocytes,11,0.8796055137050427,0.9182473997041495
translate_rotate_strong,baseline_repeat,D10,full,Macrophages,3,0.9678582166511515,0.9947638519722506
translate_rotate_strong,baseline_repeat,D10,full,Mural cells,3,0.9751048481386692,0.9755744490926734
translate_rotate_strong,baseline_repeat,D10,full,TMSB4X high cells,13,0.84783256157176,0.9794364660938859
translate_rotate_strong,baseline_repeat,D10,full,Valve cells,46,0.9563416069243962,0.9743190824752993
translate_rotate_strong,baseline_repeat,D10,full,Vascular endothelial cells,50,0.944858889974027,0.973950679382211
translate_rotate_strong,baseline_repeat,D10,interaction,Cardiomyocytes-1,225,0.6256522832832524,0.8922668876472623
translate_rotate_strong,baseline_repeat,D10,interaction,Endocardial cells,65,0.7082779549431393,0.9347840068970248
translate_rotate_strong,baseline_repeat,D10,interaction,Epi-epithelial cells,84,0.29142299582904246,0.7563140141014644
translate_rotate_strong,baseline_repeat,D10,interaction,Erythrocytes,133,0.40192929291464075,0.8044487324910898
translate_rotate_strong,baseline_repeat,D10,interaction,Fibroblast cells,11,-0.03627723727043238,-0.1699850948142207
translate_rotate_strong,baseline_repeat,D10,interaction,Immature myocardial cells,263,0.5738678904692207,0.8202698688359873
translate_rotate_strong,baseline_repeat,D10,interaction,MT-enriched cardiomyocytes,11,0.6796716884752289,0.9350506093282726
translate_rotate_strong,baseline_repeat,D10,interaction,Mural cells,3,0.5237322656677169,0.8865096136835887
translate_rotate_strong,baseline_repeat,D10,interaction,TMSB4X high cells,13,0.6673739580378891,0.7970324640625868
translate_rotate_strong,baseline_repeat,D10,interaction,Valve cells,46,0.20966520316720896,0.4340575013488077
translate_rotate_strong,baseline_repeat,D10,interaction,Vascular endothelial cells,50,0.3793930383962712,0.601518364398374
translate_rotate_strong,baseline_repeat,D14,full,Cardiomyocytes-1,977,0.8312604161799049,0.9298933684628692
translate_rotate_strong,baseline_repeat,D14,full,Cardiomyocytes-2,1,0.8652593912387225,0.8652593912387225
translate_rotate_strong,baseline_repeat,D14,full,Endocardial cells,28,0.8290884899073427,0.9474944138234375
translate_rotate_strong,baseline_repeat,D14,full,Epi-epithelial cells,6,0.9216816430331217,0.9411994803552819
translate_rotate_strong,baseline_repeat,D14,full,Erythrocytes,241,0.9485650159448755,0.9910527376989028
translate_rotate_strong,baseline_repeat,D14,full,Fibroblast cells,264,0.802984820174441,0.8567799192328052
translate_rotate_strong,baseline_repeat,D14,full,Immature myocardial cells,203,0.8708805182004709,0.9393531494106659
translate_rotate_strong,baseline_repeat,D14,full,Macrophages,3,0.8098369919178067,0.9241393998612456
translate_rotate_strong,baseline_repeat,D14,full,Mural cells,46,0.8541985618342756,0.9634671562327561
translate_rotate_strong,baseline_repeat,D14,full,TMSB4X high cells,101,0.9276815068241882,0.9548708647447123
translate_rotate_strong,baseline_repeat,D14,full,Valve cells,20,0.8229702758307085,0.868490349971786
translate_rotate_strong,baseline_repeat,D14,full,Vascular endothelial cells,77,0.6431410009982048,0.7305226631386907
translate_rotate_strong,baseline_repeat,D14,interaction,Cardiomyocytes-1,977,0.7780082674406757,0.9469676420393652
translate_rotate_strong,baseline_repeat,D14,interaction,Endocardial cells,28,0.7403246888532904,0.9811779182835183
translate_rotate_strong,baseline_repeat,D14,interaction,Epi-epithelial cells,6,0.9756075868445712,0.9792825810570904
translate_rotate_strong,baseline_repeat,D14,interaction,Erythrocytes,241,0.7171078946662215,0.9414261502004379
translate_rotate_strong,baseline_repeat,D14,interaction,Fibroblast cells,264,0.7056809115272236,0.9133574571424448
translate_rotate_strong,baseline_repeat,D14,interaction,Immature myocardial cells,203,0.7686404205719151,0.9365883740250439
translate_rotate_strong,baseline_repeat,D14,interaction,Mural cells,46,0.8655352764127152,0.9867531217848331
translate_rotate_strong,baseline_repeat,D14,interaction,TMSB4X high cells,101,0.7175806826906415,0.9625029417680261
translate_rotate_strong,baseline_repeat,D14,interaction,Valve cells,20,0.4829487412265399,0.7088435366886849
translate_rotate_strong,baseline_repeat,D14,interaction,Vascular endothelial cells,77,0.7653077390977727,0.9558209163782592
