niche,time,dpi,condition,pathway,interaction_class,lr_score
N2_reaEGC_wntEGC,0.0,2,uninj,NPFF,Secreted Signaling,0.0011629642837752737
N2_reaEGC_wntEGC,0.0,2,uninj,NPR2,Secreted Signaling,0.0008466350015049185
N2_reaEGC_wntEGC,0.0,2,uninj,NPW-B,Secreted Signaling,0.0
N2_reaEGC_wntEGC,0.0,2,uninj,NPY,Secreted Signaling,0.18146438651722205
N2_reaEGC_wntEGC,0.0,2,uninj,NRG,Secreted Signaling,1.4648476480494497
N2_reaEGC_wntEGC,0.0,2,uninj,NRXN,Cell-Cell Contact,16.747895383705227
N2_reaEGC_wntEGC,0.0,2,uninj,NTS,Secreted Signaling,0.09149336567983032
N2_reaEGC_wntEGC,0.0,2,uninj,PARs,Secreted Signaling,0.052545378062468395
N2_reaEGC_wntEGC,0.0,2,uninj,PDGF,Secreted Signaling,0.4932344494847306
N2_reaEGC_wntEGC,0.0,2,uninj,PECAM1,Cell-Cell Contact,0.0002901605057998232
N2_reaEGC_wntEGC,0.0,2,uninj,PROS,Secreted Signaling,1.1451780006692518
N2_reaEGC_wntEGC,0.0,2,uninj,PSAP,Secreted Signaling,29.42348642400792
N2_reaEGC_wntEGC,0.0,2,uninj,PTH,Secreted Signaling,0.0
N2_reaEGC_wntEGC,0.0,2,uninj,PTPRM,Cell-Cell Contact,0.11982253094863962
N2_reaEGC_wntEGC,0.0,2,uninj,RELN,ECM-Receptor,0.060540577577989606
N2_reaEGC_wntEGC,0.0,2,uninj,SEMA3,Secreted Signaling,3.0588626548951177
N2_reaEGC_wntEGC,0.0,2,uninj,SEMA4,Cell-Cell Contact,2.0334347942389797
N2_reaEGC_wntEGC,0.0,2,uninj,SEMA5,Cell-Cell Contact,11.78876038987229
N2_reaEGC_wntEGC,0.0,2,uninj,SEMA6,Cell-Cell Contact,5.191254649365467
N2_reaEGC_wntEGC,0.0,2,uninj,SEMATOSTATIN,Secreted Signaling,0.34269611612873896
N2_reaEGC_wntEGC,0.0,2,uninj,TAC,Secreted Signaling,0.0
N2_reaEGC_wntEGC,0.0,2,uninj,TENASCIN,ECM-Receptor,4.201857418153107
N2_reaEGC_wntEGC,0.0,2,uninj,TGFb,Secreted Signaling,0.04390839317889266
N2_reaEGC_wntEGC,0.0,2,uninj,THBS,ECM-Receptor,7.166389315850442
N2_reaEGC_wntEGC,0.0,2,uninj,THY1,Cell-Cell Contact,0.0
N2_reaEGC_wntEGC,0.0,2,uninj,UCN,Secreted Signaling,0.0
N2_reaEGC_wntEGC,0.0,2,uninj,UROTENSIN,Secreted Signaling,0.0
N2_reaEGC_wntEGC,0.0,2,uninj,VEGF,Secreted Signaling,0.08210209160916329
N2_reaEGC_wntEGC,0.0,2,uninj,VIP,Secreted Signaling,0.0007703487351510135
N2_reaEGC_wntEGC,0.0,2,uninj,VISTA,Cell-Cell Contact,2.3018565551959127
N2_reaEGC_wntEGC,0.0,2,uninj,WNT,Secreted Signaling,45.27657008792599
N2_reaEGC_wntEGC,0.0,2,uninj,ncWNT,Secreted Signaling,1.8119438524209777
N1_sfrpEGC_VLMC,1.0,5,inj,ACTIVIN,Secreted Signaling,0.05145630557688622
N1_sfrpEGC_VLMC,1.0,5,inj,ADIPONECTIN,Secreted Signaling,0.0015532369392774821
N1_sfrpEGC_VLMC,1.0,5,inj,AGRN,ECM-Receptor,8.457883640205234
N1_sfrpEGC_VLMC,1.0,5,inj,AGT,Secreted Signaling,0.04556839519573178
N1_sfrpEGC_VLMC,1.0,5,inj,ANGPT,Secreted Signaling,0.0052317002505011785
N1_sfrpEGC_VLMC,1.0,5,inj,ANGPTL,Secreted Signaling,7.918332248963133
N1_sfrpEGC_VLMC,1.0,5,inj,BAG,Secreted Signaling,0.08911364269491925
N1_sfrpEGC_VLMC,1.0,5,inj,BMP,Secreted Signaling,0.06436134765780317
N1_sfrpEGC_VLMC,1.0,5,inj,CALCR,Secreted Signaling,0.14240167991345282
N1_sfrpEGC_VLMC,1.0,5,inj,CCK,Secreted Signaling,0.09806276467560616
N1_sfrpEGC_VLMC,1.0,5,inj,CCL,Secreted Signaling,0.0005350088277355166
N1_sfrpEGC_VLMC,1.0,5,inj,CD34,Cell-Cell Contact,0.018766851648889703
N1_sfrpEGC_VLMC,1.0,5,inj,CD40,Secreted Signaling,0.004457051766023342
N1_sfrpEGC_VLMC,1.0,5,inj,CD45,Cell-Cell Contact,0.001542258070302641
N1_sfrpEGC_VLMC,1.0,5,inj,CDH,Cell-Cell Contact,9.017380572458553
N1_sfrpEGC_VLMC,1.0,5,inj,CDH1,Cell-Cell Contact,0.0
N1_sfrpEGC_VLMC,1.0,5,inj,CDH5,Cell-Cell Contact,0.003883687220071484
N1_sfrpEGC_VLMC,1.0,5,inj,CLDN,Cell-Cell Contact,0.0001957309770757909
N1_sfrpEGC_VLMC,1.0,5,inj,CNTN,Cell-Cell Contact,8.911187469341408
N1_sfrpEGC_VLMC,1.0,5,inj,COLLAGEN,ECM-Receptor,3.3483759853159327
N1_sfrpEGC_VLMC,1.0,5,inj,CSPG4,Cell-Cell Contact,0.003242179033369433
N1_sfrpEGC_VLMC,1.0,5,inj,CXCL,Secreted Signaling,0.13930937624741913
N1_sfrpEGC_VLMC,1.0,5,inj,EDN,Secreted Signaling,0.04618274579538678
N1_sfrpEGC_VLMC,1.0,5,inj,EGF,Secreted Signaling,0.44448449233961573
N1_sfrpEGC_VLMC,1.0,5,inj,EPHA,Cell-Cell Contact,7.092357205495363
N1_sfrpEGC_VLMC,1.0,5,inj,EPHB,Cell-Cell Contact,13.077327372537383
N1_sfrpEGC_VLMC,1.0,5,inj,ESAM,Cell-Cell Contact,0.0019482455407898373
N1_sfrpEGC_VLMC,1.0,5,inj,FGF,Secreted Signaling,3.923325758986367
N1_sfrpEGC_VLMC,1.0,5,inj,FN1,ECM-Receptor,0.3578006069172105
N1_sfrpEGC_VLMC,1.0,5,inj,GALANIN,Secreted Signaling,0.010559343539277953
N1_sfrpEGC_VLMC,1.0,5,inj,GAS,Secreted Signaling,0.36726176766009583
N1_sfrpEGC_VLMC,1.0,5,inj,GDF,Secreted Signaling,0.1394389105340161
N1_sfrpEGC_VLMC,1.0,5,inj,GDNF,Secreted Signaling,0.00019609420541376137
N1_sfrpEGC_VLMC,1.0,5,inj,GPR,Secreted Signaling,0.1303993184145647
N1_sfrpEGC_VLMC,1.0,5,inj,GRN,Secreted Signaling,7.761372752074381
N1_sfrpEGC_VLMC,1.0,5,inj,HH,Secreted Signaling,0.004881323087985883
N1_sfrpEGC_VLMC,1.0,5,inj,HSPG,ECM-Receptor,0.19141238307277586
N1_sfrpEGC_VLMC,1.0,5,inj,JAM,Cell-Cell Contact,4.033034262137728
N1_sfrpEGC_VLMC,1.0,5,inj,L1CAM,Cell-Cell Contact,11.939382579162997
N1_sfrpEGC_VLMC,1.0,5,inj,LAMININ,ECM-Receptor,12.148803160719302
N1_sfrpEGC_VLMC,1.0,5,inj,MAG,Cell-Cell Contact,0.0025373328603553883
N1_sfrpEGC_VLMC,1.0,5,inj,MPZ,Cell-Cell Contact,0.07052327857363079
N1_sfrpEGC_VLMC,1.0,5,inj,MSTN,Secreted Signaling,0.008209114823997879
N1_sfrpEGC_VLMC,1.0,5,inj,NCAM,Cell-Cell Contact,6.5339802521752475
N1_sfrpEGC_VLMC,1.0,5,inj,NEGR,Cell-Cell Contact,0.2876725603394767
N1_sfrpEGC_VLMC,1.0,5,inj,NGL,Cell-Cell Contact,0.43923939801666667
N1_sfrpEGC_VLMC,1.0,5,inj,NMU,Secreted Signaling,0.00046131226558294774
N1_sfrpEGC_VLMC,1.0,5,inj,NOTCH,Cell-Cell Contact,0.011769198041334673
N1_sfrpEGC_VLMC,1.0,5,inj,NPFF,Secreted Signaling,0.0008452482162585519
N1_sfrpEGC_VLMC,1.0,5,inj,NPR2,Secreted Signaling,0.004078420489117812
N1_sfrpEGC_VLMC,1.0,5,inj,NPW-B,Secreted Signaling,0.0005316327141580666
N1_sfrpEGC_VLMC,1.0,5,inj,NPY,Secreted Signaling,0.47795874182486464
N1_sfrpEGC_VLMC,1.0,5,inj,NRG,Secreted Signaling,1.7679510468946897
N1_sfrpEGC_VLMC,1.0,5,inj,NRXN,Cell-Cell Contact,29.177622601910404
N1_sfrpEGC_VLMC,1.0,5,inj,NTS,Secreted Signaling,2.366935361060069
N1_sfrpEGC_VLMC,1.0,5,inj,PARs,Secreted Signaling,0.018205927153327937
N1_sfrpEGC_VLMC,1.0,5,inj,PDGF,Secreted Signaling,0.10036952604600913
N1_sfrpEGC_VLMC,1.0,5,inj,PECAM1,Cell-Cell Contact,0.010739237629167014
N1_sfrpEGC_VLMC,1.0,5,inj,PROS,Secreted Signaling,0.7833532173901493
N1_sfrpEGC_VLMC,1.0,5,inj,PSAP,Secreted Signaling,46.300976010636184
N1_sfrpEGC_VLMC,1.0,5,inj,PTH,Secreted Signaling,0.00043370212317379755
N1_sfrpEGC_VLMC,1.0,5,inj,PTPRM,Cell-Cell Contact,0.12747735142479458
N1_sfrpEGC_VLMC,1.0,5,inj,RELN,ECM-Receptor,0.0657186303194181
N1_sfrpEGC_VLMC,1.0,5,inj,SEMA3,Secreted Signaling,3.933708777615027
N1_sfrpEGC_VLMC,1.0,5,inj,SEMA4,Cell-Cell Contact,3.1924882222337856
N1_sfrpEGC_VLMC,1.0,5,inj,SEMA5,Cell-Cell Contact,16.215878765764554
N1_sfrpEGC_VLMC,1.0,5,inj,SEMA6,Cell-Cell Contact,4.4395746701474526
N1_sfrpEGC_VLMC,1.0,5,inj,SEMATOSTATIN,Secreted Signaling,0.5554232313004335
N1_sfrpEGC_VLMC,1.0,5,inj,TAC,Secreted Signaling,0.04398566086055155
N1_sfrpEGC_VLMC,1.0,5,inj,TENASCIN,ECM-Receptor,3.955484370041449
N1_sfrpEGC_VLMC,1.0,5,inj,TGFb,Secreted Signaling,0.022160032602245364
N1_sfrpEGC_VLMC,1.0,5,inj,THBS,ECM-Receptor,6.398599447867023
N1_sfrpEGC_VLMC,1.0,5,inj,THY1,Cell-Cell Contact,0.0008321704941789005
N1_sfrpEGC_VLMC,1.0,5,inj,UCN,Secreted Signaling,0.03558357407739411
N1_sfrpEGC_VLMC,1.0,5,inj,UROTENSIN,Secreted Signaling,0.0
N1_sfrpEGC_VLMC,1.0,5,inj,VEGF,Secreted Signaling,0.056642054453323896
N1_sfrpEGC_VLMC,1.0,5,inj,VIP,Secreted Signaling,0.016209310027222285
N1_sfrpEGC_VLMC,1.0,5,inj,VISTA,Cell-Cell Contact,0.3990479426153481
N1_sfrpEGC_VLMC,1.0,5,inj,WNT,Secreted Signaling,29.785441092227313
N1_sfrpEGC_VLMC,1.0,5,inj,ncWNT,Secreted Signaling,0.42891735017013943
N2_reaEGC_wntEGC,1.0,5,inj,ACTIVIN,Secreted Signaling,0.014255036449690991
N2_reaEGC_wntEGC,1.0,5,inj,ADIPONECTIN,Secreted Signaling,0.024244891615046237
N2_reaEGC_wntEGC,1.0,5,inj,AGRN,ECM-Receptor,4.98001968103469
N2_reaEGC_wntEGC,1.0,5,inj,AGT,Secreted Signaling,0.0
N2_reaEGC_wntEGC,1.0,5,inj,ANGPT,Secreted Signaling,0.007881956299389476
N2_reaEGC_wntEGC,1.0,5,inj,ANGPTL,Secreted Signaling,2.547280510438498
N2_reaEGC_wntEGC,1.0,5,inj,BAG,Secreted Signaling,0.10713510047179794
N2_reaEGC_wntEGC,1.0,5,inj,BMP,Secreted Signaling,0.18508083545802598
N2_reaEGC_wntEGC,1.0,5,inj,CALCR,Secreted Signaling,0.17104050290224002
N2_reaEGC_wntEGC,1.0,5,inj,CCK,Secreted Signaling,0.07375300548937042
N2_reaEGC_wntEGC,1.0,5,inj,CCL,Secreted Signaling,0.0004722414753148395
N2_reaEGC_wntEGC,1.0,5,inj,CD34,Cell-Cell Contact,0.005390770802897552
N2_reaEGC_wntEGC,1.0,5,inj,CD40,Secreted Signaling,0.0016683192148157842
N2_reaEGC_wntEGC,1.0,5,inj,CD45,Cell-Cell Contact,0.0015266621378580356
N2_reaEGC_wntEGC,1.0,5,inj,CDH,Cell-Cell Contact,6.3411221127375725
N2_reaEGC_wntEGC,1.0,5,inj,CDH1,Cell-Cell Contact,0.0
N2_reaEGC_wntEGC,1.0,5,inj,CDH5,Cell-Cell Contact,0.00032277840711944234
N2_reaEGC_wntEGC,1.0,5,inj,CLDN,Cell-Cell Contact,8.834467928792783e-05
N2_reaEGC_wntEGC,1.0,5,inj,CNTN,Cell-Cell Contact,6.154389563203218
N2_reaEGC_wntEGC,1.0,5,inj,COLLAGEN,ECM-Receptor,2.0671278623211617
N2_reaEGC_wntEGC,1.0,5,inj,CSPG4,Cell-Cell Contact,0.0014215087221062961
N2_reaEGC_wntEGC,1.0,5,inj,CXCL,Secreted Signaling,0.010061047236073345
N2_reaEGC_wntEGC,1.0,5,inj,EDN,Secreted Signaling,1.0440702350104845
N2_reaEGC_wntEGC,1.0,5,inj,EGF,Secreted Signaling,0.117028555914493
N2_reaEGC_wntEGC,1.0,5,inj,EPHA,Cell-Cell Contact,11.403626510730133
N2_reaEGC_wntEGC,1.0,5,inj,EPHB,Cell-Cell Contact,5.3943459382902805
N2_reaEGC_wntEGC,1.0,5,inj,ESAM,Cell-Cell Contact,0.017417418468793723
N2_reaEGC_wntEGC,1.0,5,inj,FGF,Secreted Signaling,1.74560189672933
N2_reaEGC_wntEGC,1.0,5,inj,FN1,ECM-Receptor,0.8435010646309726
N2_reaEGC_wntEGC,1.0,5,inj,GALANIN,Secreted Signaling,0.02324780831188669
N2_reaEGC_wntEGC,1.0,5,inj,GAS,Secreted Signaling,0.36179882176078465
N2_reaEGC_wntEGC,1.0,5,inj,GDF,Secreted Signaling,0.128338402347353
N2_reaEGC_wntEGC,1.0,5,inj,GDNF,Secreted Signaling,0.00014540023322850548
N2_reaEGC_wntEGC,1.0,5,inj,GPR,Secreted Signaling,0.09015382749825304
N2_reaEGC_wntEGC,1.0,5,inj,GRN,Secreted Signaling,5.799348165170844
N2_reaEGC_wntEGC,1.0,5,inj,HH,Secreted Signaling,0.00435427214053022
N2_reaEGC_wntEGC,1.0,5,inj,HSPG,ECM-Receptor,0.283826075149057
N2_reaEGC_wntEGC,1.0,5,inj,JAM,Cell-Cell Contact,3.5628352549896913
N2_reaEGC_wntEGC,1.0,5,inj,L1CAM,Cell-Cell Contact,16.205033169714486
N2_reaEGC_wntEGC,1.0,5,inj,LAMININ,ECM-Receptor,8.994321921569615
N2_reaEGC_wntEGC,1.0,5,inj,MAG,Cell-Cell Contact,5.916394318739988e-05
N2_reaEGC_wntEGC,1.0,5,inj,MPZ,Cell-Cell Contact,0.0700786147520481
N2_reaEGC_wntEGC,1.0,5,inj,MSTN,Secreted Signaling,0.0
N2_reaEGC_wntEGC,1.0,5,inj,NCAM,Cell-Cell Contact,7.247500810189795
N2_reaEGC_wntEGC,1.0,5,inj,NEGR,Cell-Cell Contact,0.11431945678512592
N2_reaEGC_wntEGC,1.0,5,inj,NGL,Cell-Cell Contact,0.3059582556170271
N2_reaEGC_wntEGC,1.0,5,inj,NMU,Secreted Signaling,0.00015604106736409712
N2_reaEGC_wntEGC,1.0,5,inj,NOTCH,Cell-Cell Contact,0.011515484858813829
N2_reaEGC_wntEGC,1.0,5,inj,NPFF,Secreted Signaling,0.0008911039606387432
N2_reaEGC_wntEGC,1.0,5,inj,NPR2,Secreted Signaling,0.0064260094719047435
N2_reaEGC_wntEGC,1.0,5,inj,NPW-B,Secreted Signaling,0.002416909376897087
N2_reaEGC_wntEGC,1.0,5,inj,NPY,Secreted Signaling,0.3631607415113818
N2_reaEGC_wntEGC,1.0,5,inj,NRG,Secreted Signaling,1.32732829492583
N2_reaEGC_wntEGC,1.0,5,inj,NRXN,Cell-Cell Contact,21.302436792256636
N2_reaEGC_wntEGC,1.0,5,inj,NTS,Secreted Signaling,0.6500492669602247
N2_reaEGC_wntEGC,1.0,5,inj,PARs,Secreted Signaling,0.002162603235338088
N2_reaEGC_wntEGC,1.0,5,inj,PDGF,Secreted Signaling,0.5362264301873969
N2_reaEGC_wntEGC,1.0,5,inj,PECAM1,Cell-Cell Contact,0.0001394419379110292
N2_reaEGC_wntEGC,1.0,5,inj,PROS,Secreted Signaling,0.11359170755110626
N2_reaEGC_wntEGC,1.0,5,inj,PSAP,Secreted Signaling,21.11446454141327
N2_reaEGC_wntEGC,1.0,5,inj,PTH,Secreted Signaling,0.0
N2_reaEGC_wntEGC,1.0,5,inj,PTPRM,Cell-Cell Contact,0.04381196300602229
N2_reaEGC_wntEGC,1.0,5,inj,RELN,ECM-Receptor,0.07891547502745913
N2_reaEGC_wntEGC,1.0,5,inj,SEMA3,Secreted Signaling,2.8589892485248463
N2_reaEGC_wntEGC,1.0,5,inj,SEMA4,Cell-Cell Contact,2.4770149108521626
N2_reaEGC_wntEGC,1.0,5,inj,SEMA5,Cell-Cell Contact,10.051602489127385
N2_reaEGC_wntEGC,1.0,5,inj,SEMA6,Cell-Cell Contact,4.422011383589158
N2_reaEGC_wntEGC,1.0,5,inj,SEMATOSTATIN,Secreted Signaling,0.9004588208620823
N2_reaEGC_wntEGC,1.0,5,inj,TAC,Secreted Signaling,0.034916545867170086
N2_reaEGC_wntEGC,1.0,5,inj,TENASCIN,ECM-Receptor,3.1847751077833304
N2_reaEGC_wntEGC,1.0,5,inj,TGFb,Secreted Signaling,0.027349848817301493
N2_reaEGC_wntEGC,1.0,5,inj,THBS,ECM-Receptor,4.982542649698083
N2_reaEGC_wntEGC,1.0,5,inj,THY1,Cell-Cell Contact,0.00018757357707738183
N2_reaEGC_wntEGC,1.0,5,inj,UCN,Secreted Signaling,0.0008253796684939816
N2_reaEGC_wntEGC,1.0,5,inj,UROTENSIN,Secreted Signaling,0.0
N2_reaEGC_wntEGC,1.0,5,inj,VEGF,Secreted Signaling,0.051608212859610945
N2_reaEGC_wntEGC,1.0,5,inj,VIP,Secreted Signaling,0.012101094474549563
N2_reaEGC_wntEGC,1.0,5,inj,VISTA,Cell-Cell Contact,1.2051176326736484
N2_reaEGC_wntEGC,1.0,5,inj,WNT,Secreted Signaling,31.57561561655419
N2_reaEGC_wntEGC,1.0,5,inj,ncWNT,Secreted Signaling,4.1943252386859795
N1_sfrpEGC_VLMC,1.0,5,uninj,ACTIVIN,Secreted Signaling,0.0
N1_sfrpEGC_VLMC,1.0,5,uninj,ADIPONECTIN,Secreted Signaling,0.0
N1_sfrpEGC_VLMC,1.0,5,uninj,AGRN,ECM-Receptor,8.329607683261031
N1_sfrpEGC_VLMC,1.0,5,uninj,AGT,Secreted Signaling,0.01728299077106236
N1_sfrpEGC_VLMC,1.0,5,uninj,ANGPT,Secreted Signaling,0.004241354200378572
N1_sfrpEGC_VLMC,1.0,5,uninj,ANGPTL,Secreted Signaling,2.556398273182794
N1_sfrpEGC_VLMC,1.0,5,uninj,BAG,Secreted Signaling,0.013234025992728115
N1_sfrpEGC_VLMC,1.0,5,uninj,BMP,Secreted Signaling,0.715215900312481
N1_sfrpEGC_VLMC,1.0,5,uninj,CALCR,Secreted Signaling,0.12965622872043664
N1_sfrpEGC_VLMC,1.0,5,uninj,CCK,Secreted Signaling,0.08798632776474176
N1_sfrpEGC_VLMC,1.0,5,uninj,CCL,Secreted Signaling,0.0
N1_sfrpEGC_VLMC,1.0,5,uninj,CD34,Cell-Cell Contact,0.06634557973315204
N1_sfrpEGC_VLMC,1.0,5,uninj,CD40,Secreted Signaling,0.0006195923208613197
N1_sfrpEGC_VLMC,1.0,5,uninj,CD45,Cell-Cell Contact,0.0
N1_sfrpEGC_VLMC,1.0,5,uninj,CDH,Cell-Cell Contact,7.603563083341446
N1_sfrpEGC_VLMC,1.0,5,uninj,CDH1,Cell-Cell Contact,0.0
N1_sfrpEGC_VLMC,1.0,5,uninj,CDH5,Cell-Cell Contact,0.024142516053206203
N1_sfrpEGC_VLMC,1.0,5,uninj,CLDN,Cell-Cell Contact,0.005199486217648856
N1_sfrpEGC_VLMC,1.0,5,uninj,CNTN,Cell-Cell Contact,7.815265912935969
N1_sfrpEGC_VLMC,1.0,5,uninj,COLLAGEN,ECM-Receptor,0.7666239329356382
N1_sfrpEGC_VLMC,1.0,5,uninj,CSPG4,Cell-Cell Contact,8.468017072989615e-05
N1_sfrpEGC_VLMC,1.0,5,uninj,CXCL,Secreted Signaling,0.028903417909312473
N1_sfrpEGC_VLMC,1.0,5,uninj,EDN,Secreted Signaling,0.0
N1_sfrpEGC_VLMC,1.0,5,uninj,EGF,Secreted Signaling,0.004862042831583283
N1_sfrpEGC_VLMC,1.0,5,uninj,EPHA,Cell-Cell Contact,3.9453131908964805
N1_sfrpEGC_VLMC,1.0,5,uninj,EPHB,Cell-Cell Contact,21.623674547828774
N1_sfrpEGC_VLMC,1.0,5,uninj,ESAM,Cell-Cell Contact,0.04061688157006993
N1_sfrpEGC_VLMC,1.0,5,uninj,FGF,Secreted Signaling,6.524257835006307
N1_sfrpEGC_VLMC,1.0,5,uninj,FN1,ECM-Receptor,0.07944838706791928
N1_sfrpEGC_VLMC,1.0,5,uninj,GALANIN,Secreted Signaling,0.01305654091370509
N1_sfrpEGC_VLMC,1.0,5,uninj,GAS,Secreted Signaling,0.004768722875084144
N1_sfrpEGC_VLMC,1.0,5,uninj,GDF,Secreted Signaling,0.6216221447428466
N1_sfrpEGC_VLMC,1.0,5,uninj,GDNF,Secreted Signaling,0.0
N1_sfrpEGC_VLMC,1.0,5,uninj,GPR,Secreted Signaling,0.10121840822139572
N1_sfrpEGC_VLMC,1.0,5,uninj,GRN,Secreted Signaling,8.369599874414511
N1_sfrpEGC_VLMC,1.0,5,uninj,HH,Secreted Signaling,0.00029949145804528555
N1_sfrpEGC_VLMC,1.0,5,uninj,HSPG,ECM-Receptor,0.23197124453448484
N1_sfrpEGC_VLMC,1.0,5,uninj,JAM,Cell-Cell Contact,1.092499939366134
N1_sfrpEGC_VLMC,1.0,5,uninj,L1CAM,Cell-Cell Contact,4.143363131356545
N1_sfrpEGC_VLMC,1.0,5,uninj,LAMININ,ECM-Receptor,16.376184418413743
N1_sfrpEGC_VLMC,1.0,5,uninj,MAG,Cell-Cell Contact,5.6234360605283966e-05
N1_sfrpEGC_VLMC,1.0,5,uninj,MPZ,Cell-Cell Contact,0.00020392098563437746
N1_sfrpEGC_VLMC,1.0,5,uninj,MSTN,Secreted Signaling,0.0
N1_sfrpEGC_VLMC,1.0,5,uninj,NCAM,Cell-Cell Contact,4.455681614771221
N1_sfrpEGC_VLMC,1.0,5,uninj,NEGR,Cell-Cell Contact,0.4304917546550469
N1_sfrpEGC_VLMC,1.0,5,uninj,NGL,Cell-Cell Contact,0.42418982241021325
N1_sfrpEGC_VLMC,1.0,5,uninj,NMU,Secreted Signaling,0.006111905810923736
N1_sfrpEGC_VLMC,1.0,5,uninj,NOTCH,Cell-Cell Contact,0.18114010775005582
N1_sfrpEGC_VLMC,1.0,5,uninj,NPFF,Secreted Signaling,0.00046512895913816525
N1_sfrpEGC_VLMC,1.0,5,uninj,NPR2,Secreted Signaling,0.001734695974491394
N1_sfrpEGC_VLMC,1.0,5,uninj,NPW-B,Secreted Signaling,0.0
N1_sfrpEGC_VLMC,1.0,5,uninj,NPY,Secreted Signaling,0.31747398401745325
N1_sfrpEGC_VLMC,1.0,5,uninj,NRG,Secreted Signaling,2.3419469401907826
N1_sfrpEGC_VLMC,1.0,5,uninj,NRXN,Cell-Cell Contact,35.34743262607638
N1_sfrpEGC_VLMC,1.0,5,uninj,NTS,Secreted Signaling,1.4635548970408432
N1_sfrpEGC_VLMC,1.0,5,uninj,PARs,Secreted Signaling,0.0007224671680512931
N1_sfrpEGC_VLMC,1.0,5,uninj,PDGF,Secreted Signaling,0.06025855808143549
N1_sfrpEGC_VLMC,1.0,5,uninj,PECAM1,Cell-Cell Contact,0.01611989211773087
N1_sfrpEGC_VLMC,1.0,5,uninj,PROS,Secreted Signaling,0.6804114195640855
N1_sfrpEGC_VLMC,1.0,5,uninj,PSAP,Secreted Signaling,36.74585741379467
N1_sfrpEGC_VLMC,1.0,5,uninj,PTH,Secreted Signaling,0.0
N1_sfrpEGC_VLMC,1.0,5,uninj,PTPRM,Cell-Cell Contact,0.17903681646345374
N1_sfrpEGC_VLMC,1.0,5,uninj,RELN,ECM-Receptor,0.0014348143789003733
N1_sfrpEGC_VLMC,1.0,5,uninj,SEMA3,Secreted Signaling,3.158821469798039
N1_sfrpEGC_VLMC,1.0,5,uninj,SEMA4,Cell-Cell Contact,3.3078904894596155
N1_sfrpEGC_VLMC,1.0,5,uninj,SEMA5,Cell-Cell Contact,13.360335889955467
N1_sfrpEGC_VLMC,1.0,5,uninj,SEMA6,Cell-Cell Contact,8.468231219779494
N1_sfrpEGC_VLMC,1.0,5,uninj,SEMATOSTATIN,Secreted Signaling,0.1259890752333609
N1_sfrpEGC_VLMC,1.0,5,uninj,TAC,Secreted Signaling,0.005953969426416164
N1_sfrpEGC_VLMC,1.0,5,uninj,TENASCIN,ECM-Receptor,3.3886480955184513
N1_sfrpEGC_VLMC,1.0,5,uninj,TGFb,Secreted Signaling,0.004369223479649915
N1_sfrpEGC_VLMC,1.0,5,uninj,THBS,ECM-Receptor,3.2651873294584304
N1_sfrpEGC_VLMC,1.0,5,uninj,THY1,Cell-Cell Contact,0.0
N1_sfrpEGC_VLMC,1.0,5,uninj,UCN,Secreted Signaling,0.07743691721958615
N1_sfrpEGC_VLMC,1.0,5,uninj,UROTENSIN,Secreted Signaling,0.0
N1_sfrpEGC_VLMC,1.0,5,uninj,VEGF,Secreted Signaling,0.013953272268054531
N1_sfrpEGC_VLMC,1.0,5,uninj,VIP,Secreted Signaling,0.0065987724485037915
N1_sfrpEGC_VLMC,1.0,5,uninj,VISTA,Cell-Cell Contact,0.6617245992322336
N1_sfrpEGC_VLMC,1.0,5,uninj,WNT,Secreted Signaling,56.30043035617111
N1_sfrpEGC_VLMC,1.0,5,uninj,ncWNT,Secreted Signaling,1.4241567423364931
N2_reaEGC_wntEGC,1.0,5,uninj,ACTIVIN,Secreted Signaling,0.06571452174761415
N2_reaEGC_wntEGC,1.0,5,uninj,ADIPONECTIN,Secreted Signaling,0.007282430978043617
N2_reaEGC_wntEGC,1.0,5,uninj,AGRN,ECM-Receptor,4.048437339625137
N2_reaEGC_wntEGC,1.0,5,uninj,AGT,Secreted Signaling,0.0030960611215524645
N2_reaEGC_wntEGC,1.0,5,uninj,ANGPT,Secreted Signaling,0.021759159890324502
N2_reaEGC_wntEGC,1.0,5,uninj,ANGPTL,Secreted Signaling,1.677304869196252
N2_reaEGC_wntEGC,1.0,5,uninj,BAG,Secreted Signaling,0.0
N2_reaEGC_wntEGC,1.0,5,uninj,BMP,Secreted Signaling,0.18781941191522053
N2_reaEGC_wntEGC,1.0,5,uninj,CALCR,Secreted Signaling,0.18698216073862145
N2_reaEGC_wntEGC,1.0,5,uninj,CCK,Secreted Signaling,0.06625848574156037
N2_reaEGC_wntEGC,1.0,5,uninj,CCL,Secreted Signaling,0.0002684351540780755
N2_reaEGC_wntEGC,1.0,5,uninj,CD34,Cell-Cell Contact,0.013863162502694183
N2_reaEGC_wntEGC,1.0,5,uninj,CD40,Secreted Signaling,0.0
N2_reaEGC_wntEGC,1.0,5,uninj,CD45,Cell-Cell Contact,0.001245781201606417
N2_reaEGC_wntEGC,1.0,5,uninj,CDH,Cell-Cell Contact,4.8255400813388
N2_reaEGC_wntEGC,1.0,5,uninj,CDH1,Cell-Cell Contact,0.0
N2_reaEGC_wntEGC,1.0,5,uninj,CDH5,Cell-Cell Contact,0.0
N2_reaEGC_wntEGC,1.0,5,uninj,CLDN,Cell-Cell Contact,0.0011288559816921295
