dataset,target,method,space,sliced_w2,projection_sd,n_projection_repeats,input_manifest_sha256,display_name,source_role,source_file_sha256,rank
chicken_heart,1,stvcr,joint,0.1398879914134345,0.0013412808298244,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,stVCR,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,8.0
chicken_heart,1,stvcr,state,0.1335866033739924,0.0011224725170943,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,stVCR,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,11.0
chicken_heart,1,stvcr,spatial,0.2281049327113875,0.0007042440373449,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,stVCR,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,8.0
chicken_heart,1,moscot,joint,0.0972913882629238,0.0005763020951371,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,MOSCOT,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,5.0
chicken_heart,1,moscot,state,0.1001342261238391,0.0006939445019271,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,MOSCOT,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,7.0
chicken_heart,1,moscot,spatial,0.0818447572163577,0.0002866235869669,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,MOSCOT,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,3.0
chicken_heart,1,paste,joint,0.0950908206707167,0.0004469421381603,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,PASTE,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,4.0
chicken_heart,1,paste,state,0.0924056331574593,0.0007946230362868,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,PASTE,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,5.0
chicken_heart,1,paste,spatial,0.1561013638371332,0.0003658649777835,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,PASTE,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,5.0
chicken_heart,1,spateo,joint,0.1093626100912663,0.0003136669914502,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,Spateo,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,7.0
chicken_heart,1,spateo,state,0.103972188193546,0.0008380430063023,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,Spateo,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,10.0
chicken_heart,1,spateo,spatial,0.1949295773149631,0.0006922961709482,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,Spateo,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,6.0
chicken_heart,1,random_independent_pairs,joint,0.0894530133693937,0.0006975257858108,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,Random interpolation,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,3.0
chicken_heart,1,random_independent_pairs,state,0.0883031438143125,0.0008471357180119,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,Random interpolation,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,2.0
chicken_heart,1,random_independent_pairs,spatial,0.1221131094529509,0.0004994020506816,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,Random interpolation,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,4.0
chicken_heart,1,mioflow,state,0.088712619320909,0.0006154942275976,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,MIOFlow,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,3.0
chicken_heart,1,stories,state,0.0964989725636584,0.0008407474955716,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,STORIES,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,6.0
chicken_heart,1,wot,state,0.10298470179669,0.0007210430235173,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,Waddington-OT,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,9.0
chicken_heart,2,CytoBridge-0.015,joint,0.0722430375915719,0.0010018773422817,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,CytoBridge,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,5.0
chicken_heart,2,CytoBridge-0.015,state,0.0734386389633914,0.0004474887441978,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,CytoBridge,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,9.0
chicken_heart,2,CytoBridge-0.015,spatial,0.0637139129578999,0.000467478183414,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,CytoBridge,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,3.0
chicken_heart,2,stvcr,joint,0.2789706006153659,0.0039826819113947,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,stVCR,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,8.0
chicken_heart,2,stvcr,state,0.2890855845478248,0.0042290638564715,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,stVCR,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,11.0
chicken_heart,2,stvcr,spatial,0.1942842091890406,0.0016563708852427,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,stVCR,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,8.0
chicken_heart,2,moscot,joint,0.0653429156506722,0.0006545689251564,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,MOSCOT,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,3.0
chicken_heart,2,moscot,state,0.0720714437566267,0.0006372024020678,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,MOSCOT,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,7.0
chicken_heart,2,moscot,spatial,0.0569256759618945,0.0005658739903489,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,MOSCOT,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,1.0
chicken_heart,2,paste,joint,0.062513657945447,0.000664666330157,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,PASTE,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,2.0
chicken_heart,2,paste,state,0.0601320737623332,0.0007622147093133,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,PASTE,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,1.0
chicken_heart,2,paste,spatial,0.1139988880027051,0.0006428556995624,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,PASTE,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,4.0
chicken_heart,2,spateo,joint,0.0831970405382432,0.0009707768698046,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,Spateo,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,7.0
chicken_heart,2,spateo,state,0.0760303432201881,0.0007298652380205,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,Spateo,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,10.0
chicken_heart,2,spateo,spatial,0.1859590452704177,0.0009878955806395,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,Spateo,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,6.0
chicken_heart,2,random_independent_pairs,joint,0.068846212957865,0.0006213243528594,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,Random interpolation,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,4.0
chicken_heart,2,random_independent_pairs,state,0.0647459864909186,0.0006929722397624,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,Random interpolation,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,4.0
chicken_heart,2,random_independent_pairs,spatial,0.1374419815751308,0.0007429751241246,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,Random interpolation,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,5.0
chicken_heart,2,mioflow,state,0.0603438145004941,0.0006856866114718,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,MIOFlow,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,3.0
chicken_heart,2,stories,state,0.0664035470598761,0.0006993058153333,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,STORIES,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,5.0
chicken_heart,2,wot,state,0.0715805155181854,0.000744688873271,5.0,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,Waddington-OT,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30,6.0
zebrafish,1,exact_ot_displacement,joint,0.0688292566870364,0.0005044333956549139,5.0,,Linear OT displacement,,,2.0
zebrafish,1,exact_ot_displacement,spatial,0.07522871552346554,0.0002830011734588426,5.0,,Linear OT displacement,,,2.0
zebrafish,1,exact_ot_displacement,state,0.06903821739682811,0.001451609488245393,5.0,,Linear OT displacement,,,2.0
zebrafish,2,exact_ot_displacement,joint,0.06152385182666238,0.0009211628320980599,5.0,,Linear OT displacement,,,2.0
zebrafish,2,exact_ot_displacement,spatial,0.04357867161229724,0.00034080842782870574,5.0,,Linear OT displacement,,,1.0
zebrafish,2,exact_ot_displacement,state,0.06665290776111324,0.0005716334614134628,5.0,,Linear OT displacement,,,2.0
zebrafish,3,exact_ot_displacement,joint,0.04263293639235432,0.0006421587682772172,5.0,,Linear OT displacement,,,2.0
zebrafish,3,exact_ot_displacement,spatial,0.10935058978273522,0.000786877380580112,5.0,,Linear OT displacement,,,4.0
zebrafish,3,exact_ot_displacement,state,0.03928717614300932,0.00034356328660410066,5.0,,Linear OT displacement,,,2.0
mosta,1,exact_ot_displacement,joint,0.045087572956222996,0.0007276204069935132,5.0,,Linear OT displacement,,,1.0
mosta,1,exact_ot_displacement,spatial,0.036285569075652405,0.00022400586012148876,5.0,,Linear OT displacement,,,1.0
mosta,1,exact_ot_displacement,state,0.04700764692632092,0.001069938724382624,5.0,,Linear OT displacement,,,2.0
mosta,2,exact_ot_displacement,joint,0.04951060689634898,0.0009271204457693107,5.0,,Linear OT displacement,,,1.0
mosta,2,exact_ot_displacement,spatial,0.059134198148873066,0.00011989512069206701,5.0,,Linear OT displacement,,,2.0
mosta,2,exact_ot_displacement,state,0.047739975680898786,0.0010843963737144915,5.0,,Linear OT displacement,,,2.0
arista,1,exact_ot_displacement,joint,0.04771189211296808,0.0006515311827561882,5.0,,Linear OT displacement,,,1.0
arista,1,exact_ot_displacement,spatial,0.026869192727349424,9.891775578093767e-05,5.0,,Linear OT displacement,,,1.0
arista,1,exact_ot_displacement,state,0.05070020519535904,0.0007484413620347493,5.0,,Linear OT displacement,,,3.0
arista,2,exact_ot_displacement,joint,0.054716033642929464,0.0007419393071341369,5.0,,Linear OT displacement,,,1.0
arista,2,exact_ot_displacement,spatial,0.04579120751733538,0.00012780080649368796,5.0,,Linear OT displacement,,,1.0
arista,2,exact_ot_displacement,state,0.05655296832815596,0.0012179540578501386,5.0,,Linear OT displacement,,,3.0
arista,3,exact_ot_displacement,joint,0.05701048947425717,0.0012090980285192432,5.0,,Linear OT displacement,,,1.0
arista,3,exact_ot_displacement,spatial,0.04601413267447468,0.00030955867411045884,5.0,,Linear OT displacement,,,2.0
arista,3,exact_ot_displacement,state,0.060621336574050756,0.0009736860459315233,5.0,,Linear OT displacement,,,2.0
admouse,1,exact_ot_displacement,joint,0.029943918330906476,0.0003202561916998315,5.0,,Linear OT displacement,,,3.0
admouse,1,exact_ot_displacement,spatial,0.032747739758191056,8.897536974419344e-05,5.0,,Linear OT displacement,,,1.0
admouse,1,exact_ot_displacement,state,0.03270042208490404,0.00027707434491934036,5.0,,Linear OT displacement,,,4.0
chicken_heart,1,exact_ot_displacement,joint,0.08880808182214256,0.0006236172824309436,5.0,,Linear OT displacement,,,2.0
chicken_heart,1,exact_ot_displacement,spatial,0.061229341497727116,0.00035169406812234717,5.0,,Linear OT displacement,,,2.0
chicken_heart,1,exact_ot_displacement,state,0.091887050232778,0.000773561564927059,5.0,,Linear OT displacement,,,4.0
chicken_heart,2,exact_ot_displacement,joint,0.0565887233836019,0.0006463100058931311,5.0,,Linear OT displacement,,,1.0
chicken_heart,2,exact_ot_displacement,spatial,0.06011090547944335,0.0006383137763889119,5.0,,Linear OT displacement,,,2.0
chicken_heart,2,exact_ot_displacement,state,0.06030495117497512,0.000729955835879466,5.0,,Linear OT displacement,,,2.0
admouse,1,spatrack_pca,joint,0.04933459267954718,,,,SpaTrack,,,7.0
admouse,1,spatrack_pca,spatial,0.1539863398307691,,,,SpaTrack,,,7.0
admouse,1,spatrack_pca,state,0.040732324577771116,,,,SpaTrack,,,6.0
arista,1,spatrack_pca,joint,0.07591849407649855,,,,SpaTrack,,,8.0
arista,1,spatrack_pca,spatial,0.24780914058350173,,,,SpaTrack,,,8.0
arista,1,spatrack_pca,state,0.060404254172740424,,,,SpaTrack,,,5.0
arista,2,spatrack_pca,joint,0.07611644630081127,,,,SpaTrack,,,7.0
arista,2,spatrack_pca,spatial,0.22341651396423715,,,,SpaTrack,,,7.0
arista,2,spatrack_pca,state,0.06474168303897214,,,,SpaTrack,,,5.0
arista,3,spatrack_pca,joint,0.07600391297626456,,,,SpaTrack,,,7.0
arista,3,spatrack_pca,spatial,0.20616656978972228,,,,SpaTrack,,,7.0
arista,3,spatrack_pca,state,0.06686391808005802,,,,SpaTrack,,,5.0
chicken_heart,1,spatrack_pca,joint,0.10779949049253659,,,,SpaTrack,,,6.0
chicken_heart,1,spatrack_pca,spatial,0.19754291432067442,,,,SpaTrack,,,7.0
chicken_heart,1,spatrack_pca,state,0.10296193529778033,,,,SpaTrack,,,8.0
chicken_heart,2,spatrack_pca,joint,0.07984628036981592,,,,SpaTrack,,,6.0
chicken_heart,2,spatrack_pca,spatial,0.19332333070837388,,,,SpaTrack,,,7.0
chicken_heart,2,spatrack_pca,state,0.07252325139407986,,,,SpaTrack,,,8.0
mosta,1,spatrack_pca,joint,0.06309984973939324,,,,SpaTrack,,,7.0
mosta,1,spatrack_pca,spatial,0.17369468832221802,,,,SpaTrack,,,8.0
mosta,1,spatrack_pca,state,0.055509186973539196,,,,SpaTrack,,,5.0
mosta,2,spatrack_pca,joint,0.07557528867520966,,,,SpaTrack,,,8.0
mosta,2,spatrack_pca,spatial,0.2866714287595134,,,,SpaTrack,,,8.0
mosta,2,spatrack_pca,state,0.05410903030574106,,,,SpaTrack,,,4.0
zebrafish,1,spatrack_pca,joint,0.09278416436990784,,,,SpaTrack,,,6.0
zebrafish,1,spatrack_pca,spatial,0.25275232755573995,,,,SpaTrack,,,8.0
zebrafish,1,spatrack_pca,state,0.08144570027960564,,,,SpaTrack,,,6.0
zebrafish,2,spatrack_pca,joint,0.08811386956670271,,,,SpaTrack,,,7.0
zebrafish,2,spatrack_pca,spatial,0.15964906244855995,,,,SpaTrack,,,6.0
zebrafish,2,spatrack_pca,state,0.08417471488226189,,,,SpaTrack,,,6.0
zebrafish,3,spatrack_pca,joint,0.05467828044809135,,,,SpaTrack,,,5.0
zebrafish,3,spatrack_pca,spatial,0.15823218695729735,,,,SpaTrack,,,7.0
zebrafish,3,spatrack_pca,state,0.046176099642212344,,,,SpaTrack,,,5.0
