benchmark,split,method,space,projection_repeat,projection_seed,projection_sha256,n_projections,primary_metric,primary_value,sliced_w2,exact_w1,exact_w2,n_predicted,n_observed,predicted_weight_sum,exact_ot_predicted_points,exact_ot_observed_points,target,dataset
arista,loto_t1,SpaTrack (PCA/Euclidean),state,3,2949399283,a704131ac72bf360e641b7206f9e6c754313cd5c3bd5c980e2ef30da8ad8e0e1,1024,sliced_w2,0.0593450623760017,0.0593450623760017,0.9719591986509863,0.9815970988582386,5000,8106,5000.0,800,800,1,arista
arista,loto_t1,SpaTrack (PCA/Euclidean),state,4,1784144744,b590b01db0ba0dc15ca16a12f01fdf1150eea4cf8f81ae84d76790d4b61629d9,1024,sliced_w2,0.0606636038682757,0.0606636038682757,0.9719591986509863,0.9815970988582386,5000,8106,5000.0,800,800,1,arista
arista,loto_t1,SpaTrack (PCA/Euclidean),spatial,0,3495800405,1346bc5e382618c1fff51989fde458b95e5ab02d27cf000d870414d1bc42250a,1024,sliced_w2,0.2485027433895694,0.2485027433895694,0.3509636129936351,0.3704707173178958,5000,8106,5000.0,800,800,1,arista
arista,loto_t1,SpaTrack (PCA/Euclidean),spatial,1,3980570956,9b6a4980b199e0104612e9326d3f41eeae725d11cb80b54c3a101d8be99f256a,1024,sliced_w2,0.2479486079285257,0.2479486079285257,0.3509636129936351,0.3704707173178958,5000,8106,5000.0,800,800,1,arista
arista,loto_t1,SpaTrack (PCA/Euclidean),spatial,2,2121560697,464cb348d7300f51030c87faad581f222b557603ea6e6addb7908c228cfcf5b2,1024,sliced_w2,0.2477651510703933,0.2477651510703933,0.3509636129936351,0.3704707173178958,5000,8106,5000.0,800,800,1,arista
arista,loto_t1,SpaTrack (PCA/Euclidean),spatial,3,1061979479,2acf70beb6ee8c1092525c6b3017a11528336e420c451cb4e14c8e3dd2c4b4d3,1024,sliced_w2,0.2490448325432785,0.2490448325432785,0.3509636129936351,0.3704707173178958,5000,8106,5000.0,800,800,1,arista
arista,loto_t1,SpaTrack (PCA/Euclidean),spatial,4,2529533041,97a4ed0d8e411b3e9d41f95fa4be902ab9136ca7710953bc57264ab360a0a011,1024,sliced_w2,0.2457843679857416,0.2457843679857416,0.3509636129936351,0.3704707173178958,5000,8106,5000.0,800,800,1,arista
arista,loto_t2,SpaTrack (PCA/Euclidean),joint,0,3138192460,006e2645d00bcc08e5bb59432a1943a5135e620c5e65e78f6339f130285747c9,1024,sliced_w2,0.0772749949012344,0.0772749949012344,1.1435093416248812,1.1548374139568625,5000,9436,5000.0,800,800,2,arista
arista,loto_t2,SpaTrack (PCA/Euclidean),joint,1,2221628557,ecaf52c4dd17f06c4f99d0cf2bc64bb751997ff528e430a2fe0b1b41bad8ac5a,1024,sliced_w2,0.0751901936799921,0.0751901936799921,1.1435093416248812,1.1548374139568625,5000,9436,5000.0,800,800,2,arista
arista,loto_t2,SpaTrack (PCA/Euclidean),joint,2,2923964718,b04d966a33d8323550124959b2c1dd2e467df8eaef4d01acc4c8bab420afc47c,1024,sliced_w2,0.0763397606854428,0.0763397606854428,1.1435093416248812,1.1548374139568625,5000,9436,5000.0,800,800,2,arista
arista,loto_t2,SpaTrack (PCA/Euclidean),joint,3,3844035087,d40525efadcd9532d2c400d67442f5e19da6cc7229e2eb53dc3b0a3fba30bcf5,1024,sliced_w2,0.0758515176672081,0.0758515176672081,1.1435093416248812,1.1548374139568625,5000,9436,5000.0,800,800,2,arista
arista,loto_t2,SpaTrack (PCA/Euclidean),joint,4,2149715777,41e3e3ead7d265adea73328a3fb2201a67786f0b7d36fbdde3294584c4ca45e1,1024,sliced_w2,0.0759257645701789,0.0759257645701789,1.1435093416248812,1.1548374139568625,5000,9436,5000.0,800,800,2,arista
arista,loto_t2,SpaTrack (PCA/Euclidean),state,0,2080087467,bfa516bdc69fc2faa16a6d771479929cfe1bf7ce02a7f742f6c07b70b8d8205e,1024,sliced_w2,0.0653426474252947,0.0653426474252947,1.002686595442247,1.01141287287929,5000,9436,5000.0,800,800,2,arista
arista,loto_t2,SpaTrack (PCA/Euclidean),state,1,2105575910,7df3cc0049cf0bc828c6dddb8352f3f19e2d04e545d6ed856353a6905977bd2e,1024,sliced_w2,0.0642010374390361,0.0642010374390361,1.002686595442247,1.01141287287929,5000,9436,5000.0,800,800,2,arista
arista,loto_t2,SpaTrack (PCA/Euclidean),state,2,1076554107,9a1a9344e494b8692bb8d7094b42ca9718c1234733c927c4607d55a0f8360184,1024,sliced_w2,0.0631867258376985,0.0631867258376985,1.002686595442247,1.01141287287929,5000,9436,5000.0,800,800,2,arista
arista,loto_t2,SpaTrack (PCA/Euclidean),state,3,2317707313,1688014e62477d84200cc83b9a1aac522aee95e821f1b863f1161ca976936e6a,1024,sliced_w2,0.0658041619777863,0.0658041619777863,1.002686595442247,1.01141287287929,5000,9436,5000.0,800,800,2,arista
arista,loto_t2,SpaTrack (PCA/Euclidean),state,4,3456986930,26e070fa0c0fcd2f24c5c567ca648c136b308f41060d004663266913826a65c0,1024,sliced_w2,0.0651738425150451,0.0651738425150451,1.002686595442247,1.01141287287929,5000,9436,5000.0,800,800,2,arista
arista,loto_t2,SpaTrack (PCA/Euclidean),spatial,0,1637820121,547af59c0c426833bc88a671ef3919b54ba63f4e312279aa9fea1df3ee2762cd,1024,sliced_w2,0.2229501226241345,0.2229501226241345,0.3233255262288064,0.3443340584593889,5000,9436,5000.0,800,800,2,arista
arista,loto_t2,SpaTrack (PCA/Euclidean),spatial,1,2188934009,5b28727db25c55df09aa79badc505694bc54a2a258a362a49091cbb04a9279dd,1024,sliced_w2,0.2243169650142791,0.2243169650142791,0.3233255262288064,0.3443340584593889,5000,9436,5000.0,800,800,2,arista
arista,loto_t2,SpaTrack (PCA/Euclidean),spatial,2,2201648614,a0b5deb08d2fee21b6df5a5f17811b3ee3597c7867cfdef42514d4823caab4ac,1024,sliced_w2,0.2225199374906084,0.2225199374906084,0.3233255262288064,0.3443340584593889,5000,9436,5000.0,800,800,2,arista
arista,loto_t2,SpaTrack (PCA/Euclidean),spatial,3,1696241976,708409d3ecfc88e8fbe851b487ebef9f055fca55217199dae305841c5f6e2a31,1024,sliced_w2,0.2246933928327601,0.2246933928327601,0.3233255262288064,0.3443340584593889,5000,9436,5000.0,800,800,2,arista
arista,loto_t2,SpaTrack (PCA/Euclidean),spatial,4,1830005326,9b69292d8d9acea9ea41764def790a347b41345124acdf5356ca5b81387ae19f,1024,sliced_w2,0.2226021518594036,0.2226021518594036,0.3233255262288064,0.3443340584593889,5000,9436,5000.0,800,800,2,arista
arista,loto_t3,SpaTrack (PCA/Euclidean),joint,0,1974492204,28c279e66121f3662a067d7c56fa4f54ee98825904eb5bfdcbc2ce156f79703e,1024,sliced_w2,0.0752194427960017,0.0752194427960017,1.128645582432478,1.1384719581857463,5000,9673,5000.0,800,800,3,arista
arista,loto_t3,SpaTrack (PCA/Euclidean),joint,1,1185660004,67bdd6b6aa92744daf8fef51e87d95b18a7c9df451de37987031636c83334b52,1024,sliced_w2,0.0777080612035146,0.0777080612035146,1.128645582432478,1.1384719581857463,5000,9673,5000.0,800,800,3,arista
arista,loto_t3,SpaTrack (PCA/Euclidean),joint,2,4116729253,1cd203b2c1768df704fd729fd48b7c9031bc59d4b5fd6006f05e1df5b7738eb9,1024,sliced_w2,0.0772713551995138,0.0772713551995138,1.128645582432478,1.1384719581857463,5000,9673,5000.0,800,800,3,arista
arista,loto_t3,SpaTrack (PCA/Euclidean),joint,3,768185142,939f032e6d684ff29533ccc9ddb1f163362cf675f512dc7ad12ac49c76964823,1024,sliced_w2,0.0747253466778516,0.0747253466778516,1.128645582432478,1.1384719581857463,5000,9673,5000.0,800,800,3,arista
arista,loto_t3,SpaTrack (PCA/Euclidean),joint,4,1648416263,e44106db1549b93f53eb87721830a0b2fa431cce422894a65be46bfbf1aac1be,1024,sliced_w2,0.0750953590044411,0.0750953590044411,1.128645582432478,1.1384719581857463,5000,9673,5000.0,800,800,3,arista
arista,loto_t3,SpaTrack (PCA/Euclidean),state,0,543808600,2d7f3e7f5255c7e831ded5c39055f0cc358a37bd7ceb4c6309d15f79ccd0546f,1024,sliced_w2,0.0668513114031052,0.0668513114031052,1.010363783481258,1.0172193714133362,5000,9673,5000.0,800,800,3,arista
arista,loto_t3,SpaTrack (PCA/Euclidean),state,1,2708612120,93bfa146e55d302d98d7498c4f445331cf4406c12cae0655a005af596a094ed1,1024,sliced_w2,0.0653231554247644,0.0653231554247644,1.010363783481258,1.0172193714133362,5000,9673,5000.0,800,800,3,arista
arista,loto_t3,SpaTrack (PCA/Euclidean),state,2,2805847333,2d7e735f243b1accb2d3885b5db102a858e25b2d12fb95ec2feda357b3ddd88d,1024,sliced_w2,0.0671300946923787,0.0671300946923787,1.010363783481258,1.0172193714133362,5000,9673,5000.0,800,800,3,arista
arista,loto_t3,SpaTrack (PCA/Euclidean),state,3,2915936364,f91ee091b076d5c95b2ab932ee65c62a501c7788a4c107925981caf1d1322c8e,1024,sliced_w2,0.0676116164086061,0.0676116164086061,1.010363783481258,1.0172193714133362,5000,9673,5000.0,800,800,3,arista
arista,loto_t3,SpaTrack (PCA/Euclidean),state,4,2026697523,0e87fecee2b9c82479ec488e8747e5f86331111ad6aaf467f52f4fce375f471c,1024,sliced_w2,0.0674034124714357,0.0674034124714357,1.010363783481258,1.0172193714133362,5000,9673,5000.0,800,800,3,arista
arista,loto_t3,SpaTrack (PCA/Euclidean),spatial,0,114256705,e3536883a54fbca4dda9485752f8884e17db457b6fdd65d7c261bb9c954f1827,1024,sliced_w2,0.2051461564612441,0.2051461564612441,0.3052883134965882,0.3322026425719611,5000,9673,5000.0,800,800,3,arista
arista,loto_t3,SpaTrack (PCA/Euclidean),spatial,1,2649746914,907ec3390c159228dc68050f49d6293a237e676d5ef716961ba5cc2229b9a86e,1024,sliced_w2,0.2112179580443577,0.2112179580443577,0.3052883134965882,0.3322026425719611,5000,9673,5000.0,800,800,3,arista
arista,loto_t3,SpaTrack (PCA/Euclidean),spatial,2,1723871267,5b1f9b88138726191f6ab066527313f97113c19dff54ddf0c3b6b6a9f4848302,1024,sliced_w2,0.2038583941050743,0.2038583941050743,0.3052883134965882,0.3322026425719611,5000,9673,5000.0,800,800,3,arista
arista,loto_t3,SpaTrack (PCA/Euclidean),spatial,3,4198297641,74fba38b1c95da3223658d0218b22459625d1f43f3e810e3dfdebf044b1c875a,1024,sliced_w2,0.2064964345094473,0.2064964345094473,0.3052883134965882,0.3322026425719611,5000,9673,5000.0,800,800,3,arista
arista,loto_t3,SpaTrack (PCA/Euclidean),spatial,4,3819507706,088b7013b4220df9b16e212af58f093af0d1489a9e06340f2681721c256afe13,1024,sliced_w2,0.204113905828488,0.204113905828488,0.3052883134965882,0.3322026425719611,5000,9673,5000.0,800,800,3,arista
admouse,loto_t1,SpaTrack (PCA/Euclidean),joint,0,2716607290,dacda69e6288a4bc8b15d733cd28d7da9a6a292c80e55fe2e3084d3d2264bbd5,1024,sliced_w2,0.0491556564893718,0.0491556564893718,1.0560236403995984,1.0690729449189385,5000,58447,5000.0,800,800,1,admouse
admouse,loto_t1,SpaTrack (PCA/Euclidean),joint,1,2984092637,49e3340940544bf751dc8eebc05450c343c511f0778f0318ce905df8b6e2d8d3,1024,sliced_w2,0.0494468419584458,0.0494468419584458,1.0560236403995984,1.0690729449189385,5000,58447,5000.0,800,800,1,admouse
admouse,loto_t1,SpaTrack (PCA/Euclidean),joint,2,3891145018,9fa142e109a7b0b57d7aa3f08d236706b2ac86fc03613e540b38b56bcb43ad93,1024,sliced_w2,0.0491450351525177,0.0491450351525177,1.0560236403995984,1.0690729449189385,5000,58447,5000.0,800,800,1,admouse
admouse,loto_t1,SpaTrack (PCA/Euclidean),joint,3,506490824,4d4280d35e0a4dd15561b703a683c07d09f1255cdc313df53fa90fecfe30e259,1024,sliced_w2,0.0497423150228498,0.0497423150228498,1.0560236403995984,1.0690729449189385,5000,58447,5000.0,800,800,1,admouse
admouse,loto_t1,SpaTrack (PCA/Euclidean),joint,4,274029969,f117d23084d8e55c202de0e35eaffc87955cefaee0f0afa5b3ed0907acd24e75,1024,sliced_w2,0.0491831147745508,0.0491831147745508,1.0560236403995984,1.0690729449189385,5000,58447,5000.0,800,800,1,admouse
admouse,loto_t1,SpaTrack (PCA/Euclidean),state,0,372187525,9ad58cd93a89034aa4f78f0d97577ed114b4eec7005812fa5c8a833dff9409c0,1024,sliced_w2,0.0407080806024182,0.0407080806024182,0.9126477965541214,0.9247321791175585,5000,58447,5000.0,800,800,1,admouse
admouse,loto_t1,SpaTrack (PCA/Euclidean),state,1,4022286482,7a498b836643e614f06836fdcbadfae4c11103f8265c8497b209fa6917e74710,1024,sliced_w2,0.0407523025333876,0.0407523025333876,0.9126477965541214,0.9247321791175585,5000,58447,5000.0,800,800,1,admouse
admouse,loto_t1,SpaTrack (PCA/Euclidean),state,2,3748957545,59497855759b5db254ed90a637b12344eb23fd761add6d82ec8debe6cb555c23,1024,sliced_w2,0.0406553617932419,0.0406553617932419,0.9126477965541214,0.9247321791175585,5000,58447,5000.0,800,800,1,admouse
admouse,loto_t1,SpaTrack (PCA/Euclidean),state,3,2365898959,516bed24003daee333e59ea0e7c3600eb25d62039094e6c154ea2efbc18ea0c5,1024,sliced_w2,0.0403693717047744,0.0403693717047744,0.9126477965541214,0.9247321791175585,5000,58447,5000.0,800,800,1,admouse
admouse,loto_t1,SpaTrack (PCA/Euclidean),state,4,2353393322,3a7dc391f4e349cd0573f3045d598009fd1c68fe4fea02677f46126bc6a4ee7a,1024,sliced_w2,0.0411765062550335,0.0411765062550335,0.9126477965541214,0.9247321791175585,5000,58447,5000.0,800,800,1,admouse
admouse,loto_t1,SpaTrack (PCA/Euclidean),spatial,0,1733962305,426fd70815a3fa82456a3c3e016b7652b30d59e0a280c19223ce0dd816f7ebb8,1024,sliced_w2,0.1537301556966271,0.1537301556966271,0.2391557713970385,0.2635084605181501,5000,58447,5000.0,800,800,1,admouse
admouse,loto_t1,SpaTrack (PCA/Euclidean),spatial,1,2433679736,13e8789af25b5eb9e105c7da920d629df4bdd7f8b9fca396aa0298fdf2df6941,1024,sliced_w2,0.1538101465402864,0.1538101465402864,0.2391557713970385,0.2635084605181501,5000,58447,5000.0,800,800,1,admouse
admouse,loto_t1,SpaTrack (PCA/Euclidean),spatial,2,4028447016,9904582770019c4fd6dd5214ed464dcfc8546054167a907aca295cea4d3efa1f,1024,sliced_w2,0.156171992961793,0.156171992961793,0.2391557713970385,0.2635084605181501,5000,58447,5000.0,800,800,1,admouse
admouse,loto_t1,SpaTrack (PCA/Euclidean),spatial,3,1651155974,918181d3aa3f8b52879df3d96e49d5a70fa40a0cdac45caa45e667f04927f825,1024,sliced_w2,0.1531581477926109,0.1531581477926109,0.2391557713970385,0.2635084605181501,5000,58447,5000.0,800,800,1,admouse
admouse,loto_t1,SpaTrack (PCA/Euclidean),spatial,4,2920881335,bd8990d760580ffb82bc40ef04d8ac45720ba32c72ead63d71468acf5e8fa153,1024,sliced_w2,0.1530612561625281,0.1530612561625281,0.2391557713970385,0.2635084605181501,5000,58447,5000.0,800,800,1,admouse
chicken_heart,loto_t1,SpaTrack (PCA/Euclidean),joint,0,1067857659,116ab27b327ddfb61178b42949128e9c97cfa5fe38104ace76912454f72eaff7,1024,sliced_w2,0.1077748685676562,0.1077748685676562,1.1344541847583238,1.1830544403193224,5000,528,5000.0,800,528,1,chicken_heart
chicken_heart,loto_t1,SpaTrack (PCA/Euclidean),joint,1,2336932481,8722063090f5b0f6182b6c8dbe52ddfa2dd241b735cd0d6f56d8fa2e7658fb07,1024,sliced_w2,0.1077213103609449,0.1077213103609449,1.1344541847583238,1.1830544403193224,5000,528,5000.0,800,528,1,chicken_heart
chicken_heart,loto_t1,SpaTrack (PCA/Euclidean),joint,2,2299475462,16cc802c34330d9fe295b4df320866fd38a7f5dc666e965c8c8525c1683e00b2,1024,sliced_w2,0.1080386229579215,0.1080386229579215,1.1344541847583238,1.1830544403193224,5000,528,5000.0,800,528,1,chicken_heart
chicken_heart,loto_t1,SpaTrack (PCA/Euclidean),joint,3,2045267841,1cc24597a5d1b410c6a82cc017a5291512fa25d1ad4e457d603f4f681c63b928,1024,sliced_w2,0.1081754557951895,0.1081754557951895,1.1344541847583238,1.1830544403193224,5000,528,5000.0,800,528,1,chicken_heart
chicken_heart,loto_t1,SpaTrack (PCA/Euclidean),joint,4,3675539814,8362dce6cd4ddd7ed00a23d3be720d9857476d7d4f5849d10ace6198eb2691c5,1024,sliced_w2,0.1072871947809708,0.1072871947809708,1.1344541847583238,1.1830544403193224,5000,528,5000.0,800,528,1,chicken_heart
chicken_heart,loto_t1,SpaTrack (PCA/Euclidean),state,0,1324218827,c88461ff52f8bbf6d3c380a52f6d387e752054570e070df4ae32b4d0fc4b8fd1,1024,sliced_w2,0.1041934717892144,0.1041934717892144,1.052555724926937,1.103748569582428,5000,528,5000.0,800,528,1,chicken_heart
chicken_heart,loto_t1,SpaTrack (PCA/Euclidean),state,1,2106638884,79725276f8029361ac2f42f50d947ecac1cadd12959d5517155312dd0af94de0,1024,sliced_w2,0.1022913781638465,0.1022913781638465,1.052555724926937,1.103748569582428,5000,528,5000.0,800,528,1,chicken_heart
chicken_heart,loto_t1,SpaTrack (PCA/Euclidean),state,2,3330761203,3acc41a67de01235f5b3d633bb32c713a1d311f41085f67cfd0f6616a5826b5e,1024,sliced_w2,0.102524904571141,0.102524904571141,1.052555724926937,1.103748569582428,5000,528,5000.0,800,528,1,chicken_heart
chicken_heart,loto_t1,SpaTrack (PCA/Euclidean),state,3,3663092145,460e6274d9c6ac29c5f842b4fab5137e2d7b67606897788ffb83e295475dc32a,1024,sliced_w2,0.1030028461204733,0.1030028461204733,1.052555724926937,1.103748569582428,5000,528,5000.0,800,528,1,chicken_heart
chicken_heart,loto_t1,SpaTrack (PCA/Euclidean),state,4,32494711,ba4d42a01ee90cde99317c588aad2bc0804fcc93403c3c99f1fb35505d328aae,1024,sliced_w2,0.1027970758442265,0.1027970758442265,1.052555724926937,1.103748569582428,5000,528,5000.0,800,528,1,chicken_heart
chicken_heart,loto_t1,SpaTrack (PCA/Euclidean),spatial,0,1560020307,105443bec0e658ffbc6042685794a4cc7982d7f5ed7399903bea5dfb98b928b2,1024,sliced_w2,0.1982389916612623,0.1982389916612623,0.2848864791523175,0.3176444548238226,5000,528,5000.0,800,528,1,chicken_heart
chicken_heart,loto_t1,SpaTrack (PCA/Euclidean),spatial,1,2404233614,0949167e228e82ecf0e5788c1523e46411563eacbb081a3b5943317b432a8381,1024,sliced_w2,0.1972698065874977,0.1972698065874977,0.2848864791523175,0.3176444548238226,5000,528,5000.0,800,528,1,chicken_heart
chicken_heart,loto_t1,SpaTrack (PCA/Euclidean),spatial,2,2519711174,585dcbd095bb7273ded54702bdb021806fb54b5284812344e480cff595b7578f,1024,sliced_w2,0.1971840354279666,0.1971840354279666,0.2848864791523175,0.3176444548238226,5000,528,5000.0,800,528,1,chicken_heart
chicken_heart,loto_t1,SpaTrack (PCA/Euclidean),spatial,3,1094565464,a8037d754f866780615f31646a1f3004124697e7aee13e7411866b65eb953b9d,1024,sliced_w2,0.1975800930471662,0.1975800930471662,0.2848864791523175,0.3176444548238226,5000,528,5000.0,800,528,1,chicken_heart
chicken_heart,loto_t1,SpaTrack (PCA/Euclidean),spatial,4,2689312507,0273b52a93a57a103be389c0993c59d9609d7d97cdec1b63e109f7bfddc012e2,1024,sliced_w2,0.1974416448794793,0.1974416448794793,0.2848864791523175,0.3176444548238226,5000,528,5000.0,800,528,1,chicken_heart
chicken_heart,loto_t2,SpaTrack (PCA/Euclidean),joint,0,4216935842,f3c4bb7ce79c513081f51ef6224ac802e183f506708e40bd0feed3633ea771a7,1024,sliced_w2,0.0785449075632774,0.0785449075632774,1.0616137488218993,1.1137225420343688,5000,908,5000.0,800,800,2,chicken_heart
chicken_heart,loto_t2,SpaTrack (PCA/Euclidean),joint,1,1636105639,36f698de73f1dc891aafa440859a62bc32cb8223539e93e0b6830b65971a9982,1024,sliced_w2,0.0803327367501477,0.0803327367501477,1.0616137488218993,1.1137225420343688,5000,908,5000.0,800,800,2,chicken_heart
chicken_heart,loto_t2,SpaTrack (PCA/Euclidean),joint,2,2081174110,b1a583afc6f36afa8eec1b70b741efb23dda4297e01c4b41e81361ee230b214d,1024,sliced_w2,0.0802486992425764,0.0802486992425764,1.0616137488218993,1.1137225420343688,5000,908,5000.0,800,800,2,chicken_heart
chicken_heart,loto_t2,SpaTrack (PCA/Euclidean),joint,3,1957167952,6219e7a1dbf62e2b1fe2ee32b7faa689f627bde1f244d88eb71ed362aa00a4e6,1024,sliced_w2,0.0800178632108025,0.0800178632108025,1.0616137488218993,1.1137225420343688,5000,908,5000.0,800,800,2,chicken_heart
chicken_heart,loto_t2,SpaTrack (PCA/Euclidean),joint,4,2450215148,49fc3f8580a3c9b82fa0cf91d46445082ba6f5089abd8aae2d9705bb60780662,1024,sliced_w2,0.0800871950822756,0.0800871950822756,1.0616137488218993,1.1137225420343688,5000,908,5000.0,800,800,2,chicken_heart
chicken_heart,loto_t2,SpaTrack (PCA/Euclidean),state,0,3111368051,58a2dec40cb7ce3fb917745ab6cb97f05e209605eba995cb39acc689f98fd685,1024,sliced_w2,0.0728143847732757,0.0728143847732757,0.954823238493336,1.0011789447508128,5000,908,5000.0,800,800,2,chicken_heart
chicken_heart,loto_t2,SpaTrack (PCA/Euclidean),state,1,3931270832,860ba8593f349c0c5db1d028532121ffbe230f35709668f3468f8f884644e88a,1024,sliced_w2,0.0723284731108149,0.0723284731108149,0.954823238493336,1.0011789447508128,5000,908,5000.0,800,800,2,chicken_heart
chicken_heart,loto_t2,SpaTrack (PCA/Euclidean),state,2,983709748,335ad94e5e7550e78dc8e1f64c43f8392addf8876924e900301d45490ab313c6,1024,sliced_w2,0.0720526979549727,0.0720526979549727,0.954823238493336,1.0011789447508128,5000,908,5000.0,800,800,2,chicken_heart
chicken_heart,loto_t2,SpaTrack (PCA/Euclidean),state,3,113060185,102aef09a6e307317a3af7bf35c626f064964f4f39e168a63e2ba095efc10295,1024,sliced_w2,0.0718640676280655,0.0718640676280655,0.954823238493336,1.0011789447508128,5000,908,5000.0,800,800,2,chicken_heart
chicken_heart,loto_t2,SpaTrack (PCA/Euclidean),state,4,1726642652,4f96845cd4366675cfee038271eacf780b5f803ced6a4c0b90f79d5def4bffa9,1024,sliced_w2,0.0735566335032705,0.0735566335032705,0.954823238493336,1.0011789447508128,5000,908,5000.0,800,800,2,chicken_heart
chicken_heart,loto_t2,SpaTrack (PCA/Euclidean),spatial,0,593795884,50b901ba477afcaa399df59522b08549ab0629c156bd16989015ee4770022538,1024,sliced_w2,0.1933112828526503,0.1933112828526503,0.2804534062699671,0.3119879574238364,5000,908,5000.0,800,800,2,chicken_heart
chicken_heart,loto_t2,SpaTrack (PCA/Euclidean),spatial,1,2646994826,f2efae1ff355bcde546e6f8c3a8d6cdaeb4621ee1ce44ba8d5bc90a37f25a620,1024,sliced_w2,0.1943750370376764,0.1943750370376764,0.2804534062699671,0.3119879574238364,5000,908,5000.0,800,800,2,chicken_heart
chicken_heart,loto_t2,SpaTrack (PCA/Euclidean),spatial,2,1682827249,2f2715477bc67c4986a0378fd4071bbf7abeb705f4fb11d2b3976c402c1b1d8c,1024,sliced_w2,0.193804945079877,0.193804945079877,0.2804534062699671,0.3119879574238364,5000,908,5000.0,800,800,2,chicken_heart
chicken_heart,loto_t2,SpaTrack (PCA/Euclidean),spatial,3,2498474499,2ffb4758f3d40de5dccefb7f63dd111f5ad8290cb0a94e2d79caca1f2772465c,1024,sliced_w2,0.1927482363515011,0.1927482363515011,0.2804534062699671,0.3119879574238364,5000,908,5000.0,800,800,2,chicken_heart
chicken_heart,loto_t2,SpaTrack (PCA/Euclidean),spatial,4,3616665046,393486dbfecd2135ce54ce46031b9ae75392f3d94689574556d917a6b78e0919,1024,sliced_w2,0.1923771522201645,0.1923771522201645,0.2804534062699671,0.3119879574238364,5000,908,5000.0,800,800,2,chicken_heart
