source_obs_id,time_point_processed,Annotation,Batch,CellID
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2281,1.0,sfrpEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2281
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2283,1.0,MSN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2283
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2284,1.0,MSN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2284
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2285,1.0,tlNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2285
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2286,1.0,sstIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2286
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2287,1.0,sstIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2287
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2288,1.0,ribEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2288
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2289,1.0,npyIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2289
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2290,1.0,obNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2290
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2291,1.0,obNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2291
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2292,1.0,wntEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2292
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2293,1.0,wntEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2293
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2294,1.0,VLMC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2294
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2295,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2295
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2296,1.0,MSN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2296
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2297,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2297
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2298,1.0,MSN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2298
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2299,1.0,obNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2299
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2300,1.0,sfrpEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2300
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2301,1.0,CMPN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2301
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2302,1.0,sstIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2302
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2303,1.0,sstIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2303
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2304,1.0,CMPN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2304
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2305,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2305
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2306,1.0,sstIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2306
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2307,1.0,npyIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2307
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2308,1.0,wntEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2308
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2309,1.0,ribEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2309
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2310,1.0,MSN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2310
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2311,1.0,MSN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2311
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2312,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2312
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2313,1.0,sfrpEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2313
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2314,1.0,CMPN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2314
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2316,1.0,MCG,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2316
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2317,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2317
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2318,1.0,MSN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2318
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2319,1.0,CMPN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2319
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2320,1.0,VLMC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2320
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2321,1.0,ribEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2321
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2322,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2322
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2323,1.0,CMPN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2323
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2325,1.0,CMPN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2325
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2326,1.0,wntEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2326
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2327,1.0,sstIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2327
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2328,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2328
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2329,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2329
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2330,1.0,MSN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2330
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2331,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2331
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2332,1.0,tlNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2332
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2333,1.0,wntEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2333
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2334,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2334
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2335,1.0,sstIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2335
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2336,1.0,tlNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2336
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2337,1.0,MSN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2337
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2338,1.0,VLMC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2338
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2339,1.0,sfrpEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2339
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2340,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2340
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2341,1.0,VLMC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2341
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2342,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2342
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2343,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2343
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2344,1.0,obNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2344
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2345,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2345
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2346,1.0,MSN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2346
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2347,1.0,obNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2347
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2348,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2348
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2349,1.0,obNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2349
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2350,1.0,MCG,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2350
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2351,1.0,VLMC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2351
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2352,1.0,mpEX,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2352
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2353,1.0,sstIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2353
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2354,1.0,CMPN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2354
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2355,1.0,obNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2355
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2356,1.0,MCG,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2356
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2357,1.0,tlNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2357
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2358,1.0,ribEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2358
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2359,1.0,VLMC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2359
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2360,1.0,sstIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2360
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2361,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2361
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2362,1.0,MSN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2362
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2363,1.0,VLMC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2363
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2364,1.0,CMPN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2364
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2365,1.0,sstIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2365
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2366,1.0,sfrpEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2366
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2367,1.0,sfrpEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2367
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2368,1.0,obNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2368
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2369,1.0,ribEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2369
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2370,1.0,wntEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2370
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2371,1.0,CMPN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2371
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2374,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2374
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2375,1.0,VLMC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2375
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2376,1.0,CMPN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2376
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2377,1.0,npyIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2377
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2378,1.0,VLMC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2378
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2379,1.0,VLMC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2379
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2380,1.0,MSN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2380
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2381,1.0,sfrpEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2381
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2382,1.0,obNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2382
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2383,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2383
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2384,1.0,CMPN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2384
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2385,1.0,VLMC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2385
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2386,1.0,MCG,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2386
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2387,1.0,MSN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2387
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2388,1.0,VLMC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2388
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2389,1.0,npyIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2389
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2391,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2391
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2392,1.0,MSN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2392
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2393,1.0,tlNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2393
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2394,1.0,VLMC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2394
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2395,1.0,tlNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2395
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2396,1.0,wntEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2396
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2397,1.0,CMPN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2397
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2398,1.0,wntEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2398
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2399,1.0,cckIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2399
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2400,1.0,VLMC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2400
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2401,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2401
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2402,1.0,CMPN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2402
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2403,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2403
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2404,1.0,sfrpEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2404
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2405,1.0,tlNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2405
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2406,1.0,npyIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2406
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2407,1.0,sfrpEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2407
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2408,1.0,MSN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2408
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2409,1.0,obNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2409
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2410,1.0,obNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2410
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2411,1.0,mpEX,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2411
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2412,1.0,CMPN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2412
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2414,1.0,ribEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2414
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2415,1.0,VLMC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2415
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2416,1.0,cckIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2416
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2417,1.0,MSN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2417
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2418,1.0,VLMC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2418
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2419,1.0,CMPN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2419
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2420,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2420
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2421,1.0,MSN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2421
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2422,1.0,CMPN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2422
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2423,1.0,CMPN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2423
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2424,1.0,MSN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2424
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2425,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2425
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2426,1.0,cckIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2426
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2427,1.0,wntEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2427
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2428,1.0,cckIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2428
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2429,1.0,cckIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2429
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2430,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2430
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2431,1.0,obNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2431
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2432,1.0,VLMC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2432
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2433,1.0,cckIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2433
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2434,1.0,obNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2434
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2435,1.0,wntEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2435
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2436,1.0,CMPN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2436
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2437,1.0,VLMC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2437
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2439,1.0,wntEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2439
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2440,1.0,wntEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2440
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2441,1.0,CMPN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2441
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2442,1.0,tlNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2442
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2443,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2443
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2444,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2444
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2445,1.0,tlNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2445
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2446,1.0,MCG,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2446
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2447,1.0,MCG,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2447
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2448,1.0,CMPN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2448
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2449,1.0,scgnIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2449
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2450,1.0,VLMC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2450
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2451,1.0,obNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2451
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2452,1.0,wntEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2452
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2453,1.0,wntEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2453
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2454,1.0,VLMC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2454
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2455,1.0,CMPN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2455
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2456,1.0,obNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2456
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2457,1.0,obNBL,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2457
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2458,1.0,wntEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2458
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2460,1.0,VLMC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2460
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2461,1.0,ribEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2461
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2462,1.0,sfrpEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2462
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2463,1.0,cckIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2463
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2464,1.0,ribEGC,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2464
Batch=Injury_5DPI_rep1_SS200000147BL_D2|CellID=CELL.2465,1.0,cckIN,Injury_5DPI_rep1_SS200000147BL_D2,CELL.2465
