dataset,target,method,space,sliced_w2,projection_sd,n_projection_repeats,input_manifest_sha256,display_name,source_role,source_file_sha256
mosta,2,moscot,joint,0.060293849629379434,0.0006495620499281961,5,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,MOSCOT,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1
mosta,2,moscot,state,0.062001324393194744,0.0008029096619628247,5,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,MOSCOT,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1
mosta,2,moscot,spatial,0.08056148487670525,0.0001285751892066482,5,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,MOSCOT,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1
mosta,2,paste,joint,0.0597950639433811,0.000816654614965326,5,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,PASTE,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1
mosta,2,paste,state,0.04732505920806038,0.0011055086812946375,5,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,PASTE,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1
mosta,2,paste,spatial,0.20959793409091648,0.0004253951868187888,5,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,PASTE,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1
mosta,2,spateo,joint,0.06365840345746063,0.0008224958923621118,5,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,Spateo,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1
mosta,2,spateo,state,0.06055521061685985,0.0007850848347196083,5,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,Spateo,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1
mosta,2,spateo,spatial,0.12257558597453122,0.0006217101508247429,5,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,Spateo,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1
mosta,2,random_independent_pairs,joint,0.07201704896386796,0.0006786227819714119,5,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,Random interpolation,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1
mosta,2,random_independent_pairs,state,0.05519247975843002,0.0009594804470480931,5,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,Random interpolation,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1
mosta,2,random_independent_pairs,spatial,0.24442131316959567,0.00047320564296151154,5,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,Random interpolation,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1
mosta,2,mioflow,state,0.057739217309916234,0.0009019858986616644,5,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,MIOFlow,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1
mosta,2,stories,state,0.061487632470173206,0.0009107889556194173,5,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,STORIES,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1
mosta,2,wot,state,0.05779919979571346,0.0008838977816919845,5,cfcae1667edc50b99ac4906ca1260140324279e36c281bdae86b6fba0ff968d9,Waddington-OT,frozen_unaffected_formal_evaluation,432db324680e781cc21de32040136dc109801f10176167f35dcf00560243f4d1
arista,1,CytoBridge-0.015,joint,0.04864854078191454,0.0005808077658072807,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,CytoBridge,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,1,CytoBridge-0.015,state,0.04858550596022102,0.0010626743612335697,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,CytoBridge,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,1,CytoBridge-0.015,spatial,0.03381350386111136,0.00011290868351567547,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,CytoBridge,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,1,stvcr,joint,0.04992451978956276,0.0007516746766612826,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,stVCR,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,1,stvcr,state,0.0532092233101187,0.0005453932728002557,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,stVCR,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,1,stvcr,spatial,0.0625381969053552,0.00033487388307172443,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,stVCR,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,1,moscot,joint,0.06229180977150278,0.0005245599042248401,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MOSCOT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,1,moscot,state,0.0712459694456296,0.0004948806854721951,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MOSCOT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,1,moscot,spatial,0.04356950119782708,7.780717887653421e-05,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MOSCOT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,1,paste,joint,0.060598278166311505,0.000319996479312277,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,PASTE,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,1,paste,state,0.04972209865220578,0.0007422814358855341,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,PASTE,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,1,paste,spatial,0.21507795570620827,0.0016139714819317298,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,PASTE,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,1,spateo,joint,0.061107651812957076,0.0005475613140530813,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Spateo,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,1,spateo,state,0.07012513314467161,0.0005384492422665882,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Spateo,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,1,spateo,spatial,0.03528178455345058,7.095619693165409e-05,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Spateo,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,1,random_independent_pairs,joint,0.07319046477038986,0.0001276977328560765,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Random interpolation,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,1,random_independent_pairs,state,0.06201198770288966,0.0005878336044643439,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Random interpolation,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,1,random_independent_pairs,spatial,0.22410145604208212,0.0009876845894013064,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Random interpolation,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,1,mioflow,state,0.06741196089443093,0.0009120213141058234,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MIOFlow,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,1,stories,state,0.07833460463452524,0.00038868591182224005,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,STORIES,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,1,wot,state,0.06666665714039213,0.0005616857499266577,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Waddington-OT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,2,CytoBridge-0.015,joint,0.0629798195780042,0.0008044443178201443,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,CytoBridge,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,2,CytoBridge-0.015,state,0.06349601395231746,0.0016227296363622494,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,CytoBridge,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,2,CytoBridge-0.015,spatial,0.04586689833234264,0.00024422369059487904,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,CytoBridge,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,2,stvcr,joint,0.05523506705649304,0.001318563487297512,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,stVCR,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,2,stvcr,state,0.05526368539130955,0.0011822982760077091,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,stVCR,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,2,stvcr,spatial,0.0505698836099059,0.00026539766045520193,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,stVCR,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,2,moscot,joint,0.06732556676694837,0.0006333608199301859,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MOSCOT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,2,moscot,state,0.07371460117016654,0.0009240373460358479,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MOSCOT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,2,moscot,spatial,0.06429526523994358,0.00022555386385722566,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MOSCOT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,2,paste,joint,0.06274369162459517,0.0007418488510557281,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,PASTE,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,2,paste,state,0.05593928709687358,0.0012351470995987182,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,PASTE,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,2,paste,spatial,0.17838172178198633,0.000957249811312681,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,PASTE,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,2,spateo,joint,0.06699989424307465,0.0006077458933795958,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Spateo,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,2,spateo,state,0.0740050633275772,0.0009104666043511249,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Spateo,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,2,spateo,spatial,0.07815176947580842,0.0002683918990638738,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Spateo,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,2,random_independent_pairs,joint,0.07696622335787147,0.00070822782090596,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Random interpolation,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,2,random_independent_pairs,state,0.06615262034336455,0.0010362526223042783,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Random interpolation,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,2,random_independent_pairs,spatial,0.2241252896972467,0.0006247979172835692,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Random interpolation,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,2,mioflow,state,0.07060458620504462,0.0008343846800169942,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MIOFlow,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,2,stories,state,0.07940016987452406,0.0007675029083875945,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,STORIES,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,2,wot,state,0.06992163841222296,0.0009663839359292646,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Waddington-OT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,3,CytoBridge-0.015,joint,0.06371588617873966,0.0017582391364557477,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,CytoBridge,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,3,CytoBridge-0.015,state,0.06431222066473936,0.0013294158343637253,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,CytoBridge,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,3,CytoBridge-0.015,spatial,0.0560061218772215,0.0004699361170019884,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,CytoBridge,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,3,stvcr,joint,0.06415246984616889,0.0009271451985498245,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,stVCR,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,3,stvcr,state,0.06513013317955002,0.001460305744595144,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,stVCR,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,3,stvcr,spatial,0.0686599831998542,0.0005921425541486135,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,stVCR,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,3,moscot,joint,0.0664770578601137,0.0009730378482414638,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MOSCOT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,3,moscot,state,0.07569923944738224,0.0007840738336181067,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MOSCOT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,3,moscot,spatial,0.04556224982925336,0.0003157928628405639,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MOSCOT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,3,paste,joint,0.06477922951270129,0.001350499189115752,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,PASTE,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,3,paste,state,0.05989678780320734,0.0009951289124112504,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,PASTE,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,3,paste,spatial,0.16898682103695176,0.0029376931001356596,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,PASTE,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,3,spateo,joint,0.06669875754230761,0.0011703731266104018,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Spateo,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,3,spateo,state,0.07463335530874445,0.0008384742981190667,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Spateo,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,3,spateo,spatial,0.072864956881747,0.0008333478178839968,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Spateo,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,3,random_independent_pairs,joint,0.0789069890532036,0.0012114468650775121,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Random interpolation,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,3,random_independent_pairs,state,0.07002487803541664,0.0007945063971525628,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Random interpolation,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,3,random_independent_pairs,spatial,0.21478715277856955,0.0021651402381436067,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Random interpolation,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,3,mioflow,state,0.0720933671127145,0.0007822669527281134,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,MIOFlow,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,3,stories,state,0.07549164528065952,0.0007157709723108264,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,STORIES,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
arista,3,wot,state,0.07112941979326076,0.0008759454507228185,5,5491162645e69021470217b0178d64760be0b624fce0c97e92ff0d36f2f9bd11,Waddington-OT,refreshed_matched_formal_evaluation,12bcafb4695e77275001dd99a7ab906a86af4113521da0a8a40358c9cc39cb92
admouse,1,CytoBridge-0.015,joint,0.02446681995824128,0.00038734007425714575,5,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,CytoBridge,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0
admouse,1,CytoBridge-0.015,state,0.02337356064681222,0.00028214498171862394,5,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,CytoBridge,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0
admouse,1,CytoBridge-0.015,spatial,0.03653058326867182,0.0004146993247459748,5,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,CytoBridge,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0
admouse,1,stvcr,joint,0.029096755960628738,0.0003879059342934596,5,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,stVCR,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0
admouse,1,stvcr,state,0.025015117280379418,0.00029659579111489064,5,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,stVCR,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0
admouse,1,stvcr,spatial,0.08304988593177608,0.0007220015625854288,5,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,stVCR,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0
admouse,1,moscot,joint,0.04475012797882718,0.00025537804525494064,5,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,MOSCOT,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0
admouse,1,moscot,state,0.05324968169012945,0.0002194296435610713,5,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,MOSCOT,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0
admouse,1,moscot,spatial,0.04235822112768158,0.0003440481247429187,5,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,MOSCOT,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0
admouse,1,paste,joint,0.03824811555192716,0.00025812598501319064,5,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,PASTE,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0
admouse,1,paste,state,0.03181305227980826,0.0003008239712181044,5,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,PASTE,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0
admouse,1,paste,spatial,0.11910934216226639,0.0010129187083148764,5,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,PASTE,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0
admouse,1,spateo,joint,0.03961304674630518,0.00016870394682398142,5,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,Spateo,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0
admouse,1,spateo,state,0.0455576841097946,0.0002233310118599914,5,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,Spateo,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0
admouse,1,spateo,spatial,0.048824807743581236,0.00044517155941143196,5,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,Spateo,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0
admouse,1,random_independent_pairs,joint,0.0620828020663164,0.0003776231291037957,5,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,Random interpolation,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0
admouse,1,random_independent_pairs,state,0.04841179001391544,0.00023862303104143012,5,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,Random interpolation,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0
admouse,1,random_independent_pairs,spatial,0.21189836488572888,0.0011129828399142716,5,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,Random interpolation,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0
admouse,1,mioflow,state,0.033617001557884676,0.00040499845632034794,5,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,MIOFlow,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0
admouse,1,stories,state,0.045304450954189154,0.0002782112000764182,5,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,STORIES,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0
admouse,1,wot,state,0.04749544371239428,0.0002625181150632494,5,fe5f6fe8465156abdb9bbaac973253c8db7ae745a83022cc83c3ad72c83403bc,Waddington-OT,frozen_unaffected_formal_evaluation,1f23cae670adfccfa6d3f9230355f6801318244625d590b1e93cc4beec7aafc0
chicken_heart,1,CytoBridge-0.015,joint,0.0793220037128637,0.0007273123580442185,5,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,CytoBridge,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30
chicken_heart,1,CytoBridge-0.015,state,0.08076860350696094,0.0008288001122168787,5,f2f90b51525c6c9dab8a0ec7864eb43e12333bd7d899be39c70f7528ea9d20e3,CytoBridge,refreshed_matched_formal_evaluation,36ab9a2db6c3b310710528c4c1d23b3e6dedff9c8c0ddd294d21007e905a4b30
