profile,wave_rank,temporal_variance,peak_index,peak_time,phase
Gm45323,979,8.675460115892241e-06,12,3.0,3
Col6a4,980,8.501018692408961e-06,12,3.0,3
Pkp3,981,8.448430191768863e-06,12,3.0,3
Gm16083,982,7.636927674828144e-06,12,3.0,3
Ngp,983,7.5813670294581174e-06,12,3.0,3
Cp,984,6.677378000358137e-06,12,3.0,3
Krt4,985,6.532617796770886e-06,12,3.0,3
Pde3a,986,6.3636391978184694e-06,12,3.0,3
Lama3,987,6.355987455986931e-06,12,3.0,3
Trim66,988,6.115048190816079e-06,12,3.0,3
Kcnq5,989,6.049061834215673e-06,12,3.0,3
Mctp2,990,6.017018968082096e-06,12,3.0,3
Ptprm,991,5.639215591738496e-06,12,3.0,3
Ugt2a2,992,5.268510763787126e-06,12,3.0,3
Gm28370,993,5.215784901226671e-06,12,3.0,3
Krt6a,994,5.192565013828425e-06,12,3.0,3
Gm13481,995,4.690582976832258e-06,12,3.0,3
Cpa6,996,4.480595218800266e-06,12,3.0,3
Itgb4,997,4.348028759283168e-06,12,3.0,3
Syt12,998,4.270452056573598e-06,12,3.0,3
Arhgef16,999,3.558847447800408e-06,12,3.0,3
