"SYMBOL","mapped"
"Hspa4",TRUE
"Hspb11",FALSE
"Hspd1",TRUE
"Id4",TRUE
"Igf2bp1",TRUE
"Igfbp2",TRUE
"Igfbpl1",TRUE
"Il17rd",TRUE
"Insl6",TRUE
"Ipmk",TRUE
"Ipo9",TRUE
"Jpt2",TRUE
"Kcnk5",TRUE
"Kctd14",TRUE
"Kdm4a",TRUE
"Kdm6a",TRUE
"Krt1",TRUE
"Krt10",TRUE
"Krt77",TRUE
"Lamtor1",TRUE
"Lbr",TRUE
"Lca5",TRUE
"Ldhb",TRUE
"Lgals7",TRUE
"Lhx5",TRUE
"Lhx9",TRUE
"Lor",TRUE
"Lrrc1",TRUE
"Lrrc37a",TRUE
"Lrrc51",TRUE
"Lrrc8d",TRUE
"Lxn",TRUE
"Map1b",TRUE
"Mavs",TRUE
"Mcm3",TRUE
"Mdk",TRUE
"Meaf6",TRUE
"Mecom",TRUE
"Med10",TRUE
"Med31",TRUE
"Meis2",TRUE
"Meis3",TRUE
"Men1",TRUE
"Metap2",TRUE
"Mettl26",TRUE
"Mir17hg",TRUE
"Mir9-3hg",TRUE
"Mis18bp1",TRUE
"Mkks",TRUE
"Mknk2",TRUE
"Mkrn1",TRUE
"Mlc1",TRUE
"Mlycd",TRUE
"Mogat2",TRUE
"Morc3",TRUE
"Mpi",TRUE
"Mpped1",TRUE
"Mrpl11",TRUE
"Mrpl36",TRUE
"Mrpl40",TRUE
"Mrpl49",TRUE
"Msx1",TRUE
"mt-Nd5",FALSE
"Myl7",TRUE
"Naa38",TRUE
"Naa60",TRUE
"Nat14",TRUE
"Nav2",TRUE
"Ncapg2",TRUE
"Ndfip1",TRUE
"Ndufb9",TRUE
"Neb",TRUE
"Nes",TRUE
"Nfrkb",TRUE
"Nfs1",TRUE
"Nhlh1",TRUE
"Nhlh2",TRUE
"Nkd1",TRUE
"Noc3l",TRUE
"Nop58",TRUE
"Npas3",TRUE
"Npdc1",TRUE
"Nr1h2",TRUE
"Nr2f1",TRUE
"Nr2f2",TRUE
"Numb",TRUE
"Ofd1",TRUE
"Opa1",TRUE
"Osbpl11",TRUE
"Otx1",TRUE
"Palld",TRUE
"Pank4",TRUE
"Pantr1",TRUE
"Pard3b",TRUE
"Pdcd6",TRUE
"Pdlim1",TRUE
"Pfas",TRUE
"Pgp",TRUE
"Phip",TRUE
"Phka1",TRUE
"Phka2",TRUE
"Phlpp2",TRUE
"Pi4ka",TRUE
"Pigx",TRUE
"Pipox",TRUE
"Plekhh1",TRUE
"Plpp1",TRUE
"Plscr1",TRUE
"Poglut1",TRUE
"Polg2",TRUE
"Poli",TRUE
"Polr1a",TRUE
"Polr1e",TRUE
"Polr2c",TRUE
"Polr2l",TRUE
"Polr3h",TRUE
"Polrmt",TRUE
"Pomc",TRUE
"Pop7",TRUE
"Ppp2cb",TRUE
"Pqbp1",TRUE
"Prag1",TRUE
"Prdm13",TRUE
"Prkg1",TRUE
"Prkx",TRUE
"Prmt5",TRUE
"Prr7",TRUE
"Psat1",TRUE
"Psma1",TRUE
"Psmb10",TRUE
"Psmc5",TRUE
"Psmg2",TRUE
"Ptpn9",TRUE
"Rab11a",TRUE
"Rab39b",TRUE
"Rabif",TRUE
"Rabl6",TRUE
"Rad51",TRUE
"Rala",TRUE
"Ralgapa2",TRUE
"Raly",TRUE
"Ranbp1",TRUE
"Ranbp2",TRUE
"Rapgef6",TRUE
"Rbm20",TRUE
"Rdm1",TRUE
"Reep4",TRUE
"Rfc3",TRUE
"Rhbdl3",TRUE
"Rictor",TRUE
"Rmst",TRUE
"Rnd2",TRUE
"Rnf144a",TRUE
"Rnf150",TRUE
"Rnf169",TRUE
"Robo1",TRUE
"Ropn1l",TRUE
"Rora",TRUE
"Rras2",TRUE
"Rrp1b",TRUE
"Rspo2",TRUE
"Rtca",TRUE
"Rtn3",TRUE
"Rwdd4a",TRUE
"Rybp",TRUE
"Samd4",TRUE
"Sbno1",TRUE
"Sbsn",TRUE
"Scamp4",TRUE
"Scg5",TRUE
"Sde2",TRUE
"Sdk1",TRUE
"Sec31b",TRUE
"Senp7",TRUE
"Sf3b4",TRUE
"Sirt6",TRUE
"Slc25a27",TRUE
"Slc25a33",TRUE
"Slc2a1",TRUE
"Slit1",TRUE
"Slit2",TRUE
"Slit3",TRUE
"Smad2",TRUE
"Sncg",TRUE
"Snrpn",TRUE
"Sos2",TRUE
"Sox11",TRUE
"Sox5",TRUE
"Sox6",TRUE
"Sox9",TRUE
"Spen",TRUE
"Srp14",TRUE
"Srpk2",TRUE
"Star",TRUE
"Stk11ip",TRUE
"Stmn1",TRUE
"Stox1",TRUE
"Suds3",TRUE
"Supt16",TRUE
"Suz12",TRUE
"Taf2",TRUE
"Tal2",TRUE
"Tank",TRUE
"Tcf7l2",TRUE
"Tctn1",TRUE
"Tenm3",TRUE
"Tex14",TRUE
"Tfap2b",TRUE
"Tm2d3",TRUE
"Tmem159",FALSE
"Tmem185b",TRUE
"Tmem201",TRUE
"Tmem205",TRUE
"Tmem232",TRUE
"Tmem242",TRUE
"Tmem88",TRUE
"Tomm5",TRUE
"Tomm6",TRUE
"Tor1a",TRUE
"Trappc11",TRUE
"Trip6",TRUE
"Triqk",TRUE
"Trp53i13",TRUE
"Trps1",TRUE
"Tspan2",TRUE
"Ttc30a1",FALSE
"Ttk",TRUE
"Ttn",TRUE
"Tubb2b",TRUE
"Ube2b",TRUE
"Ube2q1",TRUE
"Ubxn4",TRUE
"Ufsp2",TRUE
"Unc5c",TRUE
"Upf3b",TRUE
"Uqcrc1",TRUE
"Usp38",TRUE
"Usp45",TRUE
"Usp50",TRUE
"Vcan",TRUE
"Vkorc1l1",TRUE
"Vps72",TRUE
"Wdr18",TRUE
"Wdr66",FALSE
"Whamm",TRUE
"Wnt3a",TRUE
"Wnt7b",TRUE
"Wwc1",TRUE
"Wwox",TRUE
"Xpo5",TRUE
"Zbtb11os1",TRUE
"Zc3hc1",TRUE
"Zdhhc2",TRUE
"Zdhhc21",TRUE
"Zdhhc4",TRUE
"Zfand2a",TRUE
"Zfp236",TRUE
"Zfp28",TRUE
"Zfp286",TRUE
"Zfp362",TRUE
"Zfp512",TRUE
"Zfp532",TRUE
"Zfp592",TRUE
"Zfp688",TRUE
"Zfp873",TRUE
"Zfp994",TRUE
"Zfpm2",TRUE
"Zfyve21",TRUE
"Zic1",TRUE
"Zic3",TRUE
"Zkscan8",TRUE
"Zmym6",TRUE
"Zpr1",TRUE
