track,target,benchmark,split,method,space,projection_repeat,projection_seed,projection_sha256,n_projections,primary_metric,primary_value,sliced_w2,exact_w1,exact_w2,n_predicted,n_observed,predicted_weight_sum,exact_ot_predicted_points,exact_ot_observed_points,source_time,truth_reference,truth_reference_sha256
loto,1,mosta,loto_t1,Exact OT displacement,spatial,1,2472886,9097987288c4c67482e3a322d8af3d75d578ba225705928bcce4f71364bc7beb,1024,sliced_w2,0.03652757169432402,0.03652757169432402,0.10960487170877481,0.13015668645998182,5000,77369,5000.0,800,800,0.0,/data/cytobridge/projects/CytoBridge-ST-1104/runs/corrected-benchmark-20260813-matched-3c87a3e-c4f8e203-ff55c7a-r4/mosta/inputs/loto_t1/truth_t1.npz,a8a158dea0800f4a42a00fe01ee2912105c587497cbd40a5430c0ce2ed62ad89
loto,1,mosta,loto_t1,Exact OT displacement,spatial,2,180087849,4fb6379652d2d8ef75824dc8cca8e8a014c088140f7de0c80d18c7358888404e,1024,sliced_w2,0.03610494008107771,0.03610494008107771,0.10960487170877481,0.13015668645998182,5000,77369,5000.0,800,800,0.0,/data/cytobridge/projects/CytoBridge-ST-1104/runs/corrected-benchmark-20260813-matched-3c87a3e-c4f8e203-ff55c7a-r4/mosta/inputs/loto_t1/truth_t1.npz,a8a158dea0800f4a42a00fe01ee2912105c587497cbd40a5430c0ce2ed62ad89
loto,1,mosta,loto_t1,Exact OT displacement,spatial,3,3944844486,06eaa207103c09788333dcc3bef8fb12887230efe75741bdb2519a21a5297a2d,1024,sliced_w2,0.036215599655118426,0.036215599655118426,0.10960487170877481,0.13015668645998182,5000,77369,5000.0,800,800,0.0,/data/cytobridge/projects/CytoBridge-ST-1104/runs/corrected-benchmark-20260813-matched-3c87a3e-c4f8e203-ff55c7a-r4/mosta/inputs/loto_t1/truth_t1.npz,a8a158dea0800f4a42a00fe01ee2912105c587497cbd40a5430c0ce2ed62ad89
loto,1,mosta,loto_t1,Exact OT displacement,spatial,4,4254892877,028797341d8f2ff76e6e0a02830ae95465187778f661eeb0cc88430c73e56736,1024,sliced_w2,0.03606118626121461,0.03606118626121461,0.10960487170877481,0.13015668645998182,5000,77369,5000.0,800,800,0.0,/data/cytobridge/projects/CytoBridge-ST-1104/runs/corrected-benchmark-20260813-matched-3c87a3e-c4f8e203-ff55c7a-r4/mosta/inputs/loto_t1/truth_t1.npz,a8a158dea0800f4a42a00fe01ee2912105c587497cbd40a5430c0ce2ed62ad89
loto,2,mosta,loto_t2,Exact OT displacement,joint,0,2121921275,4b4bb81973f8bc036d8c9d3eb656ac9e829373a8dabe9be579b289c4fd2c198c,1024,sliced_w2,0.049678514121817764,0.049678514121817764,1.0273977716669498,1.0378812003638176,5000,102519,5000.0,800,800,1.0,/data/cytobridge/projects/CytoBridge-ST-1104/runs/corrected-benchmark-20260813-matched-3c87a3e-c4f8e203-ff55c7a-r4/mosta/inputs/loto_t2/truth_t2.npz,2500e80344a9409246e49a1b0d95898c0110f8740c3759153f59901a97896275
loto,2,mosta,loto_t2,Exact OT displacement,joint,1,4254003733,01e4089df9426942fbee736dfe9750401b7c9c474c3d31f89e96530db72d8a4b,1024,sliced_w2,0.04821765631967593,0.04821765631967593,1.0273977716669498,1.0378812003638176,5000,102519,5000.0,800,800,1.0,/data/cytobridge/projects/CytoBridge-ST-1104/runs/corrected-benchmark-20260813-matched-3c87a3e-c4f8e203-ff55c7a-r4/mosta/inputs/loto_t2/truth_t2.npz,2500e80344a9409246e49a1b0d95898c0110f8740c3759153f59901a97896275
loto,2,mosta,loto_t2,Exact OT displacement,joint,2,3075233285,38e63ac0bf4c87b48a16647440ebd9d4e39144e74472ec6a85d382f740e0e228,1024,sliced_w2,0.05079678242103876,0.05079678242103876,1.0273977716669498,1.0378812003638176,5000,102519,5000.0,800,800,1.0,/data/cytobridge/projects/CytoBridge-ST-1104/runs/corrected-benchmark-20260813-matched-3c87a3e-c4f8e203-ff55c7a-r4/mosta/inputs/loto_t2/truth_t2.npz,2500e80344a9409246e49a1b0d95898c0110f8740c3759153f59901a97896275
loto,2,mosta,loto_t2,Exact OT displacement,joint,3,3402730691,7d467f2d5fbbd2d319261ae06949c0553297a5a9fe87cd30f631b7942a47b705,1024,sliced_w2,0.04924153884039495,0.04924153884039495,1.0273977716669498,1.0378812003638176,5000,102519,5000.0,800,800,1.0,/data/cytobridge/projects/CytoBridge-ST-1104/runs/corrected-benchmark-20260813-matched-3c87a3e-c4f8e203-ff55c7a-r4/mosta/inputs/loto_t2/truth_t2.npz,2500e80344a9409246e49a1b0d95898c0110f8740c3759153f59901a97896275
loto,2,mosta,loto_t2,Exact OT displacement,joint,4,715734373,734a7aadd7d02568a9de39abbcfefbc2432e855673bcc1d7f72ebc6a8cfd2a52,1024,sliced_w2,0.049618542778817734,0.049618542778817734,1.0273977716669498,1.0378812003638176,5000,102519,5000.0,800,800,1.0,/data/cytobridge/projects/CytoBridge-ST-1104/runs/corrected-benchmark-20260813-matched-3c87a3e-c4f8e203-ff55c7a-r4/mosta/inputs/loto_t2/truth_t2.npz,2500e80344a9409246e49a1b0d95898c0110f8740c3759153f59901a97896275
loto,2,mosta,loto_t2,Exact OT displacement,state,0,3612496204,ec5c5ba61a59c02f643044d8447d6c70d1a83852644119effdf4ce6a393eb3ce,1024,sliced_w2,0.047184216246224826,0.047184216246224826,0.9301357442505696,0.9410113404422146,5000,102519,5000.0,800,800,1.0,/data/cytobridge/projects/CytoBridge-ST-1104/runs/corrected-benchmark-20260813-matched-3c87a3e-c4f8e203-ff55c7a-r4/mosta/inputs/loto_t2/truth_t2.npz,2500e80344a9409246e49a1b0d95898c0110f8740c3759153f59901a97896275
loto,2,mosta,loto_t2,Exact OT displacement,state,1,1692254602,8bf2255097f6604581bebf2fdddab0e2a28895c79466fad7fae59910727b98b3,1024,sliced_w2,0.04638267514450055,0.04638267514450055,0.9301357442505696,0.9410113404422146,5000,102519,5000.0,800,800,1.0,/data/cytobridge/projects/CytoBridge-ST-1104/runs/corrected-benchmark-20260813-matched-3c87a3e-c4f8e203-ff55c7a-r4/mosta/inputs/loto_t2/truth_t2.npz,2500e80344a9409246e49a1b0d95898c0110f8740c3759153f59901a97896275
loto,2,mosta,loto_t2,Exact OT displacement,state,2,445713409,b068a1d31cb96672644ffcd6b3b53d5822a5f666a2428936fccc9316feed0f2d,1024,sliced_w2,0.04759984193122906,0.04759984193122906,0.9301357442505696,0.9410113404422146,5000,102519,5000.0,800,800,1.0,/data/cytobridge/projects/CytoBridge-ST-1104/runs/corrected-benchmark-20260813-matched-3c87a3e-c4f8e203-ff55c7a-r4/mosta/inputs/loto_t2/truth_t2.npz,2500e80344a9409246e49a1b0d95898c0110f8740c3759153f59901a97896275
loto,2,mosta,loto_t2,Exact OT displacement,state,3,1057650929,8131992e68a4a63008beec293c439a90708975414e5d071140c86c47b5f7a156,1024,sliced_w2,0.049227598023602784,0.049227598023602784,0.9301357442505696,0.9410113404422146,5000,102519,5000.0,800,800,1.0,/data/cytobridge/projects/CytoBridge-ST-1104/runs/corrected-benchmark-20260813-matched-3c87a3e-c4f8e203-ff55c7a-r4/mosta/inputs/loto_t2/truth_t2.npz,2500e80344a9409246e49a1b0d95898c0110f8740c3759153f59901a97896275
loto,2,mosta,loto_t2,Exact OT displacement,state,4,4265444634,cd6bdbaf546d6ab1b8db63e8936da94fcc1e23227753cc3ab4788c8883183986,1024,sliced_w2,0.04830554705893691,0.04830554705893691,0.9301357442505696,0.9410113404422146,5000,102519,5000.0,800,800,1.0,/data/cytobridge/projects/CytoBridge-ST-1104/runs/corrected-benchmark-20260813-matched-3c87a3e-c4f8e203-ff55c7a-r4/mosta/inputs/loto_t2/truth_t2.npz,2500e80344a9409246e49a1b0d95898c0110f8740c3759153f59901a97896275
loto,2,mosta,loto_t2,Exact OT displacement,spatial,0,3595962470,ec41ac2cbb37d0e54956aa3e54f85b31b3b093d7f9989a201bf3de18c887c0e9,1024,sliced_w2,0.05901196315901446,0.05901196315901446,0.13337207251021915,0.1528869347979409,5000,102519,5000.0,800,800,1.0,/data/cytobridge/projects/CytoBridge-ST-1104/runs/corrected-benchmark-20260813-matched-3c87a3e-c4f8e203-ff55c7a-r4/mosta/inputs/loto_t2/truth_t2.npz,2500e80344a9409246e49a1b0d95898c0110f8740c3759153f59901a97896275
loto,2,mosta,loto_t2,Exact OT displacement,spatial,1,3249144725,14930d3b7ef88d3f40970609236d8877ba0ddbee54fbce77bfce2203ce95cf8a,1024,sliced_w2,0.05926263280143139,0.05926263280143139,0.13337207251021915,0.1528869347979409,5000,102519,5000.0,800,800,1.0,/data/cytobridge/projects/CytoBridge-ST-1104/runs/corrected-benchmark-20260813-matched-3c87a3e-c4f8e203-ff55c7a-r4/mosta/inputs/loto_t2/truth_t2.npz,2500e80344a9409246e49a1b0d95898c0110f8740c3759153f59901a97896275
loto,2,mosta,loto_t2,Exact OT displacement,spatial,2,2897567843,bc83baf7774ce7623a3cae7c945ab4ff80eeb8b7edae48ece005953977e7966d,1024,sliced_w2,0.059159283032333726,0.059159283032333726,0.13337207251021915,0.1528869347979409,5000,102519,5000.0,800,800,1.0,/data/cytobridge/projects/CytoBridge-ST-1104/runs/corrected-benchmark-20260813-matched-3c87a3e-c4f8e203-ff55c7a-r4/mosta/inputs/loto_t2/truth_t2.npz,2500e80344a9409246e49a1b0d95898c0110f8740c3759153f59901a97896275
loto,2,mosta,loto_t2,Exact OT displacement,spatial,3,3031773240,ce60349e8ac82b4ec533f7cb4b1afafcb23db65dacfa10a7a392cf9d81663923,1024,sliced_w2,0.05923023374814711,0.05923023374814711,0.13337207251021915,0.1528869347979409,5000,102519,5000.0,800,800,1.0,/data/cytobridge/projects/CytoBridge-ST-1104/runs/corrected-benchmark-20260813-matched-3c87a3e-c4f8e203-ff55c7a-r4/mosta/inputs/loto_t2/truth_t2.npz,2500e80344a9409246e49a1b0d95898c0110f8740c3759153f59901a97896275
loto,2,mosta,loto_t2,Exact OT displacement,spatial,4,2523394326,ae14caedfc47b87fdf56d8adce3e1885ce4928e38dfc78dfd945141c66f87552,1024,sliced_w2,0.05900687800343889,0.05900687800343889,0.13337207251021915,0.1528869347979409,5000,102519,5000.0,800,800,1.0,/data/cytobridge/projects/CytoBridge-ST-1104/runs/corrected-benchmark-20260813-matched-3c87a3e-c4f8e203-ff55c7a-r4/mosta/inputs/loto_t2/truth_t2.npz,2500e80344a9409246e49a1b0d95898c0110f8740c3759153f59901a97896275
