seed,time,n_types,types,m_sum_sha256,m_sum_sum,m_sum_max
44,0.0,23,Blood vessel;Brain;Cartilage primordium;Cavity;Choroid plexus;Connective tissue;Dorsal root ganglion;Epidermis;GI tract;Heart;Jaw and tooth;Kidney;Liver;Lung primordium;Meninges;Mesentery;Mesothelium;Mucosal epithelium;Muscle;Ovary;Pancreas;Sympathetic nerve;Urogenital ridge,a71de84408b01ea094f50e7cb1c5fd756b79a6ea10f63b0e3470a58f628ed755,92926.13698045674,14284.09111447811
44,0.5,25,Blood vessel;Brain;Cartilage primordium;Cavity;Choroid plexus;Connective tissue;Dorsal root ganglion;Epidermis;GI tract;Heart;Jaw and tooth;Kidney;Liver;Lung;Lung primordium;Meninges;Mesentery;Mesothelium;Mucosal epithelium;Muscle;Ovary;Pancreas;Spinal cord;Sympathetic nerve;Urogenital ridge,9a5528eda79bf07dbe6d5001c219ff3154bd3b47c0f4b0c10d9d3083ee242d58,59975.12272301855,10712.682746138573
44,1.0,24,Adipose tissue;Blood vessel;Brain;Cartilage primordium;Cavity;Choroid plexus;Connective tissue;Dorsal root ganglion;Epidermis;GI tract;Heart;Jaw and tooth;Kidney;Liver;Lung;Meninges;Mesentery;Mesothelium;Mucosal epithelium;Muscle;Ovary;Pancreas;Spinal cord;Sympathetic nerve,7ef33fafabb85a66c06fff446f8a1876ef825a9bf4f1a31a214ab3573a9e6d3f,37656.21934576631,4910.541347324848
44,1.5,24,Adipose tissue;Blood vessel;Brain;Cartilage primordium;Cavity;Choroid plexus;Connective tissue;Dorsal root ganglion;Epidermis;GI tract;Heart;Jaw and tooth;Kidney;Liver;Lung;Meninges;Mesentery;Mesothelium;Mucosal epithelium;Muscle;Pancreas;Smooth muscle;Spinal cord;Sympathetic nerve,9508f20cd29247ed10bd79cf888ea160ad649acd02ecd6877dcefab8e0170fd2,28352.903019484875,4569.643495112658
44,2.0,26,Adipose tissue;Adrenal gland;Blood vessel;Brain;Cartilage primordium;Cavity;Choroid plexus;Connective tissue;Dorsal root ganglion;Epidermis;Facial nerve;GI tract;Heart;Jaw and tooth;Kidney;Liver;Lung;Meninges;Mesentery;Mesothelium;Mucosal epithelium;Muscle;Pancreas;Smooth muscle;Spinal cord;Sympathetic nerve,9474ff2f953a4abe0fab4ce426367a7665cb475425637a805dba48fbd83454e2,22948.70571514249,4689.367759310603
44,2.5,26,Adipose tissue;Adrenal gland;Blood vessel;Brain;Cartilage;Cartilage primordium;Cavity;Choroid plexus;Connective tissue;Dorsal root ganglion;Epidermis;Facial nerve;GI tract;Heart;Inner ear;Jaw and tooth;Kidney;Liver;Lung;Meninges;Mucosal epithelium;Muscle;Pancreas;Smooth muscle;Spinal cord;Sympathetic nerve,b1a2d319efa6f04d9e55c4ff2d0524a91c2b7686d89e20a4fda05ba863a37c47,21046.39651787281,4702.158057585359
44,3.0,26,Adipose tissue;Adrenal gland;Blood vessel;Brain;Cartilage;Cartilage primordium;Cavity;Choroid plexus;Connective tissue;Dorsal root ganglion;Epidermis;Facial nerve;GI tract;Heart;Inner ear;Jaw and tooth;Kidney;Liver;Lung;Meninges;Mucosal epithelium;Muscle;Olfactory epithelium;Pancreas;Smooth muscle;Spinal cord,20da0ba0c72533f3bb28a95f6cd2b65366f60ff3ab7d8b4cf4f03d103ac0f750,19279.6180542776,4226.109727655054
