stage,stage_label,sender_type,receiver_type,n_sender_cells_mean,n_sender_cells_std,n_sender_cells_min,n_sender_cells_max,n_receiver_cells_mean,n_receiver_cells_std,n_receiver_cells_min,n_receiver_cells_max,edge_count_mean,edge_count_std,edge_count_min,edge_count_max,G_AB_attention_mean_mean,G_AB_attention_mean_std,G_AB_attention_mean_min,G_AB_attention_mean_max,A_AB_mass_attention_mean,A_AB_mass_attention_std,A_AB_mass_attention_min,A_AB_mass_attention_max,edge_predictor_probability_mean_mean,edge_predictor_probability_mean_std,edge_predictor_probability_mean_min,edge_predictor_probability_mean_max,spatial_distance_mean_mean,spatial_distance_mean_std,spatial_distance_mean_min,spatial_distance_mean_max,D_AB_joint_mean,D_AB_joint_std,D_AB_joint_min,D_AB_joint_max,D_AB_spatial_mean,D_AB_spatial_std,D_AB_spatial_min,D_AB_spatial_max,D_AB_state_mean,D_AB_state_std,D_AB_state_min,D_AB_state_max,n_grouping_seeds
4.0,terminal_4,Anterior Erythroid Lineage Cell,Otic Vesicle,23.0,0.0,23,23,1.0,0.0,1,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Anterior Erythroid Lineage Cell,Pigment Cell,23.0,0.0,23,23,103.0,0.0,103,103,2.8,1.4832396974191326,1,5,1.041699047088623,0.16871674871280867,0.8865631580352783,1.2831656336784363,0.006993594397905975,0.004187934803518951,0.0015968969611885142,0.0117735138825353,0.8229053767522176,0.053840533472248216,0.7803859710693359,0.9103468060493469,0.07038471326231957,0.012079657342826065,0.060874007642269135,0.09027206152677536,0.03362235340030326,0.015271029028876991,0.013476963335534798,0.055674066422877116,0.0011112870823053156,0.0007766865046425888,2.7568492448016045e-05,0.002151344590920268,0.033583933832865225,0.015246438058589969,0.013476935138434605,0.055599233294741104,5
4.0,terminal_4,Anterior Erythroid Lineage Cell,Posterior Erythroid Lineage Cell,23.0,0.0,23,23,5.0,0.0,5,5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Anterior Erythroid Lineage Cell,Pronephros,23.0,0.0,23,23,210.0,0.0,210,210,1.2,0.4472135954999579,1,2,1.9002498626708983,0.17209532941949118,1.7848048210144043,2.169621706008911,0.0012824273304423341,0.0006568055684461976,0.0007082558391395821,0.002066306417465518,0.7745957255363465,0.06472470797146303,0.6732855439186096,0.81801438331604,0.08922033980488778,0.0012200421312054174,0.08731067180633545,0.09003876894712448,0.00430295027384023,0.001719372185315101,0.0026915735134844486,0.006279793756272955,0.00028540718073645244,6.67351447616695e-05,0.00022065107107029338,0.00038444184598623074,0.004292006739943789,0.0017206810314349956,0.002680848836817734,0.006265846206600547,5
4.0,terminal_4,Anterior Erythroid Lineage Cell,Slow Muscle Cell,23.0,0.0,23,23,41.0,0.0,41,41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Anterior Erythroid Lineage Cell,Spinal Cord Anterior Region,23.0,0.0,23,23,64.0,0.0,64,64,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Anterior Erythroid Lineage Cell,Spinal Cord Dorsal Region,23.0,0.0,23,23,272.0,0.0,272,272,0.8,0.8366600265340756,0,2,0.8734365105628967,0.8052804886852245,0.0,1.5478646755218506,0.0013142746714271958,0.0012652397574340138,0.0,0.0028453394770622253,0.4408162236213684,0.4026637912906738,0.0,0.7581131458282471,0.02897953645636638,0.012980990653999575,0.02148495800793171,0.04396869335323572,0.0037362196155823397,0.0036138052262515716,0.0,0.008165747224394442,3.858280380893663e-06,3.706819826968131e-06,0.0,8.316299456846111e-06,0.0037362176166448337,0.0036138033237902386,0.0,0.00816574298957963,5
4.0,terminal_4,Anterior Erythroid Lineage Cell,Spinal Cord Ventral Region,23.0,0.0,23,23,232.0,0.0,232,232,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Anterior Erythroid Lineage Cell,Yolk Syncytial Layer,23.0,0.0,23,23,27.0,0.0,27,27,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Epidermis,Anterior Erythroid Lineage Cell,47.0,0.0,47,47,23.0,0.0,23,23,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Epidermis,Epidermis,47.0,0.0,47,47,47.0,0.0,47,47,83.8,6.260990336999411,76,92,0.7054992221447834,0.013324526214441185,0.6857769277534986,0.7183705506528296,0.2729094024036957,0.006995885644204721,0.26275916436512653,0.2823523829850602,0.7282933734981433,0.009126801672132737,0.7122888033804686,0.7347841919823126,0.061647466918269264,0.0012436922559286294,0.05993448335423388,0.06283631643689261,1.2067541637120984,0.022445774239320097,1.190507306263458,1.244356610682581,0.052466471548775005,0.001604616357585763,0.05060467614235988,0.054198699546791705,1.205384252697151,0.022440153987093068,1.1890999281644759,1.242981918392149,5
4.0,terminal_4,Epidermis,Eye,47.0,0.0,47,47,71.0,0.0,71,71,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Epidermis,Fast Muscle Cell,47.0,0.0,47,47,274.0,0.0,274,274,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Epidermis,Forebrain,47.0,0.0,47,47,47.0,0.0,47,47,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Epidermis,Hatching Gland,47.0,0.0,47,47,22.0,0.0,22,22,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Epidermis,"Musculature System, Yolk Syncytial Layer",47.0,0.0,47,47,438.0,0.0,438,438,6.8,2.949576240750525,4,11,1.4747109179566433,0.32526894654792915,0.9092981517314911,1.725425511598587,0.004516844534403946,0.001968534024770301,0.002106374230067059,0.006377970214743267,0.6937110152143937,0.014985444396426144,0.6704176664352417,0.7076236084103584,0.06799478477423454,0.00478530040660197,0.06224784813821316,0.07539734137909752,0.012905372419808537,0.005597935395824805,0.006079565263934839,0.018051687588051982,0.0003249626775566738,0.00016882161436406498,8.886165484391588e-05,0.0004981421767269756,0.012899136100822509,0.005596519385957631,0.006078811278449087,0.018049269700512877,5
4.0,terminal_4,Epidermis,Myotome,47.0,0.0,47,47,128.0,0.0,128,128,33.4,5.549774770204643,27,41,1.0018264660457576,0.0811563945625411,0.8714837637440912,1.0721613241405021,0.053106783396722056,0.009501890524339666,0.039110021243390886,0.0648719750463219,0.7538182198545049,0.017297862204983517,0.7317504693822163,0.7770066384611458,0.06533724175955549,0.00199493335291219,0.06288502975527582,0.06794831098190375,0.17131319401907766,0.03248754437198148,0.1207894453638721,0.20860350964271898,0.006096740632145676,0.0013517495646256704,0.003909533513463469,0.007356840380416119,0.1711735558205616,0.032451073475118795,0.12071426115945513,0.20843791658199756,5
4.0,terminal_4,Epidermis,Nervous System,47.0,0.0,47,47,824.0,0.0,824,824,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Epidermis,Notochord,47.0,0.0,47,47,171.0,0.0,171,171,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Epidermis,Otic Vesicle,47.0,0.0,47,47,1.0,0.0,1,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Epidermis,Pigment Cell,47.0,0.0,47,47,103.0,0.0,103,103,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Epidermis,Posterior Erythroid Lineage Cell,47.0,0.0,47,47,5.0,0.0,5,5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Epidermis,Pronephros,47.0,0.0,47,47,210.0,0.0,210,210,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Epidermis,Slow Muscle Cell,47.0,0.0,47,47,41.0,0.0,41,41,0.4,0.5477225575051661,0,1,0.39015989303588866,0.5342484361238992,0.0,0.9753997921943665,0.009516094952094845,0.013030449661558514,0.0,0.023790238834008937,0.26345369815826414,0.36074883334859625,0.0,0.6586342453956604,0.04656055569648743,0.0,0.04656055569648743,0.04656055569648743,0.034294024447067785,0.04695902694323378,0.0,0.08573508114330515,0.002060040676379852,0.0028208268695788224,0.0,0.005150103230901582,0.03423209524974689,0.04687422689738165,0.0,0.08558025809355903,5
4.0,terminal_4,Epidermis,Spinal Cord Anterior Region,47.0,0.0,47,47,64.0,0.0,64,64,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Epidermis,Spinal Cord Dorsal Region,47.0,0.0,47,47,272.0,0.0,272,272,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Epidermis,Spinal Cord Ventral Region,47.0,0.0,47,47,232.0,0.0,232,232,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Epidermis,Yolk Syncytial Layer,47.0,0.0,47,47,27.0,0.0,27,27,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Eye,Anterior Erythroid Lineage Cell,71.0,0.0,71,71,23.0,0.0,23,23,2.2,1.4832396974191326,0,4,1.6192040264606475,0.9072304761970104,0.0,2.118682384490967,0.020897885356166213,0.011837874093283978,0.0,0.028253388555794415,0.609241732954979,0.34076786847667784,0.0,0.7744826078414917,0.08469607913866639,0.004358143250867416,0.07978301122784615,0.09027758985757828,0.0902209162080957,0.05078607182163862,0.0,0.11888270875052401,0.0029771402376903787,0.0016979624039307477,0.0,0.004133517857925108,0.09017119989775818,0.05075897307656381,0.0,0.1188108264005437,5
4.0,terminal_4,Eye,Epidermis,71.0,0.0,71,71,47.0,0.0,47,47,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Eye,Eye,71.0,0.0,71,71,71.0,0.0,71,71,150.2,12.13260071048248,139,167,1.9757352452320347,0.05434059824160517,1.9111539550170213,2.060618724463121,0.7557197371259463,0.024966313345073994,0.734511766400917,0.7968638730202655,0.7765442733471677,0.0072816274438715686,0.7688366146144753,0.7859798753178203,0.0628218094316778,0.0018806083718291404,0.060689003401094205,0.06581305433715974,4.238003100518954,0.15466757244093218,4.104789810848377,4.498383047321116,0.26065248379683803,0.024867687120537857,0.2227952997229532,0.2895554314605505,4.227496076113276,0.1559625641281214,4.09365236889716,4.490734781232271,5
4.0,terminal_4,Eye,Fast Muscle Cell,71.0,0.0,71,71,274.0,0.0,274,274,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Eye,Forebrain,71.0,0.0,71,71,47.0,0.0,47,47,50.8,0.8366600265340757,50,52,1.9768916446096398,0.030829039544043476,1.94912941198723,2.0294024554582744,0.3422344532822725,0.024541678595729418,0.31697980262609093,0.3675650157635616,0.7656042371204357,0.008250849390989348,0.758667341634339,0.7755818128585815,0.06588332243773631,0.001117567000183457,0.06453945970747109,0.06738088975660503,1.8864137919268198,0.12140557798938252,1.7452296440784838,2.014927105265117,0.12016315553187307,0.020275334158671336,0.09739366937690244,0.14292350492196443,1.8813495948129204,0.12049996110853103,1.7407210855926776,2.008760119073512,5
4.0,terminal_4,Eye,Hatching Gland,71.0,0.0,71,71,22.0,0.0,22,22,0.6,0.5477225575051661,0,1,0.5218275547027588,0.4763612047307701,0.0,0.8697125911712646,0.0072476046122519925,0.006751440641636923,0.0,0.013177462717156889,0.37506866455078125,0.34238928031300186,0.0,0.6251144409179688,0.061413198709487915,0.0,0.061413198709487915,0.061413198709487915,0.053926216325132593,0.05023448015529787,0.0,0.09804766531169946,0.00012831038636834956,0.00011952638127597366,0.0,0.0002332916049305867,0.053926063676016135,0.05023433795639387,0.0,0.0980473877678651,5
4.0,terminal_4,Eye,"Musculature System, Yolk Syncytial Layer",71.0,0.0,71,71,438.0,0.0,438,438,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Eye,Myotome,71.0,0.0,71,71,128.0,0.0,128,128,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Eye,Nervous System,71.0,0.0,71,71,824.0,0.0,824,824,44.8,3.1144823004794886,41,48,1.836419569348923,0.08553641259746482,1.7337947338819504,1.9448476041235574,0.018528328553798542,0.0012745345779982707,0.01732538371426521,0.020331013561519742,0.7708178029474301,0.0039000058134804933,0.7664381498875825,0.776097032285872,0.06907606582361145,0.0017619105293681756,0.0664155435089658,0.0710883879281105,0.10638557458547429,0.006214607865135055,0.10011947531113853,0.11537863798559873,0.009607440949129277,0.0011997178022538325,0.007923332789709348,0.010891259696117027,0.10589859872353413,0.006140323853545224,0.09974985690927651,0.114807563537302,5
4.0,terminal_4,Eye,Notochord,71.0,0.0,71,71,171.0,0.0,171,171,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Eye,Otic Vesicle,71.0,0.0,71,71,1.0,0.0,1,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Eye,Pigment Cell,71.0,0.0,71,71,103.0,0.0,103,103,16.6,4.827007354458868,11,23,1.954564288601731,0.17437658035630413,1.6713389483365146,2.1198596954345703,0.053437266423722915,0.014857253599503828,0.02817785354229604,0.06624626548332808,0.7905575436882082,0.016481914701479132,0.7719958066940308,0.812504838342252,0.07251115071711897,0.004050700836987123,0.0682654071599245,0.077303420885333,0.3031141540272832,0.07884026757283663,0.16840202138075921,0.370432266776051,0.0156949201927169,0.0048414371719237926,0.007426555889061865,0.019150852961897724,0.3025408590810412,0.07867318045758595,0.16810997416516354,0.3697167212271258,5
4.0,terminal_4,Eye,Posterior Erythroid Lineage Cell,71.0,0.0,71,71,5.0,0.0,5,5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Eye,Pronephros,71.0,0.0,71,71,210.0,0.0,210,210,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Eye,Slow Muscle Cell,71.0,0.0,71,71,41.0,0.0,41,41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Eye,Spinal Cord Anterior Region,71.0,0.0,71,71,64.0,0.0,64,64,5.6,1.140175425099138,4,7,2.191813535122644,0.06725050868611325,2.119487738609314,2.2870000203450522,0.019743637350732472,0.0035868605099536512,0.013950807142209531,0.023058028568598288,0.9039715848934083,0.02148454691567363,0.871020625034968,0.9266141802072525,0.06501424871385098,0.002446290810322308,0.06146771398683389,0.06696638899544875,0.11235456951359576,0.022454979818696413,0.07644846863583893,0.13516037307519047,0.007991873657322467,0.002889961958918139,0.0048356282662456946,0.010526784583163567,0.11204031650331428,0.02232797449521115,0.07629538030598927,0.13472054011609763,5
4.0,terminal_4,Eye,Spinal Cord Dorsal Region,71.0,0.0,71,71,272.0,0.0,272,272,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Eye,Spinal Cord Ventral Region,71.0,0.0,71,71,232.0,0.0,232,232,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Eye,Yolk Syncytial Layer,71.0,0.0,71,71,27.0,0.0,27,27,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Fast Muscle Cell,Anterior Erythroid Lineage Cell,274.0,0.0,274,274,23.0,0.0,23,23,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Fast Muscle Cell,Epidermis,274.0,0.0,274,274,47.0,0.0,47,47,0.8,0.4472135954999579,0,1,1.0316144227981567,0.5766899939864926,0.0,1.289518117904663,0.003797765098161616,0.003349292840740962,0.0,0.009145516302889492,0.6090714931488037,0.3404813154595056,0.0,0.7613393664360046,0.078724205493927,0.0,0.078724205493927,0.078724205493927,0.010532048839382874,0.009288335561100277,0.0,0.025362554900150228,4.683151297360493e-05,4.130127227577992e-05,0.0,0.00011277647216431617,0.01053194471902216,0.009288243736062723,0.0,0.025362304164457544,5
4.0,terminal_4,Fast Muscle Cell,Eye,274.0,0.0,274,274,71.0,0.0,71,71,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Fast Muscle Cell,Fast Muscle Cell,274.0,0.0,274,274,274.0,0.0,274,274,476.6,35.80921669067895,427,521,5.559298363824302,0.019988296937539313,5.530837597930094,5.586181338131428,1.8827709474020775,0.08774486445085614,1.790261791293153,2.0101899037529454,0.759188550020485,0.0027732752809638424,0.7543781475474437,0.7615601779712785,0.06206307051077996,0.0007601784982039188,0.061492355651959464,0.0633577341401517,11.111923082093677,0.5541454887897074,10.551549303264913,11.965648592348957,0.06444017942973372,0.004362065205516787,0.05969223947094168,0.07117431970022318,11.111647614258768,0.5541203533236216,10.551297956970076,11.965339488601797,5
4.0,terminal_4,Fast Muscle Cell,Forebrain,274.0,0.0,274,274,47.0,0.0,47,47,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Fast Muscle Cell,Hatching Gland,274.0,0.0,274,274,22.0,0.0,22,22,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Fast Muscle Cell,"Musculature System, Yolk Syncytial Layer",274.0,0.0,274,274,438.0,0.0,438,438,29.2,2.7748873851023217,26,33,5.144185932016656,0.08763830342827238,5.025025468884093,5.2270683800732645,0.05490254696475209,0.010704538737457858,0.04173367303111527,0.06637145333413849,0.8321065973074626,0.013609512130229868,0.8197799415299387,0.8553749263286591,0.07027999679443403,0.0038735218285750475,0.06530719579985508,0.0737427376486637,0.2827497688812137,0.05734765014249904,0.2113434436840931,0.3442573560530252,0.003795381912477653,0.0008767436632762212,0.002651375370246787,0.0047570166607895335,0.28272146135857934,0.05734136567402564,0.2113244288536931,0.34422508392674545,5
4.0,terminal_4,Fast Muscle Cell,Myotome,274.0,0.0,274,274,128.0,0.0,128,128,5.4,2.3021728866442674,3,8,2.218677106925419,0.2954780391155164,1.9538009762763977,2.5887496868769326,0.01842494691520048,0.005825325410970226,0.009250623932786306,0.02385575742974165,0.7102241704861323,0.014336362982215231,0.6976726055145264,0.732441782951355,0.08124488398344035,0.007469991137470628,0.07458660503228505,0.09343864768743515,0.07202674666838768,0.022987465886731173,0.03682366809486616,0.09666149777929717,0.00023019351339119494,8.974148620735085e-05,0.00015518749151375834,0.0003669968561894166,0.07202612544547748,0.022987455958282475,0.03682310177720457,0.09666117858789555,5
4.0,terminal_4,Fast Muscle Cell,Nervous System,274.0,0.0,274,274,824.0,0.0,824,824,0.2,0.447213595499958,0,1,0.35998399257659913,0.8049486782130553,0.0,1.7999199628829956,4.854152792878656e-05,0.00010854215618047131,0.0,0.00024270763964393278,0.14593398571014404,0.326318312275365,0.0,0.7296699285507202,0.08180435001850128,,0.08180435001850128,0.08180435001850128,0.00019710732862644517,0.0004407453856721216,0.0,0.0009855366431322258,1.8340185793534218e-05,4.100990215431843e-05,0.0,9.170092896767109e-05,0.0001962522269512173,0.0004388333201986382,0.0,0.0009812611347560865,5
4.0,terminal_4,Fast Muscle Cell,Notochord,274.0,0.0,274,274,171.0,0.0,171,171,110.6,10.502380682492898,100,121,2.381150359773199,0.09996949297139955,2.268500804901123,2.4916543219540572,0.23370733848267516,0.020233230924227505,0.2152142200592623,0.26704376461630364,0.814009143940203,0.006845523124240901,0.8070782911777497,0.8248725705895542,0.06839332010904312,0.0011097413602423772,0.06701998323325284,0.06979390151798726,1.5742793670200128,0.16170392213681103,1.4270091177857755,1.8344417160354838,0.0047997039462766514,0.0015715878064641187,0.003517525002261019,0.0069101323189261635,1.57426422224678,0.16169564420278243,1.4270008306466613,1.8344144751043732,5
4.0,terminal_4,Fast Muscle Cell,Otic Vesicle,274.0,0.0,274,274,1.0,0.0,1,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Fast Muscle Cell,Pigment Cell,274.0,0.0,274,274,103.0,0.0,103,103,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Fast Muscle Cell,Posterior Erythroid Lineage Cell,274.0,0.0,274,274,5.0,0.0,5,5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4.0,terminal_4,Fast Muscle Cell,Pronephros,274.0,0.0,274,274,210.0,0.0,210,210,90.2,8.5848704125339,81,101,5.769059767241979,0.10822126742299903,5.64539612117021,5.9155079641459904,0.4101164442729884,0.08105281856186121,0.28755408638214075,0.48411759705144747,0.7959073667821295,0.013840736188228476,0.7734459865352382,0.8071723674473009,0.06917162236748188,0.0006625624542355016,0.06862265402046235,0.07027141676272874,2.3353675077809735,0.4578233141606977,1.619239327960419,2.7491044590053173,0.01760283595671695,0.004361968541022904,0.010980385565827352,0.02198887632268464,2.335280473938847,0.45779672297953566,1.6191907377300079,2.7489894375105797,5
