variant,reference,timepoint,velocity_key,n_cells,n_nonzero_pairs,zero_pair_fraction,mean_cosine_raw,median_cosine_raw,mean_cosine_rigid_adjusted,median_cosine_rigid_adjusted,meaningful_velocity_cutoff_baseline_p10,n_meaningful_pairs,mean_cosine_meaningful,median_cosine_meaningful,global_vector_cosine_rigid_adjusted,magnitude_spearman,relative_vector_field_rmse,mean_delta_l2_rigid_adjusted
translate_rotate_moderate,baseline_repeat,D4,full,147,147,0.0,0.8592340511637779,0.941192859225624,0.8116805195474172,0.9026564805567094,0.07811896361619332,127,0.8385503051819895,0.8935336332373361,0.8431209761073027,0.8444604794898337,0.5649715397194167,0.10914308341351595
translate_rotate_moderate,baseline_repeat,D4,interaction,147,147,0.0,0.9247470003754327,0.971928295628889,0.9424107220263876,0.9903830472107271,0.005463815425728138,128,0.9753028410951675,0.9929347631782712,0.9066639977412264,0.8565799514918888,0.42962403875657934,0.009277928343052123
translate_rotate_moderate,baseline_repeat,D7,full,528,528,0.0,0.9367522484910944,0.9880201252796994,0.939990986146226,0.9884276748139604,0.05534534910194697,467,0.970388287989101,0.9906479494369612,0.966090980420725,0.9515348040329837,0.2582027438600997,0.03960268255609754
translate_rotate_moderate,baseline_repeat,D7,interaction,528,527,0.0018939393939394478,0.9085943459086413,0.9831283097517248,0.9102648947923973,0.9872104533517648,0.0017844352666525802,399,0.946738942974766,0.9907793854587484,0.880250291575799,0.8623664772829177,1.3500898231814609,0.0029775137894164556
translate_rotate_moderate,baseline_repeat,D10,full,908,908,0.0,0.9500944092092859,0.9875131949777898,0.9408914318317337,0.979066655466263,0.07197982912175008,788,0.9625392455609885,0.9815727574956907,0.961084381905102,0.9503124236236942,0.2788873166220319,0.04878178082492137
translate_rotate_moderate,baseline_repeat,D10,interaction,908,904,0.004405286343612369,0.654721379636039,0.9378916802701922,0.6578942760392125,0.9443509571750708,0.002246412270358618,735,0.7179364522210037,0.9593645990787238,0.7012131521922175,0.6397013725971904,0.7139103750304739,0.0077277052369799214
translate_rotate_moderate,baseline_repeat,D14,full,1967,1967,0.0,0.8952768135614199,0.9542392880126024,0.914614414950391,0.9719203127289139,0.16149507359991605,1693,0.948905675020952,0.9756022281083196,0.9520221472027817,0.8962903461162226,0.3269092510852639,0.10371809606745637
translate_rotate_moderate,baseline_repeat,D14,interaction,1967,1962,0.002541942043721379,0.7991016145751114,0.9591625356939106,0.8019866850918839,0.9647054619645443,0.011280512489434383,1620,0.880834921356748,0.9736366482704674,0.83869644981289,0.6688476235960066,0.5988156509878614,0.028423710892676556
translate_rotate_strong,baseline_repeat,D4,full,147,147,0.0,0.79191325643655,0.892709461566227,0.7020522028597723,0.8133898937760846,0.07811896361619332,128,0.7292051615500705,0.8140752282452401,0.7038640850375724,0.7153624130140765,0.789754929333276,0.15184177496986784
translate_rotate_strong,baseline_repeat,D4,interaction,147,147,0.0,0.8960205128672594,0.967906677733946,0.917978727843827,0.9924699956241227,0.005463815425728138,118,0.961590654220608,0.9943451086523969,0.9433111969304785,0.8464816507869347,0.5345246147307734,0.009934033833194213
translate_rotate_strong,baseline_repeat,D7,full,528,528,0.0,0.9092582370114505,0.978856468287556,0.9081876023174599,0.9786359186155917,0.05534534910194697,463,0.9437917410596374,0.9805480180542613,0.9415134200899046,0.9148824778346666,0.3369762647818572,0.05334235250605592
translate_rotate_strong,baseline_repeat,D7,interaction,528,526,0.0037878787878787845,0.8283844946625996,0.9613890240405563,0.8503949573356804,0.9767492116890143,0.0017844352666525802,403,0.9253201324128665,0.9865906800722433,0.5686742762915268,0.8344737914939423,0.8226197752151014,0.002921961838845714
translate_rotate_strong,baseline_repeat,D10,full,908,908,0.0,0.9152154620468176,0.9800542229514804,0.897574025777538,0.9599076327272281,0.07197982912175008,764,0.9359212223827906,0.9635639853121729,0.931238047037826,0.9202581313360125,0.3670955068173242,0.06514170504413183
translate_rotate_strong,baseline_repeat,D10,interaction,908,904,0.004405286343612369,0.5090178441190858,0.8224439007044688,0.5106325908086077,0.8276247479600922,0.002246412270358618,770,0.5709064936631902,0.8669551825322891,0.6004778451624103,0.47047805025240147,0.9073870459190411,0.011292251394551924
translate_rotate_strong,baseline_repeat,D14,full,1967,1967,0.0,0.782321351444474,0.8736067307973864,0.8441951701784047,0.9372208354174819,0.16149507359991605,1673,0.8888432487615628,0.9431819108293701,0.8982521072177355,0.8428956765869157,0.5176083833002024,0.16251977103001822
translate_rotate_strong,baseline_repeat,D14,interaction,1967,1963,0.0020335536349771477,0.7434624383863346,0.928135065128184,0.7553395441335424,0.9448179049090661,0.011280512489434383,1671,0.819161198538607,0.9622408172325602,0.8258346216830038,0.6478156615125527,0.8646774848783252,0.04119667423841581
