niche,observed_attention_per_cell,null_mean,null_sd,fold_over_null,empirical_p
N1_sfrpEGC_VLMC,2.865012325236363,1.6983089058407757,0.1643600285696027,1.6869795096658176,0.0001
N2_reaEGC_wntEGC,3.209410595429408,1.0480435743021583,0.3031355041468449,3.0622873648802242,0.0001
