pair,pair_id,ligand,receptor,auc,peak_time,peak_score,start_score,end_score,delta_end_start,score_range,pair_id_identity,ligand_identity,receptor_identity,cluster
FGF17_FGFR1,"[""FGF17"",""FGFR1""]",FGF17,FGFR1,7.793392614903344,4.0,4.032880792388109,1.15886558495162,4.032880792388109,2.8740152074364893,3.4997925237116094,"[""FGF17"",""FGFR1""]",FGF17,FGFR1,1
LAMC1_ITGA6_ITGB1,"[""LAMC1"",""ITGA6_ITGB1""]",LAMC1,ITGA6_ITGB1,3.0539579223833178,4.0,1.1537359858456062,0.7753310925354037,1.1537359858456062,0.3784048933102025,0.6646381752849067,"[""LAMC1"",""ITGA6_ITGB1""]",LAMC1,ITGA6_ITGB1,1
LAMA5_ITGA6_ITGB1,"[""LAMA5"",""ITGA6_ITGB1""]",LAMA5,ITGA6_ITGB1,2.983476449641127,4.0,1.1317982674951708,0.6061801041744995,1.1317982674951708,0.5256181633206712,0.6159033555696601,"[""LAMA5"",""ITGA6_ITGB1""]",LAMA5,ITGA6_ITGB1,1
WNT7A_FZD8_LRP5,"[""WNT7A"",""FZD8_LRP5""]",WNT7A,FZD8_LRP5,2.283839938192679,4.0,0.9471409661468404,0.3791277931613991,0.9471409661468404,0.5680131729854414,0.6201741785889634,"[""WNT7A"",""FZD8_LRP5""]",WNT7A,FZD8_LRP5,1
WNT7A_FZD8_LRP6,"[""WNT7A"",""FZD8_LRP6""]",WNT7A,FZD8_LRP6,2.0890451102770906,4.0,0.9252739284360212,0.3473994226003271,0.9252739284360212,0.577874505835694,0.6120651299356352,"[""WNT7A"",""FZD8_LRP6""]",WNT7A,FZD8_LRP6,1
EDN2_EDNRB,"[""EDN2"",""EDNRB""]",EDN2,EDNRB,1.6606000247413182,4.0,1.9006278503867349,0.1632273836521098,1.9006278503867349,1.737400466734625,1.8247273062517824,"[""EDN2"",""EDNRB""]",EDN2,EDNRB,1
FGF17_FGFR3,"[""FGF17"",""FGFR3""]",FGF17,FGFR3,1.2771784761721676,4.0,0.6461119147522167,0.2065767775093034,0.6461119147522167,0.4395351372429132,0.5017670436905016,"[""FGF17"",""FGFR3""]",FGF17,FGFR3,1
WNT8B_FZD10_LRP6,"[""WNT8B"",""FZD10_LRP6""]",WNT8B,FZD10_LRP6,1.2021377089424123,4.0,0.5331225207741758,0.113393759325945,0.5331225207741758,0.4197287614482307,0.4197287614482307,"[""WNT8B"",""FZD10_LRP6""]",WNT8B,FZD10_LRP6,1
WNT8B_FZD10_LRP5,"[""WNT8B"",""FZD10_LRP5""]",WNT8B,FZD10_LRP5,1.2021150609826137,4.0,0.5331225207741758,0.1133643756306897,0.5331225207741758,0.419758145143486,0.419758145143486,"[""WNT8B"",""FZD10_LRP5""]",WNT8B,FZD10_LRP5,1
LAMA1_ITGA6_ITGB1,"[""LAMA1"",""ITGA6_ITGB1""]",LAMA1,ITGA6_ITGB1,1.0945265248625045,4.0,0.44335053109802,0.2686000002094891,0.44335053109802,0.1747505308885308,0.2667060490832293,"[""LAMA1"",""ITGA6_ITGB1""]",LAMA1,ITGA6_ITGB1,1
FGF17_FGFR4,"[""FGF17"",""FGFR4""]",FGF17,FGFR4,0.8244097607818948,4.0,0.3967216228259289,0.146572640909252,0.3967216228259289,0.2501489819166769,0.3240281183716053,"[""FGF17"",""FGFR4""]",FGF17,FGFR4,1
THBS3_ITGA3_ITGB1,"[""THBS3"",""ITGA3_ITGB1""]",THBS3,ITGA3_ITGB1,0.5939631510337152,4.0,0.3141489710729656,0.1077664004301793,0.3141489710729656,0.2063825706427862,0.2341688776900429,"[""THBS3"",""ITGA3_ITGB1""]",THBS3,ITGA3_ITGB1,1
EDN1_EDNRB,"[""EDN1"",""EDNRB""]",EDN1,EDNRB,0.3926498154149291,4.0,0.1582588146727517,0.0286200869779621,0.1582588146727517,0.1296387276947895,0.1296387276947895,"[""EDN1"",""EDNRB""]",EDN1,EDNRB,1
JAG1_NOTCH3,"[""JAG1"",""NOTCH3""]",JAG1,NOTCH3,0.2768553679858619,4.0,0.1676820183224623,0.0341379364376912,0.1676820183224623,0.1335440818847711,0.1335440818847711,"[""JAG1"",""NOTCH3""]",JAG1,NOTCH3,1
LAMC1_CD44,"[""LAMC1"",""CD44""]",LAMC1,CD44,0.1717941786528881,4.0,0.1162907225428914,0.0099964901204247,0.1162907225428914,0.1062942324224667,0.1075103322980983,"[""LAMC1"",""CD44""]",LAMC1,CD44,1
TGFB2_TGFBR1_TGFBR2,"[""TGFB2"",""TGFBR1_TGFBR2""]",TGFB2,TGFBR1_TGFBR2,0.1683008667515355,4.0,0.0788556510122638,0.0487505788676223,0.0788556510122638,0.0301050721446415,0.0585492726892067,"[""TGFB2"",""TGFBR1_TGFBR2""]",TGFB2,TGFBR1_TGFBR2,1
LAMA5_CD44,"[""LAMA5"",""CD44""]",LAMA5,CD44,0.1674096109499396,4.0,0.1124467286378675,0.008363914654359,0.1124467286378675,0.1040828139835084,0.1040828139835084,"[""LAMA5"",""CD44""]",LAMA5,CD44,1
TGFB2_ACVR1B_TGFBR2,"[""TGFB2"",""ACVR1B_TGFBR2""]",TGFB2,ACVR1B_TGFBR2,0.1652491412859336,4.0,0.0789387259404437,0.0428223444266835,0.0789387259404437,0.0361163815137602,0.0586311530835383,"[""TGFB2"",""ACVR1B_TGFBR2""]",TGFB2,ACVR1B_TGFBR2,1
COL9A2_ITGA3_ITGB1,"[""COL9A2"",""ITGA3_ITGB1""]",COL9A2,ITGA3_ITGB1,0.1363686190838682,4.0,0.0735553829393141,0.012620077674182,0.0735553829393141,0.060935305265132,0.060935305265132,"[""COL9A2"",""ITGA3_ITGB1""]",COL9A2,ITGA3_ITGB1,1
MSTN_TGFBR1_ACVR2A,"[""MSTN"",""TGFBR1_ACVR2A""]",MSTN,TGFBR1_ACVR2A,0.1164939567756274,4.0,0.0575496739906619,0.0250329152082256,0.0575496739906619,0.0325167587824362,0.0465656294798121,"[""MSTN"",""TGFBR1_ACVR2A""]",MSTN,TGFBR1_ACVR2A,1
LAMA1_CD44,"[""LAMA1"",""CD44""]",LAMA1,CD44,0.06444214963342,4.0,0.046291694857439,0.0032849488705938,0.046291694857439,0.0430067459868452,0.0436765545177432,"[""LAMA1"",""CD44""]",LAMA1,CD44,1
COL4A2_CD44,"[""COL4A2"",""CD44""]",COL4A2,CD44,0.0638084595578067,4.0,0.0411517151615122,0.0028298922504267,0.0411517151615122,0.0383218229110855,0.0383218229110855,"[""COL4A2"",""CD44""]",COL4A2,CD44,1
LAMA4_CD44,"[""LAMA4"",""CD44""]",LAMA4,CD44,0.0508640687517347,4.0,0.0233065217671581,0.0031766647069664,0.0233065217671581,0.0201298570601917,0.0211408793655145,"[""LAMA4"",""CD44""]",LAMA4,CD44,1
LAMA2_CD44,"[""LAMA2"",""CD44""]",LAMA2,CD44,0.0500083230765581,4.0,0.0232614517779235,0.0017452660324911,0.0232614517779235,0.0215161857454323,0.0215161857454323,"[""LAMA2"",""CD44""]",LAMA2,CD44,1
COL9A2_CD44,"[""COL9A2"",""CD44""]",COL9A2,CD44,0.0231674556182051,4.0,0.0150687731027429,0.0008624360811571,0.0150687731027429,0.0142063370215858,0.0142063370215858,"[""COL9A2"",""CD44""]",COL9A2,CD44,1
TGFB2_ACVR1C_TGFBR2,"[""TGFB2"",""ACVR1C_TGFBR2""]",TGFB2,ACVR1C_TGFBR2,0.0225143392359197,4.0,0.0113076054641198,0.0044620391556462,0.0113076054641198,0.0068455663084736,0.0091416379412484,"[""TGFB2"",""ACVR1C_TGFBR2""]",TGFB2,ACVR1C_TGFBR2,1
LAMB3_CD44,"[""LAMB3"",""CD44""]",LAMB3,CD44,0.0110839911991818,4.0,0.0060526657711581,0.0012719211612951,0.0060526657711581,0.004780744609863,0.0054815244067355,"[""LAMB3"",""CD44""]",LAMB3,CD44,1
TGFB3_ACVR1C_TGFBR2,"[""TGFB3"",""ACVR1C_TGFBR2""]",TGFB3,ACVR1C_TGFBR2,0.006095536814691,4.0,0.0030556576349446,0.0004869581673741,0.0030556576349446,0.0025686994675704,0.0025686994675704,"[""TGFB3"",""ACVR1C_TGFBR2""]",TGFB3,ACVR1C_TGFBR2,1
COL9A2_ITGA10_ITGB1,"[""COL9A2"",""ITGA10_ITGB1""]",COL9A2,ITGA10_ITGB1,0.004782618515291,4.0,0.0023703021170233,5.902035978336244e-05,0.0023703021170233,0.0023112817572399,0.0023112817572399,"[""COL9A2"",""ITGA10_ITGB1""]",COL9A2,ITGA10_ITGB1,1
ANGPTL4_SDC4,"[""ANGPTL4"",""SDC4""]",ANGPTL4,SDC4,5.561130150193742,0.0,2.372661625148926,2.372661625148926,1.0558582505539256,-1.3168033745950003,1.431165543976376,"[""ANGPTL4"",""SDC4""]",ANGPTL4,SDC4,2
CLDN11_CLDN11,"[""CLDN11"",""CLDN11""]",CLDN11,CLDN11,0.4108338958444686,0.0,1.143784999192513,1.143784999192513,0.0149598653201697,-1.1288251338723434,1.14032501680613,"[""CLDN11"",""CLDN11""]",CLDN11,CLDN11,2
NRG4_ERBB2_ERBB4,"[""NRG4"",""ERBB2_ERBB4""]",NRG4,ERBB2_ERBB4,0.0695466768551155,0.0,0.0319627084781371,0.0319627084781371,0.0108627130708508,-0.0210999954072863,0.0235996713353551,"[""NRG4"",""ERBB2_ERBB4""]",NRG4,ERBB2_ERBB4,2
FGF18_FGFR3,"[""FGF18"",""FGFR3""]",FGF18,FGFR3,0.0285718228101946,0.0,0.0158902574150062,0.0158902574150062,0.002354761468836,-0.0135354959461702,0.0135354959461702,"[""FGF18"",""FGFR3""]",FGF18,FGFR3,2
FGF18_FGFR4,"[""FGF18"",""FGFR4""]",FGF18,FGFR4,0.0186190335577488,0.0,0.0112337883019854,0.0112337883019854,0.0016022081104467,-0.0096315801915387,0.0096315801915387,"[""FGF18"",""FGFR4""]",FGF18,FGFR4,2
CCL19_ACKR4,"[""CCL19"",""ACKR4""]",CCL19,ACKR4,0.0053448574590275,0.0,0.0024993812678858,0.0024993812678858,0.0005715240402734,-0.0019278572276123,0.0020641302798686,"[""CCL19"",""ACKR4""]",CCL19,ACKR4,2
LAMC1_ITGA1_ITGB1,"[""LAMC1"",""ITGA1_ITGB1""]",LAMC1,ITGA1_ITGB1,0.2266778539803401,2.0,0.0900220873554984,0.0375771027485169,0.0144980012155646,-0.0230791015329523,0.0755240861399337,"[""LAMC1"",""ITGA1_ITGB1""]",LAMC1,ITGA1_ITGB1,2
SEMA3E_PLXND1,"[""SEMA3E"",""PLXND1""]",SEMA3E,PLXND1,0.0557589315066432,2.0,0.0313560545221709,0.0022594030726562,0.0063015345945939,0.0040421315219377,0.0290966514495146,"[""SEMA3E"",""PLXND1""]",SEMA3E,PLXND1,2
NEGR1_NEGR1,"[""NEGR1"",""NEGR1""]",NEGR1,NEGR1,9.383478175610964,2.5,4.140628310418007,1.5237637936362216,1.9993457162701531,0.4755819226339317,3.0945553340346725,"[""NEGR1"",""NEGR1""]",NEGR1,NEGR1,2
COL1A1_SDC4,"[""COL1A1"",""SDC4""]",COL1A1,SDC4,5.371079505883057,2.5,3.428918336902556,0.2733598597240827,0.3070814728700259,0.0337216131459431,3.247224167097494,"[""COL1A1"",""SDC4""]",COL1A1,SDC4,2
EFNA5_EPHA3,"[""EFNA5"",""EPHA3""]",EFNA5,EPHA3,5.243354168826737,2.5,2.3029486488971873,0.6116868331274675,0.940171479663546,0.3284846465360783,1.6912618157697197,"[""EFNA5"",""EPHA3""]",EFNA5,EPHA3,2
SEMA3A_NRP1_PLXNA1,"[""SEMA3A"",""NRP1_PLXNA1""]",SEMA3A,NRP1_PLXNA1,3.953546076720442,2.5,1.7126777456426725,0.7848494871781844,1.111779931804606,0.3269304446264216,1.1284544922279436,"[""SEMA3A"",""NRP1_PLXNA1""]",SEMA3A,NRP1_PLXNA1,2
PROS1_AXL,"[""PROS1"",""AXL""]",PROS1,AXL,3.486241624700884,2.5,1.4652962758554773,0.8593442123761015,0.5346981653200675,-0.3246460470560339,1.0739636073487682,"[""PROS1"",""AXL""]",PROS1,AXL,2
CXCL12_CXCR4,"[""CXCL12"",""CXCR4""]",CXCL12,CXCR4,2.5087725628423403,2.5,1.5304350068347576,0.090227757888879,0.1691650206281438,0.0789372627392647,1.476025070634063,"[""CXCL12"",""CXCR4""]",CXCL12,CXCR4,2
NCAM1_L1CAM,"[""NCAM1"",""L1CAM""]",NCAM1,L1CAM,1.892295845105831,2.5,1.0315821057416903,0.2534496768816661,0.2709972363798111,0.017547559498145,0.8948283770614923,"[""NCAM1"",""L1CAM""]",NCAM1,L1CAM,2
EFNA1_EPHA3,"[""EFNA1"",""EPHA3""]",EFNA1,EPHA3,1.6251686248720274,2.5,0.553566993573131,0.3463462763679936,0.2672164426255453,-0.0791298337424483,0.2863505509475857,"[""EFNA1"",""EPHA3""]",EFNA1,EPHA3,2
NCAM1_FGFR1,"[""NCAM1"",""FGFR1""]",NCAM1,FGFR1,1.4034897223629512,2.5,0.6882223259664295,0.2580529529111853,0.3128082597047398,0.0547553067935545,0.5298346341210286,"[""NCAM1"",""FGFR1""]",NCAM1,FGFR1,2
SEMA3G_NRP2_PLXNA4,"[""SEMA3G"",""NRP2_PLXNA4""]",SEMA3G,NRP2_PLXNA4,1.280723823718234,2.5,0.6335725289630005,0.1279842803920159,0.2683696497657554,0.1403853693737395,0.5429144668822157,"[""SEMA3G"",""NRP2_PLXNA4""]",SEMA3G,NRP2_PLXNA4,2
SEMA3G_NRP2_PLXNA3,"[""SEMA3G"",""NRP2_PLXNA3""]",SEMA3G,NRP2_PLXNA3,1.1568309167133377,2.5,0.583641328155087,0.1550804972733306,0.2643633561724571,0.1092828588991264,0.4937839436339883,"[""SEMA3G"",""NRP2_PLXNA3""]",SEMA3G,NRP2_PLXNA3,2
NCAM1_NCAM2,"[""NCAM1"",""NCAM2""]",NCAM1,NCAM2,1.0610722205495249,2.5,0.5848938345010377,0.1520297720518126,0.178637136977208,0.0266073649253953,0.4778745667553207,"[""NCAM1"",""NCAM2""]",NCAM1,NCAM2,2
PDGFD_PDGFRB,"[""PDGFD"",""PDGFRB""]",PDGFD,PDGFRB,0.953724463629424,2.5,0.4384665165392956,0.1721078953904808,0.2733578318938815,0.1012499365034006,0.3698331131148469,"[""PDGFD"",""PDGFRB""]",PDGFD,PDGFRB,2
COL1A2_ITGA1_ITGB1,"[""COL1A2"",""ITGA1_ITGB1""]",COL1A2,ITGA1_ITGB1,0.4517494942704742,2.5,0.2507065954915088,0.030462995818929,0.0078234938442986,-0.0226395019746304,0.2428831016472102,"[""COL1A2"",""ITGA1_ITGB1""]",COL1A2,ITGA1_ITGB1,2
COL1A2_ITGA9_ITGB1,"[""COL1A2"",""ITGA9_ITGB1""]",COL1A2,ITGA9_ITGB1,0.4494348152990336,2.5,0.2442281992140593,0.0220911792985133,0.0283039354438312,0.0062127561453178,0.2221370199155459,"[""COL1A2"",""ITGA9_ITGB1""]",COL1A2,ITGA9_ITGB1,2
FN1_ITGA5_ITGB1,"[""FN1"",""ITGA5_ITGB1""]",FN1,ITGA5_ITGB1,0.401762942658634,2.5,0.20250410246326,0.0372737319769941,0.04752109202374,0.0102473600467458,0.1652303704862658,"[""FN1"",""ITGA5_ITGB1""]",FN1,ITGA5_ITGB1,2
ANGPTL4_CDH5,"[""ANGPTL4"",""CDH5""]",ANGPTL4,CDH5,0.3385267689306566,2.5,0.1522780355193198,0.1036877005929748,0.0247632768252991,-0.0789244237676756,0.1275147586940206,"[""ANGPTL4"",""CDH5""]",ANGPTL4,CDH5,2
UCN_CRHR2,"[""UCN"",""CRHR2""]",UCN,CRHR2,0.3068111288043073,2.5,0.2015647557808507,0.0223568032667977,0.0218363184534331,-0.0005204848133646,0.1907302533871742,"[""UCN"",""CRHR2""]",UCN,CRHR2,2
COL1A1_ITGA1_ITGB1,"[""COL1A1"",""ITGA1_ITGB1""]",COL1A1,ITGA1_ITGB1,0.2887191764382318,2.5,0.1947803076786399,0.0143099596459585,0.0043661580506699,-0.0099438015952885,0.1904141496279699,"[""COL1A1"",""ITGA1_ITGB1""]",COL1A1,ITGA1_ITGB1,2
CXCL12_ACKR3,"[""CXCL12"",""ACKR3""]",CXCL12,ACKR3,0.279975133593707,2.5,0.1647393996267301,0.0170625928793557,0.0096846746279652,-0.0073779182513905,0.1607101104428799,"[""CXCL12"",""ACKR3""]",CXCL12,ACKR3,2
COL1A1_ITGA9_ITGB1,"[""COL1A1"",""ITGA9_ITGB1""]",COL1A1,ITGA9_ITGB1,0.2775775165579739,2.5,0.1875449762798797,0.0109804108554275,0.0138958297973539,0.0029154189419264,0.1765645654244522,"[""COL1A1"",""ITGA9_ITGB1""]",COL1A1,ITGA9_ITGB1,2
AGT_AGTR1,"[""AGT"",""AGTR1""]",AGT,AGTR1,0.2321864192233012,2.5,0.1826852711208698,0.0141006467672291,0.0130812941125741,-0.001019352654655,0.1720614536020282,"[""AGT"",""AGTR1""]",AGT,AGTR1,2
PRSS1_F2R,"[""PRSS1"",""F2R""]",PRSS1,F2R,0.2161437856318491,2.5,0.0907568049649832,0.0683675257712443,0.035092527151478,-0.0332749986197662,0.0675193087571507,"[""PRSS1"",""F2R""]",PRSS1,F2R,2
FN1_ITGA8_ITGB1,"[""FN1"",""ITGA8_ITGB1""]",FN1,ITGA8_ITGB1,0.2113659311502627,2.5,0.1565376753983081,0.010259138989223,0.0086791481854871,-0.0015799908037358,0.1500582279872643,"[""FN1"",""ITGA8_ITGB1""]",FN1,ITGA8_ITGB1,2
COL6A1_ITGA1_ITGB1,"[""COL6A1"",""ITGA1_ITGB1""]",COL6A1,ITGA1_ITGB1,0.188262098429576,2.5,0.1028011284987999,0.0111406700694725,0.0072658152410557,-0.0038748548284167,0.0955353132577442,"[""COL6A1"",""ITGA1_ITGB1""]",COL6A1,ITGA1_ITGB1,2
COL6A2_ITGA1_ITGB1,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,0.1606475046555082,2.5,0.1033747178777324,0.0124108626722683,0.0038450247842151,-0.0085658378880532,0.0995296930935173,"[""COL6A2"",""ITGA1_ITGB1""]",COL6A2,ITGA1_ITGB1,2
COL6A2_ITGA9_ITGB1,"[""COL6A2"",""ITGA9_ITGB1""]",COL6A2,ITGA9_ITGB1,0.1590766299713216,2.5,0.1008600556124425,0.0114590555035546,0.0169678747550937,0.0055088192515391,0.0920365252919913,"[""COL6A2"",""ITGA9_ITGB1""]",COL6A2,ITGA9_ITGB1,2
COL1A1_CD44,"[""COL1A1"",""CD44""]",COL1A1,CD44,0.1432013943329239,2.5,0.0879307823618237,0.0017463692631305,0.020341427145043,0.0185950578819125,0.0861844130986932,"[""COL1A1"",""CD44""]",COL1A1,CD44,2
COL4A1_ITGA9_ITGB1,"[""COL4A1"",""ITGA9_ITGB1""]",COL4A1,ITGA9_ITGB1,0.1366727317486973,2.5,0.0736621397962518,0.0181662941914539,0.0209914038588244,0.0028251096673705,0.0631223505065823,"[""COL4A1"",""ITGA9_ITGB1""]",COL4A1,ITGA9_ITGB1,2
VEGFD_KDR,"[""VEGFD"",""KDR""]",VEGFD,KDR,0.1360287062756359,2.5,0.0574466009132745,0.0220396805555342,0.0282470886757341,0.0062074081201998,0.0455336007600696,"[""VEGFD"",""KDR""]",VEGFD,KDR,2
COL4A1_ITGA1_ITGB1,"[""COL4A1"",""ITGA1_ITGB1""]",COL4A1,ITGA1_ITGB1,0.1331310867013291,2.5,0.0764891600888509,0.0244399040726408,0.005323432902186,-0.0191164711704548,0.0712591985527698,"[""COL4A1"",""ITGA1_ITGB1""]",COL4A1,ITGA1_ITGB1,2
TNR_ITGA8_ITGB1,"[""TNR"",""ITGA8_ITGB1""]",TNR,ITGA8_ITGB1,0.1234679020261022,2.5,0.0781954279094803,0.0090452572800981,0.0114106341442379,0.0023653768641398,0.0700214304187105,"[""TNR"",""ITGA8_ITGB1""]",TNR,ITGA8_ITGB1,2
COL4A2_ITGA1_ITGB1,"[""COL4A2"",""ITGA1_ITGB1""]",COL4A2,ITGA1_ITGB1,0.0961299356658106,2.5,0.0509249274663289,0.0156716866992711,0.0053520754877973,-0.0103196112114737,0.0455728519785315,"[""COL4A2"",""ITGA1_ITGB1""]",COL4A2,ITGA1_ITGB1,2
LAMA4_ITGA9_ITGB1,"[""LAMA4"",""ITGA9_ITGB1""]",LAMA4,ITGA9_ITGB1,0.0884219920829286,2.5,0.0341214777298614,0.0133499130865308,0.0136636197760671,0.0003137066895363,0.021591195028141,"[""LAMA4"",""ITGA9_ITGB1""]",LAMA4,ITGA9_ITGB1,2
JAM3_ITGAM_ITGB2,"[""JAM3"",""ITGAM_ITGB2""]",JAM3,ITGAM_ITGB2,0.0859108562159332,2.5,0.0405391849905978,0.007994534570857,0.0144139991454313,0.0064194645745742,0.0327012578927847,"[""JAM3"",""ITGAM_ITGB2""]",JAM3,ITGAM_ITGB2,2
COL6A3_ITGA9_ITGB1,"[""COL6A3"",""ITGA9_ITGB1""]",COL6A3,ITGA9_ITGB1,0.0843732327826061,2.5,0.0485330017408922,0.0073716951185008,0.0059994963935833,-0.0013721987249175,0.0425335053473088,"[""COL6A3"",""ITGA9_ITGB1""]",COL6A3,ITGA9_ITGB1,2
COL6A3_ITGA1_ITGB1,"[""COL6A3"",""ITGA1_ITGB1""]",COL6A3,ITGA1_ITGB1,0.0837320107892753,2.5,0.0502088670358501,0.0082769906957316,0.0018438049413381,-0.0064331857543934,0.0483650620945119,"[""COL6A3"",""ITGA1_ITGB1""]",COL6A3,ITGA1_ITGB1,2
CDH5_CDH5,"[""CDH5"",""CDH5""]",CDH5,CDH5,0.0776472957413726,2.5,0.0437235784005217,0.024544585095832,0.0021966699992759,-0.0223479150965561,0.0415269084012457,"[""CDH5"",""CDH5""]",CDH5,CDH5,2
LAMA4_ITGA1_ITGB1,"[""LAMA4"",""ITGA1_ITGB1""]",LAMA4,ITGA1_ITGB1,0.076813792156976,2.5,0.0348718855574237,0.0140597780363525,0.003614247447922,-0.0104455305884304,0.0312576381095016,"[""LAMA4"",""ITGA1_ITGB1""]",LAMA4,ITGA1_ITGB1,2
LAMA1_ITGA1_ITGB1,"[""LAMA1"",""ITGA1_ITGB1""]",LAMA1,ITGA1_ITGB1,0.0727097178782598,2.5,0.0296120875935123,0.0114803163531994,0.0055406915471952,-0.0059396248060042,0.024071396046317,"[""LAMA1"",""ITGA1_ITGB1""]",LAMA1,ITGA1_ITGB1,2
LAMA2_ITGA1_ITGB1,"[""LAMA2"",""ITGA1_ITGB1""]",LAMA2,ITGA1_ITGB1,0.0693859170804359,2.5,0.031563129990632,0.0073107529096511,0.0036340457266713,-0.0036767071829797,0.0279290842639606,"[""LAMA2"",""ITGA1_ITGB1""]",LAMA2,ITGA1_ITGB1,2
ESAM_ESAM,"[""ESAM"",""ESAM""]",ESAM,ESAM,0.0624746532217892,2.5,0.0268054278753326,0.0141782422438949,0.0079538664483915,-0.0062243757955034,0.0188515614269411,"[""ESAM"",""ESAM""]",ESAM,ESAM,2
FN1_ITGA4_ITGB1,"[""FN1"",""ITGA4_ITGB1""]",FN1,ITGA4_ITGB1,0.0614719052003285,2.5,0.0327560265758671,0.0076516295445665,0.0044243884600811,-0.0032272410844854,0.028331638115786,"[""FN1"",""ITGA4_ITGB1""]",FN1,ITGA4_ITGB1,2
FN1_ITGA4_ITGB7,"[""FN1"",""ITGA4_ITGB7""]",FN1,ITGA4_ITGB7,0.0546802551302393,2.5,0.0327558736058193,0.0051936728901711,0.0034796517217967,-0.0017140211683743,0.0292762218840226,"[""FN1"",""ITGA4_ITGB7""]",FN1,ITGA4_ITGB7,2
PRSS1_F2RL2,"[""PRSS1"",""F2RL2""]",PRSS1,F2RL2,0.0309437200429051,2.5,0.0147710765959655,0.0143161847670259,0.0037010411267376,-0.0106151436402882,0.0121765837728096,"[""PRSS1"",""F2RL2""]",PRSS1,F2RL2,2
LAMC3_ITGA9_ITGB1,"[""LAMC3"",""ITGA9_ITGB1""]",LAMC3,ITGA9_ITGB1,0.0288290855550439,2.5,0.0161059680313542,0.002128754318157,0.0012079773521445,-0.0009207769660125,0.0148979906792097,"[""LAMC3"",""ITGA9_ITGB1""]",LAMC3,ITGA9_ITGB1,2
COL9A2_ITGA1_ITGB1,"[""COL9A2"",""ITGA1_ITGB1""]",COL9A2,ITGA1_ITGB1,0.0286578448347077,2.5,0.0118919550292178,0.0035335211311276,0.002129012820414,-0.0014045083107135,0.0097629422088038,"[""COL9A2"",""ITGA1_ITGB1""]",COL9A2,ITGA1_ITGB1,2
COL1A1_ITGA10_ITGB1,"[""COL1A1"",""ITGA10_ITGB1""]",COL1A1,ITGA10_ITGB1,0.0285107679126255,2.5,0.0215602398106945,0.00079969647999,0.0022090904637736,0.0014093939837835,0.0207605433307044,"[""COL1A1"",""ITGA10_ITGB1""]",COL1A1,ITGA10_ITGB1,2
VEGFC_KDR,"[""VEGFC"",""KDR""]",VEGFC,KDR,0.0263300647909079,2.5,0.010420377083004,0.0078545462105795,0.007232474824552,-0.0006220713860274,0.0082032083088506,"[""VEGFC"",""KDR""]",VEGFC,KDR,2
COL6A6_ITGA9_ITGB1,"[""COL6A6"",""ITGA9_ITGB1""]",COL6A6,ITGA9_ITGB1,0.0244975379516366,2.5,0.0118389338632151,0.0023514322082802,0.0031848270311506,0.0008333948228703,0.0094875016549349,"[""COL6A6"",""ITGA9_ITGB1""]",COL6A6,ITGA9_ITGB1,2
COL6A6_ITGA1_ITGB1,"[""COL6A6"",""ITGA1_ITGB1""]",COL6A6,ITGA1_ITGB1,0.0244563741914075,2.5,0.0121223278292606,0.0032804612765802,0.0007968907251715,-0.0024835705514087,0.0113254371040891,"[""COL6A6"",""ITGA1_ITGB1""]",COL6A6,ITGA1_ITGB1,2
THY1_ITGAM_ITGB2,"[""THY1"",""ITGAM_ITGB2""]",THY1,ITGAM_ITGB2,0.0188792292061307,2.5,0.0104514553824493,0.0034220964125974,0.0027014892628673,-0.0007206071497301,0.0093895511835782,"[""THY1"",""ITGAM_ITGB2""]",THY1,ITGAM_ITGB2,2
CD40LG_ITGAM_ITGB2,"[""CD40LG"",""ITGAM_ITGB2""]",CD40LG,ITGAM_ITGB2,0.0165700345661688,2.5,0.008877070381885,0.0028475238209202,0.0015046148832904,-0.0013429089376297,0.0076033709948856,"[""CD40LG"",""ITGAM_ITGB2""]",CD40LG,ITGAM_ITGB2,2
LAMB3_ITGA1_ITGB1,"[""LAMB3"",""ITGA1_ITGB1""]",LAMB3,ITGA1_ITGB1,0.0137518182775092,2.5,0.0060514439842971,0.0036622725567954,0.000728933276992,-0.0029333392798034,0.005322510707305,"[""LAMB3"",""ITGA1_ITGB1""]",LAMB3,ITGA1_ITGB1,2
PTHLH_PTH1R,"[""PTHLH"",""PTH1R""]",PTHLH,PTH1R,0.0102868248076655,2.5,0.0053441114496524,0.0007667473451807,0.0001269386197315,-0.0006398087254491,0.0052171728299208,"[""PTHLH"",""PTH1R""]",PTHLH,PTH1R,2
EDN1_EDNRA,"[""EDN1"",""EDNRA""]",EDN1,EDNRA,0.0077618740838792,2.5,0.0049696194914919,0.0005199319735703,0.0006186418317714,9.87098582010984e-05,0.0046592229594415,"[""EDN1"",""EDNRA""]",EDN1,EDNRA,2
GDNF_GFRA1_RET,"[""GDNF"",""GFRA1_RET""]",GDNF,GFRA1_RET,0.0045252509048641,2.5,0.0021501256275373,0.0014793288450038,0.0001763096896092,-0.0013030191553946,0.001973815937928,"[""GDNF"",""GFRA1_RET""]",GDNF,GFRA1_RET,2
