pair,pair_id,ligand,receptor,auc,peak_time,peak_score,start_score,end_score,delta_end_start,score_range,pair_id_identity,ligand_identity,receptor_identity,cluster
NRXN1_NLGN2,"[""NRXN1"",""NLGN2""]",NRXN1,NLGN2,7.552451909470443,3.5,3.303555517106516,1.3056969812423134,2.4455772792456836,1.1398802980033702,2.3732708945522054,"[""NRXN1"",""NLGN2""]",NRXN1,NLGN2,1
EFNB2_EPHA4,"[""EFNB2"",""EPHA4""]",EFNB2,EPHA4,7.490055039473546,3.5,3.628423209942821,1.9827223966180296,2.6747094066554307,0.6919870100374008,2.606338440744992,"[""EFNB2"",""EPHA4""]",EFNB2,EPHA4,1
WNT7B_FZD6_LRP6,"[""WNT7B"",""FZD6_LRP6""]",WNT7B,FZD6_LRP6,6.544150717401825,3.5,2.2204033730049075,2.1349631340282236,1.905127594824557,-0.2298355392036666,1.1743494631579872,"[""WNT7B"",""FZD6_LRP6""]",WNT7B,FZD6_LRP6,1
NTS_NTSR1,"[""NTS"",""NTSR1""]",NTS,NTSR1,4.972223893368201,3.5,2.083326396367194,0.7166336586765479,0.92562793373664,0.2089942750600921,1.5989223109853563,"[""NTS"",""NTSR1""]",NTS,NTSR1,1
WNT8B_FZD2_LRP6,"[""WNT8B"",""FZD2_LRP6""]",WNT8B,FZD2_LRP6,4.643014056029692,3.5,1.7987449458677165,0.3621170691990102,1.5279262490615984,1.1658091798625885,1.4366278766687062,"[""WNT8B"",""FZD2_LRP6""]",WNT8B,FZD2_LRP6,1
EFNA3_EPHA4,"[""EFNA3"",""EPHA4""]",EFNA3,EPHA4,4.582576135644236,3.5,2.10451133031531,0.7813946016287417,1.5792710632544018,0.7978764616256601,1.429478267187334,"[""EFNA3"",""EPHA4""]",EFNA3,EPHA4,1
WNT8B_FZD3_LRP6,"[""WNT8B"",""FZD3_LRP6""]",WNT8B,FZD3_LRP6,4.451642709770298,3.5,1.7898493357067853,0.3731890717822176,1.5293232005804134,1.1561341287981957,1.4166602639245676,"[""WNT8B"",""FZD3_LRP6""]",WNT8B,FZD3_LRP6,1
FGF2_FGFR1,"[""FGF2"",""FGFR1""]",FGF2,FGFR1,4.354425494507048,3.5,1.624064694355363,0.9135629703565068,0.8807825415338498,-0.0327804288226569,0.8952921946571099,"[""FGF2"",""FGFR1""]",FGF2,FGFR1,1
WNT8B_FZD2_LRP5,"[""WNT8B"",""FZD2_LRP5""]",WNT8B,FZD2_LRP5,3.887483735464661,3.5,1.4743501119515263,0.3908524795458508,1.2219944861518588,0.831142006606008,1.0834976324056758,"[""WNT8B"",""FZD2_LRP5""]",WNT8B,FZD2_LRP5,1
WNT8B_FZD3_LRP5,"[""WNT8B"",""FZD3_LRP5""]",WNT8B,FZD3_LRP5,3.830459633195228,3.5,1.4743501119515263,0.3908571734150171,1.2219944861518588,0.8311373127368418,1.0834929385365095,"[""WNT8B"",""FZD3_LRP5""]",WNT8B,FZD3_LRP5,1
WNT7B_FZD10_LRP6,"[""WNT7B"",""FZD10_LRP6""]",WNT7B,FZD10_LRP6,3.5284357819775507,3.5,1.279510724601836,0.9343682476688564,1.2247881005506882,0.2904198528818319,0.6172521185173163,"[""WNT7B"",""FZD10_LRP6""]",WNT7B,FZD10_LRP6,1
WNT7B_FZD10_LRP5,"[""WNT7B"",""FZD10_LRP5""]",WNT7B,FZD10_LRP5,3.5283849244952616,3.5,1.279510724601836,0.9342485177852208,1.2247881005506882,0.2905395827654674,0.6172521185173163,"[""WNT7B"",""FZD10_LRP5""]",WNT7B,FZD10_LRP5,1
THBS3_SDC4,"[""THBS3"",""SDC4""]",THBS3,SDC4,3.3297275852479515,3.5,1.4775108387498088,0.8677138494504054,1.1554171481981563,0.2877032987477509,0.994602796869564,"[""THBS3"",""SDC4""]",THBS3,SDC4,1
WNT7A_FZD2_LRP6,"[""WNT7A"",""FZD2_LRP6""]",WNT7A,FZD2_LRP6,3.127438428668957,3.5,1.2328345115528927,0.4760308480922823,1.0426031821065789,0.5665723340142965,0.7568036634606103,"[""WNT7A"",""FZD2_LRP6""]",WNT7A,FZD2_LRP6,1
WNT7A_FZD3_LRP6,"[""WNT7A"",""FZD3_LRP6""]",WNT7A,FZD3_LRP6,3.0364161698401473,3.5,1.224388232948849,0.4851721439431763,1.0417173475757957,0.5565452036326192,0.7392160890056726,"[""WNT7A"",""FZD3_LRP6""]",WNT7A,FZD3_LRP6,1
WNT7A_FZD2_LRP5,"[""WNT7A"",""FZD2_LRP5""]",WNT7A,FZD2_LRP5,3.015532964881237,3.5,1.0222377921158687,0.586192467238582,0.9516490195918552,0.3654565523532733,0.5646514926885603,"[""WNT7A"",""FZD2_LRP5""]",WNT7A,FZD2_LRP5,1
WNT7A_FZD3_LRP5,"[""WNT7A"",""FZD3_LRP5""]",WNT7A,FZD3_LRP5,2.924492207906325,3.5,1.0222377921158687,0.586219874506433,0.9516490195918552,0.3654291450854223,0.5646514926885603,"[""WNT7A"",""FZD3_LRP5""]",WNT7A,FZD3_LRP5,1
WNT8B_FZD8_LRP5,"[""WNT8B"",""FZD8_LRP5""]",WNT8B,FZD8_LRP5,2.6878609379591616,3.5,1.26418431500627,0.2305356455012178,1.2095630633700103,0.9790274178687924,1.0336486695050522,"[""WNT8B"",""FZD8_LRP5""]",WNT8B,FZD8_LRP5,1
WNT8B_FZD8_LRP6,"[""WNT8B"",""FZD8_LRP6""]",WNT8B,FZD8_LRP6,2.634669855258844,3.5,1.2645148637214687,0.2184758137960873,1.251175169099623,1.0326993553035355,1.046039049925381,"[""WNT8B"",""FZD8_LRP6""]",WNT8B,FZD8_LRP6,1
SEMA4A_PLXNB3,"[""SEMA4A"",""PLXNB3""]",SEMA4A,PLXNB3,2.5932120117515685,3.5,1.080159469422995,0.5816428481266377,0.880688875283558,0.2990460271569203,0.7217039437318502,"[""SEMA4A"",""PLXNB3""]",SEMA4A,PLXNB3,1
LAMA1_SV2A,"[""LAMA1"",""SV2A""]",LAMA1,SV2A,2.0982592842067156,3.5,0.9219919487344465,0.4100701648067401,0.6346132797307248,0.2245431149239847,0.6609998966598866,"[""LAMA1"",""SV2A""]",LAMA1,SV2A,1
FGF9_FGFR1,"[""FGF9"",""FGFR1""]",FGF9,FGFR1,1.7515103273735035,3.5,0.7868291022549119,0.3931300174985752,0.4559712509739367,0.0628412334753615,0.5774207373342716,"[""FGF9"",""FGFR1""]",FGF9,FGFR1,1
SEMA3F_NRP2_PLXNA1,"[""SEMA3F"",""NRP2_PLXNA1""]",SEMA3F,NRP2_PLXNA1,1.6834108755774042,3.5,0.7446524009640136,0.212706901165107,0.3614100020350111,0.1487031008699041,0.5468387759866848,"[""SEMA3F"",""NRP2_PLXNA1""]",SEMA3F,NRP2_PLXNA1,1
SEMA3F_NRP2_PLXNA4,"[""SEMA3F"",""NRP2_PLXNA4""]",SEMA3F,NRP2_PLXNA4,1.6173741136810285,3.5,0.6750148545998826,0.1622383583516426,0.3365984648063591,0.1743601064547164,0.5127764962482401,"[""SEMA3F"",""NRP2_PLXNA4""]",SEMA3F,NRP2_PLXNA4,1
NRG3_ERBB2_ERBB4,"[""NRG3"",""ERBB2_ERBB4""]",NRG3,ERBB2_ERBB4,1.5474576772434143,3.5,0.7151219657483385,0.2878107933011947,0.4819282228786615,0.1941174295774667,0.506352577120847,"[""NRG3"",""ERBB2_ERBB4""]",NRG3,ERBB2_ERBB4,1
SEMA3F_NRP2_PLXNA3,"[""SEMA3F"",""NRP2_PLXNA3""]",SEMA3F,NRP2_PLXNA3,1.5017383864701317,3.5,0.5650147292874944,0.1983275209183803,0.3312887680406691,0.1329612471222887,0.4038374507892222,"[""SEMA3F"",""NRP2_PLXNA3""]",SEMA3F,NRP2_PLXNA3,1
EFNB1_EPHB3,"[""EFNB1"",""EPHB3""]",EFNB1,EPHB3,1.3599231337725923,3.5,0.5943492414512028,0.384328874881967,0.4104105547326686,0.0260816798507016,0.4247720451345027,"[""EFNB1"",""EPHB3""]",EFNB1,EPHB3,1
WNT7A_FZD6_LRP5,"[""WNT7A"",""FZD6_LRP5""]",WNT7A,FZD6_LRP5,1.319465417212914,3.5,0.4915343048097098,0.4095247703931083,0.3938751172700946,-0.0156496531230137,0.2368086990491315,"[""WNT7A"",""FZD6_LRP5""]",WNT7A,FZD6_LRP5,1
WNT7A_FZD6_LRP6,"[""WNT7A"",""FZD6_LRP6""]",WNT7A,FZD6_LRP6,1.31146772191614,3.5,0.4915343048097098,0.3748862980847764,0.3955134002606193,0.0206271021758428,0.2366253805391659,"[""WNT7A"",""FZD6_LRP6""]",WNT7A,FZD6_LRP6,1
NRG1_ERBB2_ERBB4,"[""NRG1"",""ERBB2_ERBB4""]",NRG1,ERBB2_ERBB4,1.2388949251520178,3.5,0.439480089719485,0.3617977796786384,0.3001455189903465,-0.0616522606882919,0.3005160886455038,"[""NRG1"",""ERBB2_ERBB4""]",NRG1,ERBB2_ERBB4,1
FGF10_FGFR1,"[""FGF10"",""FGFR1""]",FGF10,FGFR1,1.1936417893823164,3.5,0.4706315963233869,0.2546584266877031,0.2078704064058355,-0.0467880202818675,0.3414783732161174,"[""FGF10"",""FGFR1""]",FGF10,FGFR1,1
TNC_ITGA9_ITGB1,"[""TNC"",""ITGA9_ITGB1""]",TNC,ITGA9_ITGB1,1.127591955436491,3.5,0.4571585115884593,0.126343475939979,0.261212591062433,0.134869115122454,0.3308150356484803,"[""TNC"",""ITGA9_ITGB1""]",TNC,ITGA9_ITGB1,1
LAMA5_ITGA3_ITGB1,"[""LAMA5"",""ITGA3_ITGB1""]",LAMA5,ITGA3_ITGB1,0.9976235335534916,3.5,0.5204621537594611,0.1213045753754197,0.4334710330699016,0.3121664576944819,0.3991575783840414,"[""LAMA5"",""ITGA3_ITGB1""]",LAMA5,ITGA3_ITGB1,1
LAMA1_ITGA6_ITGB4,"[""LAMA1"",""ITGA6_ITGB4""]",LAMA1,ITGA6_ITGB4,0.9323664984661288,3.5,0.320368132495999,0.228344342790402,0.1643887631120257,-0.0639555796783763,0.1576662187853138,"[""LAMA1"",""ITGA6_ITGB4""]",LAMA1,ITGA6_ITGB4,1
LAMA4_ITGA6_ITGB1,"[""LAMA4"",""ITGA6_ITGB1""]",LAMA4,ITGA6_ITGB1,0.9172086638923088,3.5,0.3475394766458267,0.2442564306487079,0.2333601701375522,-0.0108962605111556,0.2160273560379648,"[""LAMA4"",""ITGA6_ITGB1""]",LAMA4,ITGA6_ITGB1,1
WNT11_FZD8,"[""WNT11"",""FZD8""]",WNT11,FZD8,0.8904056625644681,3.5,0.3819813711129195,0.1116116919915794,0.2734106599986484,0.161798968007069,0.2703696791213401,"[""WNT11"",""FZD8""]",WNT11,FZD8,1
LAMA2_ITGA6_ITGB1,"[""LAMA2"",""ITGA6_ITGB1""]",LAMA2,ITGA6_ITGB1,0.8659857072759103,3.5,0.3280039266580941,0.1406935169309811,0.2287393824428406,0.0880458655118595,0.1950913439453692,"[""LAMA2"",""ITGA6_ITGB1""]",LAMA2,ITGA6_ITGB1,1
COL9A2_SDC4,"[""COL9A2"",""SDC4""]",COL9A2,SDC4,0.7564171006817144,3.5,0.2954695458818846,0.1111921578808696,0.2798453441599135,0.1686531862790439,0.1861241471473361,"[""COL9A2"",""SDC4""]",COL9A2,SDC4,1
WNT7A_FZD10_LRP6,"[""WNT7A"",""FZD10_LRP6""]",WNT7A,FZD10_LRP6,0.7094466235090475,3.5,0.2821407471493317,0.1667149193240672,0.2504548263653759,0.0837399070413087,0.1521845125620528,"[""WNT7A"",""FZD10_LRP6""]",WNT7A,FZD10_LRP6,1
WNT7A_FZD10_LRP5,"[""WNT7A"",""FZD10_LRP5""]",WNT7A,FZD10_LRP5,0.7094338215127467,3.5,0.2821407471493317,0.166680635475321,0.2504548263653759,0.0837741908900548,0.1521845125620528,"[""WNT7A"",""FZD10_LRP5""]",WNT7A,FZD10_LRP5,1
WNT7A_FZD5_LRP6,"[""WNT7A"",""FZD5_LRP6""]",WNT7A,FZD5_LRP6,0.6971683478814864,3.5,0.2438665833402283,0.0923571267694925,0.1787855602267453,0.0864284334572527,0.1515094565707357,"[""WNT7A"",""FZD5_LRP6""]",WNT7A,FZD5_LRP6,1
RELN_ITGA3_ITGB1,"[""RELN"",""ITGA3_ITGB1""]",RELN,ITGA3_ITGB1,0.5829913333653323,3.5,0.2666974469548329,0.1114350338730583,0.1728787512823645,0.0614437174093062,0.1885415506218004,"[""RELN"",""ITGA3_ITGB1""]",RELN,ITGA3_ITGB1,1
EFNA3_EPHA2,"[""EFNA3"",""EPHA2""]",EFNA3,EPHA2,0.5769370567052967,3.5,0.2421142736202754,0.1030871509471201,0.2141113463941107,0.1110241954469906,0.1521609264933318,"[""EFNA3"",""EPHA2""]",EFNA3,EPHA2,1
ANGPTL4_ITGA5_ITGB1,"[""ANGPTL4"",""ITGA5_ITGB1""]",ANGPTL4,ITGA5_ITGB1,0.5478464546602104,3.5,0.1993137492231328,0.1607355646357803,0.1250329854909935,-0.0357025791447868,0.1444870387950643,"[""ANGPTL4"",""ITGA5_ITGB1""]",ANGPTL4,ITGA5_ITGB1,1
EFNB2_EPHB3,"[""EFNB2"",""EPHB3""]",EFNB2,EPHB3,0.5357021915179799,3.5,0.2517681517296083,0.1452101910474124,0.1904958071412331,0.0452856160938206,0.1712304681364816,"[""EFNB2"",""EPHB3""]",EFNB2,EPHB3,1
WNT4_FZD3_LRP6,"[""WNT4"",""FZD3_LRP6""]",WNT4,FZD3_LRP6,0.4589576955385459,3.5,0.177905213465278,0.0477807193561139,0.1390532070016756,0.0912724876455616,0.1301244941091641,"[""WNT4"",""FZD3_LRP6""]",WNT4,FZD3_LRP6,1
LAMB3_SV2B,"[""LAMB3"",""SV2B""]",LAMB3,SV2B,0.4490636473698197,3.5,0.1901675612312035,0.1814733730821832,0.142601973537142,-0.0388713995450412,0.1672965759351819,"[""LAMB3"",""SV2B""]",LAMB3,SV2B,1
LAMB3_SV2A,"[""LAMB3"",""SV2A""]",LAMB3,SV2A,0.4316608415952109,3.5,0.2016665950472241,0.1530181042399179,0.1329862779394579,-0.02003182630046,0.1751702380360179,"[""LAMB3"",""SV2A""]",LAMB3,SV2A,1
LAMA1_ITGA3_ITGB1,"[""LAMA1"",""ITGA3_ITGB1""]",LAMA1,ITGA3_ITGB1,0.3446948197896721,3.5,0.1708450844075505,0.0443882810211717,0.1313076926235129,0.0869194116023411,0.1264568033863787,"[""LAMA1"",""ITGA3_ITGB1""]",LAMA1,ITGA3_ITGB1,1
WNT10B_FZD2_LRP6,"[""WNT10B"",""FZD2_LRP6""]",WNT10B,FZD2_LRP6,0.3440043037390203,3.5,0.1470835163032142,0.0496503937506694,0.0987181300256826,0.0490677362750131,0.0974331225525448,"[""WNT10B"",""FZD2_LRP6""]",WNT10B,FZD2_LRP6,1
WNT10B_FZD3_LRP6,"[""WNT10B"",""FZD3_LRP6""]",WNT10B,FZD3_LRP6,0.3371215293491516,3.5,0.1460034275961918,0.0511529767044425,0.0985120357022437,0.0473590589978012,0.1057441794571063,"[""WNT10B"",""FZD3_LRP6""]",WNT10B,FZD3_LRP6,1
WNT10B_FZD2_LRP5,"[""WNT10B"",""FZD2_LRP5""]",WNT10B,FZD2_LRP5,0.3213565940102102,3.5,0.120376259050871,0.0595525775680359,0.0889008062975036,0.0293482287294677,0.0762020879155921,"[""WNT10B"",""FZD2_LRP5""]",WNT10B,FZD2_LRP5,1
WNT4_FZD8_LRP5,"[""WNT4"",""FZD8_LRP5""]",WNT4,FZD8_LRP5,0.31855800159608,3.5,0.1202815394505601,0.0288860125741838,0.1165804780132056,0.0876944654390217,0.0913955268763762,"[""WNT4"",""FZD8_LRP5""]",WNT4,FZD8_LRP5,1
WNT10B_FZD3_LRP5,"[""WNT10B"",""FZD3_LRP5""]",WNT10B,FZD3_LRP5,0.3125419606622363,3.5,0.120376259050871,0.0595585554078266,0.0889008062975036,0.029342250889677,0.0762020879155921,"[""WNT10B"",""FZD3_LRP5""]",WNT10B,FZD3_LRP5,1
EFNA1_EPHA2,"[""EFNA1"",""EPHA2""]",EFNA1,EPHA2,0.2965544994536968,3.5,0.1048141409729245,0.0804962584879861,0.0876443498193465,0.0071480913313604,0.0690147421394961,"[""EFNA1"",""EPHA2""]",EFNA1,EPHA2,1
WNT4_FZD8_LRP6,"[""WNT4"",""FZD8_LRP6""]",WNT4,FZD8_LRP6,0.2908386437276246,3.5,0.1203138069106658,0.0275641060022556,0.1192981834336937,0.091734077431438,0.0927497009084102,"[""WNT4"",""FZD8_LRP6""]",WNT4,FZD8_LRP6,1
EFNA1_EPHA8,"[""EFNA1"",""EPHA8""]",EFNA1,EPHA8,0.2755158627694828,3.5,0.0964201044604422,0.0365161221004741,0.0683980375546244,0.0318819154541502,0.059903982359968,"[""EFNA1"",""EPHA8""]",EFNA1,EPHA8,1
LAMC1_ITGA9_ITGB1,"[""LAMC1"",""ITGA9_ITGB1""]",LAMC1,ITGA9_ITGB1,0.2569246266049293,3.5,0.0974124670443983,0.0269624095844326,0.0637003626192105,0.0367379530347778,0.0704500574599657,"[""LAMC1"",""ITGA9_ITGB1""]",LAMC1,ITGA9_ITGB1,1
LAMA5_ITGA9_ITGB1,"[""LAMA5"",""ITGA9_ITGB1""]",LAMA5,ITGA9_ITGB1,0.2476155018334715,3.5,0.09866860539155,0.0192433771866294,0.0671537238975416,0.0479103467109122,0.0794252282049206,"[""LAMA5"",""ITGA9_ITGB1""]",LAMA5,ITGA9_ITGB1,1
WNT10B_FZD8_LRP5,"[""WNT10B"",""FZD8_LRP5""]",WNT10B,FZD8_LRP5,0.2458196109199692,3.5,0.1043668455612736,0.0384953245438525,0.0884925004098144,0.0499971758659619,0.0730527704406228,"[""WNT10B"",""FZD8_LRP5""]",WNT10B,FZD8_LRP5,1
ADM_CALCR,"[""ADM"",""CALCR""]",ADM,CALCR,0.2336200361445114,3.5,0.1059499723185962,0.0244096201085008,0.0624052887831288,0.0379956686746279,0.0815403522100954,"[""ADM"",""CALCR""]",ADM,CALCR,1
WNT10B_FZD8_LRP6,"[""WNT10B"",""FZD8_LRP6""]",WNT10B,FZD8_LRP6,0.2258978380306283,3.5,0.1043993113264396,0.034776827585102,0.0875792111971582,0.0528023836120561,0.0780628820513516,"[""WNT10B"",""FZD8_LRP6""]",WNT10B,FZD8_LRP6,1
FGF8_FGFR1,"[""FGF8"",""FGFR1""]",FGF8,FGFR1,0.1932419577466194,3.5,0.0928460663971651,0.0436469552964601,0.0798739651476714,0.0362270098512112,0.0879474172772095,"[""FGF8"",""FGFR1""]",FGF8,FGFR1,1
LAMB3_ITGA6_ITGB4,"[""LAMB3"",""ITGA6_ITGB4""]",LAMB3,ITGA6_ITGB4,0.175153700012739,3.5,0.0681547355278077,0.06418539750437,0.0438251894980905,-0.0203602080062794,0.0463797048351775,"[""LAMB3"",""ITGA6_ITGB4""]",LAMB3,ITGA6_ITGB4,1
WNT10B_FZD6_LRP5,"[""WNT10B"",""FZD6_LRP5""]",WNT10B,FZD6_LRP5,0.1419546814400657,3.5,0.0577339567435305,0.0428582658994725,0.03684852381259,-0.0060097420868824,0.0413024487600772,"[""WNT10B"",""FZD6_LRP5""]",WNT10B,FZD6_LRP5,1
WNT10B_FZD6_LRP6,"[""WNT10B"",""FZD6_LRP6""]",WNT10B,FZD6_LRP6,0.1411044238821976,3.5,0.0577339567435305,0.0390284971557524,0.0371149895351207,-0.0019135076206316,0.041253035292398,"[""WNT10B"",""FZD6_LRP6""]",WNT10B,FZD6_LRP6,1
JAG2_NOTCH3,"[""JAG2"",""NOTCH3""]",JAG2,NOTCH3,0.1346498528838268,3.5,0.0543274094773962,0.0179640674356699,0.0486248765154341,0.0306608090797642,0.0363633420417263,"[""JAG2"",""NOTCH3""]",JAG2,NOTCH3,1
WNT4_FZD10_LRP6,"[""WNT4"",""FZD10_LRP6""]",WNT4,FZD10_LRP6,0.1089893340100041,3.5,0.0398792768362915,0.0155479600781631,0.0361771366236589,0.0206291765454957,0.0243313167581283,"[""WNT4"",""FZD10_LRP6""]",WNT4,FZD10_LRP6,1
WNT4_FZD10_LRP5,"[""WNT4"",""FZD10_LRP5""]",WNT4,FZD10_LRP5,0.1089852329555652,3.5,0.0398792768362915,0.0155359923812537,0.0361771366236589,0.0206411442424052,0.0243432844550378,"[""WNT4"",""FZD10_LRP5""]",WNT4,FZD10_LRP5,1
NPY_GPR83,"[""NPY"",""GPR83""]",NPY,GPR83,0.086935849378029,3.5,0.052847497157241,0.0014339751763472,0.0350767301182038,0.0336427549418565,0.0514135219808937,"[""NPY"",""GPR83""]",NPY,GPR83,1
LAMA1_ITGA9_ITGB1,"[""LAMA1"",""ITGA9_ITGB1""]",LAMA1,ITGA9_ITGB1,0.0861469732369836,3.5,0.0325046866261412,0.0067698836623695,0.0196545262578246,0.0128846425954551,0.0257348029637717,"[""LAMA1"",""ITGA9_ITGB1""]",LAMA1,ITGA9_ITGB1,1
WNT10B_FZD10_LRP6,"[""WNT10B"",""FZD10_LRP6""]",WNT10B,FZD10_LRP6,0.0741412126918648,3.5,0.0328841241411969,0.0160796844990941,0.0218765662575042,0.00579688175841,0.025219671333519,"[""WNT10B"",""FZD10_LRP6""]",WNT10B,FZD10_LRP6,1
WNT10B_FZD10_LRP5,"[""WNT10B"",""FZD10_LRP5""]",WNT10B,FZD10_LRP5,0.0741340768220955,3.5,0.0328841241411969,0.0160546569524652,0.0218765662575042,0.0058219093050389,0.025219671333519,"[""WNT10B"",""FZD10_LRP5""]",WNT10B,FZD10_LRP5,1
COL4A1_CD44,"[""COL4A1"",""CD44""]",COL4A1,CD44,0.0723109499784059,3.5,0.0381474394947064,0.0034998554253162,0.0322300284947213,0.028730173069405,0.0346475840693901,"[""COL4A1"",""CD44""]",COL4A1,CD44,1
LAMB3_ITGA3_ITGB1,"[""LAMB3"",""ITGA3_ITGB1""]",LAMB3,ITGA3_ITGB1,0.0703057477107431,3.5,0.0375599171301602,0.0204289781403763,0.0304019461001893,0.009972967959813,0.0323102810335901,"[""LAMB3"",""ITGA3_ITGB1""]",LAMB3,ITGA3_ITGB1,1
MSTN_ACVR1B_ACVR2A,"[""MSTN"",""ACVR1B_ACVR2A""]",MSTN,ACVR1B_ACVR2A,0.0667301853628516,3.5,0.0299858401830197,0.0131218712310101,0.0293501058584398,0.0162282346274297,0.0228390618853765,"[""MSTN"",""ACVR1B_ACVR2A""]",MSTN,ACVR1B_ACVR2A,1
PLG_F2R,"[""PLG"",""F2R""]",PLG,F2R,0.0661361002535735,3.5,0.0281474969253507,0.000473937325429,0.0255187726761209,0.0250448353506918,0.0276735595999217,"[""PLG"",""F2R""]",PLG,F2R,1
DLL4_NOTCH3,"[""DLL4"",""NOTCH3""]",DLL4,NOTCH3,0.0446293309781067,3.5,0.0171521961306136,0.0048610538896612,0.0147959919045794,0.0099349380149182,0.0122911422409524,"[""DLL4"",""NOTCH3""]",DLL4,NOTCH3,1
GAS6_MERTK,"[""GAS6"",""MERTK""]",GAS6,MERTK,0.0443067414905003,3.5,0.0186098914227622,0.0038686164182712,0.0175643595401953,0.013695743121924,0.0160933481575321,"[""GAS6"",""MERTK""]",GAS6,MERTK,1
TGFB3_TGFBR1_TGFBR2,"[""TGFB3"",""TGFBR1_TGFBR2""]",TGFB3,TGFBR1_TGFBR2,0.0412348928628338,3.5,0.0183277742825825,0.0060377339939705,0.0166007097460641,0.0105629757520936,0.0130103494621807,"[""TGFB3"",""TGFBR1_TGFBR2""]",TGFB3,TGFBR1_TGFBR2,1
TGFB3_ACVR1B_TGFBR2,"[""TGFB3"",""ACVR1B_TGFBR2""]",TGFB3,ACVR1B_TGFBR2,0.0407720330658186,3.5,0.0183277742825825,0.0052565223881005,0.0166202788550927,0.0113637564669922,0.013071251894482,"[""TGFB3"",""ACVR1B_TGFBR2""]",TGFB3,ACVR1B_TGFBR2,1
GDF5_BMPR1A_ACVR2A,"[""GDF5"",""BMPR1A_ACVR2A""]",GDF5,BMPR1A_ACVR2A,0.0360126532953023,3.5,0.0140707124889697,0.0121541612080674,0.006760508003198,-0.0053936532048694,0.0101769482584034,"[""GDF5"",""BMPR1A_ACVR2A""]",GDF5,BMPR1A_ACVR2A,1
GDF5_BMPR1A_BMPR2,"[""GDF5"",""BMPR1A_BMPR2""]",GDF5,BMPR1A_BMPR2,0.0360126532953023,3.5,0.0140707124889697,0.0121541612080674,0.006760508003198,-0.0053936532048694,0.0101769482584034,"[""GDF5"",""BMPR1A_BMPR2""]",GDF5,BMPR1A_BMPR2,1
FGF8_FGFR3,"[""FGF8"",""FGFR3""]",FGF8,FGFR3,0.030827829135087,3.5,0.0175716371915477,0.0052729543019417,0.0134723729385464,0.0081994186366046,0.0160230105252683,"[""FGF8"",""FGFR3""]",FGF8,FGFR3,1
INHBB_ACVR1C_ACVR2A,"[""INHBB"",""ACVR1C_ACVR2A""]",INHBB,ACVR1C_ACVR2A,0.0306278976733708,3.5,0.0162846156499103,0.0068466456585283,0.0153142133676213,0.0084675677090929,0.0125197325594663,"[""INHBB"",""ACVR1C_ACVR2A""]",INHBB,ACVR1C_ACVR2A,1
UTS2B_SSTR5,"[""UTS2B"",""SSTR5""]",UTS2B,SSTR5,0.0265071944002364,3.5,0.0131862002487525,0.0009710995590066,0.0055286531873493,0.0045575536283427,0.0122151006897458,"[""UTS2B"",""SSTR5""]",UTS2B,SSTR5,1
LAMA3_ITGA3_ITGB1,"[""LAMA3"",""ITGA3_ITGB1""]",LAMA3,ITGA3_ITGB1,0.023846041134734,3.5,0.0088493483894078,0.0008041300319693,0.0044691810557759,0.0036650510238066,0.0080452183574385,"[""LAMA3"",""ITGA3_ITGB1""]",LAMA3,ITGA3_ITGB1,1
FGF8_FGFR4,"[""FGF8"",""FGFR4""]",FGF8,FGFR4,0.0193359683108104,3.5,0.0122196965071996,0.0032356141121614,0.0103111680053627,0.0070755538932012,0.0111971050515357,"[""FGF8"",""FGFR4""]",FGF8,FGFR4,1
LAMB3_ITGA9_ITGB1,"[""LAMB3"",""ITGA9_ITGB1""]",LAMB3,ITGA9_ITGB1,0.0170335210485712,3.5,0.006998745289384,0.0041650750929824,0.0048395463100228,0.0006744712170403,0.0053507065918909,"[""LAMB3"",""ITGA9_ITGB1""]",LAMB3,ITGA9_ITGB1,1
PLG_F2RL2,"[""PLG"",""F2RL2""]",PLG,F2RL2,0.0085556323825552,3.5,0.0038370921572546,7.716815450616116e-05,0.0027120406556057,0.0026348725010995,0.0037599240027484,"[""PLG"",""F2RL2""]",PLG,F2RL2,1
ADIPOQ_ADIPOR1,"[""ADIPOQ"",""ADIPOR1""]",ADIPOQ,ADIPOR1,0.0066537329337218,3.5,0.003118734035731,0.0021588830936837,0.0014086179210187,-0.000750265172665,0.002580940639438,"[""ADIPOQ"",""ADIPOR1""]",ADIPOQ,ADIPOR1,1
WNT7B_FZD8_LRP5,"[""WNT7B"",""FZD8_LRP5""]",WNT7B,FZD8_LRP5,11.524015720894887,4.0,4.581865502948109,2.158285226872719,4.581865502948109,2.4235802760753895,3.3037563110446633,"[""WNT7B"",""FZD8_LRP5""]",WNT7B,FZD8_LRP5,1
WNT7B_FZD8_LRP6,"[""WNT7B"",""FZD8_LRP6""]",WNT7B,FZD8_LRP6,10.51792410785566,4.0,4.453298512032447,1.978811373956388,4.453298512032447,2.474487138076059,3.2261839935982217,"[""WNT7B"",""FZD8_LRP6""]",WNT7B,FZD8_LRP6,1
EFNA3_EPHA5,"[""EFNA3"",""EPHA5""]",EFNA3,EPHA5,10.117660258486683,4.0,3.895215643606993,1.891011531373224,3.895215643606993,2.0042041122337686,2.3926478963388575,"[""EFNA3"",""EPHA5""]",EFNA3,EPHA5,1
