pair,time_0.0,time_0.5,time_1.0,time_1.5,time_2.0,time_2.5,time_3.0,time_3.5,time_4.0
FGF10_FGFR1,0.36753485264205277,0.3602461398384665,0.5619351523319353,0.6675588100447749,0.388790592650427,0.6877237407400005,0.0,1.0,0.23051879554535326
FGF17_FGFR1,0.1788041182542641,0.32721202068951344,0.36423668149780736,0.6030323369280969,0.44623437179220016,0.2473356187467318,0.0,0.657618420082526,1.0
FGF17_FGFR3,0.12402549595499937,0.1923358547398243,0.13346139743496305,0.4668889435165343,0.5434749539372851,0.1420588579499745,0.0,0.7491054472014322,1.0
FGF17_FGFR4,0.22800223889891424,0.27522033838469584,0.1593497025663196,0.5144420427259823,0.6836317917437036,0.1583425655022965,0.0,0.8887743862534895,1.0
FGF18_FGFR1,1.0,0.5666874516977772,0.4971536330096467,0.9573959114627508,0.07603684989842913,0.33185583908753585,0.13617055928493835,0.9561314864532426,0.0
FGF18_FGFR3,1.0,0.323303566413478,0.20582696596952374,0.536789988752876,0.16742712049618041,0.21132796303903026,0.16903322414486505,0.7162985844358056,0.0
FGF18_FGFR4,1.0,0.3004041280489997,0.09705788946626184,0.45663614297272165,0.1988895069797647,0.13864164901671988,0.1584389430822057,0.6853830107635018,0.0
FGF2_FGFR1,0.20640241449779093,0.12623402715688217,0.5134333242013993,0.6242787846293945,0.2501452312653815,0.513155772122663,0.0,1.0,0.1697881906518971
FGF2_FGFR3,0.03596181448583548,0.0,0.10341239690651007,0.36505921724463386,0.4617757877305661,0.3919196303118972,0.4087566776277504,1.0,0.11839169831172237
FGF2_FGFR4,0.06969712408946173,0.0,0.027516057790350608,0.29226848007937856,0.3813181296277599,0.24008071765772468,0.2200020650300669,1.0,0.09997729136172388
FGF7_FGFR1,0.016678782078952903,0.15679267728787302,0.16813927938700107,0.43719239065032817,1.0,0.2998085135092923,0.0,0.36491711332284577,0.24319598375550633
